id	title	author	date	a	b	x	v
74927	The history of Charlotte Temple. Founded on fact. By Mrs. Rowson, author of Victoria, the Inquistor, Fille de Chambre, &c. In two volumes. Vol. I.	Rowson	1801	["Elizabeth Cooper's book June 3 1807"]	['Ink']	['Located back free endpaper']	['v.2']
957218	The first settlers of Virginia, an historical novel, exhibiting a view of the rise and progress of the colony at James Town, a picture of Indian manners, the countenance of the country, and its natural productions. The second edition considerably enlarged.	Davis, John	1806	['Catherine Carman']	['Ink']	['Inscription written title page.']	
ocm02861722 	Discipline: a novel. By the author of ""Self-control.""	Brunton, Mary	1814	['Mary Brunton']	['Pencil']	['Located on full title-page.']	['v.1']
ocn486073979	Traits of nature, by Miss Burney, author of Clarentine, &c. In five volumes vol. I.	Burney, Sarah Harriet	1812	['Jane M Cooper']	['Ink']	['Located at top of title page.']	['v.3', 'v.4']
ocm52981134 	Traits of nature, by Miss Burney, author of Clarentine, &c. In five volumes vol. I	Burney, Sarah Harriet	1813	['C Wakeham']	['Ink']	['Front free endpaper']	['v.2', 'v.5']
ocn270121854	Blue-stocking hall.	Chetwode	1827	['his Mother']	['Ink']	['The rest of the inscription has been cut off', 'Located on the title page']	['v.1']
ocm02892878 	Continental adventures. A novel. In three volumes.	Eaton, Charlotte A	1826	['Dr. Grindrod']	['Pencil']	['Located on first front flyleaf']	['v.2', 'v.3']
ocm21212908 	Marriage, a novel.	Ferrier, Susan	1818	['1770 1785 22']	['Pencil']	['Verso rear flyleaf']	['v.3']
ocn940098594	Rothelan; a romance of the English histories. By the author of Annals of the parish, Ringan Gilhaize, The Spaewife, &c.	Galt, John	1824	['J. T. 3.']	['Ink']	['Written on armorial bookplate']	['v.3']
ocm12862142 	Osmond, a tale. By the author of ""The favorite of nature.""	Kelty, Mary Ann	1822	['Kelty, Mary Ann']	['Pencil']	['Front paste-down endpaper']	['v.2', 'v.3']
ocm06853360 	Trials; a tale. By the author of ""the favourite of nature,"" &c. &c.	Kelty, Mary Ann	1824	['G Suffield']	['Ink']	['Located on half title page']	['v.1', 'v.2', 'v.3']
ocn931590936	Dunallan; or, know what you judge; a story. In three volumes. By the author of ""The Decision,"" ""Father Clement,"" &c. &c.	Kennedy, Grace	1825	['Grace Kennedy']	['Pencil']	['Front paste-down endpaper']	['v.1']
ocm13226312 	The Quakers; a tale. By Elizabeth B. Lester.	Lester, Elizabeth B	1817	['Leo Morhiman']	['Ink']	['Title-page']	
ocm04739245 	Romantic tales, by M. G. Lewis, author of the Monk, Adelgitha, &c. In four volumes.	Lewis, M. G	1808	['Mrs Cole Martin']	['Ink']	['Verso front free endpaper.']	['v.1']
ocm10847141 	Caroline Lismore: or, the errors of fashion. A tale. By Alicia Catherine Mant, author of Ellen: or, the young godmother.	Mant, Alicia Catherine	1815	['Eliza Giffard']	['Ink']	['Title page']	
ocm29104507 	Ellen: or, the young godmother. A tale for youth. By a young lady.	Mant, Alicia Catherine	1812	['Jane Butler 1812']	['Ink']	['Located on front free endpaper.']	
ocm06925160 	The Albigenses, a romance. By the author of ""Bertram,"" a tragedy: ""Woman; or, pour et contre,"" &c.	Maturin, Charles Robert	1824	['Maturin, C. R.']	['Pencil']	['Recto of second front free endpaper']	['v.1']
ocn810531182	Women; or, pour et contre. A tale. By the author of ""Bertram,"" &c.		1818	['Maturin Maturin']	['Pencil']	['Front paste-down endpaper']	['v.1']
ocm02060360 	The asylum; or, Alonzo and Melissa. An American tale, founded on fact. By I. Mitchell.	Jackson, Daniel	1811	['Wright 1886']	['Pencil']	['Located on recto of first front free endpaper']	['v.1']
ocm09838110 	Mrs. Leicester's school: or, the history of several young ladies, related by themselves.	Lamb, Charles	1810	['Mrs Lawrence --- The[...]']	['Pencil']	['Front paste-down endpaper', 'Some words illegible; cut off by bookplate pasted over.']	
ocm06959518 	Zenobia, queen of Palmyra. A narrative, founded on history. In two volumes. By the author of patriarchal times. Vol. I.	O\'Keeffe, Adelaide	1824	['Kate Foster with the best wishes of J. B.']	['Ink']	['Located on recto of second front free endpaper.']	['v.2']
ocm04300840 	The misfortunes of Elphin. By the author of Headlong Hall.	Peacock, Thomas Love	1829	['H. F. Birch Reynardson']	['Pencil']	['Recto of front free endpaper']	
ocm08438237 	Headlong Hall.	Peacock, Thomas Love	1816	['Eliza Gifford']	['Ink']	['Front paste-down endpaper']	
ocm14032243 	Don Sebastian; or, the house of Braganza. An historical romance. In four volumes. By Miss Anna Maria Porter. Author of the Hungarian brothers.	Porter, Anna Maria	1809	['Eliza Giffard Nerquis Flintshire']	['Ink']	['Located on full title page']	['v.2']
ocm06989179 	Honor O'Hara. A novel. In three volumes. By Miss A. M. Porter, author of ""The Hungarian brothers,"" ""The recluse of Norway,"" &c. &c. &c.	Porter, Anna Maria	1826	['X. 3. 3']	['Ink']	['Inscription is located on the bottom of the bookplate.']	['v.3']
ocm01336923 	The Knight of St. John, a romance, by Miss Anna Maria Porter. Author of ""the recluse of Norway,"" &c. &c. &c.	Porter, Anna Maria	1817	['Eliza Gifford (Nerquis Flintshire)']	['Ink']	['Located on full title page.']	['v.1', 'v.2', 'v.3']
ocm06977863 	The lake of Killarney: a novel, in three volumes. By Anna Maria Porter, author of Octavia, Walsh Colville, &c. &c.	Porter, Anna Maria	1804	['T. Rose']	['Ink']	['Located on front paste-down endpaper.']	['v.3']
ocm06972377 	The recluse of Norway. By Miss Anna Maria Porter.	Porter, Anna Maria	1814	['Eliza Giffard']	['Ink']		['v.1', 'v.3']
ocm06972448 	The village of Mariendorpt. A tale. By Miss Anna Maria Porter, author of The fast of St. Magdalen, Knight of St. John, &c. &c. &c.	Porter, Anna Maria	1821	['Eliza Giffard Nerquis Flintshire']	['Ink']	['Located on full title page']	['v.1', 'v.2', 'v.3', 'v.4']
ocm63548219 	The village of Mariendorpt. A tale. By Miss Anna Maria Porter, author of The fast of St. Magdalen, Knight of St. John, &c. &c. &c.	Porter, Anna Maria	1821	['A Miller 1821']	['Ink']	['Located on title page']	['v.2']
ocm47896198 	Manfrone; or, the one-handed monk. A romance. In four volumes. By Mary Anne Radcliffe, author of The mysterious Baron, &c. &c. Second edition. Vol. I.	Radcliffe, Ann Ward	1819	['George Lane Fox from Mr. Swynhains']	['Ink']	['Located on the front paste-down endpaper.']	['v.II']
ocn482476225	Nocturnal visit. A tale. In four volumes. By Maria Regina Roche, author of The Children of the Abbey, Maid of the Hamlet, Viacar of Lansdowne, and Clermont.	Roche, Regina Maria	1800	['Harriet Bowers Mumford']	['Ink']	['P.1 below title.']	['v.4']
ocm10448517 	Trecothick Bower ; or, the lady of the west country. A tale. In two volumes. By Regina Maria Roche, author of The children of the abbey; Discarded son; Houses of Osma and Almeria; Monastery of St. Colomb; Vicar of Lansdowne, &c. &c.	Roche, Regina Maria	1816	['Mr. M-']	['Pencil']	['Located on first page of chapter i in v.1 and chapter xvi in v.2', 'Inscription is difficult to read.']	['v.1', 'v.2']
ocn482470676	The vicar of Lansdowne; or country quarters. In two volumes. By Regina Maria Roche, author of The Children of the Abbey, Maid of the Hamlet, Clermont, &c.	Roche, Regina Maria	1802	['Miss Harriet Watson']	['Pencil']	['Top of back free endpaper']	
ocm50917140 	Thornton abbey: a series of letters on religious subjects. Vol. I.	Satchel, John	1806	['W. Gordon']	['Ink']	['Located on full title page']	['v.1', 'v.2', 'v.3']
ocm13312753 	Truckleborough Hall; a novel. In three volumes.	Scargill, William Pitt	1827	["James Nack's copy"]	['Pencil']	['Located on recto of first front free endpaper']	['v.1']
ocm07032578 	Winter tales, or European nights entertainments by Maria Scott.	Scott, Maria	1825	['B. H-- BN. 1828']	['Ink']	['Recto of first front free endpaper', 'Partially illegible']	
ocm38981912 	The fortunes of Nigel. By the author of ""Waverly, Kenilworth,"" &c.	Scott, Walter	1822	['Harry M--- Peover Hall']	['Ink']	['Located on front paste-down endpaper.']	['v.3']
ocn191257087	The fortunes of Nigel. by the author of ""Waverley, Kenilworth,"" &c.	Scott, Walter	1822	['J. T. Newton']	['Ink']	['Located on title page']	
ocm08634631 	The ruling passion. A comic story, of the sixteenth century. Revived, revised, and edited, by Philip Francis Sidney, author of ""The hermit in York,"" and various other popular works.	Sidney, Philip Francis	1821	['H. W. Moore 19th October 1869']	['Ink']	['Located on the second front free endpaper']	['v.1']
ocm31393385 	The Letters of a solitary wanderer: containing narratives of various description. By Charlotte Smith. Vol. I.	Smith, Charlotte	1800	['A. W. Huller --- 23 Decr. 1953']	['Pencil']	['Located at top of front free endpaper.']	['v.4', 'v.5']
ocm00965816 	Tales of terror; with an introductory dialogue.		1801	['Sherborne 1 Oct: 28']	['Pencil']	['Reverse frontispiece']	
ocm00742172 	Tales of wonder; written and collected by M. G. Lewis, Esq. M.P. author of the monk, castle spectre, love of gain, &c. In two volumes.	Lewis, M. G	1801	['Illegible']	['Ink']	['Title page', 'A name and a date are faintly visible.']	['v.1', 'v.2']
ocm13379341 	The vallies; or, scenes and thoughts from secluded life.	Tempest, Basil	1827	['LM from RMB November 14 1827']	['Ink']	['Located on second front free endpaper']	['v.1']
ocn187451781	The Rockite, an Irish story. By Charlotte Elizabeth, author of Osric, The system, Consistency, &c. &c.	Charlotte Elizabeth	1829	['With the authors most affectionate regards to her valued friend The rev John Gregg&#x2014; Earnestly praying that his labours of love may be abundantly blessed to dear Ireland and that many many souls may be given to him as a crown of rejoicing from among the great multitude of his hitherto neglected countrymen&#x2014;-“Fear not, O lord, rejoice and be glad: for the lord will do great things.” --- “Wherefore, my beloved brethren, be ye stedfast, unmovable, always abounding in the work of the Lord: for as much as ye know that your labor is not in vain in the Lord.” --- June 23&#x2014;1830']	['Ink']	['Located on front free endpaper.']	
ocm10377134 	The vagabond. A novel. By George Walker.&#xA0;Dedicated to the Lord Bishop of Landaff. First American, from the fourth English edition, with notes.	Walker, George	1800	['Johanne']	['Pencil']	['Located on verso rear free endpaper.']	
ocm22774772 	The forest girl, or the mountain hut: an original and interesting tale by Catherine G. Ward. Authoress of The mysterious marriage, Cottage on the cliff, The fisher's daughter, The thorn, &c. &c.	Ward, Catherine G	1826	['M. C. Gidley']	['Ink']	['Located on inner margine of pg.3']	
ocm59222208 	The woman of genius. In three volumes.		1821	['Miss Susanna Coke']	['Ink']	['Recto of second front free endpaper']	['v.1', 'v.2', 'v.3']
ocm43388336 	The Swiss family Robinson; or, adventures of a father and mother and four sons in a desert island: the genuine progress of the story forming a clear illustration of the first principles of natural history, and many branches of science which most immediately apply to the business of life. To which are added, notes of reference, explanatory of the subjects treated of. With plates, and a map of the island. Fifth edition.	Wyss, Johann David	1824	['Arthur Edward Somerset the gift of his Mamma --- Jany. 1st 1824']	['Ink']	['Located on front paste-down endpaper']	
436163	The Irish emigrant. An historical tale founded on fact, by an Hibernian. Vol. I.		1817	['Matilda Kimper']	['Ink']	['Located on the title page.']	['v.1']
438976	Paul's letters to his kinsfolk. Second edition.	Scott, Walter	1816	['J.M. Sinclair --- 1817.']	['Pen']	['Located on the top of the verso side of the free endpaper whose recto side faces the half-title page.']	
