id	title	author	date	other works	nouns	adjectives	places	persons	verbs	material objects	adverbs
276113	The spiritual Quixote: or, the summer's ramble of Mr. Geoffry Wildgoose. A comic romance. Vol. I.	Graves, Richard	1783		['Edition', 'Mr.', 'Ramble', 'Romance', 'Summer']	['Comic', 'Corrected', 'Improved', 'New', 'Spiritual']		['Don Quixote', 'Mr. Geoffry Wildgoose']	['Correct', 'Improve']		
276115	The power of love: in seven novels viz. I. The fair hypocrite. II. The physician's strategem. III. The wife's resentment. IV. V. The husband's resentment. In two examples. VI. The happy fugitives. VII. The perjur'd beauty. Never before published. By Mrs. Manley	Manley	1720		['beauty', 'example', 'fugitive', 'husband', 'hypocrite', 'love', 'novel', 'physician', 'power', 'resentment', 'strategem', 'wife']	['fair', 'happy', 'honourable', "perjur'd", 'right', 'seven', 'two']		['', 'Lady Lansdowne', 'Mrs. Manley']			
276116	The nominal husband: or, the distress'd innocence. A true secret history, taken from an old Saxon manuscript, found among the papers of a late noble antiquarian, modernised for the service of the youth of both sexes.		1750		['antiquarian', 'history', 'husband', 'innocence', 'preface', 'service', 'sex', 'youth']	['Saxon', 'both', "distress'd", 'late', 'modernised', 'noble', 'nominal', 'old', 'secret', 'true']				['', 'manuscript', 'paper']	
276117	The man of experience; or, the adventures of Honorius. In two volumes. Vol. I. By Mr. Thistlethwaite.	Thistlethwaite, James	1778		['Adventure', 'Experience', 'Man', 'Mr.', 'Volume']			['Honorius', 'Mr. Thistlethwaite']			
276118	The life of Sethos. Taken from the private memoirs of the ancient Egyptians. Translated from a Greek manuscript into French. And now faithfully done into English from the Paris edition; by Mr. Lediard. In two volumes. Vol. I.	Terrasson, Jean	1732		['Egyptian', 'life', 'manuscript', 'memoir']	['English', 'French', 'Greek', 'ancient', 'edition', 'private']	['', 'Paris']	['', 'Mr. Lediard', 'Sethos']			
276120	The life of Mr. John Van, a clergyman's son, of Woody, in Hampshire. Being a series of many extraordinary events, and surprizing vicissitudes: in which are shewn, among a great number of singular and merry occurrences, his entrance into the army as a trooper; his bravery against the rebels; his marriage with an heiress of eight hundred pounds a year, at St. Ive's in Huntingdonshire; his conduct in high life, his favours from fortune and reduction to poverty. Written by his friend and acquaintance, G.S. Green. In two volumes. Vol. I. ( Price 6s. Bound)	Green, George Smith	1750		['Price', 'acquaintance', 'army', 'bravery', 'clergyman', 'conduct', 'contents', 'entrance', 'event', 'favour', 'fortune', 'friend', 'heiress', 'life', 'marriage', 'number', 'occurrence', 'pound', 'poverty', 'rebels', 'reduction', 'series', 'son', 'trooper', 'vicissitude', 'year']	['6s.', 'eight', 'extraordinary', 'great', 'high', 'hundred', 'many', 'merry', 'singular', 'surprizing']	['', 'Hampshire', 'Woody']	['', 'G.S. Green', 'Huntingdonshire', 'Mr. John Van', "St. Ive's"]			
276121	The life and adventures of Mrs. Christian Davies, the British Amazon, commonly call'd Mother Ross; who served as a foot-soldier and dragoon, in severa campaigns, under King William and the late Duke of Marlborough; containing variety of transactions both serious and diverting: Wherein she gave surprising proofs of courage, strength, and dexterity in handling all sorts of weapons, rarely to be met with in the contrary sex; for which, besides being otherwise rewarded, she was made a pensioner of Chelsea College, by Queen Anne, where her husband now is a serjeant, and she continued to her death. The whole taken from her own mouth, and known to be true by many noblemen, generals, and other officers, &c. mentioned in her life, and still living, who served in those wars at the same time, and were witnesses of her uncommon martial bravery.		1741		['Amazon', 'adventure', 'appendix', 'bookseller', 'bravery', 'campaign', 'courage', 'death', 'dexterity', 'dragoon', 'foot-soldier', 'general', 'husband', 'index', 'life', 'mouth', 'noblemen', 'officer', 'part', 'pensioner', 'preface', 'proofs', 'reader', 'serjeant', 'sex', 'strength', 'time', 'transaction', 'true', 'variety', 'war', 'weapon', 'whole', 'witness']	['British', 'contrary', 'diverting', 'first', 'late', 'many', 'martial', 'rarely', 'same', 'second', 'serious', 'several', 'surprising', 'uncommon']	['', 'Chelsea College']	['', 'Duke of Marlborough', 'King William', 'Mother Ross', 'Mrs. Christian Davies', 'Queen Anne']			
276122	The life and adventures of Joe Thompson. A narrative founded on fact. Written by himself. In two volumes.	Kimber, Edward	1750		['adventure', 'errata', 'fact', 'life', 'narrative']			['', 'Joe Thompson']			
276123	The history of Tom Jones the foundling, in his married state. -Utile dulci.		1750		['Countess', 'authort', 'contents', 'erratum', 'foundling', 'history', 'preface', 'state']	['honourable', 'married', 'right']	['Marchmont']	['', 'Elizabeth, Countess of Marchmont', 'Tom Jones']			
276124	The history of the life and adventures of Mr. Duncan Campbell, a gentleman, who, tho' deaf and dumb, writes down any stranger's name at first sight; with their future contingencies of fortune. Now living in Exeter Court over-against the Savoy in the Strand.	Bond, William	1720		['Appendix', 'Introduction', 'adventure', 'content', 'contingency', 'first', 'fortune', 'gentleman', 'history', 'lady', 'life', 'name', 'sight', 'stranger']	['deaf', 'dumb', 'future']	['', 'Exeter Court', 'Great Britain', 'the Savoy', 'the Strand']	['', 'Mr. Duncan Campbell']			
276126	The history of the life and adventures of Mr. Duncan Campbell, a gentleman, who tho' deaf and dumb, writes down any stranger's name at first sight: with their future contingencies of fortune. Now living in Exeter Court over-against the Savoy in the Strand.	Bond, William	1720		['Appendix', 'Introduction', 'adventure', 'content', 'contingency', 'first', 'fortune', 'gentleman', 'history', 'lady', 'life', 'name', 'sight', 'stranger']	['deaf', 'dumb', 'future']	['', 'Exeter Court', 'Great-Britain', 'the Savoy', 'the Strand']	['', 'Mr. Duncan Campbell']			
276127	The history of Sir William Harrington. Written some years since, and revised and corrected by the late Mr Richardson, author of Sir Charles grandison, Clarissa, &c. In four volumes. Vol. I. The second edition.		1772		['Author', 'Edition', 'History', 'Mr', 'Sir', 'Volume', 'Year']	['Late', 'Some']		['Clarissa', 'Mr Richardson', 'Sir Charles Grandison', 'Sir William Harrington']	['Correct', 'Revise', 'Write']		
276128	The history of Eliza Warwick. In two volumes. Vol. I.		1778		['History', 'Volume']	['Two']		['Eliza Warwick']			
276130	The history of Cornelia.	Scott, Sarah	1750		['advertisement', 'history']			['', 'Cornelia']			
276131	The history of Charlotte Summers, the fortunate parish girl. The second edition corected. In two volumes. Vol. I.		1750		['contents', 'girl', 'history', 'parish']	['fortunate']		['', 'Charlotte Summers']			
276133	The history and adventures of Don Alphonso Blas de Lirias, son of Gil Blas of Santillane. Translated from the Spanish original.		1741		['adventure', 'content', 'history', 'original', 'son']	['Spanish']		['', 'Don Alphonso Blas', 'Don Alphonso Blas de Lirias', 'Gil Blas of Santillane']			
276135	The example: or the history of Lucy Cleveland. By a young lady. Vol. I.	Young lady	1778		['example', 'history', 'lady']	['young']		['', 'Lucy Cleveland']			
276136	The court-secret: a melancholy truth. Now first translated from the original Arabic. By an adept in the Oriental tongues. ( Price one shilling.)	Lyttelton, George Lyttelton	1741		['Introduction', 'court-secret', 'price', 'reader', 'shilling', 'tongue', 'truth']	['Arabic', 'Oriental', 'adept', 'melancholy', 'original']					
276139	The adventures of Mr. Loveill, interspers'd with many real amours of the modern polite world. Vol. I. The second edition.		1750		['adventure', 'amour', 'preface', 'world']	['many', 'modern', 'polite', 'real']		['', 'Mr. Loveill']			
276140	The adventures of Mr. Loveill, interspers'd with many real amours of the modern polite world. Vol. I.		1750		['adventure', 'amour', 'preface', 'world']	['many', 'modern', 'polite', 'real']		['', 'Mr. Loveill']			
276156	Serious reflections during the life and surprising adventures of Robinson Crusoe: with his vision of the angelick world. Written by himself.	Defoe, Daniel	1720		['adventure', 'introduction', 'life', 'preface', 'publisher', 'reflection', 'vision', 'world']	['angelick', 'serious', 'surprising']		['Robinson Crusoe']			
276157	The devil turn'd hermit, or, the adventures of Astaroth banish'd from hell. A satirical romance. Exposing, with great variety of humour, in a series of conversations between that demon and the author, -- The scandalous frauds, lewd amours, and devout mockery of the monks and nuns; the intrigues of courts; the ambition, avarice, and cruelty of ministers; the insincerity, luxury, prostitution, and ingratitude of many private characters; with other capital vices of the present age. Founded chiefly on real facts, and interspersed with the portraits and secret history of most of the considerable persons that have lived in Europe within these thirty years past. Translated from the original French of Mr. de M * * *.	Lambert de Saumery, Pierre	1741		['Erratum', 'Translator', 'adventures', 'advertisement', 'age', 'ambition', 'amours', 'author', "author's", 'avarice', 'characters', 'content', 'conversations', 'courts', 'cruelty', 'demon', 'devil', 'facts', 'frauds', 'hermit', 'history', 'humour', 'ingratitude', 'insincerity', 'luxury', 'ministers', 'mockery', 'monks', 'nuns', 'persons', 'portraits', 'preface', 'prostitution', 'reader', 'romance', 'series', 'translator', 'variety', 'vices', 'volume', 'years']	['French', 'capital', 'considerable', 'devout', 'great', 'intrigues', 'lewd', 'most', 'original', 'past', 'present', 'private', 'real', 'satirical', 'scandalous', 'secret', 'thirty']	['Europe', 'hell']	['Astaroth', 'Mr. de M * * *']			
276158	Pure love: a novel. Being the history of the Princess Zulima, the beautiful daughter of the Sultan of Egypt. Containing, I. Her love for the Prince of Westphalia, who was taken prisoner by the Turks, and made a slave. II. Evaristus his companion, his story of the Prince of Westphalia their engagement with some Corsairs, or Pyrates; their shipwreck, and arrival at the Christian army giving a full account of the battle. III. Mustapha, the grand vizier, his love for Zulima. IV. The sultan's love for Leonora, &c. Translated from the French of Monsieur Le Noble.	Le Noble, Eustache	1750		['Sultan', 'Turk', 'account', 'army', 'arrival', 'battle', 'companion', 'daughter', 'engagement', 'history', 'love', 'novel', 'preface', 'prisoner', 'shipwreck', 'slave', 'story', 'sultan', 'vizier']	['Christian', 'French', 'beautiful', 'full', 'grand', 'pure', 'some']	['Egypt', 'Westphalia']	['Corsair', 'Evaristus', 'Leonora', 'Monsieur Le Noble', 'Mustapha', 'Prince of Westphalia', 'Princess Zulima', 'Pyrate', 'Zulima']			
276159	The works of Francis Rabelais, M.D. The second book. Formerly translated by Sir Thomas Urquart, M.D. and explained by Mr. Motteux; since carefully revised, and compared throughout with M. le Du Chat's edition, by Mr. Ozell, who has likewise added, at the bottom of the pages, a translation of the notes, historical, critical and explanatory, of the said M. le Du Chat, and others: in which notes, the text is not only explained, but, in multitudes of places, amended, and made conformable to the first and best editions of this learned and facetious author. A new edition, with improvements, and an intire new set of cuts.	Rabelais, FranÁois	1750		['author', 'book', 'bottom', 'cut', 'edition', 'improvement', 'note', 'other', 'place', 'set', 'text', 'translation', 'work']	['best', 'critical', 'explanatory', 'facetious', 'first', 'historical', 'intire', 'learned', 'multitude', 'new']		['', 'Francis Rabelais, M.D.', 'M. le Du Chat', 'Mr. Motteux', 'Mr. Ozell', 'Sir Thomas Urquart, M.D.']		['', 'page']	
340844	The advantages of deliberation; or, the folly of indiscretion. In two volumes. Vol. I.		1772		['Advantage', 'Deliberation', 'Folly', 'Indiscretion', 'Vol', 'Volume']						
340846	The adventures of a bank-note. In two volumes. Vol. I.	Bridges, Thomas	1770		['Adventure', 'Bank-note', 'Volume']	['Two']				['Bank-note']	
340848	The man of feeling.	Mackenzie, Henry	1771		['Feeling', 'Introduction', 'Man']						
340850	The adventures of a hackney coach. The fourth edition corrected.		1781		['Adventure', 'Coach', 'Edition', 'Hackney coach', 'Price']	['Corrected', 'Fourth', 'Hackney']			['Correct']	['Coach', 'Hackney coach']	
340854	The adventures of a rupee. Wherein are interspersed various anecdotes Asiatic and European.	Scott, Helenus	1782		['Adventure', 'Anecdote', 'Price', 'Rupee', 'Shilling']	['Asiatic', 'European', 'Sewed', 'Three', 'Various']			['Intersperse', 'Sew']	['Rupee']	['Wherein']
340856	The adventures of a rupee. Wherein are interspersed various anecdotes Asiatic and European.	Scott, Helenus	1782		['Adventure', 'Anecdote', 'Rupee']	['Asiatic', 'European', 'Various']			['Intersperse']	['Rupee']	['Wherein']
340910	The adventures of an East-India rupee. Wherein are interspersed, various anecdotes Asiatic, and European.	Scott, Helenus	1783		['Adventure', 'Anecdote', 'Rupee']	['Asiatic', 'European', 'Various']	['East-India']		['Intersperse']	['Rupee']	
340911	The adventures of a cork-screw; in which, under the pleasing method of a romance, the vices, follies and manner of the present age are exhibited and satirically delineated. Interspersed with striking anecdotes, characters and actions of persons in real-life; all drawn to promote virtue, expose vice, and laugh folly out of countenance.		1775		['Action', 'Adventure', 'Age', 'Anecdote', 'Character', 'Cork-screw', 'Countenance', 'Folly', 'Life', 'Mannder', 'Method', 'Person', 'Real-life', 'Romance', 'Vice', 'Virtue']	['Pleasing', 'Present', 'Real', 'Striking']			['Delineate', 'Draw', 'Exhibit', 'Expose', 'Intersperse', 'Laugh']	['Cork-screw']	['Satirically']
341318	The adventures of Roderick Random. In two volumes. Vol. I. The eighth edition.	Smollett, Tobias George	1770		['Adventure', 'Apologue', 'Content', 'Edition', 'Preface', 'Volume']	['Eighth', 'First', 'Second', 'Two']		['Roderick Random']			
341331	The adventures of Telemachus, the son of Ulysses, king of Ithaca, &c. in Greece, and one of the princes who conducted the siege of Troy. Complete in twenty-four books. Originally written in French, not only for the use and instruction of the dauphin of France, to guard him, in an allegorical way, against forming his conduct after the bad example of his grandfather Louis XIV, but also to promote the happiness of mankind in general; by Francis Salignac de la Motte Fenelon, late archbishop of Cambray, in the French Netherlands. Now newly translated from the best Paris and other editions, by William Henry Melmoth, esq. Author of the new abridgment of the Roman history-of the complete abridgment of the Grecian history-and of the new universal story-teller, or modern picture of human life; being an approved collection of original and select pieces in prose and verse.-Price 3s. each bound. To which are added, the life of the original author; the heads and arguments of each book at large; and a great variety of notes, historical, critical, explanatory, scholastic, political, moral, philological, satirical, and illustrative: comprehending the most salutary reflections and remarks, with allusions to ancient mythology, geography, and universal history, particularly to the histories of England and France:-A work of the first reputation, replete with maxims of human prudence, and including the most perfect system of morality ever presented to the world, displaying to all descriptions of persons the horrors of vice, and the charms of virtue, in the most forcible manner. The mysteries of the wisest and best politics are here developed: the inordinate passions are depicted as a yoke equally disgraceful and fatal; while the moral duties appear with all the attractions of ease and beauty. The reasoning is just, the precepts are important. It is a work which genius and learning have dedicated to virtue; it at once captivates the imagination, informs the understanding, and regulates the will. This valuable book teaches us to make morality and religion our guide in good, as well as in adverse fortune; never to forget the love we owe our parents and our country. It forms our minds for a king, a citizen, a father, a mother, a master, a gentleman, a tradesman, a servant, and even a slave, if such should be our lot; and, in short, teaches us to act properly in all the various spheres of life. Mentor (under which character is meant Minerva) in his counsels to Telemachus, must make us just, humane, patient, sincere, discreet, and modest. He never speaks but he pleases, engages, moves, and persuades. We cannot attend to him but with admiration; and, in proportion as we admire, we cannot help loving his advice, which is entertaining as well as instructive. This translation has been carefully revised with all the former editions, and particular attention has been paid to the various readings of Hawkesworth, Smollett, Boyer, Litterbury, Oldes, Ozell, and others, entirely omitting their inaccuracies and blemishes, and preserving whatever we judged might elucidate the great design the author had in view when he composed this work, viz. of promoting the happiness of his noble pupil in particular, and of the world in general. Embellished in a very superior stile of magnificence, with a set of unusually grand copper-plates, exquisitely designed by those ingenious artists, Kauffman, Monnet, Eisen, and Moreau, and engraved, in a capital manner, by Messrs. Walker, Collyer Grignion, Bartolozzi, and Grainger, who have exerted their unrivalled talents in these splendid performances; single impression of which will be charged at 2s. each print: so that these capital engravings alone will be absolutely worth four times the price of the whole work; which is the most beautiful edition of Telemachus ever published in this or any other country, and calculated to gratify every class of readers.	FeÃÅnelon, FrancÃßois de Salignac de La Mothe-	1770		['Abridgment', 'Admiration', 'Adventure', 'Advice', 'All', 'Allusion', 'Archbishop', 'Argument', 'Artist', 'Attention', 'Attraction', 'Author', 'Beauty', 'Blemish', 'Book', 'Character', 'Charm', 'Citizen', 'Class', 'Collection', 'Conduct', 'Copper-plate', 'Counsel', 'Country', 'Dauphin', 'Description', 'Design', 'Duke', 'Duty', 'Each', 'Ease', 'Edition', 'Engraving', 'Errata', 'Esquire', 'Essay', 'Eulogy', 'Example', 'Father', 'Fortune', 'Genius', 'Gentleman', 'Geography', 'Grandfather', 'Guide', 'Happiness', 'He', 'Head', 'History', 'Horror', 'Imagination', 'Impression', 'Inaccuracy', 'Index', 'Instruction', 'It', 'King', 'Learning', 'Life', 'Lot', 'Love', 'Magnificence', 'Mankind', 'Manner', 'Master', 'Maxim', 'Memoir', 'Messrs.', 'Mind', 'Morality', 'Mother', 'Mystery', 'Mythology', 'Note', 'One', 'Other', 'Parents', 'Passion', 'Performance', 'Person', 'Picture', 'Piece', 'Poetry', 'Politics', 'Precept', 'Preface', 'Price', 'Prince', 'Print', 'Proportion', 'Prose', 'Prudence', 'Pupil', 'Reader', 'Reading', 'Reasoning', 'Reflection', 'Religion', 'Remark', 'Reputation', 'Servant', 'Set', 'Siege', 'Slave', 'Son', 'Sphere', 'Stile', 'Story-teller', 'Such', 'System', 'Talent', 'Time', 'Tradesman', 'Translation', 'Understanding', 'Use', 'Variety', 'Verse', 'Vice', 'View', 'Virtue', 'Way', 'We', 'Whatever', 'Will', 'Work', 'World', 'Yoke']	['Adverse', 'All', 'Alone', 'Ancient', 'Approved', 'Bad', 'Beautiful', 'Best', 'Bound', 'Capital', 'Celebrated', 'Complete', 'Critical', 'Discreet', 'Disgraceful', 'Each', 'Entertaining', 'Epic', 'Every', 'Explanatory', 'Fatal', 'First', 'Forcible', 'Former', 'French', 'Good', 'Grand', 'Great', 'Grecian', 'Historical', 'Human', 'Humane', 'Illustrative', 'Important', 'Ingenious', 'Inordinate', 'Instructive', 'Just', 'Late', 'Modern', 'Modest', 'Moral', 'New', 'Noble', 'Original', 'Other', 'Particular', 'Patient', 'Perfect', 'Philological', 'Political', 'Roman', 'Salutary', 'Satirical', 'Scholastic', 'Select', 'Sincere', 'Single', 'Splendid', 'Superior', 'Universal', 'Unrivalled', 'Valuable', 'Various', 'Whole', 'Wisest']	['Cambray', 'England', 'France', 'Greece', 'Ithaca', 'Paris', 'The French Netherlands', 'Troy']	['Bartolozzi', 'Boyer', 'Collyer', 'Dauphin of France', 'Eisen', 'Francis Salignac de la Motte Fenelon', 'Grainger', 'Grignion', 'Hawkesworth', 'Kauffman', 'Litterbury', 'Louis XIV', "M. D'Alembert", 'Mentor', 'Minerva', 'Monnet', 'Moreau', 'Oldes', 'Ozell', 'Smollett', 'Telemachus', 'Ulysses', 'Walker', 'William Henry Melmoth, esq.']		['Book', 'Collection', 'Copper-plate', 'Engraving', 'Impression']	
341332	The affected indifference, a novel. Vol. I.		1771		['Indifference', 'Novel', 'Volume']	['Affected']					
341334	The American wanderer, through various parts of Europe, in a series of letters to a lady, (interspersed with a variety of interesting anecdotes) by a Virginian.		1783		['Anecdote', 'Lady', 'Letter', 'Part', 'Series', 'Variety', 'Virginian', 'Wanderer']	['American', 'Interesting', 'Various', 'Virginian']	['Europe']	['Virginian']	['Intersperse']	['Letter']	
341336	Anecdotes of a convent. By the author of Memoirs of Mrs. Williams. In three volumes. Vol. I.		1771		['Anecdote', 'Author', 'Convent', 'Memoir', 'Mrs.', 'Volume']			['Mrs. Williams']			
341339	Anna: a sentimental novel. In a series of letters. In two volumes. Vol. I.		1782		['Letter', 'Novel', 'Series', 'Volume']	['Sentimental']		['Anna']		['Letter']	
341340	Arabian nights entertainments: consisting of one thousand and one stories, told by the Sultaness of the Indies to divert the Sultan from the execution of a bloody vow he had made to marry a lady every day, and have her head cut off next morning, to avenge himself for the disloyalty of his first Sultaness, &c. Containing a better account of the customs, manners, and religion of the Eastern nations, viz. Tartars, Persians, and Indians, than is to be met with in any author hitherto published. Translated into French from the Arabian MSS. by M. Galland, of the Royal Academy; and now done into English from the last Paris edition. The thirteenth edition. Vol. I.		1772		['Academy', 'Account', 'Arabian', 'Author', 'Custom', 'Day', 'Disloyalty', 'Edition', 'English', 'Entertainment', 'Execution', 'French', 'Head', 'Himself', 'Indian', 'Lady', 'M.', 'Manner', 'Morning', 'Nation', 'Night', 'Persian', 'Religion', 'Story', 'Sultan', 'Sultaness', 'Tartar', 'Thousand', 'Vow']	['Arabian', 'Better', 'Bloody', 'Eastern', 'First', 'Last', 'Next', 'Now', 'One thousand and one', 'Royal', 'Thirteenth']	['Indies', 'Paris']	['M. Galland']	['Avenge', 'Consist', 'Contain', 'Cut', 'Divert', 'Do', 'Marry', 'Meet', 'Publish', 'Tell', 'Translate']		['Every', 'Hitherto']
341342	The history of the adventures of Arthur O'Bradley, &c. A novel. By John Potter. The second edition. Vol. I.	Potter, John	1771		['Adventure', 'Edition', 'History', 'Novel', 'Vol']			["Arthur O'Bradley", 'John Potter']		['Novel']	
341344	The Birmingham counterfeit; or, invisible spectator. A sentimental romance. In two volumes. Vol. 1.		1772		['Counterfeit', 'Romance', 'Spectator', 'Volume']	['Invisible', 'Sentimental', 'Two']	['Birmingham']			['Counterfeit']	
341345	Blandford races: a novel. In two volumes. Vol. I.		1782		['Novel', 'Race', 'Volume']		['Blanford']				
341346	Burton-Wood. In a series of letters. By a lady. Volume I.	Mackenzie, Anna Maria	1783		['Lady', 'Letter', 'Series']		['Burton-Wood']			['Letter']	
341348	The busy body; Or, successful spy. Being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprizing, even to rashness; which unhappy faculties, nevertheless, instead of ruining, raised him from the lowest obscurity, to a most splendid fortune. Interspers'd with several humorous stories. The whole containing a great variety of adventures, equally instructive and diverting. Vol. I.	Mouhy, Charles de Fieux	1770		['Adventure', 'Busy-body', 'Faculty', 'Fortune', 'History', 'Man', 'Mons.', 'Obscurity', 'Preface', 'Rashness', 'Spy', 'Story', 'Variety', 'Vol.', 'Whole']	['Diverting', 'Enterprising', 'Entertaining', 'Equally', 'Great', 'Humorous', 'Infinitely', 'Inquisitive', 'Instructive', 'Lowest', 'Most', 'Several', 'Splendid', 'Successful', 'Unhappy']		['Mons. Bigand']	['Be', 'Contain', 'Intersperse', 'Raise', 'Ruin']		
341350	The cautious lover: or, the history of Lord Woburn. By a young gentleman of Oxford. In two volumes. Vol. I.	Young Gentleman of Oxford	1773		['Gentleman', 'History', 'Lord', 'Lover', 'Volume']	['Cautious', 'Young']	['Oxford']	['Lord Woburn']			
341351	Charles and Charlotte. In two volumes. Vol. I.	Pratt	1777		['Volume']			['Charles', 'Charlotte']			
341353	Cecilia, or memoirs of an heiress. By the author of Evelina. In five volumes. Vol. I.	Burney, Fanny	1782	['Evelina']	['Author', 'Heiress', 'Memoir', 'Volume']	['Five']		['Cecilia']			
341354	Cecilia, or memoirs of an heiress. By the author of Evelina. The second edition. In five volumes. Vol. I.	Burney, Fanny	1783		['Author', 'Edition', 'Evelina', 'Heiress', 'Memoir', 'Volume']			['Cecilia', 'Evelina']			
341355			1779		['Baronet', 'History', 'Lady', 'Novel', 'Quality', 'Volume']	['Two', 'Young']		['Charles']			
341358	The child of misfortune; or, the history of Mrs. Gilbert. By Mr. Thistlethwaite. In two volumes. Vol. I.	Thistlethwaite, James	1777		['Child', 'History', 'Misfortune', 'Mr.', 'Mrs.', 'Volume']			['Mr. Thistlethwaite', 'Mrs. Gilbert']			
341360	Chinese tales; or, the wonderful adventures of the Mandarin Fum-Hoam: related by himself, to divert the sultana, upon the celebration of her nuptials. Written in French by M. Gueulette. Translated by the Rev. Mr. Stackhouse.	Gueullette, Thomas-Simon	1781		['Adventure', 'Celebration', 'French', 'Mandarin', 'Mr.', 'Nuptial', 'Rev.', 'Sultana', 'Tale']	['Chinese', 'Wonderful']		['Fum-Hoam', 'M. Gueulette', 'Rev. Mr. Stackhouse']	['Relate', 'Translate', 'Write']		
341364	Chrysal: or, the adventures of a guinea. Wherein are exhibited views of several striking scenes: with curious and interesting anecdotes of the most noted persons in every rank of life, whose hands it passed through, in America, England, Holland, Germany and Portugal. By an adept. Vol. I.	Johnstone, Charles	1775		['Adept', 'Adventure', 'Anecdote', 'Guinea', 'Hand', 'It', 'Life', 'Person', 'Rank', 'Scene', 'View']	['Curious', 'Every', 'Interesting', 'Noted', 'Several', 'Striking']	['America', 'England', 'Germany', 'Holland', 'Portugal']	['Chrysal']	['Exhibit', 'Pass']	['Guinea']	['Most', 'Wherein']
341366	A collection of novels, selected and revised by Mrs. Griffith. Vol. I.		1777		['Collection', 'Enquiry', 'French', 'History', 'Monsieur', 'Mrs.', 'Novel', 'Princess', 'Slave']	['Fruitless', 'Royal', 'Spanish']	['Cleves']	['Monsieur de Segrais', 'Mrs. Behn', 'Mrs. Griffith', 'Mrs. Haywood', 'Oroonoko', 'Zayde']	['Revise', 'Select', 'Write']		['Originally']
341367	Colonel Ormsby; or the genuine history of an Irish nobleman, in the French service. Vol. I.		1781		['Colonel', 'History', 'Nobleman', 'Service']	['French', 'Genuine', 'Irish']		['Colonel Ormsby']			
341368	Columella; or, the distressed anchoret. A colloquial tale. By the editor of the Spiritual Quixote. Vol. I.	Graves, Richard	1779		['Anchoret', 'Editor', 'Spiritual Quixote', 'Tale']	['Colloquial', 'Distressed', 'Spiritual']		['Columella', 'Don Quixote']			
341370	The comic romance of Monsieur Scarron, translated by Oliver Goldsmith. In two volumes. Vol. I.	Scarron	1775		['Monsieur', 'Romance', 'Volume']	['Comic']		['Monsieur Scarron', 'Oliver Goldsmith']	['Translate']		
341371	The life and adventures of common sense: an historical allegory. Vol. I. The second edition.	Lawrence, Herbert	1771		['Adventure', 'Allegory', 'Edition', 'Life', 'Sense', 'Volume']	['Common', 'Historical', 'Second']					
341373	The contemplative man, or the history of Christopher Crab, Esq; of North Wales. Vol. I.	Lawrence, Herbert	1771		['Esq', 'History', 'Man', 'Vol']	['Contemplative']	['North Wales']	['Christopher Crab, Esq']			
341374		Gunning	1783	['Barford-Abbey', 'The cottage']	['Author', 'Letter', 'Series', 'Wood']		['Coombe Wood']			['Letter']	
341376	Coombe Wood. A novel: in a series of letters. By the author of Barford-Abbey and The cottage. Vol. I.	Gunning	1783	['Barford-Abbey', 'The cottage']	['Author', 'Letter', 'Novel', 'Series', 'Wood']		['Coombe Wood']			['Letter']	
341377	The correspondents, an original novel; in a series of letters. The third edition.		1775		['Correspondent', 'Edition', 'Letter', 'Novel', 'Series']	['Original']				['Letter']	
341378	Correspondents, an original novel; in a series of letters. A new edition.		1776		['Correspondent', 'Edition', 'Letter', 'Novel', 'Series']	['New', 'Original']				['Letter']	
341379	The Count de Rethel: an historical novel. Taken from the French. Dedicated (by permission) to the Lady Viscountess Hereford. In three volumes. Vol. I.		1779		['Count', 'French', 'Lady', 'Novel', 'Permission', 'Viscountess', 'Volume']	['Historical']		['Count de Rethel', 'Lady Viscountess Hereford']	['Dedicate', 'Take']		
341380	The curate of Coventry: a tale. By John Potter, author of The history and adventures of Arthur O'Bradley. [Epigraph] In two volumes. Vol. I.	Potter, John	1771	["The history and adventures of Arthur O'Bradley"]	['Author', 'Content', 'Curate', 'Tale', 'Volume']	['First', 'Second']	['Coventry']	['John Potter']			
341381	The genuine diestresses of Damon and Celia. In a series of letters between the late General Craufurd, Sir John Hussey Delaval, Bart. Sir Francis Blake Delaval, K. B. and two unfortunate lovers. By William Renwick. Vol. I.	Renwick, William	1771		['Bart.', 'Distress', 'General', 'K. B.', 'Letter', 'Lover', 'Series', 'Sir', 'Vol.']	['Genuine', 'Two', 'Unfortunate']		['Celia', 'Damon', 'General Craufurd', 'Sir Francis Blake Delaval, K. B.', 'Sir John Hussey Delaval, Bart.', 'William Renwick']		['Letter']	
341383	The daughter: or the history of Miss Emilia Royston, and Miss Harriet Ayres; in a series of letters. By the authoress of the Exemplary Mother.	Cooper, Maria Susanna	1775		['Authoress', 'Daughter', 'Exemplary Mother', 'History', 'Letter', 'Miss', 'Mother', 'Series']	['Exemplary']		['Miss Emilia Royston', 'Miss Harriet Ayres']		['Letter']	
341384	The Dean of Coleraine. A moral history: founded on the memoirs of an illustrious family in Ireland. A new edition, carefully corrected and improved. In three volumes. Vol. I.	PreÃÅvost	1780		['Dean', 'Edition', 'Family', 'History', 'Memoir', 'Volume']	['Illustrious', 'Moral', 'New']	['Coleraine', 'Ireland']	['Dean ofColeraine']	['Correct', 'Found', 'Improve']		['Carefully']
