id	title	author	date	a	b	2	3	5	6	7
276142	Tales of fancy, by S.H. Burney. Author of 'Clarentine,' 'Geraldine Fauconberg,' and 'Traits of nature. ' The shipwreck.	Burney, Sarah Harriet	1816	['Author (paratext)']		["Inscribed by her Royal Highness's most obedient, and most humble servant, Sarah Harriett Burney"]	['Dedication']	['Female']		
276150	Pleasure and pain, or the fate of Ellen; A novel. In three volumes. Anna Maria Weston. Vol. I.	Weston, Anna Maria	1814	['Author (text)']	['Anna Maria Weston']		['Title page']	['Female']		
276155	Tell-tale sophas, an eclectic fable, in three volumes. Founded on anecdotes, foreign and domestic. By John Battersby. Volume the second.	Battersby, John	1814	['Author (text)']		['By John Battersby.']	['Title page']	['Male']		
279595	Nick of the woods, or the jibbenainosay. A tale of Kentucky. By the author of ""calavar,"" ""the infidel,"" &c. [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1837	['Author (text)']	['Reference to other works']	['By the author of ""Calavar,"" ""The Infidel,"" &c.']	['Title page']	['Indeterminate']	['Indeterminate']	
374838	The bride of Fort Edward, founded on an incident of the revolution.	Bacon, Delia Salter	1839	['Author (text)', 'Author (paratext)']	['Generic/Descriptive']	['The author.']	['Preface']	['Indeterminate']	['Unknown']	
374841	Never despair : a tale of the emigrants. Founded on fact.	Bokum, Hermann	1837	['Author (text)']	['Proper name']	['[by Hermann Bokum]']	['Recto, page opposite front cover']			['Ascribed to Hermann Bokum: see 500 note.']
374924	The Brigantine: or, Admiral Lowe. A tale of the 17th century. By an American.		1839	['Author (text)']	['Generic/descriptive']	['By an American.']	['Titlepage']	['Indeterminate']	['Unknown']	
374930	Charles Elwood: or the infidel converted. By O.A. Brownson	Brownson, Orestes Augustus	1840	['Author (paratext)']	['Initials']	['C.E.']	['Introduction']	['Male']	['Male']	
374934	Working a passage: or, life in a liner. (Published for the benefit of young travelers.) By B.C.F	Briggs, Charles F	1844	['Author (text)']	['Initials']	['By B.C.F']	['Title page']	['Indeterminate']	['Male']	
374935	Helen Howard, or the bankrupt and broker.  A tale tale of New-England.  By Professor Ashby.	Ashby	1845	['Author (text)']	['Proper name']	['By Professor Ashby']	['Title page']	['Indeterminate']	['Unknown']	
374936	Autobiography of a reformed drunkard; or letters and recollections by an inmate of the alms-house. With illustrations.		1845	['Author (text)']	['Generic/descriptive']	['By an inmate of the alms-house']	['Title page']	['Indeterminate']	['Unknown']	
374937	Fanny Campbell. By Lieutenant Murray.	Ballou, Maturin Murray	1844	['Author (text)']	['Proper name']	['By Lieutenant Murray']	['Title Page']	['Male']	['Male']	
374938	Albert Simmons: or, the midshipman's revenge.  A tale of land & sea.  By Frank Forester.  Author of ""The smuggler's child,"" ""The phantom rock,"" ""Tale of Manhattan,"" ""The Highwayman,"" ""The two purses, &c.""	Ballou, Maturin Murray	1845	['Author (paratext)']	['Generic/descriptive']	['The author']	['Dedication']	['Indeterminate']	['Male']	
374939	Fanny Campbell, the female pirate captain. A tale of the revolution. By Lieutenant Murray.	Ballou, Maturin Murray	1845	['Author (paratext)']	['Generic/Descriptive']	['The Author.']	['Preface']	['Indeterminate']	['Male']	
374940	The naval officer; or, the pirate's cave.  A tale of the last war.  By Lieutenant Murray.  Author of ""Fanny Campbell, the female pirate captain.""	Ballou, Maturin Murray	1845	['Author (text)']	['Proper name', 'Reference to other works']	['By Lieutenant Murray.  Author of ""Fanny Campbell, the female pirate captain.""']		['Male']	['Male"']	
374941	Cecilia: or, the white nun of the wilderness. A romance of love and intrigue. By Benjamin Barker, esq. Author of 'Mary Morland,' 'Francisco, or the pirate of the Pacific.'	Barker, B	1845	['Author (text)']	['Proper name', 'Reference to other works']	["By Benjamin Barker, esq. Author of 'Mary Morland,' 'Francisco, or the pirate of the Pacific.''"]	['Titlepage']	['Male']	['Male']	
374942	Emily Elwood, or hermit of the crags. A romance of the last war. By Benjamin Barker, Esq. Author of 'Mary Morland,' 'Francisco, or the pirate of the Pacific.'	Barker, B	1845	['Author (text)']	['Proper name', 'Reference to other works']	["By Benjamin Barker, Esq. Author of 'Mary Morland,' 'Francisco, or the pirate of the Pacific.'"]	['Titlepage']	['Male']	['Male']	
374943	Mary Morland, or the fortunes or misfortunes of an orphan. By Benjamin Barker, author of the Zoraida, or the witch of Naumkeag, &c.	Barker, B	1845	['Author (text)']	['Proper name', 'Reference to other works']	['By Benjamin Barker, author of the Zoraida, or the witch of Naumkeag, &c.']	['Titlepage']	['Male']	['Male']	
374945	The child of the sea, or the smuggler of colonial times. And the love test. By Lieutenant Murray, Author of ""Fanny Campbell, the female pirate captain,"" ""The naval officer, or the pirate's cave,"" ""Red Rupert, the American Buccanier,"" and other tales.	Ballou, Maturin Murray	1846	['Author (paratext)']	['Generic/descriptive']	['The Author']	['Preface']	['Indeterminate']	['Male']	
374948	Clarida: or, the female pickpocket. A romance of New York City. By B. Barker, Esq. Author of 'Lily of Lexington,' 'Emily Elwood,' 'Mornilva,' &c.	Barker, B	1846	['Author (text)']	['Proper name', 'Reference to other works']	["By B. Barker, Esq. Author of 'Lily of Lexington,' 'Emily Elwood,' 'Mornilva,' &c"]	['Title page']	['Indeterminate']	['Male']	
374949	{dollar}100 prize tale! The gipsey: or, the robbers of Naples. [illustration and caption] By Lieutenant Murray, Author of 'Fanny Campbell,' 'The Spanish Musketeer,' 'Roderick the Rover,' etc. etc.	Ballou, Maturin Murray	1847	['Author (paratext)']	['Generic/descriptive']	['The Author']	['Preface']	['Indeterminate']	['Male']	
374950	{dollar}100 prize tale. Roderick the rover: or, the spirit of the wave. By Lieutenant Murray, Author of Fanny Campbell, the female pirate captain; Red Rupert, the American buccaneer; The naval officer; The Spanish musketeer, etc.etc.etc.	Ballou, Maturin Murray	1847	['Author (paratext)']	['Generic/descriptive']	['Your humble servant.']	['Preface']	['Indeterminate']	['Male']	
374952	100 dollar prize tale. The Spanish musketeer. A tale of military life. By Lieutenant Murray, author of 'Fanny Campbell, the female pirate captain,' 'Red Rupert, the American Buccaneer,' 'The naval officer,' &c., &c., &c.	Ballou, Maturin Murray	1847	['Author (text)', 'Author (paratext)']	['Generic/descriptive']	['Most humble servant']	['Preface']	['Indeterminate']	['Male']	
374953	Calavar; or, the knight of the conquest: a romance of Mexico. By R.M. Bird, Author of ""The infidel,"" etc. [Epigraph.] A new edition. In two volumes. Vol. I.	Bird, Robert Montgomery	1847	['Author (paratext)']	['Initials']	['R.M.B.']	['Preface']	['Indeterminate']	['Male']	
374956	Pauline Seward. A tale of real life, by John D. Bryant. [Epigraph.] In two volumes. Vol. I. Third Edition.	Bryant, John D	1847	['Author (paratext)']	['Generic/descriptive']	['The author.']	['Preface']	['Indeterminate']	['Male']	
374957	Dark Sybil: or, the fortumes of the Catherwoods. By Aria Ashland.	Ashland, Aria	1848	['Author (text)']	['Proper name']	['By Aria Ashland']	['Title page']	['Female']	['Female']	
374958	Red Rupert, the American Buccaneer. A tale of the Spanish Indies. By Lieutenant Murray, author of Fanny Campbell, the Female Pirate Captain; Roderick the rover; The naval officer; The Spanish Musketeer; The adventurer, etc. etc.	Ballou, Maturin Murray	1848	['Author (paratext)']	['Generic/descriptive']	['The author.']	['Preface']	['Indeterminate']	['Male']	
374959	Kate Clarendon: or, necromancy in the wilderness. A tale of the little Miami. By Emerson Bennett, author of ""The bandits of the Osage,"" ""Renegade,"" ""Mike Fink,"" ""Unknown Countess,"" &c., &c.	Bennett, Emerson	1848	['Author (text)']	['Proper name', 'Reference to other works']	['By Emerson Bennett, author of ""The bandits of the Osage,"" ""Renegade,"" ""Mike Fink,"" ""Unknown Countess,"" &c., &c.']	['Title page']	['Male']	['Male"']	
374961	Albert Simmons: or, the midshipman's revenge. A tale of land & sea. By Lieutenant Murray.	Ballou, Maturin Murray	1849	['Author (text)']	['Proper name']	['By Paul Creyton']	['Text']	['Male']	['Male']	
374962	Roderic the rover; or, the spirit of the wave. By Lieutenant Murray.	Ballou, Maturin Murray	1849	['Author (paratext)']	['Generic/descriptive']	['Your humble servant.']	['Preface']	['Indeterminate']	['Male']	
374963	The Spanish musketeer. A tale of military life. By Lieutenant Murray.	Ballou, Maturin Murray	1849	['Author (paratext)']	['Generic/Descriptive']	['Most humble servant']	['Preface']	['Indeterminate']	['Male']	
375219	A romance of the sea-serpent, or the icthyosaurus. Also, a collection of the ancient and modern authories, with letters from distinguished merchants and men of science. [Epigraph.]	Batchelder, Eugene	1849	['Author (paratext)']	['Generic/descriptive']	['The author']	['Preface']	['Indeterminate']	['Male']	
375220	Ellen Parry; or, trials of the heart. By Olivia.	Briggs, Emily Edson	1850	['Author (text)']	['Proper name']	['By Olivia']	['Title page']	['Female']	['Female']	['Olivia is pseudonym for Briggs, Emily Edson.']
375221	The naval officer: or, the pirate's cave.  A thrilling story of the last war.  By Lieutenant Murray.	Ballou, Maturin Murray	1852	['Author (paratext)']	['Generic/descriptive']	['The Author']	['Preface']	['Indeterminate']	['Male']	
375225	The Atlantic club-book: being sketches in prose and verse, by various authors.  In two volumes.  Vol. II.		1834	['Author (text)']	['Proper name']	['By Robert M. Bird']	['Table of contents']	['Male']	['Male']	['Author of The beech-tree']
375230	The Fire-Screen, or domestic sketches. By Mrs. Anna Bache	Bache, Anna	1841	['Author (paratext)']	['Proper name']	['A. B.']	['Introduction']	['Indeterminate']	['Female']	
375233	Julia of Baiae; or the days of Nero. A story of the martyrs. By the author of ""The merchant's daughter,"" ""Virginia,"" ""Christmas bells,"" etc., etc.	Brown, John Walker	1843	['Author (text)', 'Author (paratext)']	['Generic/Descriptive']	['The author.']	['Dedication']	['Indeterminate']	['Male']	
375235	Fanny Campbell: the female pirate captain. A tale of the revolution. By Lieutenant Murray.	Ballou, Maturin Murray	1849	['Author (paratext)']	['Generic/Descriptive']	['The Author.']	['Preface']	['Indeterminate']	['Male']	
375707	Sheppard Lee. Written by himself. [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1836	['Author (text)']	['Proper name']	['Robert M. Bird']	['Title page']			['Marginalia (see 595 note)']
375791	Arthur Mervyn ; or memoirs of the year 1793. By Charles Brockden Brown. Vol I.	Brown, Charles Brockden	1827	['Author (paratext)']	['Initials']	['C. B. B.']	['Preface']	['Indeterminate']	['Male']	['Charles Brockden Brown']
375855	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant. By H. H. Brackenridge.	Brackenridge, H. H	1825	['Author (text)']	['Proper name']	['By H. H. Brackenridge.']	['Full title page']	['Indeterminate']	['Male']	
375929	The reign of reform, or, Yankee Doodle court. By a lady.	Botsford	1830	['Author (paratext)']	['Generic/descriptive']	['The authoress.']	['Endnote']	['Female']	['Female']	
376226	Jane Talbot, a novel. By the author of Arthur Mervyn, Wieland, Ormond, Edgar Huntley, and Clara Howard.	Brown, Charles Brockden	1801	['Author (text)']	['Reference to other works']	['By the author of Arthur Mervyn, Wieland, Ormond, Edgar Huntley, and Clara Howard.']	['Title Page']	['Indeterminate']	['Male']	['Author of Arthur Mervyn, et al. is Charles Brockden Brown']
376344	Arthur Mervyn ; or memoirs of the year 1793. By Charles Brockden Brown. Vol. II.	Brown, Charles Brockden	1827	['Author (text)']	['Proper name']	['By Charles Brockden Brown.']	['Title page']	['Male']	['Male']	
376394	Edgar Huntly; or memoirs of a sleep walker. By Charles Brockden Brown.	Brown, Charles Brockden	1827	['Author (paratext)']	['Initials']	['C. B. B.']	['Preface']	['Indeterminate']	['Male']	['Charles Brockden Brown']
376396	The hawks of hawk-hollow. A tradition of Pennsylvania. By the author of ""calavar,"" and ""the infidel."" [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1835	['Author (text)']	['Reference to other works']	['By the author of ""calavar,"" and ""the infidel.""']	['Title page']	['Indeterminate']	['Male']	['Robert M. Bird']
376408	Jane Talbot, a novel. By the author of Arthur Mervyn, Wieland, Ormond, Edgar Huntley, and Clara Howard.	Brown, Charles Brockden	1801	['Author (text)']	['Reference to other works']	['By the author of Arthur Mervyn, Wieland, Ormond, Edgar Huntley, and Clara Howard.']	['Title Page']	['Indeterminate']	['Male']	['Author of Arthur Mervyn, et al. is Charles Brockden Brown']
376409	The infidel; or the fall of Mexico. A romance. By the author of ""calavar."" [Epigraph.] Second edition. In two volumes. Vol. I.	Bird, Robert Montgomery	1835	['Author (text)']	['Reference to other works']	['By the author of ""Calavar.""']	['Title page']	['Indeterminate']	['Male']	['Robert M. Bird"']
376580	The infidel; or the fall of Mexico. A romance. By the author of ""Calavar."" [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1835	['Author (text)']	['Reference to other works']	['By the author of ""calavar.""']	['Title page']	['Indeterminate']	['Male']	['Robert M. Bird"']
376702	Peter Pilgrim: or a rambler's recollections. By the author of ""Calavar,"" ""Nick of the Woods,"" &c. [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1838	['Author (text)']	['Reference to other works']	['By the author of ""Calavar,"" ""Nick of the Woods,"" &c.']	['Full title page']	['Indeterminate']	['Male']	['Robert M. Bird"']
376788	The adventures of Robin Day. By the author of ""Calavar,"" ""Nick of the Woods,"" &c. [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1839	['Author (text)']	['Reference to other works']	['By the author of ""Calavar,"" ""Nick of the Woods,"" &c.']	['Title page']	['Indeterminate']	['Male']	['Robert M. Bird"']
377334	Adventures in a Castle. An original story, written by a citizen of Philadelphia.		1806	['Author (text)']	['Generic/descriptive']	['Written by a citizen of Philadelphia.']	['Title page']	['Indeterminate']	['Unknown']	
377362	Modern chivalry: containing the adventures of a captain, and Teague O'Regan, his servant. By H. H. Brackenridge. [Epigraph] Volume I.	Brackenridge, H. H	1808	['Author (text)']	['Proper name']	['By H. H. Brackenridge.']	['Title Page']	['Indeterminate']	['Male']	
377373	A sketch of the olden time; or, General Lee's farewell dinner, at New-York. Founded on fact. Being the first of a series of revolutionary tales. By an antiquary.	Bloodgood, S. DeWitt	1829	['Author (text)']	['Generic/descriptive']	['By an antiquary.']	['Title page']	['Indeterminate']	['Male']	['Identified as Simeon DeWitt Bloodgood in Library Company record.']
377404	The hawks of Hawk-Hollow. A tradition of Pennsylvania. By the author of ""Calavar,"" and ""The Infidel."" [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1835	['Author (text)']	['Reference to other works']	['By the author of ""Calavar,"" and ""The Infidel.""']	['Title page']	['Indeterminate']	['Male']	['Robert M. Bird']
377553	The missionary convention at Jerusalem; or an exhibition of the claims of the world to the Gospel. [Epigraph.] By Rev. David Abeel, missionary to China.	Abeel, David	1838	['Author (text)']	['Generic/descriptive']	['A Christian patriarch delivered the closing address.']	['ch.38']	['Male']		['""Idealized"" persona, to some extent fictional"']
377661	The spiritual voyage, performed in the ship Convert, under the command of Captain Godly-Fear, to the Haven of Felicity, on the continent of Glory. An allegory. By Edmund Botsford, A. M. Pastor of the Baptist Church in Georgetown, S.C.	Botsford, Edmund	1819	['Author (text)']	['Proper name']	['By Edmund Botsford, A. M. Pastor of the Baptist Church in Georgetown, S.C.']	['Title Page']	['Male']	['Male']	
377751	Tired of housekeeping. By T. S. Arthur, author of ""Insubordination,"" ""Six nights with the Washingtonians,"" etc. etc.	Arthur, T. S	1842	['Author (text)']	['Reference to other works']	['By T. S. Arthur, author of ""Insubordination,"" ""Six Nights with the Washingtonians,"" etc. etc.']	['Full title page']	['Indeterminate']	['Male"']	
377769	Mary the maniac. Or the mother her own victim. In eight letters to a young lady at the South. By M. Ro. Bar (Lev.).	Bar, M. Ro	1844	['Author (text)']	['Initials']	['M. Ro. Bar.--(Lev.)']	['End of each letter (signature)']	['Indeterminate']	['Unknown']	
377773	Lovers and husbands: a story of married life. By T. S. Arthur, author of ""Sweethearts and Wives,"" ""Insubordination,"" ""Six Nights with the Washingtonians,"" &c., &c.	Arthur, T. S	1845	['Author (text)']	['Reference to other works']	['By T. S. Arthur, author of ""Sweethearts and Wives,"" ""Insubordination,"" ""Six Nights with the Washingtonians,"" &c., &c.']	['Title page']	['Indeterminate']	['Male"']	
377782	The two merchants; or, solvent and insolvent. By T. S. Arthur, author of ""Six  Nights with the Washingtonians,"" ""Insubordination,"" ""Tired of Housekeeping,"" ""Temperance Tales,"" &c. &c.	Arthur, T. S	1843	['Author (text)']	['Reference to other works']	['By T. S. Arthur, author of ""Six Nights with the Washingtonians,"" ""Insubordination,"" ""Tired of Housekeeping,"" ""Temperance Tales,"" &c. &c.']	['Title page']	['Indeterminate']	['Male"']	
377783	The maiden: a story for my young countrywomen. By T. S. Arthur, author of ""Sweethearts and Wives,"" ""Lovers and Husbands,"" ""Married and SIngle,"" &c.	Arthur, T. S	1845	['Author (paratext)']	['Initials']	['T. S. A.']	['To the reader']	['Indeterminate']	['Male']	
377800		Arthur, T. S	1845	['Author (text)']	['Reference to other works']	['By T. S. Arthur, author of ""six nights with the Washingtonians,"" ""insubordination,"" etc.']	['Title page']	['Indeterminate']	['Male"']	
377812	Annette Warington; or sequel to the Black velvet bracelet. By the author of 'Early impressions,' 'Temptation,' &c.		1832	['Author (text)']	['Reference to other works']	["By the author of 'Ealry Impressions,' Temptation,' &c."]		['Indeterminate']		
377845	Lorette. The history of Louise, daughter of a Canadian nun: exhibiting the interior of female convents.	Bourne, George	1833	['Author (text)']	['Proper name']	['Diganu.']	['End of text']	['Indeterminate']		['Fictional']
377909	The aristocrat: an American tale. By the author of 'Zoe,' &c. In two volumes. Vol. I.	Bickley, Lloyd Wharton	1833	['Author (text)']	['Reference to other works']	["By the author of 'Zoe,' &c."]	['Title Page']	['Indeterminate']	['Male']	['Lloyd W. Bickley']
378217	Clara Howard ; in a series of letters. By the author of Wieland, Ormond, Arthur Mervyn, Edgar Huntly, &c.	Brown, Charles Brockden	1801	['Author (text)']	['Initials', 'Proper name']	['E. Howard.']		['Indeterminate']		['Fictional']
378310	Keeping up appearances ; or, a tale for the rich and poor. By T. S. Arthur, author of ""Sweethearts and wives,"" ""Lovers and husbands,"" and ""Married and single."" Second edition.	Arthur, T. S	1847	['Author (text)']	['Reference to other works']	['By T. S. Arthur, author of ""Sweethearts and wives,"" ""Lovers and husbands,"" and ""Married and single.""']	['Title page']	['Indeterminate']	['Male"']	
378334	Riches have wings; or, a tale for the rich and poor. By T. S. Arthur. Author of ""Keeping up appearances,"" the ""Young music teacher,"" ""Lady at home,"" etc.	Arthur, T. S	1847	['Author (text)']	['Proper name', 'Reference to other works']	['By T. S. Arthur, author of ""Keeping up appearances,"" the ""Young music teacher,"" ""Lady at home,"" etc.']	['Title page']	['Indeterminate']	['Male"']	
378344	Debtor and creditor; a tale of the times. By T. S. Arthur, author of ""Riches have wings,"" ""Rising in the world,"" ""Keeping up appearances,"" ""Making haste to be rich."" etc.	Arthur, T. S	1848	['Author (text)']	['Reference to other works']	['By T. S. Arthur, author of ""Riches have wings,"" ""Rising in the world,"" ""Keeping up appearances,"" ""Making haste to be rich."" etc.']	['Title page']	['Indeterminate']	['Male']	['T. S. Arthur"']
378355	Making hast to be rich ; or, the temptation and fall. By T. S. Arthur, author of ""Keeping Up Appearances,"" ""Riches Have Wings,"" ""Rising in the World,"" etc., etc.	Arthur, T. S	1848	['Author (text)']	['Reference to other works']	['By T. S. Arthur, author of ""keeping up appearances,"" ""riches have wings,"" ""rising in the world,"" etc., etc.']	['Title page']	['Indeterminate']	['Male"']	
378359	Retiring from business: or, the rich man's error. By T. S. Arthur, author of ""Keeping up appearances,"" 'The young music teacher,"" ""Lady at home,"" etc.	Arthur, T. S	1848	['Author (text)']	['Reference to other works']	['By T. S. Arthur, author of ""Keeping up appearances,"" \'The young music teacher,"" ""Lady at home,"" etc.']	['Title page']	['Indeterminate']	['Male']	['T. S. Arthur"']
378367	Married and single ; or, marriage and celibacy contrasted, in a series of domestic pictures. By T. S. Arthur, author of ""sweethearts and wives,"" ""lovers and husbands,"" &c., &c.	Arthur, T. S	1848	['Author (text)']	['Reference to other works']	['By...author of ""sweethearts and wives,"" ""lovers and husbands,"" &c., &c.']	['Title page']	['Indeterminate']	['Male"']	
378745	A history of New York, from the beginning of the world to the end of the Dutch dynasty. Containing among many surprising and curious matters, the unutterable ponderings of Walter the doubter, the disastrous projects of William the testy, and the chivalric achievements of Peter the headstrong, the three Dutch governors of New Amsterdam; being the only authentic history of the times that ever hath been, or ever will be published. By Diedrich Knickerbocker. [Epigraph.] In two volumes. Vol. I.	Irving, Washington	1809	['Author (paratext)', 'Illustrator (paratext)']	['Generic/descriptive']	['""A very learned school-master...has...added to it [the work] a number of notes of his own, and an engraving of the city.""']	['About the author']	['Indeterminate']		['Fictional']
378748	Charlotte Temple. A tale of truth. [Epigraph] By Mrs. Rowson.	Rowson, Susanna Haswell	1816	['Author (text)']	['Proper name']	['By Mrs. Rowson.']	['Title Page']	['Female']	['Female']	
378758	A journal, of a young man of Massachusetts, late a surgeon on board an American privateer, who was captured at sea by the British, in May, eighteen hundred and thirteen, and was confined first, at Melville Island, Halifax, then at Chatham, in England, and last, at Dartmoor Prison. Interspersed with observations, anecdotes and remarks, tending to illustrate the moral and political characters of three nations. To which is added, a correct engraving of Dartmoor Prison, representing the massacre of American prisoners. Written by himself.	Waterhouse, Benjamin	1816	['Author (paratext)']	['Generic/descriptive']	['By a late prisoner of war with the British.']	['Dedication']	['Indeterminate']	['Male']	
378774	The hermit in America on a visit to Philadelphia. Containing some account of the beaux and belles, dandies and coquettes, cotillion paties, supper parties, tea parties, &c. &c. of that famous city. [Epigraph] Edited by Peter Atall, Esq.	Waln, Robert	1819	['Author (text)', 'Author (paratext)']	['Proper name']	['The Hermit of Guiana']	['To the public.']	['Indeterminate']		['Fictional']
378819		Foster, Hannah Webster	1828	['Author (text)']	['Generic/Descriptive']	['By a lady of Massachusettes.']	['Title Page']	['Female']	['Female']	['Hannah Webster Foster']
378851	The soldier's bride and other tales. By James Hall, author of ""Legends of the west.""	Hall, James	1833	['Author (text)']	['Reference to other works']	['By James Hall, author of ""Legends of the west.""']	['Title Page']	['Male']	['Male"']	
378880	Recollections of a housekeeper. By Mrs. Clarissa Packard.	Gilman, Caroline Howard	1834	['Author (paratext)']	['Generic/Descriptive']	['The author.']	['Dedication']	['Indeterminate']	['Female']	
378959	The sketch book of Geoffrey Crayon, gent. No. I. [epigraph]	Irving, Washington	1819	['Author (paratext)']	['Initials']	['D.K.']	['Postscript']	['Male']	['Male']	
378973	Bracebridge Hall, or the humourists. A medley, by Geoffrey Crayon, gent. In two volumes. Vol. II.	Irving, Washington	1822	['Author (text)']	['Proper name']	['By Geoffrey Crayon, gent.']		['Male']	['Male']	['Pseudonym of Washington Irving']
379016	Tales of a traveller. By Geoffrey Crayon, Gent. [Epigraph.] In two volumes. Vol. I.	Irving, Washington	1824	['Author (paratext)']	['Initials']	['D. K.']	['Footnote in ""Wolfert Webber""']	['Indeterminate']		['Pseudonym (Diedrich Knickerbocker)']
379041	Pencil sketches; or outlines of character and manners. By Miss Leslie.	Leslie, Eliza	1833	['Author (paratext)']	['Generic/descriptive']	['By the author']	['Dedication']	['Female']	['Female']	
379054	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. In two volumes. Vol. I.	Dunlap, William	1836	['Author (text)']	['Reference to other works']	['By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the rise and progress of the arts of design in the United States.']	['Title page']	['Indeterminate']	['Male']	
379061	The select letters of Major Jack Downing, of the Downingville militia, away down east, in the state of Maine. Written by himself.	Smith, Seba	1834	['Author (text)']	['Proper name']	['Major Jack Downing...Written by himself.']	['Title page']	['Male']	['Male']	['Pseudonym for Seba Smith']
379082	The Crayon miscellany. By the author of The sketch book. No. 1. containing A tour on the prairies.	Irving, Washington,  d 1783-1859	1835	['Author (text)']	['Reference to other works']	['By the author of The sketch book.']	['Title page']	['Indeterminate']	['Male']	
379084		Sargent, Charles Lenox	1819	['Author (text)']	['Proper name']	['Alexander Smith...written by Smith himself']	['Title page']	['Male']		['Fictional']
379124	The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I.	Irving, Washington	1824	['Author (paratext)']	['Initials']	['D.K.']	['Postscript', 'Official note']	['Male']	['Male']	
379125	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. [Epigraph] In two volumes. Vol. I.	Dunlap, William	1836	['Author (text)']	['Reference to other works']	['By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States.']	['Title page']	['Indeterminate']	['Male']	['William Dunlap']
379150	The spy ; a tale of the neutral ground. [Epigraph.] By the author of ""Precaution."" In two volumes. Vol. I.	Cooper, James Fenimore	1824	['Author (paratext)']	['Generic/descriptive']	['----- -----.']	['Letter']	['Indeterminate']	['Male']	
379157	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant. By H. H Brackenridge.	Brackenridge, H. H	1825	['Author (text)']	['Proper name']	['By H. H. Brackenridge.']	['Full title page']	['Indeterminate']	['Male']	
379183	A chronicle of the conquest of Granada. By Fray Antonio Agapida. In two volumes. Vol. I.	Irving, Washington	1829	['Author (text)', 'Author (paratext)']	['Generic/descriptive']	['In the following work...the manuscript of the worthy Fray Antonio will be adopted, wherever it exists entire; but will be filled up, extended, illustrated, and corroborated, by citations from various authors, both Spanish and Arabian, who have treated of the subject.']	['Introduction']	['Indeterminate']		['Fictional']
379185	The Alhambra: a series of tales and sketches of the  Moors and Spaniards. By the author of The sketch book. In two volumes. Vol. I.	Irving, Washington	1832	['Author (paratext)']	['Generic/descriptive']	['Your friend and fellow traveller, the author.']	['Dedication']	['Indeterminate']	['Male']	['Washington Irving']
379195	Outre-mer; a pilgrimage  beyond the sea. [epigraph] In two volumes. Vol. I.	Longfellow, Henry Wadsworth	1835	['Author (paratext)']	['Generic/descriptive']	['The Author.']	['Dedication']	['Indeterminate']	['Male']	
379297	Pioneers, or the sources of the Susquehanna: a descriptive tale. By the author of ""Precaution."" In two volumes. Vol. I.	Cooper, James Fenimore	1825	['Author (text)']	['Reference to other works']	['By the author of ""precaution.""']	['Titlepage']	['Indeterminate']	['Male"']	
379700		Bennett, Emerson	1848	['Author (paratext)']	['Generic/descriptive']	['The Author']	['Preface']	['Indeterminate']	['Male']	['According to claim on title page, the author is Sir Charles Augustus Murray although must bibliographers agree that the author was really Emerson Bennett']
379764	150 dollar prize tale! Rosalette: the flower girl of Paris. [Engraving] By Lieutenant Murray, author of Fanny Campbell, the female pirate captain; Roderick the rover; The naval officer; The spanish musketeer, The adventurer, etc. etc.	Ballou, Maturin Murray	1848	['Author (text)']	['Proper name', 'Reference to other works']	["By Lieutenant Murray, author of 'Fanny Campbell,' 'The naval officer,' 'The gipsey,' 'The spanish musketeer,' 'Roderick the rover,' 'The adventurer,' etc. etc."]	['Title page']	['Male']	['Male']	['Pseudonym of Maturin Murray Ballout']
379820		Arthur, T. S	1848	['Author (text)']	['Reference to other works']	['By...author of ""keeping up appearances,"" ""riches have wings,"" etc., etc.']	['Title page']	['Indeterminate']	['Male"']	
379836	Modern chivalry: containing the adventures of a captain, and Teague O'regan, his servant. By H.H. Brackenridge. [Epigraph.] Volume I.	Brackenridge, H. H	1804	['Author (text)']	['Proper name']	['By H. H. Brackenridge.']	['Title Page']	['Indeterminate']	['Male']	
