id	title	author	date	type	transcription	notes	position	vol
341607	The pilgrim: or, a picture of life. In a series of letters, Written mostly from London by a Chinese philosopher, to his friend at Quang-Tong. Containing remarks upon the laws, customs, and manners of the English and other nations. Illustrated by a variety of curious and interesting anecdotes and characters drawn from real life. By the editor of Chrysal.	Johnstone, Charles	1775	['Footnote']		['p.3']	['Middle']	['v.1']
341608	The placid man: Or, memoirs of Sir Charles Beville. In two volumes. Vol. I.	Jenner, Charles	1770	['Table of contents']	['Contents of the second volume.']	['Subdivided into three books. Sentence-length description of each chapter.']	['Front']	['v.2']
341610	The placid man: or, memoirs of Sir Charles Beville. The second edition, with additions. By Charles Jenner, M. A. In two volumes. Vol. I.	Jenner, Charles	1773	['Table of contents']	['Contents of the second volume.']	['Brief description appends each chapter heading']	['Front']	['v.2']
341613	Prince Arthur: an allegorical romance. The story from Spenser. In two volumes. Vol. I.	Bicknell, Alexander	1779	['Conclusion']	['Explanatory Conclusion.']	["Explains the allegorical meaning of the story, what ideas the characters represent, as well as Spenser's intentions.", 'Last line: ""In this manner may the other allegorical passages, after the clue here given, be easily interpreted; I shall, therefore, leave them to the discernment of my reader."']	['Back']	['v.2']
341614	The pupil of pleasure: or, the new system illustrated. Inscribed to Mrs. Eugenia Stanhope, editor of Lord Chesterfield's Letters. By Courtney Melmoth. [Epigraph] Vol. I.	Pratt	1776	['Preface']	['Preface.']	['Writing in response to (and support of) the pro-pleasure doctrine set forth in Lord Chesterfield\'s Letters: ""As nothing of this kind, however, has appeared, I have ventured to present ot hte public, the adventures of a man of birth, rank, figure, and character, ardent in the pursuit of pleasures, and much delighted with, and attracted by, the theory of Lord Chesterfield. He purchases the books, finds them agreeable to his palate, studies them paragraph by paragraph, thrives under his application, piques himself upon his progress; and in the end, a master of his science, invokes the genius of his noble preceptor, puts money in his purse, the inestimable volumes in his portamaneau, and sallies into the gay world, armed at all points, the pupil of pleasure.""', 'States generic character of text: ""..this historical illustration--this biographical commentary on the text of Chesterfield...""', 'Describes how principals or concepts ""produce"" a certain kind of narrative: ""The incidents, it is conceived, arise, naturally, out of the principles that produce them...""', 'Stated intention: ""In short, this history is calculated strongly to prove the truth of Lord Chesterfield\'s own observation, namely, \'That the adoption of vice is likely to ruin ten times more young men, than natural inclination.\'""', 'Running title to this section is ""Preface."']	['Front']	['v.1']
341615	The pupil of pleasure. By the author of the Tutor of Truth. The third edition, corrected and improved.	Pratt	1781	['Advertisement']	['Advertisement.']	['Transcription: ""The uncommon indulgence with which the public have honoured this work, made the author extremely anxious to revise it. Accordingly, the present edition comes abroad with the advantage of such improvements as were pointed out by indisputable judges, and with such corrections, as the most careful retrospection suggested."']	['Front']	
341618	The recess; or, a tale of other times. By the author of The chapter of accidents.	Lee, Sophia	1783	['Advertisement']	['Advertisement.']	['Authorial', 'Begins, ""Not being permitted to publish the means which enriched me with the obsolete manuscript from whence the following tale is extracted, its simplicity alone can authenticate it...""', 'Debates the truthfulness or fictionality of the novel.', 'Says that there have been breaks in the manuscript due to ""the depredations of time"".', 'Addresses the novel to readers ""of both sexes."']	['Front']	['v.1']
341624	The reverie; or, a flight to the paradise of fools. By the editor of The adventures of a guinea. In two volumes. The third edition.	Johnstone, Charles	1776	['Table of contents']	['Contents.']	['Contains brief chapter summaries.']	['Front']	['v.2']
341625	The ring, a novel: in a series of letters. By a young lady. In three volumes. Vol. I.	Young lady	1784	['Advertisement']	['Advertisement.']	['Establishes a certain audience for this novel, without specifying who this audience is: ""...the volumes now presented to the public, will furnish a pleasing entertainment to those readers for whose gratification they are principally intended."']	['Front']	['v.1']
341628	The royal adventurers; or, the conflict of love. A novel.		1773	['Table of contents']	['Contents.']	['To each chapter heading is appended a brief description']	['Front']	
341636	A sentimental journey through France and Italy, by Mr. Yorick. In two volumes. By the Rev. Mr. Sterne.	Sterne, Laurence	1782	['Preface']	['Preface. In the desobligeant.']	['Several chapters into the volume.', 'A fictional preface to the work, written by the character-narrator (Mr. Yorick) to the narrative that he is writing of his own journey.', 'Right before this preface, the narrator writes ""...being determined to write my journey, I took out my pen and ink, and wrote the preface to it in the desobligeant.""', 'Several chapters later, the narrator writes, ""...I saw the monk in close conference with a lady....however, I thought no more of her; but went on, and wrote my preface."']	['Middle']	['v.1']
341639	Shenstone-Green; or, the new Paradise Lost. Being a history of human nature. In three volumes, vol. I. Wirrten by the proprieter of the Green. The editor Courtney Melmoth.	Pratt	1779	['Table of contents']	['Contents to the third volume.']		['Front']	['v.3']
341640	Shenstone-Green; or, the new Paradise lost. Being a history of human nature. In three volumes. Vol. I. Written by the proprietor of the Green, and published by the author of liberal opinions. The second edition.	Pratt	1780	['Table of contents']	['Contents to the third volume.']	['Contains short, humorous, and self-referential chapter descriptions: e.g., ""Chap. the last. Which contains more than was bargained for""."']	['Front']	['v.3']
341646	The sisters; or, the history of Lucy and Caroline Sanson, entrusted to a false friend. In two volumes. By the Rev. Dr. Dodd.	Dodd, William	1781	['Preface']	['Preface, by the editor.']	['Comments upon the current state of morality and how this novel will help inculcate virtue.', 'Describes the author\'s intentions: ""To recommend virtue, and decry one species of vice...seems to be the author\'s single intention in this work.""', 'Comments on genre: ""Though formed upon the plan and manner of our modern historical romances, it will be found, in it\'s [sic] whole conduct and mode of writing, perfectly different from them: and will necessarily afford every reader more satisfaction, as it is founded on real facts, and characters that once existed.""', 'Comments on the purpose of prefaces: ""The best preface to any work is it\'s own native excellence: if it be really good, it wants none; if it be bad, no preface can possibly recommend or establish it\'s [sic] character. I shall therefore urge no more in it\'s [sic] behalf...""', 'Ends in a poem (""from the manuscript poem of an ingenious friend of mine"")."']	['Front']	['v.1']
341649	Sketches from nature; taken, and coloured, in a journey to Margate. Published from the original designs. By George Keate, Esq. Vol. I.	Keate, George	1779	['Errata']	['Errata']	['For vol. I and vol. II']	['Front']	['v.1']
341650	Solyman and Almena. An oriental tale. By Dr. Langhorne.	Langhorne, John	1780	['Dedication']	['To the queen.']	['Only mention of the text: ""...your Majesty will not refuse your royal favour to Solyman and Almena, since these characters are drawn, however imperfectly, in the cause of truth and virtue."']	['Front']	
341652	Something new. In two volumes. [Epigraph] Vol. I.	Griffith, Richard	1772	['Table of contents']	['Titles of the chapters. Vol. II.']		['Front']	['v.2']
341654	The sopha: a moral tale. Translated from the French of Monsieur Crebillon. A new edition. Vol. I.	CrÈbillon, Claude-Prosper Jolyot de	1781	['Introduction']	['Introduction.']	['Reads as part of the fictional narrative; establishes premise for these tales']	['Front']	['v.1']
341657	Sophronia: or, letters to the ladies. The second edition.		1775	['Preface']	['Preface. By the editor.']	['""...I believe it will hold true of every writer, that his preface is generally more laboured than the rest of his performance. The necessity of saying something, when a man has exhausted his invention and has nothing left to say, is indeed a disagreeable situation...It cannot be denied however, that they have their use. For though we may have read the book through, without knowing any thing of the author; in the preface we are admitted to a very intimate acquaintance with him. He there vouchsafes to tell us his design; the many avocations he has met with in pursuing it; the importunity of his friends; and his ill habit of body. Particulars, which are now, I think, generally allowed to be of equal importance to every reader."']	['Front']	
341658	The sorrows of Werter: a German story. The second edition. Vol. I.	Goethe, Johann Wolfgang von	1780	['Preface']	['Preface.']	['""Those who expect a novel will be disappointed in this work, which contains few characters and few events; and the design of which is to exhibit a picture of that disordered state of mind, too common in our own country."']	['Front']	['v.1']
341659	The spiritual Quixote: or, the summer's ramble of Mr. Geoffry Wildgoose. A comic romance. In three volumes. [Epigraphs.] Vol. I.	Graves, Richard	1773	['Footnote']		['Explanatory footnotes']	['Middle']	['v.1', 'v.2', 'v.3']
341662	The Surry cottage. By James Penn, vicar of Clavering cum Langley, Essex; chaplain to the Right Hon. Earl Gower, and lecturer of St. Ann's, Aldersgate.	Penn, James	1779	['To the reader']	['To the reader.']		['Front']	
341663	Sutton-Abbey. A novel. In a series of letters, founded on facts.		1780	['Dedication']	['To the reviewers.']	['Running title reads ""Dedication"".', 'Addressed to ""Gentlemen"".', 'Authorial', 'Describes how this novel was not originally meant to be published, was based on true people and events, and that ""[t]he motive that impelled [the author] to publish is a just one...""', 'Identifies the novel\'s intended audience as women: ""...the author...hopes the employment of her pen will, if it gives not instruction, be at least an innocent amusement to many of her country women."']	['Front']	
341667	A tale of a tub. Written for the universal improvement of mankind. Diu multumque desideratum. To which is added, an account of a battle between the ancient and modern books in St. James's Library. With the author's apology; and explanatory notes, by W. Wotton, B. D. and others.	Swift, Jonathan	1781	['Advertisement']	["The bookseller's advertisement."]	['For section entitled ""A discourse concerning..."']	['Front']	
341668	Travels into several remote nations of the world; by Lemuel Gulliver, first a surgeon, and then a captain of several ships. In four parts. Part I. A voyage to Lilliput. Part II. A voyage to Brobdingnag. Vol. I.	Swift, Jonathan	1770	['Footnotes']		['Separated from text by horizontal line, which comment upon the narrative text and on the character Gulliver and are signed either ""Hawkes"" or ""Orrery"']	['Middle']	['v.1', 'v.2']
341670	Travels into remote nations of the world. By Lemuel Gulliver, first a surgeon and then a captain of several ships.	Swift, Jonathan	1771	['Footnotes']		['Footnotes in astericks for Baucis and Philemon.--A letter to a young lady.--Verses on the death of Dr. Swift.']	['Middle']	
341672	The temple of virtue, a dream. Published by James Fordyce, D.D. The second edition.	Fordyce, David	1775	['Introduction']	['Introduction.']	['Describes motivation behind and reasoning for writing such a tale (e.g. ""The only method that seemed left, was to turn them as it were against themselves, by leading this youth to virtue in the road of entertainment; to insinuate a taste for learning, and the love of goodness, by exhibiting those respectable forms in lights the most familiar and attractive; in short, by arraying wisdom in the robes of fancy""); implies this was written for children"']	['Front']	
341673	The test of filial duty. In a series of letters between Miss Emilia Leonard, and Miss Charlotte Arlington. A novel. In two volumes. Vol. I.	Scott, Sarah	1772	['Preface']	['The preface.']	['First sentence: Though it is almost established into a custom, I shall not begin my preface by reminding the town that it swarms with novels, as I apprehend it would be to my advantage that it should forget it does so; but if it is not sufficiently defective in memory to do me that favour, it might, possibly, be somewhat to my credit if I could be supposed to have forgotten that circumstance myself.', 'Unsigned']	['Front']	['v.1']
341675	Letters between Theodosius and Constantia. Volume I. Containing those that passed from their first acquaintance to the departure of Theodosius. Now first published from the original manuscripts. [epigraph]. A new edition.	Langhorne, John	1770	['Advertisement']	['Advertisement.']	['First sentence reads: The following letters are supposed to be those which are said to be still extant in the nunnery where Constantia resided.', 'Signed ""J. L. London, 1762."']	['Front']	['v.2']
341679	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver. First a surgeon, and then a captain of several ships. Volume first.	Swift, Jonathan	1774	['Table of contents']	['The contents of a Voyage to the Country of the Houyhnhnms.']	['Brief description appends each chapter heading']	['Front']	['v.2']
341680	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver. First a surgeon, and then a captain of several ships. Volume first.	Swift, Jonathan	1775	['Table of contents']	['The contents of a Voyage to the Country of the Houyhnhnms.']	['Brief description appends each chapter heading']	['Front']	['v.2']
341681	The travels of the imagination; a true journey from Newcastle to London, in a stage-coach. With observations upon the metropolis. By J. M.	Murray, James	1773	['Table of contents']	['Contents.']	['Brief description appends each chapter heading']	['Front']	
341686	The life and opinions of Tristram Shandy, gentleman. By the Rev. Mr. Sterne.	Sterne, Laurence	1781	['Dedication']	['To the right honourable Mr. Pitt.']	['Signed ""L. Sterne.""']	['Front']	['v.1"']
341690	The true anti-Pamela: Or, the memoirs of Mr. James Parry, late organist of Ross in Herefordshire. In which are inserted, his amours with the celebrated Miss ----- of Monmouthshire. Written by himself. In two parts compleat. Part I. Memoirs of his life and amours. Part II. A journal of his adventures in a cruise against the Spaniards, on board the Revenge privateer, Capt. Wimble. With his genuine letters of love and gallantry. [Epigraph] The second edition, with additions.	Parry, James	1770	['Footnotes']		['Several footnotes throughout']	['Middle']	
341691	The tutor of truth. By the author of the Pupil of Pleasure, &c. &c. In two volumes. Vol. I.	Pratt	1779	['Preface']	['Preface.']	['Discusses function of titles (e.g. ""A work which is in the world, under the title of the Pupil of Pleasure, exemplified that part of a late celebrated system, which led immediately to voluptuousness, hypocrisy, and seduction. It was, therefore, a faint mark of literary ridicule. The peculiar success of my undertaking, and the general esteem it stll maintains...convince me, that I did not write in vain."")', 'Discusses how the novel can be based upon a ""system of truth"" and how this work attempts to engage in that system (e.g. ""But, methinks, something very essential yet remains to be done. There is a much better, as well as a much more brilliant, system still to be illustrated; the system of integrity and TRUTH. This is attempted in the present performance, where the reader will see, in contrast to the Pupil of Pleasure, a character of a very different colouring figure before him."")', 'Discusses the characters and scenes of this work and compares them to the previously published ""Pupil of Pleasure""; views this work as an improvement upon ""Pupil"']	['Front']	['v.1']
341692	'Twas wrong to marry him; or, the history of Lady Dursley. Vol. I.		1773	['Advertisement']	['To the public. Advertisement.']	['First sentence reads: the scandalous falshoods constantly thrown out by the writer of the Impartial Review, in the London magazine, against every new work published under our name, at once betray a malignancy and depravity of heart, that even disgrace the servile profession he follows, that of an hirling scribbler to a monthly magazine.']	['Back']	['v.2']
341694	The two mentors: a modern story. By the author of the Old English Baron.	Reeve, Clara	1783	['Advertisement']	['Advertisement.']	['Full trascription: ""The author of the following sheets returns her most grateful acknowledgments to the public, for their approbation of her former publications: She requests their indulgence towards the present work, hoping, that as it is calculated to recommend and promote the social and domestic virtues, by representing them as the only means of happiness, it may in some degree claim and deserve their generous protection."']	['Front']	['v.1']
341695	Una and Arthur, an allegorical history: the incidents from Spenser. In two volumes. Vol. I.		1779	['Introduction']	['Introduction to the second volume.']	['Defines ""romance"" and traces the development and uses of this literary form as means of characterizing the works of Spenser (e.g. ""But his romance certainly claims a precedence to any other; for whilst, in common with those of the same species, it captivates the mind, by the amusement it affords, it is intended to answer nobler purposes; and being fraught with moral precepts, whilst it amuses, instructs; whilst it pleases the imagination, amends the heart."")"']	['Front']	['v.2']
341697	A true narrative of an unfortunate elopement, in a series of letters. By ****** S----, Esq;	Simes, Thomas	1770	['Errata']	['Errata']	['Two corrections of character initials on page 21.']	['Back']	
341699	Unfortunate sensibility; or, the life of Mrs. L******. Written by herself. In a series of sentimental letters. Dedicated to Mr. Yorick, in the Elysian Fields. In two volumes. Vol. I.	Octavia	1784	['Errata']	['Errata. Vol. II.']		['Back']	['v.2']
341703	Usong. An eastern narrative. Written in German by Baron Haller. In two volumes. Vol. I.	Haller, Albrecht von	1772	['Errata']	['Errata.']		['Front']	['v.1', 'v.2']
341704	The vicar of Bray: a tale. Vol. I.		1771	['Table of contents']	['Contents.']	['To each chapter heading is appended a brief description/summary', 'Running title for this section is ""Contents."']	['Front']	['v.1', 'v.2']
341706	The virtuous villagers, a novel. In a series of letters. By John Potter, M. B. author of The curate of Coventry, &c. &c. In two volumes. Vol. I.	Potter, John	1784	['Advertisement']	['Advertisement.']	['Authorial', 'Begins, ""The author of the following work thinks it necessary to observe, that he has studiously endeavoured to avoid subscribing to the wishes of juvenile indiscretion, in not indulging the erratick delusions and extravagances of romance.""', 'Explains the purpose of the novel: ""to correct the mistakes of the heart; to enlarge the boundaries of human understanding; to point out the social obligations; to display the beauties of domestic felicity; and to give ardour and confidence to virtue."']	['Front']	['v.1']
341709	The wedding ring; or, history of Miss Sidney. In a series of letters. In three volumes. Vol. I.		1779	['Official note']		['Right after the advertisement, note reads ""The editor\'s unavoidable absence from the press, has occasioned several errors in the printing, which it is hoped the reader\'s candour will excuse."']	['Back']	['v.3']
341712	The works of Dr Jonathan Swift, dean of St Patrick's, Dublin. In thirteen volumes. Volume I.	Swift, Jonathan	1774	['Table of contents']	['Contents of vol. XIII.']		['Front']	['v.13']
341714	The works of Jonathan Swift, D.D: D.S.P.D. with notes historical and critical, by J. Hawkesworth, L.L.D. and others. Vol. I.	Swift, Jonathan	1778	['Index']	['Index.']		['Back']	['v.18']
341715	The works of Jonathan Swift, D.D:D.S.P.D. With notes historical and critical, by J. Hawkesworth, L. L. D. and others. Vol. X	Swift, Jonathan	1780	['Table of contents']	['The contents.']		['Front']	['v.10', 'v.11', 'v.15']
341717	The works of Jonathan Swift, D. D: D. S. P. D. With notes historical and critical, by J. Hawkesworth, L. L. D. and others. In eighteen volumes. Vol. I.	Swift, Jonathan	1781	['Essay']	['Miscellanies in verse. A criticism on these miscellanies.']	['Running title is ""A criticism on Dr. Swift\'s poems."']	['Front']	['v.8']
341720	The works of the reverend Dr. Jonathan Swift, dean of St. Patrick's, Dublin. In twenty volumes. Containing, I. His miscellanies in prose. II. His poetical writings. III. Gulliver's travels. IV. Papers relating to Ireland, and the drapier's letters. V. The conduct of the allies, and the examiners. VI. The publick spirit of the Whigs, &c. and polite conversation. VII. Letters to and from Dr. Swift. VIII. Directions to servants, sermons, poems, &c. IX. Letters; the history of the last session of Parliament, and the peace of Utrecht, &c. X. Sermons and other pieces. XI. Letters, &c. the author's life and poems. XII. History of the four last years of Queen Anne's reign; letters; and sermons, &c. Collected by Deane Swift, esq. XIII. Letters to and from several very eminent persons; poems on various occasions. Collected by Deane Swift, esq. XIV. XV. and XVI. Letters to and from Dr. Swift. With notes by the Rev. T. Birch, D.D.F.R.S. John Hawkesworth, L.L.D. and others. With many original pieces. XVII. XVIII. and XIX. Letters to & from Dr. Swift. Collected by D. Swift, esq. With several originals. XX. Tale of a tub.	Swift, Jonathan	1772	['Preface']	['The preface.']		['Front']	['v.20']
341722	The younger brother, a tale. [epigraph]. Volume the first.		1770	['Footnotes']			['Middle']	['v.1', 'v.2']
361053	The memoirs of Miss Arabella Bolton. Containing a genuine account of her seduction, and the barbarous treatment she afterwards received from the honourable C--- L-----, the present suposed M-----r for the County of Middlesex. With various other misfortunes and embarrassments, into which this unhappy young woman has been cruelly involved through the vicissitudes of life, and the villainy of her seducer. The whole taken from the original letters of the said C--- L----- to Dr. Kelly, who attended her in the greatest misfortunes and distresses under which she laboured; And also from several original letters from Doctor Kelly and Miss Bolton, and from other authenticated papers in the hands of the publisher.		1770	['Table of contents']	['Contents']		['Front']	['v.1', 'v.2']
375432	Modern chivalry: containing the adventures of Captain John Farrago, and Teague Oregan, his servant. Volume I. By H. H. Brackenridge.	Brackenridge, H. H	1792	['Character information']	['Modern chivalry. A chapter to be referred to the third Volume, at the Conclusion.']	['""Notwithstanding the fairy scene of imagination with respect to the advancement of Teague, in which the Captain had suffered himself to be engaged; yet sometimes he would begin to doubt with regard to the reality of the prospects, and to question whether, after all, it was probable that the executive of the United States would think him adequate to the discharge of judicial or ministerial functions, and appoint him accordingly."']	['Front']	['v.4']
375490	Wieland; or the transformation. An American tale. [Epigraph] Copy-right secured.	Brown, Charles Brockden	1798	['Copyright statement']	['Copy-right secured.']		['Front']	
375693	The posthumous works of Ann Eliza Bleecker, in prose and verse. To which is added, a collection of essays, prose and poetical, by Margaretta V. Faugeres.	Bleecker, Ann Eliza	1793	['Note']		['Footnotes in ""The Hudson"']	['Middle']	
375858		Brown, Charles Brockden	1799	['Errata']	['Errata.']		['Back']	
377806	The foresters, an American tale : being a sequel to the history of John Bull the clothier. In a series of letters to a friend. Published according to act of Congress. The second edition, revised and considerably enlarged.	Belknap, Jeremy	1796	['Postscript']	['Postscript.']	['Part of the fictional narrative; explains continuing and every growing presence of a ""new species of rats"']	['Back']	
377849	Wieland; or the transformation. An American tale. [Epigraph] Copy-right secured.	Brown, Charles Brockden	1798	['Copyright statement']	['Copy-right secured.']		['Front']	
377872	Arthur Mervyn ; or, memoirs of the year 1793. By the author of Wieland; and Ormond, or the Secret Witness. Copy-right secured.	Brown, Charles Brockden	1799	['Preface']	['Preface.']	['""The evils of pestilence by which this city [Philadelphia] has been afflicted will probably form an aera in its history....They have already supplied new and copious materials for reflection to the physician and the political economist.  They have not been less fertile of instruction to the moral observer, to whom they have furnished new displays of the influence of human passions and motives....The influences of hope and fear, the trials of fortitude and constancy, which took place in this city, in the autumn of 1793, have, perhaps, never been exceeded in any age.""', 'Reference to authorial intent: ""Men only require to be made aquainted with distress for their compassion and their charity to be awakened.  He that depicts, in lively colors, the evils of disease and poverty, performs an eminent service to the sufferers, by calling forth benevolence in those who are able to afford relief, and he who portrays examples of disinterestedness and intrepidity, confers on virtue the notoriety and homage that are due to it, and rouses in the spectators, the spirit of salutary emulation.""', 'Signed, ""C. B. B."']	['Front']	
377906	Edgar huntly ; or, memoirs of a sleep-walker. By the author of Arthur Mervyn, Weiland,--Ormond, &c. Vol. I.	Brown, Charles Brockden	1799	['Preface']	['To the public.']	['""The flattering reception that has been given, by the public, to Arthur Mervyn, has prompted the writer to solicit a continuance of the same favor, and to offer to the world a new performance.""', 'Claims American-exeptionalist influence: ""That new springs of action, and new motives to curiousity should operate ; that the field of investigation, opened to us by our own country, should differ essentially from those which exist in Europe, may be readily conceived....It is the purpose of this work to profit by some of these sources ; to exhibit a series of adventurs, growing out of the condition of our country, and connected with one of the most common and most wonderful diseases or affections of the human frame.""', 'Claims rhetorical novelty of American Gothic genre: ""One merit the writer may at least claim ; that of calling forth the passions and engaging the sympathy of the reader, by means hitherto unemployed by preceding authors....The incidents of Indian hostility, and the perils of the western wilderness...are, in part, the ingredients of this tale, and these he [the writer] has been ambitious of depicting in vivid and faithful colors.""', 'Signed, ""C. B. B."']	['Front']	['v.1']
378273	The foresters, an American tale : being a sequel to the history of John Bull the clothier. In a series of letters to a friend.	Belknap, Jeremy	1792	['Errata']	['Corrections.']		['Back']	
378280	The foresters, an American tale : being a sequel to the history of John Bull the clothier. In a series of letters to a friend.	Belknap, Jeremy	1792	['Errata']	['Corrections.']		['Back']	
379615	Letters between an English lady and her friend at Paris. In which are contained the memoirs of Mrs. Williams. By a lady. In two volumes. Vol. I.		1770	['Footnote']		['p.243']	['Middle']	['v.2']
379626	The invisibe [sic] spy. By Explorabilis. In two volumes, vol. I. A new edition.	Haywood, Eliza Fowler	1773	['Table of contents']	['Contents of the second volume.']	['Includes chapter headings, a description of what happens in the chapter, and the page number on which the chapter begins.']	['Front']	['v.2']
379651	Le taureau blanc: or, the white bull. From the French. Translated from the Syriac, by M. De Voltaire. The second edition.	Voltaire	1774	['Note']		['Several footnotes throughout.']	['Middle']	
379658	The benevolent man; or, the history of Mr. Belville: in which is introduced, the remarkable adventures of Captain Maclean, the hermit. In two volumes. Vol. I.	Bicknell, Alexander	1775	['Advertisement']	['Chapter XII. Advertisement.']	['The advertisement begins: ""Deviation from my original plan, makes an apology to my readers necessary, as they doubtless will expect my reasons for it.""', 'The author writes that he intended ""to have concluded the life of my hero Belville, not according to poetical justice, but in conformity to the wife-man\'s axiom, thereby exemplifying that success is not a sure criterion of merit."" However, ""a sufficient shrug from a literary judge, has put all my ideal hopes to flight.... Thus, I am obliged to make Belville and Eloisa happy at last."']	['Front']	['v.2']
379664	Coxheath-Camp: a novel. In a series of letters. By a lady. In two volumes. Vol. I.	A Lady	1779	['Dedication']		['The dedication reads: ""To the ladies, both nobility and commoners, who, during the late campaign, disdained not to share, in order to soften the inconveniencies of their husbands\' situation, the following little performance is most humbly dedicated: not on interested motives, but merely as a token of that admiration every Briton must feel of conduct so truly compatible with conjugal faith and conjugal affection. A conduct, in a most particular manner, respected and admired by, ladies, your most obedient, humble servant, the author."']	['Front']	['v.1']
379665	The hermit of the rock: or the history of marchioness de Lausanne, and the Comte de Luzy. Translated from a French manuscript. In three volumes. Vol. I.		1779	['Dedication']	['To the honourable Lady Priscilla Bertie.']	['Signed: ""Your Ladyship\'s most obedient, and very sincere admirer the translator.""', 'The translator claims that she is dedicating this book to Lady Priscilla Bertie, not just because she knows that attaching her name to it will mean that it will be favorably recieved, but also because she genuinely admires her.', 'Claims that the book was written by a friend at a convent in France, where the translator recieved her education. Writes: ""When it was finished, she presented it to me -- and I find myself now, by the most unfortunate of events, at liberty to publish it without giving offence to the amiable and beloved writer of it."']	['Front']	['v.1']
380195	Chinese letters. Being a philosophical, historical, and critical correspondence between a Chinese traveller at Paris, and his countrymean in China, Muscovy, Persia and Japan. Translated from the originals into French, by the Marquis d'Argens, author of the Lettres luives, or Jewish Spy; and now done into English.	Argens, Jean-Baptiste de Boyer	1741	['Index']	['Index.']	['Organized alphabetically', 'Keywords include names, latin phrases, places, concepts [i.e. Adultery, the inclination fo the French to that sin, 143]', '""FINIS"" is printed not at the end of the letters but here, at the end of the index"']	['Back']	
380529	The court-secret: a melancholy truth. Now first translated from the original Arabic. By an adept in the oriental tongues.	Lyttelton, George Lyttelton	1741	['To the reader', 'Introduction']	['Introduction to the reader']	['Appears after half-title, ""The court-secret: a melancholy truth."" and immediately before the text begins, which integrates it with the text', 'Full transcription: ""If thou art not one of those, who think that none but odd fellows pore over oriental manuscripts; and that hte matter contain\'d in the said manuscripts is, to the full, as odd as those who study it, thou wilt not, perhaps, be displeased with teh following fragment; which was transmitted to me from France, as a very great curiosity, by a member of the Academy Royal. Thou must, however, accept the translation on the same terms that I did the original, which is in Arabic; that is to say, without a key to the characters or facts it treats of; history not affording us the least assistance to guess at either: it begins abruptly, after the following manner."']	['Front']	
380552	The history and adventures of Don Alphonso Blas de Lirias, son of Gil Blas of Santillane: translated from the Spanish original.		1741	['Table of contents']	['The contents']	['Seventeen chapters']	['Front']	
380652	Amelia; or, the faithless Briton. An original American novel, founded upon recent facts. To which is added, Amelia, of malevolance defeated. And, Miss Seward's monody on Major Andre.		1798	['Note']		['Footnotes as noted by astericks', 'Only in Monody on Major Andre', 'p.20 footnote tonally distinct, signed ""American Editor."']	['Middle']	
380847	The busy-body: or, successful spy: being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprising even to rashness; which unhappy faculties, nevertheless, instead of ruining, raised him from the lowest obscurity, to a most splendid fortune. Interspers'd with several humorous stories. The whole containing great variety of adventures, equally instructive and divertinng. Vol. I.	Mouhy, Charles de Fieux	1742	['Preface']	['The preface.']	['Promotes the text rather that humbly offering/submitting it to the readers, which was the ""fashion of the day"" as described in the preface to vol. I: ""We do not pretend here to make an apology for this second volume; but we cannot help giving our readers notice, that the incidents, wherewith it abounds, are sufficiently affect, and the descriptions sufficiently lively, to be read with some eagerness.""', 'Sets out a model for critical and complete reading, while suggesting that a book can only be as instructive or useful as the reader allows it: ""What we said, about the earnestness, wherewith it is usual to peruse any book of amusement, is, to induce our readers not to be like a man, whose voracious appetite makes him eat his victuals without chewing it [...]. Consideration is the palate, which tastes and digests the sentiments which fall in its way; and the longer they remain impress\'d upon the mind, the more advantage we derive from thence; it is not enough to read what is agreeable with pleasure, we ought not to forget what is useful.""', 'Borges and Gerard Genette were not the first to analogize paratext to vestibules/entryways: ""This is what we thought necessary to premise, in relation to our first volume, and we hope, together with the perusal of this, will be a full answer to all that has been alledged aobut it; we shall not, therefore, detain our readers any longer in the porch, but refer them to the parts following, which will enable them to judge for themselves."']	['Front']	['v.2']
381001	The history of Eliza Warwick. In two volumes. Vol. I.		1778	['Dedication']	['To the reviewers.']	['A letter to the ""reviewers"" whom she addresses as ""gentlemen"".', 'Refers to the entire novel as ""she""."']	['Front']	['v.1']
381052	The benevolent man; or, the history of Mr. Belville: in which is introduced, the remarkable adventures of Captain Maclean, the hermit. In two volumes. Vol. I.	Bicknell, Alexander	1775	['Advertisement']	['Chapter XII. Advertisement.']	['The advertisement begins: ""Deviation from my original plan, makes an apology to my readers necessary, as they doubtless will expect my reasons for it.""', 'The author writes that he intended ""to have concluded the life of my hero Belville, not according to poetical justice, but in conformity to the wife-man\'s axiom, thereby exemplifying that success is not a sure criterion of merit."" However, ""a sufficient shrug from a literary judge, has put all my ideal hopes to flight.... Thus, I am obliged to make Belville and Eloisa happy at last."']	['Front']	['v.2']
440184	The lives of Cleopatra and Octavia. By the author of David Simple.	Fielding, Sarah	1757	['Introduction']	['Introduction.']	['Few parts of writing afford the mind a more grateful variety, enrich it with more copious instruction, or more engagingly tempt it to look into, and know itself, than biography;']	['Front']	
