id	leader	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
276127	06374cam a2200805 a 4500			written some years since, and revised and corrected by the late Mr. Richardson ... : in four volumes.	The History of Sir William Harrington / written some years since, and revised and corrected by the late Mr. Richardson ... : in four volumes.	The history of Sir William Harrington. Written some years since, and revised and corrected by the late Mr Richardson, author of Sir Charles grandison, Clarissa, &c. In four volumes. Vol. I. The second edition.	The history of Sir William Harrington. Vol. I.		4	The second edition.	Second edition	1772	MDCCLXXII.	London		Printed for John Bell, at his extensive circulating library near Exeter Exchange in the Strand, and C. Etherington at York.				Duodecimo		['An epistolary novel.']	Immediately authorizes claim that Samuel Richardson is editor and proceeds to give history of text's publication, especially in regards to Richardson's involvement in the process (e.g. ""I think it necessary to the satisfaction of every critical reader, to assure them, the reputable assertion in the title-page, viz. That Mr Richardson revised these letters, is truth, on my own knowledge.""); this is in response to a widespread critical response to the first edition, which claimed that Richardson was not the editor (e.g. ""When the work first appeared, some mistaken attempts were made, to induce the public to believe, that Mr Richardson had no share in the disposal and correction of the manuscript..."")"						true		['Elegies', 'Shenstone']	['Epistolary']					Editor (text)	Proper name	Male	Male	['Epistolary fiction']		['History', 'Sir', 'Year', 'Mr', 'Author', 'Volume', 'Edition']		University of Pennsylvania	AFD	
276128	05770cam a2200853 a 4500				The History of Eliza Warwick : in two volumes.	The history of Eliza Warwick. In two volumes. Vol. I.	The history of Eliza Warwick. Vol. I.		2			1778	1778.	Dublin	['S. Price, W. Whitestone, R. Fitzsimmons, D. Chamberlaine, J. Sheppard, W. Sleater, T. Wilkinson, B. Corcoran, R. Cross, J. Hoey, J. Potts, J. Williams, W. Colles, G. Burnet, E. Cross, R. Moncrieffe, J. Jenkin, T. Walker, T. Mc. Donell, J. Exshaw, J. Beaty, and J. Magee', 'Price, Samuel', 'Whitestone, William', 'R. Fitzsimmons', 'Chamberlaine, Dillon', 'J. Sheppard', 'Sleater, William', 'Wilkinson, T.', 'Corcoran, B.', 'Cross, Richard', 'Hoey, James', 'Potts, James', 'Williams, James', 'Colles, William', 'Burnet, George', 'McDonnel, T.', 'E. Cross', 'Moncrieffe, Richard', 'J. Jenkin', 'Walker, T.', 'Exshaw, J. (John)', 'Beatty, John', 'J. Magee']	Printed for S. Price, W. Whitestone, R. Fitzsimmons, D. Chamberlaine, J. Sheppard, W. Sleater, T. Wilkinson, B. Corcoran, R. Cross, J. Hoey, J. Potts, J. Williams, W. Colles, G. Burnet, E. Cross, R. Moncrieffe, J. Jenkin, T. Walker, T. Mc. Donell, J. Exshaw, J. Beaty, and J. Magee,				Duodecimo		['An epistolary novel.']		A letter to the ""reviewers"" whom she addresses as ""gentlemen"".							['']	['Epistolary']				true	Author (text)	Generic/Descriptive	Indeterminate	Unknown	['Epistolary fiction']		['History', 'Volume']		University of Pennsylvania	MJR	
276130	02223cam a2200481 a 4500	Scott, Sarah	1723-1795.		The history of Cornelia.	The history of Cornelia.			1			1750	1750.	London		Printed for A. Millar, opposite to Katharine-Street, in the Strand.				Duodecimo		['Authorship assigned by NUC pre-1956, 534:248.']			true						['']	['Third-person', 'First-person']									['Mixed genre']		['advertisement']		University of Pennsylvania		
276131	02321cam a2200409 a 4500				The History of Charlotte Summers, the fortunate parish girl ... : in two volumes.	The history of Charlotte Summers, the fortunate parish girl. The second edition corected. In two volumes. Vol. I.			2	2nd edition, corrected.		1750	1750.	London		Printed for the author, sold by Corbett, the publisher, at Addison\\\'s head, opposite St. Dunstan\\\'s Church, in Fleet Street				Duodecimo		['Date of publication taken from NCBEL II, 996.']									['']	['First-person']									['Music store']		['contents']		University of Pennsylvania		
276133	03176cam a2200565 a 4500			translated from the Spanish original.	The History and adventures of Don Alphonso Blas de Lirias, son of Gil Blas of Santillane / translated from the Spanish original.	The history and adventures of Don Alphonso Blas de Lirias, son of Gil Blas of Santillane. Translated from the Spanish original.	The history of Don Alphonso Blas		1			1741	1741.	London	['C. Ward', 'R. Chandler']	Printed for C. Ward and R. Chandler, at the Ship, without Temple-Bar, and at york, and Scarbrough; and J. Wood and C. Woodward, at the Dove, in Pater-Noster-Row				Duodecimo		['Running title: The life of Don Alphonso Blas.']							true		['']	['First-person']									['Fiction']		['content']		University of Pennsylvania		
276135	01638cam a2200385 i 4500	Young lady		by a young lady.	The example, or The history of Lucy Cleveland / by a young lady.	The example: or the history of Lucy Cleveland. By a young lady. Vol. I.	The history of Lucy Cleveland.		2			1778	1778.	London	['Fielding and Walker']	Printed for Fielding and Walker, no. 20, Pater-noster Row				Duodecimo			true								['']	['Epistolary']					Author (text)				['Fiction']		['history']		University of Pennsylvania		
276136	02314cam a2200481 i 4500	Lyttelton, George Lyttelton	1709-1773.	by an adept in the oriental tongues.	The court-secret : a melancholy truth : now first translated from the original Arabic / by an adept in the oriental tongues.	The court-secret: a melancholy truth. Now first translated from the original Arabic. By an adept in the Oriental tongues. ( Price one shilling.)			1			1741	1741.	London	['T. Cooper']	Printed for T. Cooper, at the Globe, in Paternoster-Row.				Octavo		['Attributed to Baron Lyttelton.']				true					['']	['Third-person']	['First-person']				Translator (text)						['Introduction', 'reader']		University of Pennsylvania		
276139	02248cam a2200457 a 4500				The Adventures of Mr. Loveill : interspers\\\'d with many real amours of the modern polite world.	The adventures of Mr. Loveill, interspers'd with many real amours of the modern polite world. Vol. I. The second edition.			2	2nd edition.		1750	1750.	London	['M. Cooper']	Printed for M. Cooper, at the Globe in Pater-noster Row,				Duodecimo		['Signatures, v. 1: a⁶ B-O¹² (last leaf blank); v. 2: A⁴ B-0¹² P⁸ (last leaf blank).']	true								['']	['Third-person']	['First-person']										['preface']		University of Pennsylvania		
276140	02157cam a2200445 a 4500				The Adventures of Mr. Loveill : interspers\\\'d with many real amours of the modern polite world.	The adventures of Mr. Loveill, interspers'd with many real amours of the modern polite world. Vol. I.			2			1750	1750.	London	['M. Cooper']	Printed for M. Cooper, at the Globe in Pater-noster Row.				Duodecimo		['Signatures, v. 1: A6, B-O12 (last leaf blank); v. 2: A4, B-O12, P8 (last leaf blank)']	true								['']	['Third-person']	['First-person']										['preface']		University of Pennsylvania		
276156	03122cam a2200613 a 4500	Defoe, Daniel	1661?-1731.	written by himself.	Serious reflections during the life and surprising adventures of Robinson Crusoe : with his Vision of the angelick world / written by himself.	Serious reflections during the life and surprising adventures of Robinson Crusoe: with his vision of the angelick world. Written by himself.			1			1720	1720.	London	['W. Taylor', 'Taylor, W.']	Printed for W. Taylor, at the Ship and Black-Swan in Pater-noster-row.				Octavo	plan ;	['Sequel to: The farther adventures of Robinson Crusoe / Daniel Defoe.']	true				true				['']	['First-person']	['Poem(s)']				Author (text)		Male		["Booksellers' advertisements"]		['preface']		University of Pennsylvania		
276157	06456cam a2200805 i 4500	Lambert de Saumery, Pierre	b. ca. 1690.	Translated from the original French of Mr. de M * * *.	The devil turn\\\'d hermit, or, The adventures of Astaroth banish\\\'d from hell : A satirical romance ... / Translated from the original French of Mr. de M * * *.	The devil turn'd hermit, or, the adventures of Astaroth banish'd from hell. A satirical romance. Exposing, with great variety of humour, in a series of conversations between that demon and the author, -- The scandalous frauds, lewd amours, and devout mockery of the monks and nuns; the intrigues of courts; the ambition, avarice, and cruelty of ministers; the insincerity, luxury, prostitution, and ingratitude of many private characters; with other capital vices of the present age. Founded chiefly on real facts, and interspersed with the portraits and secret history of most of the considerable persons that have lived in Europe within these thirty years past. Translated from the original French of Mr. de M * * *.			2			1741	1741.	London	['Waller, T.']	Printed and sold by J. Hodges, at the Looking Glass, over-against St. Magnus\\\'s Church, London-Bridge; J. Robinson, at the Red Lyon, in Ludgate-Street J. Wilcox, in the Strand; and J. Brindley, in New Bond-Street.	['Jephson, Charles,']	['Hodges, James,', 'Wilcox, J.', 'Robinson, J.', 'Brindley, John,']		Duodecimo	ill., plate,	['Illustrated frontispiece.']	true		true	true			true		['']	['First-person']	['Third-person', 'Poem(s)']			true	Author (text)		Indeterminate				['advertisement', 'translator']	['hell', 'Europe']	University of Pennsylvania		
276158	03247cam a2200445 a 4500	Le Noble, Eustache	1643-1711.	translated from the French of Monsieur le Noble.	Pure love : a novel : being the history of the Princess Zulima, the beautiful daughter of the Sultan of Egypt ... / translated from the French of Monsieur le Noble.	Pure love: a novel. Being the history of the Princess Zulima, the beautiful daughter of the Sultan of Egypt. Containing, I. Her love for the Prince of Westphalia, who was taken prisoner by the Turks, and made a slave. II. Evaristus his companion, his story of the Prince of Westphalia their engagement with some Corsairs, or Pyrates; their shipwreck, and arrival at the Christian army giving a full account of the battle. III. Mustapha, the grand vizier, his love for Zulima. IV. The sultan's love for Leonora, &c. Translated from the French of Monsieur Le Noble.			1			1750	1750.	London								["Translation of: Zulima, ou L'amour pur."]	true								['']	['Third-person']	['Letter(s)']				Author (text)		Male				['preface']	['Egypt', 'Westphalia']	University of Pennsylvania		
276159	08281cam a2200649 a 4500	Rabelais, FranÁois	ca. 1490-1553?	Formerly translated by Sir Thomas Urquart, M.D. and explained by Mr. Motteux ; since carefully revised, and compared throughout with M. le Du Chat\\\'s edition, by Mr. Ozell, who has likewise added, at the bottom of the pages, a translation of the notes, historical, critical and explanatory, of the said M. le Du Chat, and others ; in which notes, the text is not only explained, but, in multitudes of places, amended, and made conformable to the first and best editions of this learned and facetious author.	The works of Francis Rabelais, M.D. / Formerly translated by Sir Thomas Urquart, M.D. and explained by Mr. Motteux ; since carefully revised, and compared throughout with M. le Du Chat\\\'s edition, by Mr. Ozell, who has likewise added, at the bottom of the pages, a translation of the notes, historical, critical and explanatory, of the said M. le Du Chat, and others ; in which notes, the text is not only explained, but, in multitudes of places, amended, and made conformable to the first and best editions of this learned and facetious author.	The works of Francis Rabelais, M.D. The second book. Formerly translated by Sir Thomas Urquart, M.D. and explained by Mr. Motteux; since carefully revised, and compared throughout with M. le Du Chat's edition, by Mr. Ozell, who has likewise added, at the bottom of the pages, a translation of the notes, historical, critical and explanatory, of the said M. le Du Chat, and others: in which notes, the text is not only explained, but, in multitudes of places, amended, and made conformable to the first and best editions of this learned and facetious author. A new edition, with improvements, and an intire new set of cuts.			5	A new edition, with improvements and an intire new set of cuts.		1750	1750	London		Printed by John Hart, for J. Brindley, bookseller to his royal highness the Prince of Wales, at the Prince of Wales\\\'s arms in New-Bond-Street ; and C. Corbett, at Addison\\\'s head, against St. Dunstan\\\'s church, Fleet-street.				Duodecimo	ill. ;	['Titlepages in red and black.']	true	true		true			true		['']												['work', 'book', 'edition', 'bottom', 'translation', 'note', 'other', 'note', 'text', 'place', 'edition', 'author', 'edition', 'improvement', 'set', 'cut']		University of Pennsylvania		
340844	02413cam a2200529 a 4500				The Advantages of deliberation, or The folly of indiscretion : in two volumes.	The advantages of deliberation; or, the folly of indiscretion. In two volumes. Vol. I.	The advantages of deliberation.		2			1772	MDCCLXXII	London		Printed for Robinson and Roberts, no. 25, Paternoster-Row.				Duodecimo		['A novel.']									['The Adventurer.']	['Epistolary']				true					['Epistolary novels']		['Advantage', 'Deliberation', 'Folly', 'Indiscretion', 'Volume', 'Vol']		University of Pennsylvania	AFD	
340846	02829cam a2200589 a 4500	Bridges, Thomas	fl. 1759-1775.		The adventures of a bank-note : in two volumes.	The adventures of a bank-note. In two volumes. Vol. I.	The adventures of a bank-note. Vol. I.		4			1770	1770.	London		London, printed for T. Davies, in Russel-street, Covent-garden.				Octavo		['Published anonymously.  By Thomas Bridges.  Cf. BM.']								p.64	['Aen.', 'Virg.']	['First-person']			true								['Adventure', 'Bank-note', 'Volume']		University of Pennsylvania	AFD	Swarthmore College
340848	03396cam a2200601 a 4500	Mackenzie, Henry	1745-1831.		The man of feeling.	The man of feeling.			1			1771	MDCCLXXI	London		Printed for T. Cadell, in the Strand.				Duodecimo		['Novel.']					Disavowing authorship				['']	['First-person']			true		Author (paratext)	Generic/Descriptive	Indeterminate	Male"			['Introduction']		University of Pennsylvania	AFD	Swarthmore College
340850	05440cam a2200673   4500				The adventures of a hackney coach.	The adventures of a hackney coach. The fourth edition corrected.	The fourth edition. The adventures of a hackney coach. Price, 2s. 6d.		1	The fourth edition.	Fourth edition	1781	M.DCC.LXXXI.	London	['Kearsley, George', 'Kearsley, George']	Printed for G. Kearsly, no 46, Fleet-street.				Octavo		['Does not contain/is not accompanied by volume two.']	Authorial	Brief, poetic description of how the author was inspired and wrote the novel.					true		['', 'Shakespeare.']	['First-person']				true	Author (text)	Generic/Descriptive	Indeterminate	Unknown	['Non-fiction']		['Edition', 'Adventure', 'Hackney coach', 'Coach', 'Price']		University of Pennsylvania	MJR	
340854	04927cam a2200625 a 4500	Scott, Helenus	1760-1821.		The adventures of a rupee : wherein are interspersed various anecdotes Asiatic and European.	The adventures of a rupee. Wherein are interspersed various anecdotes Asiatic and European.	The adventures of a rupee. [Price three shillings sewed.]		1			1782	M,DCC,LXXXII.	London	['Murray, John', 'Murray, John']	Printed for J. Murray, no. 32, Fleet-Street.				Duodecimo		['Novel.']	Authorial						true		['Merchant of Venice.']	['First-person']					Author (text)	Generic/Descriptive	Indeterminate	Male			['Adventure', 'Rupee', 'Anecdote']		University of Pennsylvania	MJR	
340856	04888cam a2200697 a 4500	Scott, Helenus	1760-1821.		The adventures of a rupee : wherein are interspersed various anecdotes Asiatic and European.	The adventures of a rupee. Wherein are interspersed various anecdotes Asiatic and European.	The adventures of a rupee.		1			1782	MDCCLXXXII.	Dublin	['Price, Whitestone, Walker, White, Beatty, Burton, E. Cross, and Byrne', 'Price, Samuel', 'Whitestone, William', 'Walker, T.', 'White, Luke bookseller', 'Beatty, John', 'Burton', 'E. Cross', 'Byrne']	Printed by W. Spotswood, for Messrs. Price, Whitestone, Walker, White, Beatty, Burton, E. Cross, and Byrne,	['Spotswood, W.', 'Spotswood, W.']			Duodecimo		['Published anonymously.  By Helenus Scott.']	Authorial						true		['Merchant of Venice.']	['First-person']			true		Author (text)	Generic/Descriptive	Indeterminate	Male			['Adventure', 'Rupee', 'Anecdote']		University of Pennsylvania	MJR	
340910	04595cam a2200613   4500	Scott, Helenus	1760-1821.		The adventures of an East-India rupee. Wherein are interspersed, various anecdotes Asiatic and European ...	The adventures of an East-India rupee. Wherein are interspersed, various anecdotes Asiatic, and European.			1			1783	M,DCC,LXXXIII.	Philadelphia		Printed and sold by Robert Bell, in Third-Street.				Octavo		['Price marked as ""price half a dollar"" on the title page"']	Authorial voice criticizes writers of all different forms and genres and identifies who should judge his work (e.g. ""Ye modern writers of novels who excite silly passions in silly people by wretched language---Ye physicians of the times, who write large volumes to instruct your co-temporaries, without inserting in them a single idea of your own.---Ye theorists...who corrupt all true philosophy...it is not for you gentlemen to judge of my production.[...]But I will be judged by you ye modest minded of either sex whether or not your names are already enrolled amongst the authors of the day..."")"						true		['Merchant of Venice.']	['First-person']			true		Author (text)		Male	Male	['Fiction']		['Adventure', 'Rupee', 'Anecdote']	['East-India']	University of Pennsylvania	AFD	
340911	04164cam a2200541 a 4500				The Adventures of a cork-screw : in which, under the pleasing method of a romance, the vices, follies and manners of the present age are exhibited and satirically delineated : interspersed with striking anecdotes,  characters and actions of persons in real life : all drawn to promote virtue, expose vice, and laugh folly out of countenance.	The adventures of a cork-screw; in which, under the pleasing method of a romance, the vices, follies and manner of the present age are exhibited and satirically delineated. Interspersed with striking anecdotes, characters and actions of persons in real-life; all drawn to promote virtue, expose vice, and laugh folly out of countenance.	The adventures of a cork-screw.		1			1775	M DCC LXXV.	London		Printed for and sold by T. Bell, no 26, Bell Yard, Temple-Barr.				Duodecimo							Considers the nature of ""authorship"" (e.g. ""...when an author issues his performance into the world; every one desirous to know his name, his character, and the motives which urges him to trouble the world with such a quantity of paper..."")		true		['']	['First-person']	['Letters']		true		Editor (text)		Male"				['Adventure', 'Cork-screw', 'Method', 'Romance', 'Vice', 'Folly', 'Mannder', 'Age', 'Anecdote', 'Character', 'Action', 'Person', 'Real-life', 'Life', 'Virtue', 'Countenance']		University of Pennsylvania	AFD	
341318	09565cam a2201249 a 4500	Smollett, Tobias George	1721-1771.		The adventures of Roderick Random : in two volumes.	The adventures of Roderick Random. In two volumes. Vol. I. The eighth edition.			2	The eighth edition.	Eighth edition	1770	MDCCLXX.	London	['W. Strahan', 'J. Rivington', 'R. Baldwin', 'Hawes', 'Clarke', 'Collins', 'Hawes, Clarke, and Collins', 'W. Johnston', 'T. Caslon', 'B. Law', 'J. Johnson and Co. (London)', 'C. W.', 'J. Richardson', 'T. Becket and Co.', 'P. A. de Hondt', 'T. Becket and P. A. de Hondt', 'J. Johnson and C.W. and J. Richardson', 'T. Lowndes & Partners', 'E. Dilly', 'C. Dilly', 'T. Cadell', 'J. Knox', 'W. Nicoll', 'T. Durham', 'W. Strahan, J. Rivington, R. Baldwin, Hawes, Clarke, and Collins, W. Johnston, T. Caslon, B. Law, J. Johnson and C.W. and J. Richardson, T. Becket and P. A. de Hondt, T. Lowndes, E. and C. Dilly, T. Cadell, J. Knox, W. Nicoll, and T. Durham', 'Strahan, William', 'Rivington, James', 'Baldwin, R.&#x200F; &#x200E;(Robert)&#x200F; &#x200E;', 'Hawes', 'Clarke', 'Collins', 'Johnston, W.', 'Caslon, Thomas&#x200F;&#x200E;', 'Law, B.', 'Johnson, J.', 'W., C.', 'Richardson, J.', 'Becket, Thomas', 'De Hondt, P. A. (Peter Abraham)', 'Lowndes, Thomas', 'Dilly, E. (Edward)', 'Dilly, Charles', 'Cadell, T. (Thomas)', 'Knox, J.', 'Nicoll, William, bookseller', 'Durham, Thomas, bookseller']	London: Printed for W. Strahan, J. Rivington, R. Baldwin, Hawes, Clarke, and Collins, W. Johnston, T. Caslon, B. Law, J. Johnson and C.W. and Hondt, T. Lowndes, E. and C. Dilly, T. Cadell, J. Knox, W. Nicoll, and T. Durham				Duodecimo	ill. (engravings) ;	['Published anonymously.  By Tobias Smollett.  Cf. BM.']	An authorial voice establishes the generic framework within which this story will function, which seeks to unite realism and satire: ""Of all kinds of satire, there is none so entertaining and universally improving, as that which is introduced, as it were, occasionally, in the course of an interesting story, which rings every incident home to life; and by representing familiar scenes in an uncommon and amusing point of view, invests them with all the graces of novelty, while nature is appealed to in every particular.""						true		['', 'Hor.']	['First-person']	['Letters']			true							['Preface']		University of Pennsylvania	AFD	Swarthmore College
341331	15278cam a2200925ia 4500	FeÃÅnelon, FrancÃßois de Salignac de La Mothe-	1651-1715.	by Francis Salignac de La Motte Fenelon ... ; now newly translated from the best Paris and other editions, by William Henry Melmoth, Esq. ... ; to which are added, the life of the original author, the heads and arguments of each book at large, and a great variety of notes ... calculated to gratify every class of readers.	The adventures of Telemachus, the son of Ulysses, King of Ithaca, &c. in Greece, and one of the princes who conducted the Seige of Troy : complete in twenty-four books : originally written in French, not only for the use and instruction of the Dauphin of France, to guard him, in an allegorical way, against forming his conduct after the bad example of his grandfather Lous XIV, but also to promote the happiness of mankind in general / by Francis Salignac de La Motte Fenelon ... ; now newly translated from the best Paris and other editions, by William Henry Melmoth, Esq. ... ; to which are added, the life of the original author, the heads and arguments of each book at large, and a great variety of notes ... calculated to gratify every class of readers.	The adventures of Telemachus, the son of Ulysses, king of Ithaca, &c. in Greece, and one of the princes who conducted the siege of Troy. Complete in twenty-four books. Originally written in French, not only for the use and instruction of the dauphin of France, to guard him, in an allegorical way, against forming his conduct after the bad example of his grandfather Louis XIV, but also to promote the happiness of mankind in general; by Francis Salignac de la Motte Fenelon, late archbishop of Cambray, in the French Netherlands. Now newly translated from the best Paris and other editions, by William Henry Melmoth, esq. Author of the new abridgment of the Roman history-of the complete abridgment of the Grecian history-and of the new universal story-teller, or modern picture of human life; being an approved collection of original and select pieces in prose and verse.-Price 3s. each bound. To which are added, the life of the original author; the heads and arguments of each book at large; and a great variety of notes, historical, critical, explanatory, scholastic, political, moral, philological, satirical, and illustrative: comprehending the most salutary reflections and remarks, with allusions to ancient mythology, geography, and universal history, particularly to the histories of England and France:-A work of the first reputation, replete with maxims of human prudence, and including the most perfect system of morality ever presented to the world, displaying to all descriptions of persons the horrors of vice, and the charms of virtue, in the most forcible manner. The mysteries of the wisest and best politics are here developed: the inordinate passions are depicted as a yoke equally disgraceful and fatal; while the moral duties appear with all the attractions of ease and beauty. The reasoning is just, the precepts are important. It is a work which genius and learning have dedicated to virtue; it at once captivates the imagination, informs the understanding, and regulates the will. This valuable book teaches us to make morality and religion our guide in good, as well as in adverse fortune; never to forget the love we owe our parents and our country. It forms our minds for a king, a citizen, a father, a mother, a master, a gentleman, a tradesman, a servant, and even a slave, if such should be our lot; and, in short, teaches us to act properly in all the various spheres of life. Mentor (under which character is meant Minerva) in his counsels to Telemachus, must make us just, humane, patient, sincere, discreet, and modest. He never speaks but he pleases, engages, moves, and persuades. We cannot attend to him but with admiration; and, in proportion as we admire, we cannot help loving his advice, which is entertaining as well as instructive. This translation has been carefully revised with all the former editions, and particular attention has been paid to the various readings of Hawkesworth, Smollett, Boyer, Litterbury, Oldes, Ozell, and others, entirely omitting their inaccuracies and blemishes, and preserving whatever we judged might elucidate the great design the author had in view when he composed this work, viz. of promoting the happiness of his noble pupil in particular, and of the world in general. Embellished in a very superior stile of magnificence, with a set of unusually grand copper-plates, exquisitely designed by those ingenious artists, Kauffman, Monnet, Eisen, and Moreau, and engraved, in a capital manner, by Messrs. Walker, Collyer Grignion, Bartolozzi, and Grainger, who have exerted their unrivalled talents in these splendid performances; single impression of which will be charged at 2s. each print: so that these capital engravings alone will be absolutely worth four times the price of the whole work; which is the most beautiful edition of Telemachus ever published in this or any other country, and calculated to gratify every class of readers.			1			1770		London		London: printed only for Alex. Hogg, at the King\\\'s Arms, no. 16, Pater-noster-row and sold by all booksellers in Great Britain, Ireland, France, America, East and West Indies, &c. &c., [1770?]				Folio	Port.	['Translation of: Les aventures de Télémaque / François de Salignac de La Mothe Fénelon.']	Signed by the translator, William Henry Melmoth						true	Throughout the story, astericks mark footnotes.	['']	['Third-person']					Author (text)	Proper name	Male	Male	['Mixed Genre']		['Preface']	['Cambray', 'The French Netherlands']	University of Pennsylvania	MR	Swarthmore College
341332	02919cam a2200577 a 4500				The Affected indifference : a novel.	The affected indifference, a novel. Vol. I.			2			1771	M DCC LXXI	London		London: printed for F. and J. Noble, at their respective circulating libraries, near Middle Row, Holborn, and Saint Martin\\\'s Court, near Leicester Square.				Duodecimo		['On first page of text of each volume, top of page reads ""The affected indifference: a sentimental history,"" although this variant title does not receive its own title page in either volume."']									['']	['Epistolary']			true						['Epistolary novels']		['Indifference', 'Novel', 'Volume']		University of Pennsylvania	MR	Swarthmore College
341334	04264cam a22006851  4500			By a Virginian.	The American wanderer, through various parts of Europe, in a series of letters to a lady (interspersed with a variety of interesting anecdotes) By a Virginian.	The American wanderer, through various parts of Europe, in a series of letters to a lady, (interspersed with a variety of interesting anecdotes) by a Virginian.			1			1783	MDCCLXXXIII.	London	['Robson, James', 'Robson, James']	Printed for J. Robson, bookseller, in New Bond Street.				Octavo		['Pages [ix] and x repeated in numbering.']				Authorial			true		['', 'Virgil.']	['Epistolary']			true		Author (text)	Generic/Descriptive	Indeterminate	Unknown			['Wanderer', 'Part', 'Series', 'Letter', 'Lady', 'Variety', 'Anecdote', 'Virginian']	['Europe']	University of Pennsylvania	MJR	
341336	03733cam a2200577 a 4500			by the author of Memoirs of Mrs. Williams : in three volumes.	Anecdotes of a convent / by the author of Memoirs of Mrs. Williams : in three volumes.	Anecdotes of a convent. By the author of Memoirs of Mrs. Williams. In three volumes. Vol. I.			3			1771	M.DCC.LXXI.	London	['T. Becket and P.A. de Hondt', 'Becket, Thomas', 'De Hondt, P. A. (Peter Abraham)']	London, printed for T. Becket and P. A. de Hondt, in the Strand.				Octavo			Authentic authorial							Explanatory footnotes	['']	['Epistolary']					Author (text)	Reference to other works	Indeterminate	Female	['Epistolary fiction']		['Anecdote', 'Convent', 'Author', 'Memoir', 'Volume', 'Mrs.']		University of Pennsylvania	MR	Swarthmore College
341339	02998cam a2200661 a 4500				Anna : a sentimental novel, in a series of letters : in two volumes.	Anna: a sentimental novel. In a series of letters. In two volumes. Vol. I.			2			1782	M.DCC.LXXXII.	Dublin		Printed by P. Higly, for Messrs. Price, Whitestone, R. Cross, Walker, Gilbert, Higly, Beatty, Burton, and Parker.				Duodecimo		['Issued in 1 volume.']									['']	['Epistolary']			true						['Epistolary fiction']		['Novel', 'Series', 'Letter', 'Volume']		University of Pennsylvania	AFD	
341340	09340cam a2200709 a 4500			translated into French from the Arabian MSS. by M. Galland ... and now done into English from the last Paris edition.	Arabian nights entertainments : consisting of one thousand and one stories told by the Sultaness of the Indies to divert the Sultan from the execution of a bloody vow he had made to marry a lady every day and have her cut off next morning, to avenge himself for the disloyalty of his first sultaness, &c. : containing a better account of the customs, manners and religion of the eastern nations, viz. Tartars, Persians, and Indians, than is to be met with in any author hitherto published / translated into French from the Arabian MSS. by M. Galland ... and now done into English from the last Paris edition.	Arabian nights entertainments: consisting of one thousand and one stories, told by the Sultaness of the Indies to divert the Sultan from the execution of a bloody vow he had made to marry a lady every day, and have her head cut off next morning, to avenge himself for the disloyalty of his first Sultaness, &c. Containing a better account of the customs, manners, and religion of the Eastern nations, viz. Tartars, Persians, and Indians, than is to be met with in any author hitherto published. Translated into French from the Arabian MSS. by M. Galland, of the Royal Academy; and now done into English from the last Paris edition. The thirteenth edition. Vol. I.			4	The thirteenth edition.	Thirteenth edition	1772	MDCCLXXII.	London	['T. Longman (Firm)', 'Longman, Thomas']	Printed for T. Longman, at the ship in Pater-noster Row.				Duodecimo		['Contains footnotes as well as notes in the margins']	In italics	true	Tells the reader that the narrative will continue without interruptions from a certain character which were present in the previous two volumes: ""The readers of the first two volumes of these tales were tired with the interruption Dinarzade gave them: this defect is now remedy'd..."				true		['']	['Third-person']	['First-person']		true		Author (text)	Generic/Descriptive	Indeterminate	Unknown	['Mixed Genre']		['Night', 'Entertainment', 'Thousand', 'Story', 'Sultaness', 'Sultan', 'Execution', 'Vow', 'Lady', 'Day', 'Head', 'Morning', 'Himself', 'Disloyalty', 'Account', 'Custom', 'Manner', 'Religion', 'Nation', 'Tartar', 'Persian', 'Indian', 'Author', 'French', 'Arabian', 'M.', 'Academy', 'English', 'Edition']	['Indies', 'Paris']	University of Pennsylvania	MJR	
341342	03621cam a2200565 a 4500	Potter, John	fl. 1754-1804.	by John Potter.	The history of the adventures of Arthur O\\\'Bradley, &c. : a novel / by John Potter.	The history of the adventures of Arthur O'Bradley, &c. A novel. By John Potter. The second edition. Vol. I.	The history of the adventures of Arthur O'Bradley.		2	The second edition.	Second edition	1771	1771	London		Printed for T. Becket, and P. A. De Hondt, in the Strand.				Duodecimo	Ill.								true		['', 'Virgil']	['Third-person']	['First-person']				Author (text)	Proper name	Male	Male			['History', 'Adventure', 'Novel', 'Edition', 'Vol']		University of Pennsylvania	AFD	
341344	03079cam a2200553 a 4500				The Birmingham counterfeit, or Invisible spectator : a sentimental romance : in two volumes.	The Birmingham counterfeit; or, invisible spectator. A sentimental romance. In two volumes. Vol. 1.	The Birmingham counterfeit; or, invisible spectator.		2			1772	MDCCLXXII.	London	['S. Bladon']	Printed for S. Bladon, at No. 28, in Paternoster-Row				Duodecimo			Preface classifies text as romance and lays out purpose as moral instruction						true		['', 'Pope']	['First-person']			true		Editor (text)	Generic/descriptive	Male	Unknown"			['Counterfeit', 'Spectator', 'Romance', 'Volume']	['Birmingham']	University of Pennsylvania	NA	
