id	title	author	date	a	d	1	b	2	c	x	v
261042	Keep cool, a novel. Written in Hot Weather. By Somebody, M.D.C. &c. &c. &c. Author of sundry works of great merit -- Never published, or read, From His-Story. Reviewed by -- Himself -- ""Esquire."" In Two Volumes. Vol. I.	Neal, John	1817	["Walks like a turnspit: -- Barks like a muff -- He's a greyhound!"]			["Beattie's Hermit"]			['Chapter 3 epigraph in volume 1']	
261042	Keep cool, a novel. Written in Hot Weather. By Somebody, M.D.C. &c. &c. &c. Author of sundry works of great merit -- Never published, or read, From His-Story. Reviewed by -- Himself -- ""Esquire."" In Two Volumes. Vol. I.	Neal, John	1817	["Who would'nt rather be scratched than tickled? -- Answer me that! - I could bear to have a limb, -- A royal leg -- a noble arm -- But 'tis most horrific -- to be teased -- to death"]			['Jerusalem Delivered']		['Literally translated by Sir Joseph Banks']	['Chapter 4 epigraph in volume 1']	
261042	Keep cool, a novel. Written in Hot Weather. By Somebody, M.D.C. &c. &c. &c. Author of sundry works of great merit -- Never published, or read, From His-Story. Reviewed by -- Himself -- ""Esquire."" In Two Volumes. Vol. I.	Neal, John	1817	['Vains mortels, que du monde endort la folle ivresse -- Ecouter, il est temps, -- la voix de la sagesse.']					['Rousseau']	['Chapter 5 epigraph in volume 1']	
261042	Keep cool, a novel. Written in Hot Weather. By Somebody, M.D.C. &c. &c. &c. Author of sundry works of great merit -- Never published, or read, From His-Story. Reviewed by -- Himself -- ""Esquire."" In Two Volumes. Vol. I.	Neal, John	1817	['Pro salute animae']						['in Latin', 'Chapter 6 epigraph in volume 1']	
261042	Keep cool, a novel. Written in Hot Weather. By Somebody, M.D.C. &c. &c. &c. Author of sundry works of great merit -- Never published, or read, From His-Story. Reviewed by -- Himself -- ""Esquire."" In Two Volumes. Vol. I.	Neal, John	1817	['Il y a anguille sous rocher.']		["Complaintes d'esclaves"]		['Massillon Coicou']	['Massillon']	['Chapter 7 epigraph in volume 1']	
261042	Keep cool, a novel. Written in Hot Weather. By Somebody, M.D.C. &c. &c. &c. Author of sundry works of great merit -- Never published, or read, From His-Story. Reviewed by -- Himself -- ""Esquire."" In Two Volumes. Vol. I.	Neal, John	1817	['A Vostra salute']						['Italian', 'Chapter 8 epigraph in volume 1']	
261042	Keep cool, a novel. Written in Hot Weather. By Somebody, M.D.C. &c. &c. &c. Author of sundry works of great merit -- Never published, or read, From His-Story. Reviewed by -- Himself -- ""Esquire."" In Two Volumes. Vol. I.	Neal, John	1817	['I have seen him take out his pocket book in the middle of the street -- write a moment, or two, and then burst out a laughing.']			['Amusements in Lapland']			['Chapter 9 epigraph in volume 1']	
261042	Keep cool, a novel. Written in Hot Weather. By Somebody, M.D.C. &c. &c. &c. Author of sundry works of great merit -- Never published, or read, From His-Story. Reviewed by -- Himself -- ""Esquire."" In Two Volumes. Vol. I.	Neal, John	1817	['Writing poetry in tight boots -- easterly wind, washing day -- with a dun at your elbow.']			['Comforts of Literature']			['Chapter 10 epigraph in volume 1']	
261042	Keep cool, a novel. Written in Hot Weather. By Somebody, M.D.C. &c. &c. &c. Author of sundry works of great merit -- Never published, or read, From His-Story. Reviewed by -- Himself -- ""Esquire."" In Two Volumes. Vol. I.	Neal, John	1817	['Negroes hold their levees, Sunday evenings, on the master\'s steps: -- Ladies cool themselves in the same way: -- graceful, dignified, picturesque, de --""']			['Stranger in --------']			['Chapter 11 epigraph in volume 1"']	
261042	Keep cool, a novel. Written in Hot Weather. By Somebody, M.D.C. &c. &c. &c. Author of sundry works of great merit -- Never published, or read, From His-Story. Reviewed by -- Himself -- ""Esquire."" In Two Volumes. Vol. I.	Neal, John	1817	['Vaulting hope with robe of flame -- Enwreathed with ever budding flowers.']					['Orlando Furioso']	['Chapter 12 epigraph in volume 1']	
261042	Keep cool, a novel. Written in Hot Weather. By Somebody, M.D.C. &c. &c. &c. Author of sundry works of great merit -- Never published, or read, From His-Story. Reviewed by -- Himself -- ""Esquire."" In Two Volumes. Vol. I.	Neal, John	1817	['Sir, the were abundantly civilized: -- I knew a young man, a Frenchman, -- He was thrown among them and he supported himself by instructing les beaux sauvages...']			['Genie du Christianisme']			['Chapter 13 epigraph in volume 1']	
261044		Finch, John	1812	['Cato, though dead, may still protect his child.']		['Cato']		['Joseph Addison']			
261044		Finch, John	1812	['Portius, behold thy brother, and remember, -- Thy life is not thy own, when Rome demands it.']		['Cato']		['Joseph Addison']		['Chapter 1 epigraph']	
261044		Finch, John	1812	['Cato, though dead, may still protect his child.']		['Cato']		['Joseph Addison']		['Chapter 2 epigraph']	
261044		Finch, John	1812	["For tho' to fortune lost, I'll still inherit -- My mother's virtues and my father's honour."]		['The Orphan; or the Unhappy Marriage']		['Otway']		['Chapter 3 epigraph']	
261044		Finch, John	1812	['For to the noble mind -- Rich gifts wax poor when givers prove unkind.']		['Hamlet']		['Shakespeare']		['Chapter 4 epigraph']	
261044		Finch, John	1812	['How blest is he who crowns, in shades like these, -- A youth of labour with an age of ease.']		['Oliver Goldsmith']		['The Deserted Village']		['Chapter 5 epigraph']	
261044		Finch, John	1812	['Needful auxiliaries are our friends, to give -- To social man true relish of himself.']						['Chapter 6 epigraph']	
261044		Finch, John	1812	['Si darevis nostrae vires animosque, Thaliae, -- Et victura petis carmina; das, quod amem.']		['Marziale,VIII,73.']				['Chapter 7 epigraph']	
261044		Finch, John	1812	["Let me have men about me that are fat, -- Sleek-beaded men, and such as sleep o'nights."]		['Julius Caesar']		['Shakespeare']		['Chapter 10 epigraph']	
261044		Finch, John	1812	["Dire was the scene, with whirlwind, rain, and shower; -- Black melancholy rul'd the fearful hour."]		['The Shipwreck']		['William Falconer']		['Chapter 12 epigraph']	
261044		Finch, John	1812	["Heav'ns! are ye men, and will ye suffer this!"]		['Gustavus Vasa; or, the deliverer of his country. A tragedy in five acts.']		['Henry Brooke']		['Chapter 13 epigraph']	
261044		Finch, John	1812	["And house-wife arts adorn'd the soul?"]		['The Spleen']		['Matthew Greene']		['Chapter 14 epigraph']	
261044		Finch, John	1812	["Be this the motive of a wise man's care -- To shun deserving ills, and learn to bear."]		['The Wanderer']		['Richard Savage']		['Chapter 15 epigraph']	
261059	The works of Jonathan Swift, D. D., D. S. P. D. in eight volumes. Containing I. His miscellanies in prose. II. His poetical writings. III. The travels of Captain Lemuel Gulliver. IV. Papers relating to Ireland, and the drapier's letters. V. The conduct of the allies, and The examiners. VI. The publick spirit of the Whigs, &c. with polite conversation. VII. Letters to and from Dr. Swift. VIII. Directions to servants, sermons, poems, &c. The sixth edition, revised and corrected.	Swift, Jonathan	1744	['Retroq; -- vulgus abhorret ab his.']	['Title page']						['v.3']
261063	The Thatcher's Wife; or an account of Mary Camps.	Richmond, Legh	1819	['Oft as the bell, with solemn toll, -- Speaks the departure of a soul, -- Let each one ask himself, ""Am I -- Prepared, should I be called to die?""']		['The Tolling Bell']		['John Newton"']		['Epigraph for ""An account of Mary Camps""']	
261063	The Thatcher's Wife; or an account of Mary Camps.	Richmond, Legh	1819	['And now, little children, abide in him, that when he shall appear, ye may have confidence, and not be ashamed before him at his coming.']		['1st John, ii.28', 'King James Bible"']				['Epigraph for ""The Advantages of Early Religion.""']	
261063	The Thatcher's Wife; or an account of Mary Camps.	Richmond, Legh	1819	["What is a great mind? I must be measur'd by my mind; -- The mind's the standard of a man."]				['Isaac Watts"']	['Watts']	['Epigraph for ""Ellen"" part I']	
261063	The Thatcher's Wife; or an account of Mary Camps.	Richmond, Legh	1819	['Let us examine our motives before we say we have done well.']						['Epigraph for ""Ellen"" part II"']	
261063	The Thatcher's Wife; or an account of Mary Camps.	Richmond, Legh	1819	["Religion should our thoughts engage -- Amidst our yourhful bloom; -- 'T will fit us for declining age, -- And for the silent tomb."]		['Religion is the chief concern']		['John Fawcett"']		['Epigraph for ""A Visit to a sabbath evening school"" in Volume 1']	
261066	Sancho, or The Proverbialist. Third Edition.	Cunningham, J. W	1817	['Decipimur Specie Recti']				['Horace']			
261068	Mogul tales, or, the dreams of men awake: being stories told to divert the grief of the Sultana's of Guzarat, for the supposed death of the sultan. Written in French by the celebrated Mr. Guelletee, author of The Chinese tales, &c. Now first translated into English. In two volumes, adorned with proper cuts, neatly engraven on copper plates. The second edition. Vol. I.	Gueullette, Thomas-Simon	1743	['In pleasing tales, the artful sage  can give -- Rules, how in happiness and ease to live : -- Can shew what good can most attract the mind, -- And how our woes we from our vices find ; Delighting, yet instructing thus our youth, -- Who catch at fable - how to gather truth.']	['Title page']						['v.1', 'v.2']
261078	Sentimental anecdotes, by Madame de Montolieu, Author of ""Tales,"" ""Caroline of Lichfield,"" &c. &c. &c. Translated from the French by Mrs. Plunkett, Formerly Miss Gunning. Two volumes in one.	Montolieu, Isabelle de	1812	["What nothing earthly gives or can destroy, -- The soul's calm sunshine, and the heart-felt joy, -- Is virtue's prize."]		['Essay on Man']	['Pope']	['Alexander Pope']			
261083	Melincourt. By the author of Headlong Hall. In three volumes. Vol. I.	Peacock, Thomas Love	1817	["Nous nous moquons des Paladins! quand ces maximes romanesques commencerent a devenir ridicules, ce changement fut moins l'ouvrage de la raison que celui des mauvaises moeurs."]			["Emile, ou de l'éducation, tome II, LIVRE CINQUIÈME"]	['Rousseau']	['Jean-Jacques Rousseau']		['v.1']
261087	The memoirs of the Baron du Tan. To which is added the Calabrian: or, the history of Charles Brachy, and the hermit. Translated from the French of Madame de Gomez, author of La Belle Assemblee, -- By a gentleman.	Gomez	1744	["'Tis virtue only makes our bliss below ; -- And all our knowledge is, ourselves to know."]	['Title page']				['Pope']		
261089	The Absentee: a Tale. By Miss Edgeworth, author of Practical Education, Belinda, Castle Rackrent, Essay on Irish Bulls, Tales of Fashionable Life, &c. In two volumes. Vol. I	Edgeworth, Maria	1812	['Tutta la gente in lieta fronte udiva --- Le graziose e finte istorielle --- Ed i difetti altrui tosto scopriva --- Ciaseuno, e non ; proprj espressi in quelle; ---- O se de proprj sospettava, ignoti --- Credeali a ciascun altre, e a se nol noti']							['v.1']
261095	True stories, from ancient history: chronologically arranged. From the creation of the world to the death of Charlemagne. By the author of ""Always Happy,"" & c.	Budden, Maria Elizabeth	1819	['The history of realities, written in an entertaining manner, appears not only better suited to the purposes of education, but also more agreeable to young people than improbable fictions']			['Practical Education']	['Edgeworth']	['Maria Edgeworth']		['v.1']
261095	True stories, from ancient history: chronologically arranged. From the creation of the world to the death of Charlemagne. By the author of ""Always Happy,"" & c.	Budden, Maria Elizabeth	1819	['True History exercises the reason; Romance yields sustenance to the imagination alone. We can only reason upon facts']		['Vide Woman, or Minor Maxims - Vol.1. p. 203']	['Woman']		['Maria Elizabeth Budden']		['v.2']
261095	True stories, from ancient history: chronologically arranged. From the creation of the world to the death of Charlemagne. By the author of ""Always Happy,"" & c.	Budden, Maria Elizabeth	1819	['History is Philosophy teaching by examples']			['Ars Rhetorica (XI, 2, p. 212)']		['Dionysius of Heraclea']		['v.3']
261096	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. L.	Edgeworth, Maria	1810	["A prudence undeceiving, undeceived, -- That nor too little, nor too much believed; -- That scorned unjust suspicion's coward fear, -- And without weakness knew to be sincere."]	['Title page']		["Lord Lyttelton's monody on his wife."]				
261105	Dinarbas: A Tale. Second American Edition.	Knight, Ellis Cornelia	1813	['Rectius occupat -- Nomen beati, qui Deorum -- Muneribus sapienter uti, -- Duramq e callet pauperiem pati. -- Pejus letho flagitium timet: -- Non ille pro caris amicis, -- Aut patria timidus perire.']			['Hor. Lib. iv. Od. 9.']	['Horace']			
276045	A year and a day. A novel. In two volumes. By Madame Panache, author of Manners	Brooke, Frances	1818	['""Where the prime actors of the last year\'s scene,/ Their port so proud, their buskin and their plume?/ How many sleep, who kept the world awake/ With lustre and with noise?""']	['Title page']		['Night Thoughts']		['Young']		['v.1', 'v.2"']
276045	A year and a day. A novel. In two volumes. By Madame Panache, author of Manners	Brooke, Frances	1818	['Non tibi sunt tristes curae, non luctus--/ Sed chorus, et cantus, et levis aptus amor;/ Sed varii flores, et frons redimita corymbis/, Fusa sad ad teneros lutea palla pedes,/ Et Tyiae vestes, et dulcis tibia cantu.']	['Title page']				['Tibullus']		['v.1', 'v.2']
276045	A year and a day. A novel. In two volumes. By Madame Panache, author of Manners	Brooke, Frances	1818		['Epigraphs precede chapters']						
276046	Alicia de Lacy; an historical romance. By the author of ""The loyalists, "" &c.	West	1814	["Wisdom is sable garb array'd,/Immers'd in rapturous thought profound,/And melancholy, silent maid,/With leaden eye that loves the ground,/Still on thy solemn steps attend:/ Warm Charity, the general friend,/With Justice to herself severe,/And PIty, dropping soft the sadly-pleasing tear."]	['Title-page']		['Ode to Adversity']		['Gray']		
276046	Alicia de Lacy; an historical romance. By the author of ""The loyalists, "" &c.	West	1814		['Epigraphs preceding chapters']						
276061	Peveril of the peak. By the author of ""Waverly, Kenilworth,"" &c. In three volumes. Vol. I	Scott, Walter	1823	['""If my readers should at any time remark that I am particularly dull, they may be assured there is design under it.""']	['Title page']		['British Esquire']				['v.1', 'v.2', 'v.3"']
276061	Peveril of the peak. By the author of ""Waverly, Kenilworth,"" &c. In three volumes. Vol. I	Scott, Walter	1823		['Epigraphs precede chapters']						['v.1', 'v.2', 'v.3']
276063	Patronage. By Maria Edgeworth, author of ""Tales of a fashionable life,"" ""Belinda,"" ""Leonora,"" &c. In four volumes. Vol. I.	Edgeworth, Maria	1814	['""Without a patron,-thought I condescend -- ""Sometimes to call a minister my friend.""']	['Title page']						['v.1"']
276069	National tales. Vol. II.		1825	["'Tis sweet to meditate -- On youthful scenes, and, on a wintry day -- to draw around the cheering fire, and hear -- the mournful story of past days."]	['Title page']				['Anon.']		['v.2']
276069	National tales. Vol. II.		1825	['A fairy fable art thou- a romance, -- yet brilliant with the jewelry of truth.']	['Title page']		['Palmyra, a poem.']				['v.2']
276072	Modern chivalry: containing the adventures of a captain and Teague O'Regan, his servant. By H. H. Brackenridge, late a judge of the Supreme Court of Pennsylvania. With the last corrections and additions of the author. Vol. I.	Brackenridge, H. H	1819	['Bidentem dicere verum quid vetat?']	['Title page']				['Horace']		['v.1', 'v.2']
276073	Miscellaneous works, comical & diverting: by T.R.D.J.S.D.O.P.I.I. In two parts. I. The tale of a tub; with the fragment, & and the battel of the books; with c considerable additions, explanatory notes, never before printed. II. Miscellanies in prose and verse, by the supposed author of the first part.	Swift, Jonathan	1720	['Diu multumque defideratum.']	['Title page']					['This epigraph occurs on the title page for ""Tale of a tub"" (the second title page in the book)."']	
276073	Miscellaneous works, comical & diverting: by T.R.D.J.S.D.O.P.I.I. In two parts. I. The tale of a tub; with the fragment, & and the battel of the books; with c considerable additions, explanatory notes, never before printed. II. Miscellanies in prose and verse, by the supposed author of the first part.	Swift, Jonathan	1720	['-Juvatque novos decerpere flores, -- Infignemque meo capiti petere inde coronam, -- Unde prius nulli velarunt tempora muse.']	['Back of title page.']		['Lucret']			['This epigraph is located on the verso of the title page specifically for ""Tale of a tub."']	
276075	Midnight weddings. A novel. In three volumes.	Meeke, Mary	1814	["I lov'd thee, beautiful and kind ; --- I plighted an eternal vow ; -- So alter'd are thy face and mind, --- 'Twere perjury to love thee now."]	['Title page']				['Robert Nugent']		['v.1']
276081	Love upon tick: or, implicit gallantry. Exemplified, in some merry memoirs of the rise and progress of an extraordinary and occasional amour. In which the whole mechanism of that passion is expos'd, and made obvious to the meanest capacity.		1724	['Doubtless the pleasure is as great, -- Of being cheated, as to cheat.']	['Title page']				['Hud.']		
276081	Love upon tick: or, implicit gallantry. Exemplified, in some merry memoirs of the rise and progress of an extraordinary and occasional amour. In which the whole mechanism of that passion is expos'd, and made obvious to the meanest capacity.		1724	['Semel insanivimus omnes.']	['Title page']						
276082	Letters from Altamont in the capital, to his friends in the country.	Jenner, Charles	1767	["Il n'y a qu'un point indivisible, qui foit le veritable lieu de voir les tableaux : la perspective l'affigne dans l'art de la peinture ; mais dans la verite et dans la morale qui l'affignera?"]	['Title page']				['Mons. Pascal']		
276083			1778	['Qui studiis annos Septem dedit, infenuitque -- libris et curis, statua taciturnius exit -- plerumque, et risu populum quatit']	['Title page']				['Horace']		['v.1']
276086	Hymen's praeludia: Or, love's masterpiece. Being that so-much-admired romance, intituled, Cleopatra. In twelve parts. Written originally in the French, and now elegantly rendred into English, by Robert Loveday. Evand. Qui magis Cleoparta psrentibus ort a conspicuis, comiti (quam placuisse thori? Licensed, to be reprinted, July 20th, 1696. R. L'Etrange.	La CalpreneÃÄde, Gaultier de Coste	1687	['Evand. Qui magis optaret Cleopatra parentibus orta conspicus, comiti quam placuisse thori?']	['Title page']						
276097	Christabelle, the maid of Rouen. A novel, founded on facts. By Mrs. Hanway, author of ""Ellinor,"" ""Andrew Stuart,"" and ""Falconbridge Abbey.""	Hanway, Mary Ann	1814	['""You\'ll give me, like a friend both sage and free, advice; -- I\'d write no more. -- Not write, but then I think, -- And for my soul I cannot sleep a wink -- I nod in company, I wake at night, -- Fools rush into my head, and so I write.""']	['Title page']				['Pope']		['v.1"']
276107	The works of Petronius Arbiter, in prose and verse. Translated from the original Latin. By Mr. Addison. To which are preix'd the Life of Petronius, done from the Latin.: And a character of his writings by Monsieur St. Evremont.	Petronius Arbiter	1736	["When gay Petronius, to correct the age, -- Gave way of old to his satirick rage, -- With just resentment fir'd, he meant to shew -- How far licentiousness at last might go : -- Blushing we read the loose, the flagrant tale, -- And loath the vice thus shewn without a veil."]	['Title page']						
276113	The spiritual Quixote: or, the summer's ramble of Mr. Geoffry Wildgoose. A comic romance. Vol. I.	Graves, Richard	1783	["--Amusement reigns man's great demand."]			['Night thoughts on life, death, and immortality']	['Young.']	['Reverend Edward Young']		['v.1']
276113	The spiritual Quixote: or, the summer's ramble of Mr. Geoffry Wildgoose. A comic romance. Vol. I.	Graves, Richard	1783	['Romances are almost the only vehicles of instruction that can be administered to a refined and voluptuous people.']				['Rousseau.']	['Jean-Jacques Rousseau']		['v.1']
276113	The spiritual Quixote: or, the summer's ramble of Mr. Geoffry Wildgoose. A comic romance. Vol. I.	Graves, Richard	1783	['--multi nomine divorum thalamos iniere pudicos.']			['Metamorphoses']	['Ov.']	['Ovid']		['v.2']
276113	The spiritual Quixote: or, the summer's ramble of Mr. Geoffry Wildgoose. A comic romance. Vol. I.	Graves, Richard	1783	['--venit & crispi jucunda senectus.']			['The satires of Juvenal and Persius.']	['Juv.']	['Juvenal']		['v.2']
276113	The spiritual Quixote: or, the summer's ramble of Mr. Geoffry Wildgoose. A comic romance. Vol. I.	Graves, Richard	1783	['--pudet haec opprobria nobis---Et dici potuisse--']			['Metamorphoses']	['Hor.']	['Ovid']		['v.3']
276113	The spiritual Quixote: or, the summer's ramble of Mr. Geoffry Wildgoose. A comic romance. Vol. I.	Graves, Richard	1783	['Humour without a moral is buffoonry.']			['Poems on several occasions. With some select essays in prose.']	['Hughes.']	['John Hughes']		['v.3']
276114	The recluse of Norway by Miss Anna Maria Porter. In four volumes. Vol. I. 	Porter, Anna Maria	1814	['""Not his, the fortitude that mocks at pains, -- But that which feels them most, and most sustains.""']	['Title page']				['Montgomery']		['v.1', 'v.2', 'v.3', 'v.4"']
276116	The nominal husband: or, the distress'd innocence. A true secret history, taken from an old Saxon manuscript, found among the papers of a late noble antiquarian, modernised for the service of the youth of both sexes.		1750	["As virtue never will be mov'd, -- tho' lewdness court it in the shape of heaven, -- so vice, tho' to a radiant angel join'd, -- will feat itself in a celestial bed, -- and prey on garbage."]	['Title page']				['Shakespeare.']		
276122	The life and adventures of Joe Thompson. A narrative founded on fact. Written by himself. In two volumes.	Kimber, Edward	1750	["To wake the soul, by tender strokes of art ; -- To raise the genius, and to mend the heart ; -- To make mankind in conscious virtue bold, -- Live o'er each scene, and be what they behold : -- For this ------------- ."]	['Title page']				['Pope']		['v.1', 'v.2']
276124	The history of the life and adventures of Mr. Duncan Campbell, a gentleman, who, tho' deaf and dumb, writes down any stranger's name at first sight; with their future contingencies of fortune. Now living in Exeter Court over-against the Savoy in the Strand.	Bond, William	1720	['Gentem quidem nullam video neque tam humanam atque doctam; neque tam immanem tamque barbaram, que non significari futura & a quibusdam intelligi praedicique posse censeat.']	['Title page']				['Cicero de Divinatione, lib. x']		
276126	The history of the life and adventures of Mr. Duncan Campbell, a gentleman, who tho' deaf and dumb, writes down any stranger's name at first sight: with their future contingencies of fortune. Now living in Exeter Court over-against the Savoy in the Strand.	Bond, William	1720	['Gentem quidem nullam video neque tam humanam atque doctam; neque tam immanem tamque barbaram, que non significari futura & a quibusdam intelligi praedicique posse censeat.']	['Title page']				['Cicero de Divinatione, lib. x']		
276127	The history of Sir William Harrington. Written some years since, and revised and corrected by the late Mr Richardson, author of Sir Charles grandison, Clarissa, &c. In four volumes. Vol. I. The second edition.		1772	["Of folly studious, ev'n of vices vain,---Ah! vices gilded by the rich and gay."]		['Elegies']	['Elegies']	['Shenstone']	['William Shenstone']		
276128	The history of Eliza Warwick. In two volumes. Vol. I.		1778	['--Vaulting ambition, that o\'erleaps itself,---And falls on t\'other side.""--']			['Macbeth']		['Shakespeare, William"']		
276142	Tales of fancy, by S.H. Burney. Author of 'Clarentine,' 'Geraldine Fauconberg,' and 'Traits of nature. ' The shipwreck.	Burney, Sarah Harriet	1816	["La fede unqua non deve esser corrotta, -- O data a un solo, o data insieme a mille, -- E cosi in un selva, in una grotta, -- Lontan dalle cittadi e dalle ville, -- Come dinanzi a triunali, in frotta -- Di testimon, di scritti e di postille. -- Senza giurare, o seguo altro pui expresso, -- Basti una volta che s'abbia promesso."]	['Title page of ""The shipwreck""']				['Ariosto']	['Translated below as, ""Good faith should ever be held pure from taint, -- Whether to one, or to a thousand pledged ; -- Whether in cave forlorn, or forest wild, -- Remote from cities and the haunts of men, -- Or facing a tribunal, and amidst -- A crowd of witnesses, and formal bonds.-- -- Leave oaths and records to the base! enough, -- \'Mongst men who\'ve honour, is a promise giv\'n."']	['v.1']
276142	Tales of fancy, by S.H. Burney. Author of 'Clarentine,' 'Geraldine Fauconberg,' and 'Traits of nature. ' The shipwreck.	Burney, Sarah Harriet	1816	['""She will not stay the siege of loving terms, -- Nor bide th\' encounter of assailing eyes.""']	['Title page']		['Romeo and Juliet']				['v.2"']
276142	Tales of fancy, by S.H. Burney. Author of 'Clarentine,' 'Geraldine Fauconberg,' and 'Traits of nature. ' The shipwreck.	Burney, Sarah Harriet	1816	['""----- Were I crown\'d the most imperial monarch, -- Thereof most worthy ; were I the fairest youth -- That ever made eye swerve; had force, and knowledge -- More than was ever man\'s - I would not prize them, -- Without her love : for her employ them all ; -- Commend them, or condemn them, to her service, -- Or to their own destruction."" ""']	['Title page']		["Winter's Tale"]				['v.3"']
276142	Tales of fancy, by S.H. Burney. Author of 'Clarentine,' 'Geraldine Fauconberg,' and 'Traits of nature. ' The shipwreck.	Burney, Sarah Harriet	1816		['Epigraphs precede chapters']						['v.1', 'v.2', 'v.3']
276148	Rosanne; or, a father's labour lost. In three volumes. By Laetitia-Matilda Hawkins. Volume I.	Hawkins, Laetitia Matilda	1814	["Oh! quanto erra colui ch'l mondo in guide -- Prendesi! Ed a che strazio ed a quai pene -- Ed a qual morte va che a lui si fida!"]	['Title page']				['Filicaja']		['v.1', 'v.2', 'v.3']
276148	Rosanne; or, a father's labour lost. In three volumes. By Laetitia-Matilda Hawkins. Volume I.	Hawkins, Laetitia Matilda	1814	['A good mind easily amalgamates with religion ; but one soured by discontent, or agitated by turbulent passions, will admit nothing exhilarating.']	['Verso of title page']		['Bampton Lectures']		['Bidlake']		['v.1', 'v.2', 'v.3']
276148	Rosanne; or, a father's labour lost. In three volumes. By Laetitia-Matilda Hawkins. Volume I.	Hawkins, Laetitia Matilda	1814	['There is no virtue more amiable in the osfter sex, than that mild and quiescent spirit of devotion, which, without entangling itself in the dogmas of religion, in melted by its charities and exhilarating by its hopes.']	['Title page']				['Cowper']		['v.1', 'v.2', 'v.3']
276155	Tell-tale sophas, an eclectic fable, in three volumes. Founded on anecdotes, foreign and domestic. By John Battersby. Volume the second.	Battersby, John	1814	['Men- some to business, some to pleasure take ; -- but every woman is at heart a rake.']	['Title page']				['Pope.']		['v.1', 'v.2', 'v.3']
279595	Nick of the woods, or the jibbenainosay. A tale of Kentucky. By the author of ""calavar,"" ""the infidel,"" &c. [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1837	["Unenlighten'd man,-- --- A savage, roaming through the woods and wilds, --- In quest of prey, and with th' unfashion'd fur --- Rough clad."]			['""Summer"" (poem); from The Seasons (book)']	['Thomson.']	['James Thomson']		['v.v1', 'v.2"']
340844	The advantages of deliberation; or, the folly of indiscretion. In two volumes. Vol. I.		1772	['The life of a libertine cannot be known without abhorrence, nor shared without danger of ruin.']		['The Adventurer.']					
340846	The adventures of a bank-note. In two volumes. Vol. I.	Bridges, Thomas	1770	['Explebo numerum, reddarque tenebris.']		['Aen.']	['The Aeniad']	['Virg.']	['Virgil']		
340846	The adventures of a bank-note. In two volumes. Vol. I.	Bridges, Thomas	1770	["When I've held up a proper number---Of fools and knaves, and such-like lumber,---To public view, and public scorn,---Contented I'll to dust return."]						['Unattributed']	
340850	The adventures of a hackney coach. The fourth edition corrected.		1781	['--Tremble thou wretch,---That hast within thee undivulged crimes---Unwhipt of justice!-------And thou simular of virtue---That are incestuous!-------Close pent-up guilts---Rive your concealing continents!']			['King Lear']	['Shakespeare.']	['Shakespeare, William']		
340854	The adventures of a rupee. Wherein are interspersed various anecdotes Asiatic and European.	Scott, Helenus	1782	['--For who shall go about---to cozen fortune, and be honourable---without the stamp of merit?-----Let none presume---to wear an undeserved dignity.']		['Merchant of Venice.']	['The merchant of Venice.']		['Shakespeare, William.']		
340854	The adventures of a rupee. Wherein are interspersed various anecdotes Asiatic and European.	Scott, Helenus	1782	["Suave mari magno turbantibus æquora ventis,---E terra magnum alterius spectare laborem:---Non quia vexari quenquam 'st jucunda voluptas,---Sed, quibus ipse malis careas, quia cernere suave 'st.---Suave etiam belli certamina magna tueri---Per campos instructa, tua sine parte pericli."]		['Book II.']	['De Rerum Natura']	['Lucretius']	['Lucretius']	['This quotation is on the page facing the full title page (on verso of half title page).']	
340856	The adventures of a rupee. Wherein are interspersed various anecdotes Asiatic and European.	Scott, Helenus	1782	['--For who shall go about---to cozen fortune, and be honourable---without the stamp of merit?-----Let none presume---to wear an undeserved dignity.']		['Merchant of Venice.']	['The merchant of Venice.']		['Shakespeare, William.']		
340856	The adventures of a rupee. Wherein are interspersed various anecdotes Asiatic and European.	Scott, Helenus	1782	["Suave mari magno turbantibus æquora ventis,---E terra magnum alterius spectare laborem:---Non quia vexari quenquam 'st jucunda voluptas,---Sed, quibus ipse malis careas, quia cernere suave 'st.---Suave etiam belli certamina magna tueri---Per campos instructa, tua sine parte pericli."]		['Lib. II.']		['Lucretius']	['Lucretius']	['This quotation is on the page facing the full title page (on verso of half title page).']	
340910	The adventures of an East-India rupee. Wherein are interspersed, various anecdotes Asiatic, and European.	Scott, Helenus	1783	['-----For who shall go about---To cozen fortune, and be honourable---Without the stamp of merit.--- -----Let none presume---To wear an undeserved dignity.']		['Merchant of Venice.']	['The Merchant of Venice']		['William Shakespeare']		
340911	The adventures of a cork-screw; in which, under the pleasing method of a romance, the vices, follies and manner of the present age are exhibited and satirically delineated. Interspersed with striking anecdotes, characters and actions of persons in real-life; all drawn to promote virtue, expose vice, and laugh folly out of countenance.		1775	['Manners with fortunes, humours turn with climes,---tenets with books, and principles with times.']			['Moral Essays, Epistle I']		['Alexander Pope']		
341318	The adventures of Roderick Random. In two volumes. Vol. I. The eighth edition.	Smollett, Tobias George	1770	['Et genus & virtus, nisi cum re, vilior alga est.']			['Sermonum Liber II']	['Hor.']	['Quintus Horatius Flaccus']		
