id	type	x	b	v
341556	Table of contents	['Brief description appends each chapter heading']	['The contents of the first volume.']	['v.1']
341556	Table of contents	['Brief description appends each chapter heading']	['The contents of the second volume.']	['v.2']
341556	Dedication		['To the right honourable the Countess of Bristol.']	['v.3']
341556	Preface	"['Discusses relationship with critics (e.g. """"O that my enemy would publish a book, said Solomon! and I always suspected that this royal writer had uttered this exclamation while he was smarting under the criticisms of some unmerciful reviewer. These reviewers have ever been a dangerous set of men. What I dislike most in them is their savage mode of attack. They shoot at you from behind a tree: you never see them. However, I blieve their policy is good. Obscurity gives weight to their oracles. If they were known, their names alone would kill their criticisms[...]Their duty is to inform the public of the merits or demerits of his works. It is of importance to the public to know whether a writer speaks truth or falsehood, whether he writes sense or nonsense. It is of no importance to it to know whether he is a proud or vain man."""")""']"	['Preface.']	['v.3']
341557	Table of contents		['Contents.']	['v.1']
341557	Introduction	['Written in the first-person, account of the history of this novel.', 'Acknowledges similar novels, e.g. The London spy, The invisible spy, and The midnight spy.']	['Introduction.']	['v.1']
341557	Table of contents		['Contents.']	['v.2']
341557	Introduction	"['First chapter of text functions as introduction.', 'Begins, """"As prefaces, introductions, and prologues receive the sanction of almost an universal custom in the present age...I should have incurred the imputation, not only on negligence, but also want of respect to my generous readers, had I omitted an apology for committing the following trifles to their hands.""']"	"[""Chap. I. The author\\'s apology--Sketch of his design--A peculiar visitation from his guardian angel, or good genius to the spy.""]"	['v.2']
341558	Advertisement	['Discusses intent and original author of the letters', 'Signed by editor']	['Advertisement.']	['v.1']
341558	Table of contents		['Contents of vol. I.']	['v.1']
341558	Table of contents		['Contents of vol. II.']	['v.2']
341560	Advertisement	"['Publisher uses this to note a """"mistake"""" made by the author of the work in the plot of the narrative, claiming that the author """"think[s] himself at liberty to use the common licence of a novellist,"""" and to advertise the supplement at the end of the novel.', 'Running title for this section appears as """"Advertisement.""']"	['Advertisement.']	
341560	Table of contents	"['For each chapter, a summary is provided.', 'Running title for this section appears as """"Contents.""']"	['The contents.']	
341560	Supplement	"['Series of fictional letters related to the narrative', 'Brief introduction to the supplement states: """"The following Anecdotes came to hand after that part of the Memoirs, with which they are immediately connected, was printed off...They are therefore given...in nearly the same words in which they were communicated to the publisher"""" (p. 318).', 'Running title for this section is """"Supplement.""""', '""""Finish."""" appears at the end of the supplement, suggesting that the narrative completes not at end of """"The genuine letters of Miss Faulkner"""" but here.""']"	['Supplement.']	
341560	Footnote	"['Explanatory footnote appears in """"Supplement.""']"		
341561	Introduction	"['The introduction is itself a narrative of the way the """"editor"""" came to possess the letters in this volume.', '""""The Editor has here and there only give extracts from letters...and has sometimes even venture to throw in little narratives.""""', 'Fictive allographic""']"	['Introduction to the continuation of the memoirs of Miss Sidney Bidulph.']	['v.4']
341562	Dedication	"['Signed """"A. Rogers."""", and dated """"Dronfield, Derbyshire, June 1st. 1777.""']"		['v.1']
341563	Preface	"['""""A book without a preface, like a fine woman in modest dress, will hardly please in this age of refinement. Wit and beauty the slaves of fashion. Ridiculous! Give me a girl of eighteen, graced with her own charms; give me a Clarissa, and my heart and my eyes will feel and enjoy. What need have I of fictitious ornaments?""']"	['Preface.']	['v.1']
341563	Dedication	"['Author justifies the dedication by Rousseau\\\'s merit. """"Citizen of Geneva"""" was his preferred title. Perhaps intended as parody of Rousseau\\\'s own dedicaitons, e.g. his dedication of the Discourse on Inequality to the Republic of Geneva.""']"	['Dedication. To M. J. J. Rousseau, Citizen of Geneva.']	['v.1']
341563	Letter	"[""Reads: If faults against language occur--wonder there are so few--the author is a foreigner. La critique est aisée, et l\\'art est difficile.""]"	['Dear Father and Mother']	['v.1']
341563	To the reader	['Reads: The real merit of these memoirs, not my regard for their author, has induced me to publish them.', 'Possibly has pages missing, the end of the second  and last page of this letter seems to have ended in the middle of the sentence.']	['The editor to the public.']	['v.1']
341564	Dedication	"['Signed """"The translator. Feb. 7, 1784.""']"	['To J**** W*****, Esq.']	['v.1']
341566	Preface	['Authorial voice explains reasons for writing this work']	['Original preface.']	['v.1']
341566	Table of contents		['Table of the tales in volume I.']	['v.1']
341566	Table of contents		['Table of the tales in volume II.']	['v.2']
341567	Preface	"['Reflects upon the function of the preface in the novel (e.g. """"A novel, according to the present usages, may be sent into the world with a preface, or without. I chuse the former, not with any intention to pre-instruct the reader in the nature of the work, for novels have all one nature; but to soften the severity of his criticism, by information of the reasons, which drew me in to write."""")', 'Admits primary motivation for writing is monetary (e.g. """"But my daughters must have new silk gowns."""")', 'Anticipates critical response and mimes a potential response (e.g. """"If readers expect to find, in these volumes, any thing like wit, humour, plot, character, or keeping, they will be much disappointed. To say the least we can of it, it is bad in the beginning, worse and worse in its progress, but the end is heaven."""")']"	['Preface.']	"['v.1', 'v.1""']"
341568	Preface	"['Authorial', 'Begins, """"A novel, according to the present usages, may be sent into the world with a preface, or without. I chuse the former, not with any intention to pre-instruct the reader in the nature of the work, for novels have all one nature; but to soften the severity of this criticism, by information of the reasons, which drew me in to write.""""', 'Author includes a mock review of his own novel.""']"	['Preface.']	['v.1']
341570	Advertisement	['First sentence reads: The author of the following sheets was led to attempt a little domestic narrative, from a persuasion, that the maxims of morality are best conveyed to young minds through the channel of novel writings.']	['Advertisement.']	['v.1']
341574	Advertisement	"['""""The former works of M. Gessner have been received with that applause by Europe in general, as renders all apology for this publication superfluous, and all commendation by any individual unncessary. The translator, however, cannot refrain from declaring the singular satisfaction he enjoys...""']"	['Advertisement.']	
341574	Table of contents		['Contents.']	
341575	Table of contents	['To each chapter heading is appended a short description']	['Contents.']	
341576	Table of contents	"['Subheadings """"In verse"""" and """"In prose""""', 'Running title to this section is """"The contents.""']"	['The contents of the first volume.']	['v.1']
341576	Table of contents		['The contents of the second volume.']	['v.2']
341576	Poem	"['This section was included as paratext because its pages are numbered in roman numerals (i-vi); the Hindu-Arabic numerals then begin on p. 7 with the first novel. Further, the text concerns the role of genius in poetic composition (as opposed to the strict application of rules of art) and lays down advice for poets who indeed possess the """"implanted spirit.""']"	['A short tractate of story telling']	['v.1']
341580	To the reader	['First sentence reads: The authoress has presumed to appeal, soliciting their regard to the following sheets, which are laid before them from a motive of supporting with esteem, and regaining to matrimony its original liberty, clearing it from the disgrace of polite, fashionable, and avaricious pollutions, with which it has (not from consent, but violence) has stained; and the oppressive formalities, shackles and chains, that a partial legislature had impolitically loaded it with; restoring it to its antient primitive companions, prudence, affection, and love, which only can render it useful to a state, a blessing to individuals, and worthy a public care.']	['To the generous and candid public,']	['v.1']
341580	Preface	"['Details need for and creation of preface (e.g. """"The following work was received by the publisher without any preface, who, observing marriage to be the subject of almost every page, which, tho\\\' frequently practiced, is very little understood; and himself being an entire stranger to the affair, concluded it would be agreeable to the reader, as himself, to introduce a discourse on that head""""); preface is the narrative of how the publisher sought to find the proper information to put in a preface to this work. It begins with a short history of marriage communicated to the publisher by """"a country gentleman of plain, solid abilities."""" The history is noteworthy for its Protestant anti-Catholicism, including a fascinating take on the Reformation: the gentleman """"had traced back into the early ages of Christianity, where he found Matrimony treated as a sacrament of the utmost consequence to mankind; but observed, that the priesthood who strongly recommended it to others, had absolutely refused the blessing themselves.--But the disturbing conduct of those pious rakes soon brought about a religious reformation, where reason and fitness taking place, the clergy were admonished to Marriage, whose families, in general, soon became a numerous and useful ornament to the state, agreeable to the precepts of Christianity...."""" The preface is concluded by observations on the conditions (prudence and love) necessary for a happy marriage.""']"	['Preface.']	['v.1']
341581	Advertisement	"['Apologizes for """"literary errors"""" and attributes them to """"a bad state of health"""" that cut short the """"correction of the press.""""', 'Signed """"M. Austin.""""', 'Dated """"Clarkenwell. May 8, 1771.""']"	['Advertisement.']	['v.1']
341585	To the reader	['Uses two quotations attributed to Gay, and one unattributed.']	['Address to the reader.']	['v.3']
341597	Preface	"['Argues that the """"credibility"""" of a work must rely upon the work itself (e.g. """"When I assert the following letters to be original, and written under the circumstances which they illustrate, I bring no proof; and therefore leave their credibility to rest upon my anonymous assertion, or their own internal evidence. If the latter does not accompany them, I do not wish the reader to rest upon the former. If I could have composed them myself, I would not have yielded the reputation of them to supposititious characters."""")', 'Signed """"The editor.""']"	['Preface.']	['v.1']
341598	Dedication	"['Full transcription: """"Ladies, let your sensibility be the judge of this work, and my desire of pleasing you my advocate. I am, with respect, ladies, your most humble, and devoted servant, Treyssac de Vergy.""']"	['To the English ladies.']	['v.1']
341601	Preface	"['Lays out both form and function of the novel more generally (e. g. """"These living pictures affect the minds of youth by an irresistible charm, and thus they obtain a knowledge of human nature and of the world, and gain that experience which a succession of years could otherwise alone bestow."""") and this text more specifically (e.g. """"The following work consists of miniatures, taken with as much care as possible, from those large pictures of human life; and it is hoped, that none will be so unjust, as to imagine, that this is done with a design to injure the beautiful originals."""")', 'Clearly identifies """"youth"""" as intended audience (e.g. """"We have, however, the greatest reason to believe, that the following work will be highly entertaining to the youth of both sexes, for whose use it is solely intended."""")""']"	['Preface.']	
341602	Advertisement	"['Authorial', 'Begins, """"\\\'I hate apologies""""--(says a sensible author) \\\'for if you have written well, there needs none;--and if ill, they will be of little service.\\\'--Yet the writer of the following history...""""', 'Establishes the intended audience as """"the young, the unprotected, inexperienced part of the female world,"""" and the purpose of the novel to """"warn"""" this audience """"to avoid the fatal effects of a too easy belief, and rash credulity,"""" to """"reprobate vice,"""" and to """"recommend...virtues"""".', 'Quotes, at length, """"the excellent author of the Spectator"""".', 'Ends in an unattributed quotation.""']"	['Advertisement: to the reader.']	['v.1']
341603	Preface	['Contains errata at the end, integrated into the text of the preface.']	['Preface.']	['v.1']
341604	Dedication		['To her majesty, Charlotte, queen of Great Britain, the patroness of virtues, arts, and sciences;']	['v.1']
341604	Preface	"['Self-proclaims text as """"novel,"""" but privileges function over form (e.g. """"Under the appearance of a novel, a book of real intrinsic value is here offered to the public"""")', 'Explains reasons for using particular form of novel to achieve function of telling story of """"intrinsic value"""": """"It is published in this manner [as a novel], partly in compliance with the tase of the times, and partly for reasons of a more private nature, respecting the editor.""""', 'Describes translation history of this text""']"	['Preface.']	['v.1']
341604	Table of contents	['Each chapter heading followed by brief description']	['Contents of the first volume.']	['v.1']
341604	Table of contents	['Each chapter heading followed by brief description']	['Contents of the second volume.']	['v.2']
341604	Table of contents	['Each chapter heading followed by brief description']	['Contents of the third volume.']	['v.3']
341604	Table of contents	['Each chapter heading followed by brief description']	['Contents of the fourth volume.']	['v.4']
341604	Errata		['Errata.']	['v.1']
341606	Preface	"['Translated preface from """"editor"""" of original French edition', 'First sentence: The adventures of Monsieur Viaud must interest every sensible and humane mind; the reader must be astonished at the shocking miseries be sustained, for the space of eighty-one days, from the 16th of February, 1766, to the 8th of May, following.', 'Ends with paragraph describing Monsieur Viaud: Monsieur Viaud is a sea-captain, and has been acknowledged in that rank, at the Admiralty-office of Marennes, in the month of October, 1761.', 'Italicized""']"	"[""The French editor\\'s preface.""]"	
341606	Preface	"['Admits that translation is not direct but rather includes commentary and reflections from the translator.', ""First sentence reads: The work here offered to the public is certainly the most incredible story that ever was authenticated; and yet, that the facts are undoubtedly true every intelligent reader must be sufficiently assured, on the perusal of the whole; for, independent of the opinion which one must be led to concieve of the writer\\'s veracity, from the ingenousness of his stile, there are concurrent and corroborating circumstances enough, which the Author had no manner of power over, to evince the truth of his narrative."", 'Signed: A much obliged, and most obedient servant, the translator.']"	['Preface, by the translator.']	
341607	Advertisement	"['Situates letters in broader discursive context. """"How these letters came into the hands of the editor were in vain to say at present; the fictitious accounts usually prefixed to publications of this peirod having obviated the credit of such as may be true.""""', 'The """"editor of Chrysal"""" is the implied author of this paratext.""']"	['Prefatory advertisement.']	['v.1']
341607	Footnote	['p.3']		['v.1']
341608	Table of contents	['Subdivided into three books. Sentence-length description of each chapter.']	['Contents of the first volume.']	['v.1']
341608	Table of contents	['Subdivided into three books. Sentence-length description of each chapter.']	['Contents of the second volume.']	['v.2']
341610	Dedication	"['First sentence reads: Madam, I fear your ladyship may have some reason to accuse me of presumption, in offering you a work of so trifling a nature, and which has not even the charm of novelty to recommend it: if any thing can excuse the liberty I am taking, it is the consideration that the notice with which your ladyship and your friends have been pleased to honour the first edition of it, is perhaps one principal cause of the appearance of a second.', ""Signed: With the utmost respect and esteem, Madam, Your ladyship\\'s most obliged, and most obedient servant, Charles Jenner.""]"	['To the Countess of Denbigh.']	['v.1']
341610	Table of contents	['Brief description appends each chapter heading']	['Contents of the first volume.']	['v.1']
341610	Table of contents	['Brief description appends each chapter heading']	['Contents of the second volume.']	['v.2']
341613	Introduction	"['Authorial', 'Justifies the use of allegory by arguing for the way it promotes morals and citing authorities who have used allegory, such as Homer and Virgil.', ""Also explains how author has adapted Spenser\\'s Faerie Queene to a prose story.""]"	['Introduction to the first volume.']	['v.1']
341613	Table of contents	['Contains chapter summaries for each chapter.']	['Contents of the first volume.']	['v.1']
341613	Introduction	"['Discusses the history of the romance genre in Europe, tracing its origins to the Gothic tribes and Arabs.', 'Describes the romance genre as """"being fraught with moral precepts, whilst it amuses, instructs.""']"	['Introduction to the second volume.']	['v.2']
341613	Table of contents	['Contains chapter summaries for each chapter.']	['Contents of the second volume.']	['v.2']
341613	Conclusion	"[""Explains the allegorical meaning of the story, what ideas the characters represent, as well as Spenser\\'s intentions."", 'Last line: """"In this manner may the other allegorical passages, after the clue here given, be easily interpreted; I shall, therefore, leave them to the discernment of my reader.""']"	['Explanatory Conclusion.']	['v.2']
341614	Preface	"['Writing in response to (and support of) the pro-pleasure doctrine set forth in Lord Chesterfield\\\'s Letters: """"As nothing of this kind, however, has appeared, I have ventured to present ot hte public, the adventures of a man of birth, rank, figure, and character, ardent in the pursuit of pleasures, and much delighted with, and attracted by, the theory of Lord Chesterfield. He purchases the books, finds them agreeable to his palate, studies them paragraph by paragraph, thrives under his application, piques himself upon his progress; and in the end, a master of his science, invokes the genius of his noble preceptor, puts money in his purse, the inestimable volumes in his portamaneau, and sallies into the gay world, armed at all points, the pupil of pleasure.""""', 'States generic character of text: """"..this historical illustration--this biographical commentary on the text of Chesterfield...""""', 'Describes how principals or concepts """"produce"""" a certain kind of narrative: """"The incidents, it is conceived, arise, naturally, out of the principles that produce them...""""', 'Stated intention: """"In short, this history is calculated strongly to prove the truth of Lord Chesterfield\\\'s own observation, namely, \\\'That the adoption of vice is likely to ruin ten times more young men, than natural inclination.\\\'""""', 'Running title to this section is """"Preface.""']"	['Preface.']	['v.1']
341615	Advertisement	"['Transcription: """"The uncommon indulgence with which the public have honoured this work, made the author extremely anxious to revise it. Accordingly, the present edition comes abroad with the advantage of such improvements as were pointed out by indisputable judges, and with such corrections, as the most careful retrospection suggested.""']"	['Advertisement.']	
341618	Dedication		['To Sir John Eliot, Bart.']	['v.1']
341618	Advertisement	"['Authorial', 'Begins, """"Not being permitted to publish the means which enriched me with the obsolete manuscript from whence the following tale is extracted, its simplicity alone can authenticate it...""""', 'Debates the truthfulness or fictionality of the novel.', 'Says that there have been breaks in the manuscript due to """"the depredations of time"""".', 'Addresses the novel to readers """"of both sexes.""']"	['Advertisement.']	['v.1']
341624	Letter	['Anonymous, unsigned', 'Appears to be a letter from an English publisher to an American publisher, recommending that The reverie be published in the United States, and highly praising the work.']	['As the following epistle contains some account of this work, it was judged not improper to insert it here. From the Dublin Journal of December 14th, 1762. Extract of a private letter from London, December 7.']	['v.1']
341624	Table of contents	['Contains brief chapter summaries.']	['Contents.']	['v.1']
341624	Advertisement	"['An account of how the original manuscript of this work was found and came to be published.', 'Contains several references to the preface to Chrysal: or, the adventures of a guinea, e.g. a character from this account says: """"No, sir...I was not the author if it [Chrysal], but it was mine notwithstanding. That, and some other papers, were given to me by the woman in whose hands the author left them. If you have read the preface to that book, you must remember she says...""""', 'One of the references to the preface of Chrysal is in a footnote on the first page of the advertisement that says """"*See the preface to Chrysal, p. 20.""']"	['Advertisement.']	['v.1']
341624	Postscript	"['Appears immediately below the end of the advertisement, on the same page.', 'Reads, """"It may not, for obvious reasons, be improper to inform the public, that this concludes the works of our author, of this or any other entertaining kind; the rest of his writings relating solely to his attempts to find the Philosopher\\\'s Stone.""']"	['Postscript.']	['v.1']
341624	Table of contents	['Contains brief chapter summaries.']	['Contents.']	['v.2']
341625	Advertisement	"['Establishes a certain audience for this novel, without specifying who this audience is: """"...the volumes now presented to the public, will furnish a pleasing entertainment to those readers for whose gratification they are principally intended.""']"	['Advertisement.']	['v.1']
341628	Preface	"['Discusses the current form and function of the novel, which the speaker generally finds to be not only wrong but even potentially insidious (e.g. """"The adventurers of an imaginary being is generally the theme of these writings [novels]: An abandoned female, a profligate rake, or a reformed debauchee, the principal events of whose life are treated of in books of this sort are the general topic""""), then explains this text properly finds the form and function of the novel (e.g. """"The story is very interesting, the incidents are related in the most correct, clear and concise method imaginable; the language is pure and chaste; all expressions which might afford the lighest shadow of corruption are studiously avoided, and the utmost care has been taken to insert nothing but what will tend to instruct and reform, as well as amuse the mind of the reader."""")""']"	['Preface to the reader.']	
341628	Table of contents	['To each chapter heading is appended a brief description']	['Contents.']	
341636	Preface	"['Several chapters into the volume.', 'A fictional preface to the work, written by the character-narrator (Mr. Yorick) to the narrative that he is writing of his own journey.', 'Right before this preface, the narrator writes """"...being determined to write my journey, I took out my pen and ink, and wrote the preface to it in the desobligeant.""""', 'Several chapters later, the narrator writes, """"...I saw the monk in close conference with a lady....however, I thought no more of her; but went on, and wrote my preface.""']"	['Preface. In the desobligeant.']	['v.1']
341639	Dedication		['To the right honourable Charles Watson Wentmorth, Marquis of Rockingham']	['v.1']
341639	Table of contents		['Contents to volume the first.']	['v.1']
341639	Table of contents		['Contents to the second volume.']	['v.2']
341639	Table of contents		['Contents to the third volume.']	['v.3']
341640	Dedication	"['Continues, """"these volumes are inscribed by his most devoted, and obedient servant, the author.""']"	['To the right honourable Charles Watson Wentworth, Marquis of Rockingham...']	['v.1']
341640	Table of contents	"['Contains short, humorous, and self-referential chapter descriptions: e.g., """"Chap. VI. The project advances; and in this short chapter, the proprietor carries the reader from England to Wales"""".""']"	['Contents to volume the first.']	['v.1']
341640	Preface	"['Preface is integrated into the main text of the novel as the first chapter.', 'Authorial', 'Explains his intentions in writing this book, as a warning to those who have intentions to """"build towns upon poetical principles,"""" as he claims he did and failed.""']"	"[""Chap. I. The proprietor\\'s preface.""]"	['v.1']
341640	Table of contents	"['Contains short, humorous, and self-referential chapter descriptions: e.g., """"Chap. XLIII. Which is necessary to the narrative"""".""']"	['Contents to the second volume.']	['v.2']
341640	Table of contents	"['Contains short, humorous, and self-referential chapter descriptions: e.g., """"Chap. the last. Which contains more than was bargained for"""".""']"	['Contents to the third volume.']	['v.3']
341646	Preface	"['Comments upon the current state of morality and how this novel will help inculcate virtue.', 'Describes the author\\\'s intentions: """"To recommend virtue, and decry one species of vice...seems to be the author\\\'s single intention in this work.""""', 'Comments on genre: """"Though formed upon the plan and manner of our modern historical romances, it will be found, in it\\\'s [sic] whole conduct and mode of writing, perfectly different from them: and will necessarily afford every reader more satisfaction, as it is founded on real facts, and characters that once existed.""""', 'Comments on the purpose of prefaces: """"The best preface to any work is it\\\'s own native excellence: if it be really good, it wants none; if it be bad, no preface can possibly recommend or establish it\\\'s [sic] character. I shall therefore urge no more in it\\\'s [sic] behalf...""""', 'Ends in a poem (""""from the manuscript poem of an ingenious friend of mine"""").""']"	['Preface, by the editor.']	['v.1']
341649	To the reader	"['Editor explains reasons for publication (e.g. """"...my chief motive in committing them [these letters] to the press was, that I conceived they exhibited some scenes which might interest the affections, and contained nothing that could injure morals."""")""']"	['To the reader.']	['v.1']
341649	Errata	['For vol. I and vol. II']	['Errata']	['v.1']
341650	Dedication	"['Only mention of the text: """"...your Majesty will not refuse your royal favour to Solyman and Almena, since these characters are drawn, however imperfectly, in the cause of truth and virtue.""']"	['To the queen.']	
341652	Copyright statement	"['On verso of full volume title page', '""""Entered at Stationer\\\'s Hall, according to Act of Parliament.""']"		['v.1']
341652	Dedication	"['Only text of dedication is """"Dedication, to all the world.""']"	['Dedication, to all the world.']	['v.1']
341652	Errata	['On verso of Dedication in volume one, and on verso of title page in volume two.']	['Errata.']	['v.1', 'v.2']
341652	Preface	"['Characterizes """"this spieces of writing"""" as """"miscellaneous writing""""', 'Contains long quoted passage of Lord Shaftesbury\\\'s """"Characteristicks of Men, Manners, Opinions, Times: Miscellaneous reflections on the preceding treatises, and other critical subjects"""" (1711), in which he advocates for """"miscellaneous"""" or non-narrative writing: """"In reality, profound thinking is many times the cause of shallow thought; and to prevent this contemplative habit and character, of which we see so little good effect in the world, we have reason, perhaps, to be fond of the diverting manner, in writing and discourse, especially if the subject be of a solemn kind. There is more need, in this case, to interrupt the long-spun thread of reasoning, and bring into the mind, by many different glances and broken views, what cannot so easily be introduced by one stead bent, or continued stretch of sight.""""', '""""...if the reader would have a preface to the following work, he may easily frame one for himself, from the ensuing pages; as I hope that every chapter will be able, not only to explain itself, but to make its own apology, also. If not, they are not worth perusing [...]. There is no helping those who will not assist themselves.""""', 'Claims that the reader need not know or care from whence the work was produced or who produced it: """"Though is not this punctilio of mine a ridiculous nicety, after all? You look into books for your improvement, or amusement. These must arise from the writing, not the writer.--You call at an Inn, for your refreshment.--Do you ever trouble yourself whether your host took the chickens out of his own coop, or borrowed them from a neighbour? [...] The world, the world will never be wise, till they mind a litle more what Jean Jacques Rousseau and I say to them.""""', 'Signed """"Readers, here follows your bill of fare, and so farewel. Automathes.""']"	['Preface to the reader.']	['v.1']
341652	Table of contents		['Titles of the chapters. Vol. I.']	['v.1']
341652	Table of contents		['Titles of the chapters. Vol. II.']	['v.2']
341654	Table of contents		['Contents of the first volume.']	['v.1']
341654	Table of contents		['Contents of the second volume.']	['v.2']
341654	Introduction	['Reads as part of the fictional narrative; establishes premise for these tales']	['Introduction.']	['v.1']
341657	Preface	"['""""...I believe it will hold true of every writer, that his preface is generally more laboured than the rest of his performance. The necessity of saying something, when a man has exhausted his invention and has nothing left to say, is indeed a disagreeable situation...It cannot be denied however, that they have their use. For though we may have read the book through, without knowing any thing of the author; in the preface we are admitted to a very intimate acquaintance with him. He there vouchsafes to tell us his design; the many avocations he has met with in pursuing it; the importunity of his friends; and his ill habit of body. Particulars, which are now, I think, generally allowed to be of equal importance to every reader.""']"	['Preface. By the editor.']	
341658	Preface	"['""""Those who expect a novel will be disappointed in this work, which contains few characters and few events; and the design of which is to exhibit a picture of that disordered state of mind, too common in our own country.""']"	['Preface.']	['v.1']
341659	Preface	"['Describes, in the first-person, how the editor came to possess the manuscript of this narrative, and includes the """"rough draft"""" of the author\\\'s preface, as well as, """"in a blank leaf, next to the title-page...an odd instance of the author\\\'s peculiar turn: for there he had written this whimsical parody upon Shakespeare\\\'s epitaph...""']"	['A prefatory anecdote by the editor.']	['v.1']
341659	Postscript	"['Written in first-person by the editor.', 'Contains a note (""""N.B."""") by the author of the narrative explaining why he had not published his work.""']"	['Postscript.']	['v.1.']
341659	Advertisement	"['Written in first-person by the editor.', 'A character from the """"prefatory anecdote"""" identifies the author.""']"	['Advertisement.']	['v.1']
341659	Dedication	"[""Signed with two symbols of interlocking C\\'s.""]"	"[""The author\\'s dedication to Monsieur Pattypan, pastry-cook to his most sacred majesty King George II.""]"	['v.1']
341659	Introduction	"['Appears to have been written by the """"true"""" author (not the """"editor"""") of the narrative.', 'Concerned with the reader understanding """"the writer\\\'s intention"""".""']"	['The introduction.']	['v.1']
341659	Table of contents	['Contains brief descriptions of each chapter, which are also printed within the text under each chapter heading.']	['Contents of the first volume.']	['v.1']
341659	Table of contents	['Contains brief descriptions of each chapter, which are also printed within the text under each chapter heading.']	['Contents of the second volume.']	['v.2']
341659	Table of contents	['Contains brief descriptions of each chapter, which are also printed within the text under each chapter heading.']	['Contents of the third volume.']	['v.3']
341659	Conclusion	"['Authorial first-person (plural): """"Mr. Geoffry Wildgoose and his trusty friend having now finished their summer\\\'s ramble, and we having fulfilled our engagements to our readers..."""" (p. 318).', 'Continues the narrative by providing an ending for the characters, but also gives the ultimate """"moral"""" of the narrative.""']"	['Conclusion.']	['v.3']
341659	Footnote	['Explanatory footnotes']		['v.1', 'v.2', 'v.3']
341662	To the reader		['To the reader.']	
341663	Dedication	"['Running title reads """"Dedication"""".', 'Addressed to """"Gentlemen"""".', 'Authorial', 'Describes how this novel was not originally meant to be published, was based on true people and events, and that """"[t]he motive that impelled [the author] to publish is a just one...""""', 'Identifies the novel\\\'s intended audience as women: """"...the author...hopes the employment of her pen will, if it gives not instruction, be at least an innocent amusement to many of her country women.""']"	['To the reviewers.']	
341667	Apology	['Asks the reader to take several contextual facts and ideas into consideration when reading', 'Satirical', 'Includes post-script']	"[""The author\\'s apology.""]"	
341667	By the author	"['Satirical advertisement for essays, such as """"A panegyrical essay upon the number three"""" and """"A dissertation upon the principal productions of Grub-Street""']"	['Treatises written by the same author, most of them mentioned in the following discourses; which will be speedily published.']	
341667	Dedication	"['States that reason for dedication is to promote sales (e.g. """"I do not fear the sale of the book, at all the worse, upon that score. Your lordship\\\'s name on the front in capital letters will at any time get off one edition."""")', 'Satirical', 'Includes several footnotes that describe what has become of the dedicatee since the dedication was originally written', 'Signed """"The bookseller""']"	['To the right honourable John Lord Sommers.']	
341667	To the reader	"[""Apparently editorial voice describes acquisition of papers and author\\'s ignorance of their publication""]"	['The bookseller to the reader.']	
341667	Dedication		['The epistle dedicatory, to his royal highness Prince Posterity.']	
341667	Preface	"['Describes the origins and reasons for writing a tale about a tub', '""""Because I have professed to be a most devoted servant of all modern forms, I apprehend some curious wit may object against me, for proceeding thus far in a preface without declaiming, according to the custom, against the multitude of writers, whereof the whole multitude of writers most reasonably complain. I am just come perusing some hundreds of prefaces, wherein the authors do at the very beginning address the gentle reader concerning this enormous grievance. Of these I have preserved a few examples, and shall set them down as near as my memory has been able to retain them.""']"	['The preface.']	
341667	To the reader	"['For section entitled """"A full and true account...""']"	['The bookseller to the reader.']	
341667	Preface	"['For section entitled """"A full and true account...""']"	['The preface of the author.']	
341667	Advertisement	"['For section entitled """"A discourse concerning...""']"	"[""The bookseller\\'s advertisement.""]"	
341668	To the reader	"['Signed by the publisher, Richard Simpson, who claims that Mr. Gulliver is his """"ancient and intimate friend.""""', 'Apocryphal allographic""']"	['The Publisher to the Reader.']	['v.1']
341668	Letter	['Actorial']	['A letter from Captain Gulliver, to his cousin Sympson. Written in the year 1727.']	['v.1']
341668	Table of contents	['Each chapter is appended by a brief summary.']	['The contents.']	['v.1', 'v.2']
341668	Footnotes	"['Separated from text by horizontal line, which comment upon the narrative text and on the character Gulliver and are signed either """"Hawkes"""" or """"Orrery""']"		['v.1', 'v.2']
341670	To the reader	"[""First sentence reads: The author of these travels, Mr. Lemuel Gulliver, is my antient and intimate friend; there is lifewise some relation between us on the mother\\'s side."", 'Signed Richard Sympson. who explicates Gullver\\\'s early life and states that """"by the advice of several worthy persons, to whom, with the author\\\'s permission, I communicated these papers, I now venture to send them into the world, hoping they may be, at least for some time, a better entertainment to our young noblemen, than the common scribbles of politics and party.""""', 'Editorial intent: """"This volume would have been at least twice as large, if I had not made bold to strike out innumerable passages relating to the winds and tides, as well as to the variations and bearing in the several voyages, together with the minute descriptions of the management of the ship in storms in the style of sailors...""']"	['The publisher to the reader.']	
341670	Footnotes	['Footnotes in astericks for Baucis and Philemon.--A letter to a young lady.--Verses on the death of Dr. Swift.']		
341672	Dedication		['To Philip and Richard Hollingworth Esqrs.']	
341672	Preface	"['Explains why this new edition was reprinted after several years (e.g. the publisher was """"incited...by the favourable report of some who have perused it with indulgence on account of its design"""")""']"	['Preface to the second edition.']	
