id	leader	orig language (base)	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
261040	02272cam a2200325 a 4500	eng	Waterhouse, Benjamin	1754-1846.	written by himself.	A journal of a young man of Massachusetts : late a surgeon on board an American privateer, who was captured at sea by the British, in May, eighteen hundred and thirteen, and was confined first, at Melville island, Halifax, then at Chatham, in England, and last, at Dartmoor prison : interspersed with observations, anecdotes and remarks, tending to illustrate the moral and political characters of three nations : to which is added, a correct engraving of Dartmoor prison, representing the massacre of American prisoners / written by himself.				1			1816	1816.	Boston		Printed by Rowe & Hooper,					ill. (wood engraving) ;	['""A novel founded on fact"" -- Dictionary of authors / Allibone."']									['']												['journal', 'man', 'surgeon', 'privateer', 'sea', 'British', 'May', 'observations', 'anecdotes', 'remarks', 'characters', 'nations', 'engraving', 'massacre', 'prisoners']	['Massachusetts', 'Melville island', 'Halifax', 'Chatham', 'England', 'Dartmoor prison']	University of Pennsylvania		
261041	01117cam a2200265 i 4500	eng				The History of Capt. Thomas Parismas : containing a particular account of the cruel and barbarous treatment of a young lady, who was the wife of Mr. James Negotio, a merchant, in the East Indies ...				1			1812	1812.	Greenwich [Mass.] :		Printed and sold by John Hawe,															['']														University of Pennsylvania		
261042	07404cam a2200589 i 4500	eng	Neal, John	1793-1876.	written in hot weather, by somebody, M.D.C. &c. &c. &c. author of sundry works of great merit, never published, or read, from his-story ; reviewed by -- himself -- ""Esquire""."	Keep cool : a novel / written in hot weather, by somebody, M.D.C. &c. &c. &c. author of sundry works of great merit, never published, or read, from his-story ; reviewed by -- himself -- ""Esquire""."	Keep cool, a novel. Written in Hot Weather. By Somebody, M.D.C. &c. &c. &c. Author of sundry works of great merit -- Never published, or read, From His-Story. Reviewed by -- Himself -- ""Esquire."" In Two Volumes. Vol. I.			2			1817	1817	Baltimore		Published by Joseph Cushing						['The author calls himself ""Somebody, M.D.C."']		Reads: ""To his country women, the author, who is an American, respectfully dedicates this work.""	Written by the author	Begins: ""I had half a mind to dedicate this novel to myself, it would have given me such an opportunity to be civil you know; and again, I was strongly inclined to get a list of all the great men in our country; of all our naval and military heroes, statesmen and divines; of every body, in fact, who could afford to pay for a compliment, and then dedicate a chapter to each, with an elegant recapitulation of all their achievements and titles; but, unfortunately, I found my plan was not original; others had done it before me, or were about doing it; and so, I gave it up.""			true		['']	['Third-person']	['Verse']				Author (text)	Generic/Descriptive	Indeterminate	Indeterminate"		['Esquire']	['novel', 'weather', 'somebody', 'author', 'works', 'merit']		University of Pennsylvania		
261043	01043cam a2200241 i 4500	eng	Sabin, Elijah R	1776-1818.	by Elijah R. Sabin.	The life and reflections of Charles Observator : in which are displayed the real characters of human life / by Elijah R. Sabin.				1			1816	1816.	Boston		Printed by Rowe & Hooper,															['']												['life', 'reflections', 'characters']		University of Pennsylvania		
261044	05070cam a2200601 i 4500	eng	Finch, John			The Soldier\\\'s orphan : a novel.		The Soldier's Orphan.		1			1812	1812.	New York		Printed by C.S. Van Winkle, No. 122 Water-street						['Copyrighted by (and sometimes attributed to) John Finch. On p. [iii]: ""Advertisement. The publishers think it may be proper to state, that the manuscript was found in the secretary of a gentleman deceased they are entirely at a loss to determine who may be the author of it; for the hand-writing is not that of the person who possessed it""."']			Begins: ""The Publishers think it may be proper to state, that the manuscript of this little volume was found in the secretary of a gentleman deceased. Whether it was written merely for private amusement, or intended for the public; whether the narrative it contains is truth or fiction, they are entirely at a loss to determine; as they in fact are, who may be the author of it; for the hand-writing is not that of the person who possessed it.""						['Cato', 'Joseph Addison']	['First-person']	['Third-person']		true		Publisher (paratext)	Generic/Descriptive	Indeterminate	Unknown			['Charles Clinton', 'District', 'Note', 'Clerk']	['New York']	University of Pennsylvania		
261045	00852cam a2200229 i 4500	eng	Burney, Sarah Harriet	1772-1844.	by Miss Burney.	Geraldine Fauconberg  / by Miss Burney.				2			1817	1817.	Philadelphia		M. Carey and Son ;															['']														University of Pennsylvania		
261046	01265cam a2200313 i 4500	eng	Tyler, Royall	1757-1826.		The Algerine captive, or, The life and adventures of Doctor Updike Underhill, six years a prisoner among the Algerines.				1			1816	1816.	Hartford [Conn.] :		Printed by B. Gleason and Co.,						['""Two volumes in one."']									['']														University of Pennsylvania		
261047	01373cam a2200325 i 4500	eng	Woodworth, Samuel	1784-1842.	By Samuel Woodworth.	The champions of freedom, or, The mysterious chief : a romance of the nineteenth century, founded on the events of the war, between the United States and Great Britain, which terminated in March, 1815 / By Samuel Woodworth.				2			1816	1816.	New York		Printed and published by Charles N. Baldwin, Bookseller, No. 49 Division-street,															['']														University of Pennsylvania		
261048	01033cam a2200265 i 4500	eng	Hutton, Catherine	1756-1846.	by Catherine Hutton.	The miser married : a novel : in two volumes / by Catherine Hutton.				2			1814	1814	Philadelphia		Mathew Carey,						['""April 4, 1814"']									['']												['miser', 'novel', 'volumes']		University of Pennsylvania		
261049	01112cam a2200265 i 4500	eng	Hutton, Catherine	1756-1846.	By Catherine Hutton.	Oakwood Hall : a novel : including a description of the lakes of Cumberland and Westmoreland, and a part of South Wales / By Catherine Hutton.				3			1819	1819.	London		Longman, Hurst, Rees, Orme, and Brown,															['']												['novel', 'lakes']	['Cumberland', 'Westmoreland', 'South Wales']	University of Pennsylvania		
261050	01504cam a2200397 a 4500	eng	Lockhart, J. G	1794-1854.		Peter\\\'s letters to his kinsfolk.				3	Third edition.	Third edition.	1819	1819.	Edinburgh		printed for William Blackwood,					ill., ports. ;	['Title vignettes.']									['']												['letters', 'kinsfolk']		University of Pennsylvania		
261051	01030cam a2200265 i 4500	eng	Johnstone, C. I	1781-1857.		Clan-Albin : a national tale : four volumes in three.				3			1815	1815.	Philadelphia		London, printed, Philadelphia, re-printed and published by Edward Earle,															['']														University of Pennsylvania		
261052	00952cam a2200265 a 4500	eng	Morgan	1783-1859.	by Lady Morgan.	Florence Macarthy : an Irish tale / by Lady Morgan.				4	Second edition.		1819	1819.	London		Printed for H. Colburn,															['']														University of Pennsylvania		
261053	03902cam a2200541 i 4500	eng	Edgeworth, Maria	1767-1849.	by Maria Edgeworth.	Comic dramas : in three acts / by Maria Edgeworth.	Comic Dramas, in Three Acts. By Maria Edgeworth, Author of ""Tales of Fashionable Life,"" &c. &c.	Edgeworth's Comic Dramas, in Three Acts.		1			1817	1817	Philadelphia	['Thomas Dobson and Son', 'Thomas Dobson and Son']	Printed for Thomas Dobson and Son, at the Stone House, No. 41, South Second-street.						['Preface (p. [v]-vii) is dated First of May, 1817 and signed: Richard Lovell Edgeworth.']	Begins: ""Several of Miss Edgeworth's friends have, at various times, urged her to write for the stage. Among the rest, Mr. Thomas Sheridan invited her, at his father's desire, to write for Drury-Lane. He accompanied this invitation with such excellent advice and criticism upon theatrical compositions, upon the present taste of the public, and upon the powers of the principal actors, as would have been of the highest use to her, had she complied with his invitation.""						true		['']	['Dramatic dialogue']					Author (text)	Reference to other works	Indeterminate	Female"			['dramas', 'acts']		University of Pennsylvania		
261054	01120cam a2200277 i 4500	eng	Walker, George	1772-1847.	by George Walker.	The vagabond, or, Practical infidelity : a novel / by George Walker.				1			1814	1814.	Harrisonburg [Va.] :		Davidson & Bourne,															['']												['vagabond', 'infidelity', 'novel']		University of Pennsylvania		
261055	01471cam a2200337 a 4500	eng	Author of The Greeks		by the author of The Greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. ; embellished with humorous coloured plates.	Life high & low / by the author of The Greeks, Pigeons, Fashion, To night, Ton, Modern belles, Modern beaux, Dress and address, &c. ; embellished with humorous coloured plates.				1	Third edition.	Third edition.	1819	1819.	London		Printed for J.J. Stockdale,					col. ill. ;	['In verse.']									['']										['Advertisements']				University of Pennsylvania		
261056	01303cam a2200289 a 4500	eng	Hofland	1770-1844.	by the author of The history of an officer\\\'s widow and family, Clergyman\\\'s widow and family, Daughter-in-law, etc. etc.	The son of a genius : a tale for the use of youth / by the author of The history of an officer\\\'s widow and family, Clergyman\\\'s widow and family, Daughter-in-law, etc. etc.				1	Second American edition.	Second edition.	1818	1818	New York		Published by David Bliss ... ,					ill. ;										['']														University of Pennsylvania		
261060	01252cam a2200289 i 4500	fre	Chateaubriand, FrancÃßois-ReneÃÅ	1768-1848.	translated from the French of F.A. Chateaubriand by Caleb Bingham.	Atala : or, The love and constancy of two savages in the desert / translated from the French of F.A. Chateaubriand by Caleb Bingham.				1	Second edition.	Second Edition.	1814	1814.	Boston		Printed by Samuel T. Armstrong for Caleb Bingham,					ill. ;										['']														University of Pennsylvania		
261063	18774cam a2202053 a 4500	eng	Richmond, Legh	1772-1827.		The dairyman\\\'s daughter : an authentic and interesting narrative in two parts.	The Thatcher's Wife; or an account of Mary Camps.	An Account of Mary Camps.		2			1819	1824	Philadelphia		Published by the Sunday and Adult School Union						['Each pt. has 48 p. and illustrated wrappers.']	This is the preface to ""The Beauty of Holiness in the Common Prayer.""	This is the dedication in ""The Beauty of Holiness in the Common Prayer.""			Reads: ""My Dear Young Friends, It has not fallen to my lot to teach you to walk, to walk, and say your A, B, C; but though I am stranger to you, I love you all, and because I love you, I here offer you a little book of Lessons, which it is very necessary you should learn....""		true		['The Tolling Bell', 'John Newton"']	['First-person']	['Epistolary']		true	true						['Four Semons']	['Friends']	['Maryland']	University of Pennsylvania		
261064	01315cam a2200289 a 4500	eng	Sabbath school teacher		by a Sabbath school teacher.	A visit to a Sabbath evening school : a narrative for children / by a Sabbath school teacher.				1			1818	1818	New York		P.W. Gallaudet,															['']														University of Pennsylvania		
261065	01569cam a2200337 a 4500	eng				Memoirs of Catharine Mason and Julia Mills.				1			1818	1818	Philadelphia		Published by the Sunday and Adult School Union,															['']												['memoirs']		University of Pennsylvania		
261066	03354cam a2200433 i 4500	eng	Cunningham, J. W	1780-1861.	by J.W. Cunningham.	Sancho, or, The proverbialist / by J.W. Cunningham.	Sancho, or The Proverbialist. Third Edition.			1	Third edition.	Third edition.	1817	1817	London	['Cadell, T. and W. Davies', 'Thomas Cadell', 'William Davies']	Printed for T. Cadell and W. Davies, Strand; and J. Hatchard, Piccadilly.						['There is a small parchment of paper separate from the novel lodged between pages 104 and 105 on which it is written, ""Time destroys the speculations of man, but it confirms the judgment of nature."']	Begins: ""The Author of this little work thinks it necessary to say, in justification of the manner in which it is executed, that it was designed chiefly for a class of  persons much neglected, as it appears to him, by the writers of the present day - neither the very young, nor the mature, but those who, having escaped from the nursery, or the petty seminary, are entering upon the severer trials of the larger school, or the university.""	Reads: ""Conceiving that many of the rules by which you live are false and dangerous, and that rules of life both safe and true are to be found, I have thought it my duty to illustrate these positions by recording some of the events of my life, and, with much humility to present the Memoir to you. I am, &c. THE AUTHOR. May, 1816."					true		['', 'Horace']	['First-person']					Author (paratext)	Generic/Descriptive	Indeterminate	Male			['Edition']		University of Pennsylvania		
261072	01485cam a2200337 i 4500	fre	StaeÃàl	1766-1817	By the Baroness de Stael Holstein ; Translated from the French.	Zulma, and other tales : to which is prefixed an essay on fictions / By the Baroness de Stael Holstein ; Translated from the French.		Zulma, and Other Tales. Vol. I		2			1813	1813.	London		Printed for H. Colburn,															['']												['Zulma', 'Tales', 'Essay']		University of Pennsylvania		
261073	02026cam a2200385 a 4500	fre	Genlis, SteÃÅphanie FeÃÅliciteÃÅ	1746-1830.	Translated from the French of Madame de Genlis by Archibald Haralson ; To which is prefixed, a tale of the celebrated M. Florian, entitled Claudine, or The Savoyarde.	Sainclair, or The victim to the arts and sciences, and Hortense, or The victim to novels and travel : A novel, in two volumes / Translated from the French of Madame de Genlis by Archibald Haralson ; To which is prefixed, a tale of the celebrated M. Florian, entitled Claudine, or The Savoyarde.				1			1813	November, 1813.	Georgetown		Published by Richards and Mallory, for M. Carey, M. Thomas [and 3 others] ;						['Signatures: A-U⁶ X⁴']									['']														University of Pennsylvania		
261074	01182cam a2200289 i 4500	fre	Cottin	1770-1807.	From the French of Madame Cottin.	Elizabeth, or, The exiles of Siberia : A tale founded upon facts / From the French of Madame Cottin.				1			1815	1815.	Windsor [Vt.] :		Published by P. Merrifield, Eddy and Patrick, printers,						['Translation of: Elisabeth, ou, Les exilés de Sibére.']									['']														University of Pennsylvania		
261075	01606cam a2200373 a 4500	eng				The old bachelor.				2			1818	[1818]	Baltimore		Fielding Lucas, Jun.,						['Imprimatur dated: ""this third day of February in the forty-second year of independence ... "']									['']														University of Pennsylvania		
261076	03305cam a2200589 i 4500	eng				Comic tales in prose and verse : comprising a selection from the most celebrated authors.	Comic Tales in Prose and Verse. Comprising a selection from the most celebrated authors.			1			1814	1814	Philadelphia		Printed and sold by Peter A. Grotjan, No. 58, Walnut Street						['""Nicholas Pedrosa"" by Mr. Cumberland ... This is story 1"']							true		['']	['Third-person']	['Verse']												University of Pennsylvania		
261077	01742cam a2200325 i 4500	eng	Brydges, Egerton	1762-1837.	With prefaces, critical and biographical, by Sir E. Brydges, bart., M.P.	Archaica : Containing a reprint of scarce old English prose tracts / With prefaces, critical and biographical, by Sir E. Brydges, bart., M.P.				2			1815	1815.	London		From the Private Press of Longman, Hurst, Rees, Orme, and Brown, printed by T. Davison,						['Title vignettes.']									['']														University of Pennsylvania		
261078	03900cam a2200637 i 4500	fre	Montolieu, Isabelle de	1751-1832.	by Madame de Montolieu ; translated from the French by Mrs. Plunkett, formerly Miss Gunning.	Sentimental anecdotes / by Madame de Montolieu ; translated from the French by Mrs. Plunkett, formerly Miss Gunning.	Sentimental anecdotes, by Madame de Montolieu, Author of ""Tales,"" ""Caroline of Lichfield,"" &c. &c. &c. Translated from the French by Mrs. Plunkett, Formerly Miss Gunning. Two volumes in one.	Marcel; or, the cobbler of the cottage.		2			1812	1812	Philadelphia		Moses Thomas, No. 52 Chestnut Street.						['Translation of: Anecdotes sentimentales.']			The store is located at ""No. 52 Chestnut, five doors above 2d street""				true		['Essay on Man', 'Alexander Pope']	['Third-person']	['Dramatic dialogue']				Author (text)	Reference to other works	Female	Female"	['Advertisements']	['Tales', 'Caroline of Lichfield']	['Publications']		University of Pennsylvania		
261079	02688cam a2200529 a 4500	eng	Dorset, Catherine Ann Turner	1750?-1817?	by the author of the Peacock at home.	Think before you speak, or, The three wishes : a tale / by the author of the Peacock at home.	Think before you speak, or, The three wishes. A tale. By the author of The peacock at home.			1			1810	1811	Philadelphia		Published by Johnson & Warner, No. 147, Market Street.	['J. Bouvier', 'Bouvier, J.']				6 ill. ;	['Illustrated frontispiece.']	true								['']						Author (text)		Indeterminate		['Mixed genre']		['preface']		University of Pennsylvania		
261080	01172cam a2200289 i 4500	eng				The Blackbird\\\'s nest : a tale.				1			1812	1812.	Philadelphia		Johnson & Warner,					ill. ;										['']														University of Pennsylvania		
261081	01239cam a2200289 i 4500	eng	Campbell, John	1766-1840.		Worlds displayed, for the benefit of young people, by a familiar history of some of their inhabitants.				1			1819	1819	Philadelphia		Philadelphia Female Tract Society,															['']														University of Pennsylvania		
261082	01442cam a2200313 i 4500	eng	Swift, Jonathan	1667-1745.	By Jonathan Swift ... With a sketch of his life.	Gulliver\\\'s travels into several remote nations of the world / By Jonathan Swift ... With a sketch of his life.			Walker\\\'s British classics	1			1815	1815.	London		Printed for J. Walker [and 15 others] by S. Hamilton,					front. ;	['Added t.-p., illustrated and engraved.']									['']														University of Pennsylvania		
261083	04776cam a2200973 i 4500	eng	Peacock, Thomas Love	1785-1866.	By the author of Headlong Hall.	Melincourt / By the author of Headlong Hall.	Melincourt. By the author of Headlong Hall. In three volumes. Vol. I.			3			1817	1817.	London		Printed for T. Hookham, Jun. and co. Old Bond Street; and Baldwin, Cradock, and Joy, Paternoster Row													true		['', 'Rousseau']	['First-person']	['Dramatic dialogue', 'Verse']		true							['Headlong Hall']		['Melincourt']	University of Pennsylvania		
261084	01635cam a2200361 a 4500	eng	Author of The citizen\'s daughter		by the author of the Citizen\\\'s daughter, Idiot heiress, &c.	My bird and my dog : a tale for youth / by the author of the Citizen\\\'s daughter, Idiot heiress, &c.				1			1816	1816	London		Printed at the Minerva Press for A. K. Newman and Co., Leadenhall-street,					ill. (copper-engraving) ;	['Copper-engraved frontispiece.']									['']										['Advertisements']	["the Citizen's daughter", 'Idiot heiress']	['bird', 'dog', 'tale', 'youth', 'author']		University of Pennsylvania		
261085	01529cam a2200337 a 4500	eng	Taylor, Jefferys	1792-1853	by Jefferys Taylor ; with a preface by Miss Jane Taylor, author of Nursery rhymes, Hymns for infants, &c	Harry\\\'s holiday, or, The doings of one who had nothing to do / by Jefferys Taylor ; with a preface by Miss Jane Taylor, author of Nursery rhymes, Hymns for infants, &c				1			1818	1818.	London		Printed for Rest Fenner, Paternoster-Row,					ill. (engraving) ;	['At foot of p. 142: S. Curtis, Camberwell Press.']									['']										['Advertisements']				University of Pennsylvania		
261086	01347cam a2200325 i 4500	eng			By the author of ""Sketches of character."	Varieties of life, or, Conduct and consequences : A novel / By the author of ""Sketches of character."				3			1815	1815.	London		Printed for Longman, Hurst, Rees, Orme, and Brown,						['""Sketches of character"" attributed to R. B. Sheridan, or Amelia Opie."']									['']														University of Pennsylvania		
261088	03638cam a2200385 i 4500	eng				The Affecting narrative of Peggy and Patty Summers, or, The sisters of Ashdale : their unfortunate meeting with Capt. Jackall at Carlisle, who personated their brother : His introducing them to Lord Racket, (who he was employed by) as an acquaintance of his : the abominable art used to ruin them : and an account of their father\\\'s journey to London, His finding them in keeping, and not being able to get access to them was the cause of his death.	The affecting narrative of Peggy and Patty Summers; or, The sisters of Ashdale. Their unfortunate meeting with Capt. Jackall at Carlisle, who personated their brother. His introducing them to Lord Racket, (who he was employed by) as an acquaintance of his; the abominable art used to ruin them; and an account of their father's journey to London. His finding them in keeping, and not being able to get access to them was the cause of his death.			2			1810		London	['Hughes, T.']	Printed for T. Hughes, 35, Ludgate Street. [Price sixpence.]				Duodecimo	ill. ;	['Illustrated frontispiece before both title pages.']									['']												['narrative', 'sister', 'meeting', 'brother', 'acquaintance', 'art', 'account', 'father', 'journey', 'cause', 'death']	['Ashdale', 'Carlisle', 'London']	University of Pennsylvania		
261089	02719cam a2200421 i 4500	eng	Edgeworth, Maria	1767-1849.	by Miss Edgeworth.	The Absentee : a tale / by Miss Edgeworth.	The Absentee: a Tale. By Miss Edgeworth, author of Practical Education, Belinda, Castle Rackrent, Essay on Irish Bulls, Tales of Fashionable Life, &c. In two volumes. Vol. I			1			1812	1812	Philadelphia		Published by Inskeep & Bradford; and Bradford & Inskeep,							""The Absentee is not intended as a censure upon those, whose duties, and employments, and superior talents, lead them to the capital; but to warn the thoughtless and the unoccupied from seeking distinction by frivolous imitation of fashion and ruinous waste of fortune.""								['']	['Third-person']	['Dramatic dialogue']		true	true	Author (text)	Generic/Descriptive		Male			['Absentee', 'Tale', 'author', 'Education', 'Essay', 'Bulls', 'Tales', 'Life']	['Castle Rackrent']	University of Pennsylvania	MM	Penn
261090	01064cam a2200253 i 4500	eng	Juvenis		By Juvenis [pseud.] ...	Mary and Fanny : A narrative / By Juvenis [pseud.] ...				1			1816	1816.	London		Printed at the Minerva Press for A.K. Newman and Co.,					ill. ;										['']														University of Pennsylvania		
261091	01812cam a2200361 a 4500	fre	Beckford, William	1760-1844.		Vathek : translated from the original French.				1	Third edition, revised and corrected.	Third edition.	1816	MDCCCXVI. [1816]	London		Printed for W. Clarke, New Bond Street,					ill. ;	['Published anonymously. Written by William Beckford.']									['']										['Advertisements']				University of Pennsylvania		
261092	01235cam a2200289 i 4500	eng	Richardson, Samuel	1689-1761.	abridged from the works of Samuel Richardson.	The history of Sir Charles Grandison / abridged from the works of Samuel Richardson.				1	Eleventh edition.		1812	1812.	Wilmington [Del.] :		Printed by R. Porter,						['Advertisements: [1] p. at end.']									['']										['Advertisements']				University of Pennsylvania		
261094	01367cam a2200325 a 4500	eng			supposed to be written by himself.	Memoirs of Oliver Cromwell and his children / supposed to be written by himself.				3			1816	1816.	London		Printed for, and Published by, C. Chapple,						['Dedication typesigned R.H.']									['']												['memoirs', 'children']		University of Pennsylvania		
261095	07009cam a2200961 a 4500	eng	Budden, Maria Elizabeth	1780?-1832.	by the author of ""Always happy,"" &c."	True stories, from ancient history : chronologically arranged : from the creation of the world to the death of Charlemagne / by the author of ""Always happy,"" &c."	True stories, from ancient history: chronologically arranged. From the creation of the world to the death of Charlemagne. By the author of ""Always Happy,"" & c.			3			1819	1819	London	['Harris & son', 'Harris & son']	Printed for Harris and Son, corner of St. Paul\\\'s Church-yard					ill. ;	["Author's name and approximate publication dates from Moon, cited below."]	Reads ""Many years ago I made a memorandum to write a Sketch of Progressive History for my children, as soon as they were of an age to relish such reading. Thta period is arrived, and I have cheerfully commenced the undertaking; it does not prove so easy as I anticipated. Ancient history is entangled with fable, and Modern History is too abounding in events to admit so clear and simple a narrative as I had projected; some incidents are too doubtful; some indelicate; some unintelligible; the most amusing are too often tainted with one or other of these defects"	""To the endeared and sanctified memory of John Halsey B. who, though no longer of this World, lives in the Heart of his doting Mother, her third ever dear and lamented Child, She dedicates, with tender reverence, this third volume of her little historical sketch""					true		['', 'Edgeworth']	['Third-person']	['First-person']		true		Author (paratext)	Generic/Descriptive	Female			['Always happy']	['stories', 'history', 'creation', 'world', 'death']		University of Pennsylvania		
261096	04648cam a2200937 i 4500	eng	Edgeworth, Maria	1767-1849.	Maria Edgeworth.	Belinda / Maria Edgeworth.	The British novelists; with an essay; and prefaces, biographical and critical. By Mrs. Barbauld. Vol. L.	Belinda. By Maria Edgeworth.	The British novelists ;	2			1810	1870.	London	['Wilkie and Robinson', 'Vernor, Hood, and Sharpe', 'Black, Parry, and Kingsbury', 'F. C. and J. Rivington', 'W. Clarke and Son', 'Crosby and Co.', 'J. and J. Richardson', 'Otridge and Son', 'Scatcherd and Letterman', 'Longman, Hurst, Rees, and Orme', 'Sherwood & Co.', 'Cadell and Davies', 'Johnson and Co.', 'Mawman, Joseph,', 'Lackington and Co.', 'Mathews and Leigh', 'Wilson and Son', 'Strahan, Andrew,', 'Payne, Thomas,', 'G. Robinson', 'Lowndes, W.', 'J. Walker', 'Cuthell, James', 'R. Lea', 'Nunn, James,', 'Law, Charles,', 'E. Jeffery', 'J. K. Newman', 'J. Carpenter', 'Bagster, Samuel,', 'T. Booth', 'J. Murray', 'Harding, J.', 'R. Phillips', 'Booker, J.', 'Asperne, James', 'J. Faulder', 'Miller, J.', 'W. Creech']	F. C. and J. Rivington [and 39 others],				Duodecimo		['Half title : The British novelists ; with an essay, and prefaces, biographical and critical, by Mrs. Barbauld ; v. 49-50.']									['']	['Third-person']													University of Pennsylvania		
261097	01102cam a2200289 i 4500	eng	Erskine, Thomas Erskine	1750-1823.		Armata : a fragment.				1	Fifth edition.	Fifth Edition.	1817	1817.	London		J. Murray,						['""Printed by C. Roworth""--T.p. verso and colophon."']									['']														University of Pennsylvania		
261098	01208cam a2200313 a 4500	eng	Erskine, Thomas Erskine	1750-1823.		The second part of Armata.				1	Second edition.	Second edition.	1817	1817.	London		J. Murray,						['""Printed by C. Roworth ...""--T.p. verso and at foot of p. 209."']									['']												['part']		University of Pennsylvania		
261099	02072cam a2200301 i 4500	eng	Weems, M. L	1759-1825.	By M.L. Weems ..."	The drunkard\\\'s looking glass : reflecting a faithful likeness of the drunkard, in sundry very interesting attitudes, with lively representations of the many strange capers which he cuts at different stages of his disease : as first, when he has only ""a drop in his eye,"" second, when he is ""half shaved,"" third, when he is getting ""a little on the staggers or so,"" and fourth, and fifth, and so on, till he is ""quite capsized,"" or ""snug under the table with the dogs,"" and can ""stick to the floor without holding on."" / By M.L. Weems ..."				1	Sixth edition, greatly improved.		1818	1818.	Philadelphia		Printed for the Author,					ill. ;	["First edition published in 1812 under title: God's revenge against drunkenness."]									['']														University of Pennsylvania		
261100	01630cam a2200313 a 4500	eng	Weems, M. L	1759-1825.	By Mason L. Weems, author of The life of Washington.	God\\\'s revenge against adultery : awfully exemplified in the following cases of American crim. con. I. The accomplished Dr. Theodore Wilson, (Deleware,) who for seducing Mrs. Nancy Wiley, had his brains blown out by her husband. II. The elegant James O\\\'Neale, Esq. (North Carolina,) who for seducing the beautiful Miss Matilda L\\\'Estrange, was killed by her brother / By Mason L. Weems, author of The life of Washington.				1	Third edition.		1818	1818.	Philadelphia		Printed for the Author,					ill. ;	['Printed blue paper covers.']									['']														University of Pennsylvania		
261102	01226cam a2200277 a 4500	eng	Hughs		by the author of Aunt Mary\\\'s tales.	The ornaments discovered : a story, in two parts / by the author of Aunt Mary\\\'s tales.				1			1815	1815.	London		Printed by and for William Darton, Jun. ... ,					ill. ;	['Last page blank.']									['']											["Aunt Mary's tales"]	['ornaments', 'story', 'parts', 'author']		University of Pennsylvania		
261103	01545cam a2200325 a 4500	eng	Galt, John	1779-1839.	by Robin Goodfellow, author of The rocking horse.	The history of Gog and Magog, the champions of London : containing an account of the origin of many things relative to the city : a tale / by Robin Goodfellow, author of The rocking horse.				1			1819	1819.	London		Printed for J. Souter ... by J. and C. Adlard ... ,					ill. (engravings) ;	['Authorship attributed in Galt, J.  The history of Gog and Magog, 1985; misattributed to Eric Rickman in NUC pre-1956.']									['']										["Publishers' advertisements"]				University of Pennsylvania		
261104	01504cam a2200313 i 4500	eng	Cunningham, J. W	1780-1861.		The velvet cushion.				1			1814	1814.	London		Printed for T. Cadell and W. Davies by G. Sidney,						['""An account from the evangelical point of view of the various parties in the Church of England since the Reformation ..."" Dict. Nat. Biog., v. V, p. 314."']									['']										['Advertisements']				University of Pennsylvania		
261105	02034cam a2200385 i 4500	eng	Knight, Ellis Cornelia	1757-1837.		Dinarbas : a tale.	Dinarbas: A Tale. Second American Edition.			1	Second American edition	Second edition.	1813	1813.	Brattleborough		Printed by William Fessenden	['Fessenden, W.', 'William Fessenden']					["A continuation of Dr. Johnson's Rasselas, a prince."]					Begins: ""By an irrevocable law of the state, all the sons and daughters of the royal house of Abissinia were decreed to pass their days in a delightful retreat, named the happy valley, except such as were from time to time, called by order of succession to the throne."		true		['', 'Horace']												['Tale', 'Edition']		University of Pennsylvania		
276043	03650mam a22003731  4500	eng	Corp, Harriet			A sequel to the Antidote to the miseries of human life, containing a further account of Mrs. Placid and her daughter Rachel.	A sequel to the Antidote to the miseries of human life, containing a further account of Mrs. Placid and Her Daughter Rachel.	sequel to the Antidote, &c.		1	4th edition, corrected and improved.	Fourth edition.	1814	1814.	London		Longman, Hurst, Rees, Orme, and Brown; T. Hamilton; Gale, Curtis, and Fenner; And Ogles, Duncan and Cochran, Paternoster Row.				Duodecimo					true						['']	['Third-person']				true							['sequel', 'antidote', 'misery', 'life', 'account', 'Daughter']		University of Pennsylvania		
276045	02584cam a2200493 i 4500	eng	Brooke, Frances	1724?-1789.	by Madame Panache.	A year and a day : a novel / by Madame Panache.	A year and a day. A novel. In two volumes. By Madame Panache, author of Manners	A year and a day. A novel.		2			1818	1818.	London		Printed for Baldwin, Cradock, and Joy,				Duodecimo											['']	['Epistolary', 'Third-person', 'First-person']					Author (text)		Female	Female			['year', 'day', 'novel']		University of Pennsylvania		
