id	title	author	date	a	b	c	d	e
440290	A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright, author of ""views of society and manners in America.""	Wright, Frances,	1822	['Translation']	['To the Reader']	['English', 'French']	['Greek']	['A MS. copy was transmitted to me in Paris, with a request that I would forthwith see it translated into the English and French languages.']
440291	Abdeker, or, The art of preserving beauty : translated from an Arabic manuscript	Le Camus, Antoine	1754	['Translation']	['Preface']	['Arabic']		['The following is a translation of an Arabian manuscript, which Diamantes Utasto, physician to the Turkish ambassador, brought to Paris in the year 1740.']
440305	Elizabeth, or, the exiles of Siberia, translated by Mrs. Meeke.  	Cottin, Madame (Sophie),	1814	['Translation']	['Title page']	['French']		['From the French of Madame de Cottin.']
440307	Friendship in death; in twenty letters from the dead to the living. To which are added, letters moral and entertaining, in prose and verse. In three parts. By Mrs. Elizabeth Rowe.	Rowe, Elizabeth Singer	1750	['Translation']	['Text']	['French']		['Translated from the moral essays of Messieurs de Port-Royal']
440309		Behn, Aphra	1718					
440319	Letters from Julia, the daughter of Augustus, to Ovid. A manuscript discovered at Herculaneum. Translated from a copy of the original. To which is annexed, The lady and the sylph. A visionary tale. 		1753	['Translation']	['Title Page']			['A manuscript discovered at Herculaneum. Translated from a copy of the original.']
440325	Memoirs of the life of Parnese, a Spanish lady of vast fortune. Written by herself: shewing the irresistable force of education: with a true account of the hardships she suffered, in man's apparel, for eight years, in different countries, in the prosecution of a virtuous amour with Rockbartez; her escape from slavery with Sarpeta, her master's daughter; their flight into Persia; her accidental marriach there to Rockbartez; and return. Interspersed with the story of Beaumont and Sarpeta. Translated from the Spanish manuscript, by R. P. Gent. 	Paltock, Robert	1751	['Translation']	['Preface']	['Spanish']		['...when imagining it would be no disagreeable entertainment to my countrymen, I perfected a translation of it, as near the original as may be; saving, that the distances, I have reduced to our standard miles and leagues; and also the coins to our sterling pounds...']
440326	Memoirs of a man of pleasure, or the adventures of Versorand. Volume I. 	La Solle, Henri-Fran√ßois de,	1751	['Translation']	['Dedication']	['French']		['Translated from the French,']
440328	Memoirs of a man of pleasure, or the adventures of Versorand. Volume I. The third edition. 	La Solle, Henri-Fran√ßois de,	1751	['Translation']	['Dedication']	['French']		['Translated from the French,']
440331	The wanderings of the heart and mind: or memoirs of Mr. de Meilcour.  Translated from the French of Mr. de Crebillon the Son.	CrÈbillon, Claude-Prosper Jolyot de	1751	['Translation']	['Title page']	['French']		['From the French of Mr. de Crebillon the Son']
440332	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant.	Brackenridge, H. H	1825	['Adaptation']	['Postscript']			["I had originally begun this work in verse, and have a volume by me, about two parts in three as large as Bulter's Hudibrass; from which composition I have extracted this; thinking it might be more acceptable in prose. When I visit this city next, I may produce that in verse, and let the people take their choice."]
440351	The theory or system of several new inhabited worlds, lately discover'd and pleasantly describ'd, in five nights conversation with Madam the Marchioness of *****. Written in French by the famous Mons. Fontanelle. Made English by Mrs. Behn.	Behn, Aphra	1700	['Translation']	['Title page']	['French']		['Written in French by the famous Mons. Fontanelle. Made English by Mrs. Behn.']
440354	A few days in Athens, being the translation of a Greek manuscript discovered in Herculaneum. By Frances Wright, author of ""views of society and manners in America.""	Wright, Frances,	1822	['Translation']	['To the Reader']	['English', 'French']	['Greek']	['A MS. copy was transmitted to me in Paris, with a request that I would forthwith see it translated into the English and French languages.']
440355	Abdeker, or, The art of preserving beauty : translated from an Arabic manuscript	Le Camus, Antoine	1754	['Translation']	['Preface']	['Arabic']		['The following is a translation of an Arabian manuscript, which Diamantes Utasto, physician to the Turkish ambassador, brought to Paris in the year 1740.']
440369	Elizabeth, or, the exiles of Siberia, translated by Mrs. Meeke.  	Cottin, Madame (Sophie),	1814	['Translation']	['Title page']	['French']		['From the French of Madame de Cottin.']
440371	Friendship in death; in twenty letters from the dead to the living. To which are added, letters moral and entertaining, in prose and verse. In three parts. By Mrs. Elizabeth Rowe.	Rowe, Elizabeth Singer	1750	['Translation']	['Text']	['French']		['Translated from the moral essays of Messieurs de Port-Royal']
440373		Behn, Aphra	1718					
440381	Letters from Julia, the daughter of Augustus, to Ovid. A manuscript discovered at Herculaneum. Translated from a copy of the original. To which is annexed, The lady and the sylph. A visionary tale. 		1753	['Translation']	['Title Page']			['A manuscript discovered at Herculaneum. Translated from a copy of the original.']
440387	Memoirs of the life of Parnese, a Spanish lady of vast fortune. Written by herself: shewing the irresistable force of education: with a true account of the hardships she suffered, in man's apparel, for eight years, in different countries, in the prosecution of a virtuous amour with Rockbartez; her escape from slavery with Sarpeta, her master's daughter; their flight into Persia; her accidental marriach there to Rockbartez; and return. Interspersed with the story of Beaumont and Sarpeta. Translated from the Spanish manuscript, by R. P. Gent. 	Paltock, Robert	1751	['Translation']	['Preface']	['Spanish']		['...when imagining it would be no disagreeable entertainment to my countrymen, I perfected a translation of it, as near the original as may be; saving, that the distances, I have reduced to our standard miles and leagues; and also the coins to our sterling pounds...']
440388	Memoirs of a man of pleasure, or the adventures of Versorand. Volume I. 	La Solle, Henri-Fran√ßois de,	1751	['Translation']	['Dedication']	['French']		['Translated from the French,']
440390	Memoirs of a man of pleasure, or the adventures of Versorand. Volume I. The third edition. 	La Solle, Henri-Fran√ßois de,	1751	['Translation']	['Dedication']	['French']		['Translated from the French,']
440393	The wanderings of the heart and mind: or memoirs of Mr. de Meilcour.  Translated from the French of Mr. de Crebillon the Son.	CrÈbillon, Claude-Prosper Jolyot de	1751	['Translation']	['Title page']	['French']		['From the French of Mr. de Crebillon the Son']
440382	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant.	Brackenridge, H. H	1825	['Adaptation']	['Postscript']			["I had originally begun this work in verse, and have a volume by me, about two parts in three as large as Bulter's Hudibrass; from which composition I have extracted this; thinking it might be more acceptable in prose. When I visit this city next, I may produce that in verse, and let the people take their choice."]
440399	The life and amours of Owen Tideric Prince of Wales, otherwise Owen Tudor, who married Catharine Princess of France, and widow of our great king Henry V; from which marriage descended Henry VIII. Edward VI. Queen Mary, and Queen Elizabeth, all of whom had from him the surname of Tudor; and from him likewise are descended, by the eldest daughter of Henry VII. the present royal family of Great Britain, France, and Ireland. First wrote in French, and published many years since at Paris, and now translated into English.	Curli, de	1751	['Translation']	['Title page']	['French']		['First wrote in French, and published many years since at Paris, and now translated into English.']
440410	The adventures of Gil Blas. Translated from the French of Le Sage by Tobias Smollet, MD. Vol. I.	Le Sage, Alain-RenÈ	1809	['Translation']	['Title page']	['French']		['Translated from the french of Le Sage by T. Smollet. M.D.']
440411	The castle of otranto. a gothic story. Translated by William Marshal, gent. From the original italian of Onuphrio Muralto, canon of the church of St. Nicholas at otranto. The sixth edition.	Walpole, Horace	1791	['Translation']	['Preface']	['Italian']		["It is natural for a translator to be prejudiced in favor of his adopted work.... Yet I am not blind to my author's defects.... I hope I may be encouraged to reprint the original Italian."]
440415	The force of education. Illustrated in the memoirs of Mademoiselle de St. Eugene, and the Baron de Cromstad. Translated from the French of Monsieur de V-----.	Aunillon, Pierre-Charles-Fabiot	1751	['Translation']	['Title page']	['French']		['Translated from the French of Monsieur de V-----.']
440425		Davis, John		['Adaptation']				
1523438	The memoirs of the court of Scotland, or, the history of the Earl of Douglas ; with the secret history of Mackbeth, King of Scotland. Written by the author of The ladies travels into Spain, The memoirs of the court of England, and The memoirs of the Earl of Warwick. To which is added the Art of love; or the Amours of Count Schlick, Chancellor to the Emperor, with a young court lady ; written in Latin by Pope Pius the II.	Aulnoy	1711	['Adaptation']	['Title page']			['Taken from a very ancient original manuscript.']
155707	The loves of Othniel and Achsah. Translated from the Chaldee. Volume the first.	Tooke, William	1769	['Translation']	['Title Page']	['Chaldee']		['""Translated from the Chaldee.""']
1623886	The memoirs of Capt. John Creichton. From his own materials, drawn up and digested by Jonathan Swift, D.D. D.S.P.D. First printed in the year, 1731.	Creichton, John	1768	['Adaptation']	['Advertisement']			['""The Captain, soon after, waited on the Dean with his papers, and related many adventures to him; which the Dean was so kind as to put in order of time, to correct the style, and make a small book of, intitled, The Memoirs of Captain John Creichton."']
179309	The adventures of Sig. Gaudentio di Lucca. Being the substance of his examination before the fathers of the Inquisition at Bologna in Italy : giving an account of an unknown country in the midst of the deserts of Africa, the origin and antiquity of the people, their religion, customs, and laws. Copied from the original manuscript in St. Mark's Library at Venice; with critical notes of the learned Signor Rhedi. To which is prefixed a letter of the secretary of the Inquisition, shewing the reasons of Signor Gaudentio's being apprehended, and the manner of it. Translated from the Italian.	Berington, Simon	1763	['Translation']	['Title page']	['Italian']		['Translated from the Italian.']
1798963	Tales translated from the Persian Inatulla of Delhi. In two volumes. Vol. 1.	InaÃÑyat AllaÃÑh	1768	['Translation']	['Title page']	['Persian']		['""Translated from the Persian of Inatulla of Delhi."']
1799792	The Spanish politician: or, Some account of the management of Cardinal Alberoni. Done out of French.		1718	['Translation']	['Title page']	['French']		['Done out of French.']
1801901	The bonze, or Chinese anchorite, an oriental epic novel. Translated from the Mandarin language, of Hoamchi-vam, a Tartarian proselite, by Monsr. D'Alenzon, dedicated to Lord Kilwarling son and heir of the Earl of Hilliborough Secretary of State for the Northern colonies. With adventurous wing exploring new-found worlds, the orient muse unfettered with rhyme who sings of heaven, of earth, and wond'rous mutations: strives to mingle instruction with delight, in hope to gain the smile of approbation. Vol. I.		1769	['Translation']	['Title page']	['Mandarin']		['Translated from the Mandarin language']
1818524	Persian Letters. Translated by Mr. Ozell. The third edition.	Montesquieu, Charles de Secondat	1731	['Translation']	['Advertisement']	['French']	['French']	['“If ever the translation of a French book was necessary in a country where the language is so much understood as in England, it is this, which in many places is so obscure, that tho’ I think I have had a tolerable experience in this tongue, yet without much thought and even sometimes consulting of friends, I own I could not have reached this sense.']
1818538	The life of the Countess de Gondez. Written by her own hand in French, and dedicated to the Princess de la Roche-sur-yon. And now faithfully translated into English, by Mrs. P. Aubin.	Lussan, Marguerite de	1729	['Translation']	['Title page']	['French']		['Written by her own hand in French, and dedicated to the Princess de la Roche-sur-yon. And now faithfully translated into English, by Mrs. P. Aubin.']
191356	Letters from Juliet Lady Catesby, to her friend, Lady Henrietta Campley. Translated from the French.	Riccoboni, Marie Jeanne	1760	['Translation']	['Title Page']	['French']		['Translated from the French']
196998	L'ingenu; or the sincere Huron: a true history. Translated from the French of M. De Voltaire.	Voltaire	1768	['Translation']	['Title page']	['French']		['Translated from the French of M. De Voltaire.']
197114	Letters from Juliet Lady Catesby, to her friend Lady Henrietta Campley. Translated from the French. The third edition.	Riccoboni, Marie Jeanne	1763	['Translation']	['Title page']	['French']		['Translated from the French']
197297-1		Longueville, Peter	1768	['Adaptation']	['Preface']			["...The second and third books were faithfully transcribed from Mr. Quarll's parchment-role..."]
198860	Belisarius. By M. Marmontel, member of the French Academy.	Marmontel, Jean FranÁois	1767	['Translation']	['Preface']	['French']		['""The person, who charged himself with this task, is far from thinking that he has been able to transfuse the spirit of the original into the following version: the beauties of M. Marmontel’s style are well known to all competent judges of the French language, and it must be careful and a tender hand that endeavours to transplant them."']
199030	The Memoirs of the Count of P—; shewing at once the dreadful consequences of vice, and the happiness in being virtuous. A novel, translated from the german, by F. W. Streit, F. Ducal S. at Jena. In two volumes. Vol. I.	Pfeil, Johann Gottlob Benjamin	1767	['Translation']	['Title page']	['German']		['Translated from the German, by F. W. Streit, F. Ducal S. at Jena.']
247080	Histoire du Prince Titi, A. R. The history of Prince Titi, a royal allegory. Translated by a lady.	Saint-Hyacinthe	1736	['Translation']	['Title page']		['French']	['Translated by a lady']
247652	The bachelor of Salamanca. Or, memoirs of Don Cherubim de la Ronda in three parts. Written originally in French by Mr. le Sage; author of the devil upon two sticks, and Gil Blas. Translated by Mr. Lockman.	Le Sage, Alain-RenÈ	1737	['Translation']	['Title page']	['French']		['Written originally in French by Mr. le Sage']
253193	The life and adventures of Pedrillo del Campo. Intermix'd with several entertaining and delightful novels. Written originally in French, by Mons. Thibault, G.D.T. From thence translated into English, by Ralph Brookes, M.D.	Thibault	1723	['Translation']	['Title page']	['French']		['Written originally in French, by Mons. Thibault, G.D.T. From thence translated into English, by Ralph Brookes, M.D.']
265180	The travels of Mr. John Gulliver, son to Capt. Lemuel Gulliver. Translated from the French, by J. Lockman. Vol. I.	Desfontaines	1731	['Translation']	['Full title page']	['French']		['Translated from the French by J. Lockman.']
267389	The amours of the Count de Soissons, a prince of the house of Bourbon. In a very entertaining relation of the gallantries of persons of distinction in the court of France, during the ministry of Cardinal Richlieu, which have not hitherto been accounted for. Translated from the French into English, by James Seguin, Gent. The second edition.	Claude, Isaac	1731	['Translation']	['Title Page']	['French']		['Translated from the French into English']
3067950	The British visions: or, Isaac Bickerstaff senr; being twelve prophecies for the year 1711. Enter'd in the hall-book of the company of stationers.	Defoe, Daniel	1711	['Revision']	['Title page']			['Printed first in the North, and now reprinted at London...']
3451937	The tales of the genii: or, the delightful lessons of Horam, the son of Asmar. Faithfully translated from the Persian manuscript; and compared with the French and Spanish editions published at Paris and Madrid. By Sir Charles Morell, formerly ambassador from the British settlements in India to the Great Mogul.	Morell, Charles	1764	['Translation']	['Title page']	['Persian']		['""Faithfully translated from the Persian manuscript; and compared with the French and Spanish editions published at Paris and Madrid.""']
353932	The genuine letters of Baron Fabricius, envoy from His Serene Highness the Duke administrator of Holstein to Charles XII. of Sweden. Comprehending his entire correspondence with the Duke himself, Baron Goertz then Privy-Counsellor to his Serene Highness, afterwards Prime Minister to his Swedish majesty; and with Count Reventlau, during his residence with that monarch at Bender; and also his excursions for his service into different parts of the Ottoman dominions in 1710, 1711, 1712, 1713, and 1714. Interpreted throughout, with many singular particulars, secret transactions, and curious anecdotes in relation to that Northern hero, during his residence in Turkey. Now faithfully published from the author's originals (most of them in cypher) carefully preserved in the archives of his serene highness the Duke of Holstein.	Fabrice, Ernst Friedrich von	1761	['Translation']	['Title page']	['Cypher']		["Now faithfully published form the author's originals (most of them in cypher)"]
3765250	Hymen's praeludia: or, love's master-piece. Being that so-much-admir'd romance, intitled, Cleopatra. In twelve parts. Written originally in French, and now elegantly render'd into English, by Robert Loveday. Vol. I.	La CalpreneÃÄde, Gaultier de Coste	1736	['Translation']	['Title page']	['French']		["Written originally in French, and now elegantly render'd into English"]
3765321	Fontenelle's dialogues of the dead, in three parts. I. Dialogues of the antients. II. The antients with the moderns. III. The moderns. Translated from the French by the late John Hughes, Esq; with a reply to some remarks in a critique, call'd The judgement of Pluto, &c. And two original dialogues. The second edition.	Fontenelle	1730	['Translation']	['Title page']	['French']		['Translated from the French by the late John Hughes, Esq;']
6393920		Ducray-Duminil	1797	['Translated adaptation']	['Advertisement']	['French']		['""The design of the editor in the present free and abridged translation of Fanfan & Lolotte..."']
73133	The savages of Europe. From the French.	Lesuire, Robert Martin	1764	['Translation']	['Full title page']	['French']		['""From the French."']
88377-1	Longsword, Earl of Salisbury. An historical romance.	Leland, Thomas	1762	['Adaptation']	['Preface']			['The out-lines of the following story, and some of the incidents and more minute circumstances, are to be found in the antient English historians. If too great liberties have been taken in altering or enlarging their accounts...']
88377-2	Longsword, Earl of Salisbury. An historical romance. Vol. I.	Leland, Thomas	1762	['Adaptation']	['Preface']			['""The out-lines of the following story, and some of the incidents and more minute circumstances, are to be found in the antient English historians. If too great liberties have been taken in altering or enlarging their accounts..."']
991655	Love-letters between a nobleman and his sister; with the history of their adventures. In three parts.	Behn, Aphra	1721	['Translation']	['Dedication']	['French']		["Having, when I was at Paris last spring, met with a little Book of Letters, call'd L'intregue de Philander &Sylvia, I had a particular fancy besides my inclinations to translate it into English, which I have done as faithfully as I could;"]
1005225	Peruvian tales, related, in one thousand and one hours, by one of the select virgins of Cusco, to the Ynca of Peru, to dissuade him from a resolution he had taken to destroy himself by poison. Interspersed with curious and historical remarks, explaining the religious and civil customs, and ceremonies, of the ancient inhabitants of that great empire. Translated from the original French by Samuel Humphreys, esq;	Gueullette, Thomas-Simon	1734	['Translation']	['Title page']	['French']		['Translated from the original French']
1540890	Il Cortegiano, or the courtier: written by Conte Baldassar Castiglione. And a new version of the same into English. Together with several of his celebrated pieces, as well Latin and Italian, both in prose and verse. To which is prefix'd, the life of the author. By A.P. Castiglione, of the same family.	Castiglione, Baldassarre	1727	['Translation']	['Title page']	['Italian']		['A new version of the same into English.']
1707448	Pantagruel's voyage to the Oracle of the Bottle. Being the fourth and fifth books of the works of Francis Rabelais, M.D. with the Pantagruelian prognostication, and other pieces in verse and prose by that author: also his historical letters. Compleating all his works that are extant. Never before printed in English. Done out of French by Mr. Motteux. With explanatory remarks on every chapter, by the same hand.	Rabelais, FranÁois	1708	['Translation']	['Title page']	['French']		['Done out of French by Mr. Motteux.']
1775702_1	Eloisa: or, a series of original letters. Collected and published by J. J. Rousseau. Translated from the French. In four volumes. Volume I. The fourth edition.	Rousseau, Jean-Jacques	1769	['Translation']	['Title page']	['French']		['Translated from the French.']
1791946	The adventures of Abdalia, son of Hanif, sent by the sultan of the Indies, to make a discovery of the island of Borico, where the fountain which restores past youth is supposed to be found. Also an account of the travels of Rouschen, a Persian lady, to the topsy-turvy island, undiscover'd to this day. The whole intermix'd with several curious and instructive histories. Translated into French from an Arabick manuscript found at Batavia by Mr. de Sandison : and now done into English by William Hatchett, Gent. Adorn'd with cuts.	Bignon, Jean Paul	1729	['Translation']	['Title page']	['French']	['Arabic']	['""Translated into French from an Arabick manuscript found at Batavia by Mr. de Sandisson : and now done into English by William Hachett, Gent."']
1808697	The secret history of Queen Zarah and the Zarazians; being a looking-glass for -- -- in the kingdom of Albigion. Faithfully translated from the Italian copy now lodg'd in the Vatican at Rome, and never before printed in any language.	Manley	1705	['Translation']	['Title page', 'Preface']	['Italian']		["Faithfully translated from the Italian copy now lodg'd in the Vatican at Rome, and never before printed in any language."]
1808698	Secret memoirs and manners of several persons of quality, of both sexes. From the New Atalantis, an island in the Mediteranean. Written originally in Italian.	Manley	1709	['Translation']	['Title page']	['French']	['Italian']	['Written originally in Italian, and translated from the third edition of the French.']
1817470	Letters from a Persian in England, to his friend at Ispahan. The third edition.	Lyttelton, George Lyttelton	1735	['Translation']	['To the booksellers']	['Persian']		["Sir, I need not acquaint you by what accident these letters were put into my hands, and what pains I have taken in translating them; I will only say, that having been long a scholar to the late most learned Mr. Dadichy, interpreter of the oriental languages, I have acquir'd skill enough in the Persian tongue, to be able to give the sense of them pretty justly;"]
1818165	Letters from the Marchioness de M***, to the Count de R***. Translated from the original French, by Mr. Humphreys.	CrÈbillon, Claude-Prosper Jolyot de	1735	['Translation']	['Preface']			['The following letters have received such uncommon applause, in several parts of Europe, that there was some reason to believe they would not be unacceptable to the publick, in an English translation.']
195428	The history of the Marquis de Roselle. In a series of letters. By Madam Elie de Beaumont. Translated from the French. In two volumes. Vol. I. The second edition, corrected.	Eli de Beaumont	1766	['Translation']	['Title Page']	['French']		['Translated from the French']
196208	Giaphantia: or, a view of what has passed, what is now passing, and, during the present century, what will pass, in the world. Translated from the original French, with explanatory notes.	Tiphaigne de La Roche, Charles-FrancÃßois	1761	['Translation']	['Title page v.1']	['French']		['""Translated from the original French"']
231488	The secret history of Burgundy: or, the amorous and political intrigues of Charles Duke of Burgundy, and Louis XI. of France. The loves and misfortunes of the Princess of Burgundy, and of the Count D'Angolemse; of the Queen of France, and the Duke of Calabria. With the histories of Comines, of Sovereign, and Polignac; and the unfortunate death of the Archdutchess of Austria. Faithfully collected by a person of quality of the French court, and now first done into English.	Caumont de La Force, Charlotte Rose de	1723	['Translation']	['Title page']	['French']		['now first done into English']
2360719	The desperadoes; an heroick history. Translated from the Italian of the celebrated Marini. (The original having passed ten editions.) Containing a series of the most surprising adventures of the Prince Formidaur and Florian; the former being in love with Zelinda, whom he takes to be his own sister; and the latter having married Fidalme, whom he supposes to be his father's daughter by a second wife, and afterwards kills in disguise in single combat. With a relation of the various amazing accidents, and misfortunes, which happen thereon, untill the whole concludes with making them all happy, by a most extraordinary and uncommon revolution. In four books. Embellished with eight excellent copper-plates.	Marini, Giovanni Ambrogio	1733	['Translation']	['Title page']	['Italian']		['Translated from the Italian of the Celebrated Marini. (The orgininal having passed ten editions.)']
261889	A collection of novels and tales of the fairies. Written by that celebrated wit of France, the Countess D'Anois. In three volumes. Vol. I. containing, I. The history of Don Gabriel. II. The royal ram. III. The story of Finetta the Cinder-Girl. IV. The palace of revenge. V. The story of Anguilletta. VI. The history of Don Ferdinand of Toledo. VII. The story of the yellow dwarf. VIII. The story of Young-and-Handsome. IX. The history of the new gentleman-citizen. X. The story of the white cat. The second edition.	Aulnoy	1722	['Translation']	['Title page']	['French']		['Translated from the best edition of the original French, by several hands.']
264043	Le diable boiteux, or, The devil upon two sticks. Translated from the last edition at Paris, with several additions.	Le Sage, Alain-RenÈ	1708	['Translation']	['Title page']			['Translated from the last edition at Paris, with several additions.']
267660	Persian anecdotes: or, secret memoirs of the court of Persia. Written originally in French, for the entertainment of the king, by the celebrated Madame de Gomez, author of La Belle Assemblée. Translated by Paul Chamberlen, Gent.	Gomez	1730	['Adaptation']	['Preface']			
268589	Rosalinda, a novel. Containing the histories of Rosalinda and Lealdus, Dorisba and Leander, Emilia and Edward, Adelais, daughter of Otho II. And Alerames, duke of Saxony. With a most remarkable story of Edmund, the gallant Earl of Salisbury, nephew to that Earl of Essex who was general of the parliament army against K. Charles I. Intermix'd with a variety of the most affecting scenes, both of distress and happiness. By a man of quality. Translated from the french.	Fontanieu, Gaspard MoiÃàse	1733	['Adaptation']	['Preface']			['This entertaining piece is founded on the plan of a celebrated Italian romance with the same title, writ by Signior Bernard Morando ; but we may venture to say, it far exceeds the other, by leaving out, correcting and supplying the defects of it...']
276154	The honour of chivalry: or, the famous and delectable history of Don Bellianis of Greece. Containing the valiant exploits of that magnanimous and heroick prince; son unto the emperor Don Bellaneo of Greece. Wherein are described, the strange and dangerous adventures that befell him: with his love towards the Princess Florisbella, daughter to the Soldan of Babylon. Translated out of Italian.	FernaÃÅndez, JeroÃÅnimo	1703	['Translation']	['Title Page']	['Italian']		['Translated out of Italian.']
279045	The adventures of Theagenes and Chariclia, a romance. Being the rise, progress, tryals, and happy success of the heroic loves of those two illustrious persons. Wherein the following histories are intermix'd. I. The treacherous slave; or, cruel step-mother. II. The wandering prelate. III. The fighting priest. IV. The royal adultress. With several other curious events. Written originally in Greek by Heliodorus Bishop of Tricca, in the fourth century of Christianity; who chose to be depriv'd of his Bishoprick, rather than destroy this book, design'd by him for the promotion of virtuous loves. In two volumes.	Heliodorus	1717	['Translation']	['Title page']	['Greek']		['Done from the Greek of Heliodorus']
280894	The secret history of Arlus and Odolphus, ministers of state to the Empress of Grandinsula. In which are discover'd the labour'd artifices formerly us'd for the removal of Arlus, and the true causes of his late restoration, upon the dismission of Odolphus and the Quinquinvirate. Humbly offer'd to those good people of Grandinsula, who have not yet done wond'ring, why that Princess wou'd change so notable a ministry.		1710	['Translation']	['To the reader']			['This history being writ originally by a native of Grandinsula, in the language of that country']
280895	The secret history of Arlus and Odolphus, ministers of state to the Empress of Grandinsula. In which are discover'd the labour'd artifices formerly us'd for the removal of Arlus, and the true causes of his late restoration, upon the dismission of Odolphus and the Quinquinvirate. Humbly offer'd to those good people of Grandinsula, who have not yet done wond'ring, why that Princess wou'd change so notable a ministry.		1710	['Translation']	['To the reader']			['This history being writ originally by a native of Grandinsula, in the language of that country']
289545	The Prince of Carency; a novel. Written in French by the Countess d'Aunois, author of the Lady's Travels into Spain. Translated into English.	Aulnoy	1719	['Translation']	['Title page']	['French']		["Written in French by the Countess d'Aunois, author of the Lady's Travels into Spain. Translated into English."]
289719-1	The comical works of Don Francisco de Quevedo, author of The visions: containing I. The night-adventurer, or the day-hater. II. The life of Paul, the Spanish sharper. III. The retentive knight, and his epistles. IV. The Dog and the fever. V. A proclamation, by Old Father Time. VI. A treatise of all things whatsoever. VII. Fortune in her wits, or the hour of all men. Translated from the Spanish. The second edition.	Quevedo, Francisco de	1709	['Translation']	['Title page']	['Spanish']		
295350	The adventures of Telemachus the son of Ulysses. Part IV.	FeÃÅnelon, FrancÃßois de Salignac de La Mothe-	1700	['Translation']	['Full Title page v.1 and v.2']	['French']		['Translated from the French.']
307856	Five love-letters from a nun to a Cavalier. Done out of French into English by Sir Roger L'Estrange.	Alcoforado, Marianna	1702	['Translation']	['Title page']	['French']		["Done out of French into English by Sir Roger L'Estrange."]
311033	A continuation of the comical history of the most ingenious knight, Don Quixote de la Mancha. By the licentiate Alonzo Fernandez de Avellaneda. Being a third volume; never before printed in English. Illustrated with several curious copper cuts. Translated by Captain John Stevens.	FernaÃÅndez de Avellaneda, Alonso	1705	['Translation']	['Preface']	['French']	['Spanish']	["As for this Don Quixote, it must be own'd to be translated from the French"]
311239	The whole comical works of Monsr. Scarron. Containing I. His comical romance of a company of stage-players. In three parts, compleat. II. All his novels and histories. III. His select letters, characters,&c. A great part of which never before in English. Translated by Mr. Tho. Brown, Mr. Savage, and Others. The second edition, revised and corrected.	Scarron	1703	['Translation']	['Title page']			
314755	The visions of Dom Francisco de Quevedo Villegas, Knight of the Order of St. James. Made English by Sir Roger L'Estrange, Knt.	Quevedo, Francisco de	1702	['Translation']	['Title page']			["Made English by Sir Roger L'Estrange, Knt."]
3445936	Taciturna and Jocunda: or, Genius Alaciel's journey through those two islands. A satirical work. Translated from the French.		1760	['Translation']	['Title page']	['French']		['Translated from the French.']
3765209	The works of Francis Rabelais, M.D. in five volumes. Vol. I. Now carefully revised, and compared throughout with the late new edition of M. Le du Chat, by Mr. Ozell. Who has likewise added at the bottom of the pages, a translation of the notes, historical, critical, and explanatory, of the said M. du Chat, and others. In which notes, never before printed in English, the text is not only explained, but, in multitudes of places, amended, and made conformable to the first and best editions of this learned and facetious author. Adorn'd with 15 very neat copper plates.	Rabelais, FranÁois	1738	['Translation']	['To the Reader (""The Translator to the Reader"" (v.2))']	['French']		['The translator to the reader."']
3765310	Cassandra, a romance. In five parts. Written originally in French, and faithfully translated into English by Sir Charles Cotterell, master of the ceremonies to King Charles I. and King Charles II. Vol. I.	La CalpreneÃÄde, Gaultier de Coste	1725	['Translation']	['To the Reader']	['French']		['""Since this translation of Cassandra was put into the press, the beginning of another by an accurate pen hath been published to the world"']
3766195	The history of Miss Jenny Salisbury; addressed to the Countess of Roscommond. Translated from the French of the celebrated Madame Riccoboni. In two volumes. Volume I.	Riccoboni, Marie Jeanne	1764	['Translation']	['Full title page']	['French']		['""Translated from the French of the celebrated Madame Riccoboni"']
3768213	Il Decamerone. One hundred ingenious novels: written by John Boccacio, the first refiner of the Italian language. Now done into English, and accommodated to the gust of the present age.	Boccaccio, Giovanni	1702	['Translation']	['Title page']	['Italian']		['""Now done into English, and accommodated to the gust of the present age."']
3859265	The Christian Turk, or, the instructive and entertaining adventures of Prince Jakaya, son to Mahomet III. Emperor of the Turks: who lost his succession to the Ottoman Empire, by being privately bred up in the Christian religion. The whole intermix'd with several delightful histories of the most illustrious personages, and containing the greatest variety of events ever yet published. In two volumes. The second edition. Translated from the original French.	Vignacourt, Adrien de la Vieuville d\'Orville	1735	['Translation']	['Full title page']	['French']		['Translated from the original French']
3866527-1	Post-boy robb'd of his mail: or, The pacquet broke open. Consisting of letters of love and gallantry, and all miscellaneous subjects: in which are discover'd the vertues, vices, follies, humours and intrigues of mankind. With remarks on each letter. Both volumes in one. The second edition. With the addition of many new and ingenious letters, never before published.	Gildon, Charles	1706	['Adaptation']	['Dedication']	['Italian']		['This book is built on the foundation of the ingenuous Pallavicini, an Italian author of reputation']
