id	orig language (base)	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition trans	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution
341581	eng	Austin,		by Mrs. Austin.	The noble family : a novel : in a series of letters / by Mrs. Austin.	The noble family, a novel; in a series of letters; by Mrs. Austin. Vol. I.	The noble family, a novel.		3		1771	M,DCC,LXXI.	London		Printed for G. Pearch, No. 12, Cheapside.				Duodecimo		Volumes bound together.			"Apologizes for """"literary errors"""" and attributes them to """"a bad state of health"""" that cut short the """"correction of the press."""""							Epistolary					Author (text)	Proper name	Female	Female			Family | Novel | Series | Letter | Mrs.		University of Pennsylvania
341585	eng	Skinn,		by Mrs. Skinn ... : in three volumes.	The old maid; or, History of Miss Ravensworth : in a series of letters / by Mrs. Skinn ... : in three volumes.	The old maid; or, history of Miss Ravensworth. In a series of letters. By Mrs. Skinn, late Miss Masterman, of York. In three volumes. Volume the first.			3		1771	MDCCLXXI.	London :		Printed for J. Bell, at his circulating-library, near Exeter-Exchange, in the Strand; and C. Etherington, at York				Octavo		Vol. 1: [4], 200 p.; v. 2: [4], 195, [1] p. (last page blank); v. 3: [4], 154, [14] p. | Advertisements on p. [1]-[14] (2nd count) of v. 3.				Uses two quotations attributed to Gay, and one unattributed.						Epistolary			true		Author (text)	Proper name	Female	Female	Fiction | Non-fiction		Maid | History | Miss | Series | Letter | Mrs. | Volume	York	University of Pennsylvania
341597	eng	Combe, William,	1742-1823.		Original love-letters between a lady of quality and a person of inferior station.	Original love-letters, between a lady of quality and a person of inferior station. Vol. I.	Original love-letters, &c. Vol. I.		1		1784	M,DCC,LXXXIV.	Dublin :		Printed by J. Rea, for Messrs. Moncrieffe, R. Cross, Exshaw, Wilson, Walker, Jenkin, Burnet, Beatty, White, Burton, Byrne, Cash, Marchbank, Heery, and W. Porter.				Duodecimo		Published anonymously.  By William Combe.  Cf. BM. | Reprint of the 2-vol. London ed., published 1784. | Added t.p. for \'Vol. II\': p. [147]	"Argues that the """"credibility"""" of a work must rely upon the work itself (e.g. """"When I assert the following letters to be original, and written under the circumstances which they illustrate, I bring no proof; and therefore leave their credibility to rest upon my anonymous assertion, or their own internal evidence. If the latter does not accompany them, I do not wish the reader to rest upon the former. If I could have composed them myself, I would not have yielded the reputation of them to supposititious characters."""")"								 | Addison.	Epistolary											Love-letter | Lady | Quality | Person | Station		University of Pennsylvania
341598	eng	Treyssac de Vergy, Pierre Henri,	d. 1774.	by Mr. Treyssac de Vergy.	The palinode, or The triumphs of virtue over love : a sentimental novel, in which are painted to the life the characters and manners of some of the most celebrated beauties in England / by Mr. Treyssac de Vergy.	The palinode: or, the triumphs of virtue over love: a sentimental novel. In which are painted to the life the characters and manners of some of the most celebrated beauties in England. By Mr. Treyssac de Vergy. Vol. I.	The palinode.		2		1771		London		London: printed for G. Woodfall, Charing-Cross, and T. Evans, No. 54, Paternoster-Row.				Duodecimo		Publication date of 1771 approximated by Van Pelt Library; not given in text		"Full transcription: """"Ladies, let your sensibility be the judge of this work, and my desire of pleasing you my advocate. I am, with respect, ladies, your most humble, and devoted servant, Treyssac de Vergy."""								Epistolary					Author (text)	Proper name	Male	Male			Palinode | Triumph | Virtue | Love | Novel | Life | Character | Manner | Beauty	England	University of Pennsylvania
341601	eng				The paths of virtue delineated, or, The history in miniature of the celebrated Pamela, Clarissa Harlowe, and Sir Charles Grandison.	The paths of virtue delineated; or, the history in miniature of the celebrated Pamela, Clarissa Harlowe, and Sir Charles Grandison. [epigraph]. The second edition.			1	The second edition.	1773	MDCCLXXIII.	London :		Printed for S. Crowder, T. Lowndes, S. Bladon, and R. Baldwin.				Duodecimo	Ill. (frontis)	"Adaptations of Richardson\'s novels made by an unknown author for the use of children.  Sometimes attributed to Oliver Goldsmith.  Cf. ESTC. | Signatures: A⁴ B-L¹².  Illustration captioned: """"When Virtue fights in Truth\'s bright arms array\'d, -- And bears the standard of th\'immortal maid, -- Opposing thousands, in her stedfast course -- But check her progress to augment its force, -- Her prize the greater, when the race is run, -- And crown more glorious, as \'tis harder won.""""  Illustration is of a young woman born on shoulders of four other people, all in classical garb."""	"Lays out both form and function of the novel more generally (e. g. """"These living pictures affect the minds of youth by an irresistible charm, and thus they obtain a knowledge of human nature and of the world, and gain that experience which a succession of years could otherwise alone bestow."""") and this text more specifically (e.g. """"The following work consists of miniatures, taken with as much care as possible, from those large pictures of human life; and it is hoped, that none will be so unjust, as to imagine, that this is done with a design to injure the beautiful originals."""")"								 | Congreve.	Third-person					Author (paratext)	Generic/Descriptive	Male	Male			Path | Virtue | History | Miniature | Sir | Edition		University of Pennsylvania
341602	eng				Peggy and Patty, or, The sisters of Ashdale : in four volumes.	Peggy and Patty; or, the sisters of Ashdale. In four volumes. Vol. I.	Peggy and Patty; or, the sisters of Ashdale. Vol. I.		4		1783	M,DCC,LXXXIII.	London :		Printed for J. Dodsley, Pall-mall.				Octavo		"An epistolary novel. | Each volume contains two bookplates on the front pastedown, one that reads """"E. Williams, New Dale, Satop,"""" and the other that reads, """"D. Webster bookseller Tunbridge Wells books bought""""."""			Authorial							Epistolary	Third-person | First-person		true		Author (text)	Generic/Descriptive	Indeterminate	Unknown			Sister | Volume	Ashdale	University of Pennsylvania
341603	eng				The Philosophical Quixote, or, Memoirs of Mr. David Wilkins : in a series of letters.	The philosophical Quixote; or, memoirs of Mr. David Wilkins. In a series of letters Vol. I.			2		1782	MDCCLXXXII.	London :		Printed for J. Johnson, in St. Paul\'s Church-yard,				Octavo		"End of second volume seems incomplete: the last sentence reads """"After a long pause, with visible emotions of agony and distress, he answered me in the manner following."""" followed by, """"End of the second volume."""	Contains errata at the end, integrated into the text of the preface.									Epistolary					Editor (text)	Generic/Descriptive	Indeterminate	Unknown			Memoir | Mr. | Series | Letter		University of Pennsylvania
341604	lat	Barclay, John,	1582-1621.	translated from the Latin by a lady : in four volumes.	The Phoenix, or The history of Polyarchus and Argenis / translated from the Latin by a lady : in four volumes.	The phoenix; or, the history of Polyarchus and Argenis. Translated from the Latin, by a lady. In four volumes. Volume I.	The phoenix; or, the history of Poliarchus and Argenis. Vol. II.		4		1772	M DCC LXXII	London		Printed for John Bell, at his extensive circulating library, near Exeter-Exchange, in the Strand; and C. Etherington, at York.				Duodecimo		"""""A translation from the Latin of Barclay\'s romance of \'Argenis\'."""" -- Dict. nat. biog."" | Translated by Clara Reeve.  Cf. Halkett & Laing (2nd ed.)"	"Self-proclaims text as """"novel,"""" but privileges function over form (e.g. """"Under the appearance of a novel, a book of real intrinsic value is here offered to the public"""")"	true					true			Third-person					Translator (text)	Generic/Descriptive	Female	Unknown	Fiction | Mixed Genre		Phoenix | History | Latin | Lady | Volume		University of Pennsylvania
341606	fre	Dubois-Fontanelle, Jean Gaspard,	1737-1812.	Tr. from the French, by Mrs. Griffith.	The shipwreck and adventures of Monsieur Pierre Viaud, a native of Bourdeaux, and captain of a ship. Tr. from the French, by Mrs. Griffith.	The shipwreck and adventures of Monsieur Pierre Viaud, a native of Bourdeaux, and captain of a ship. Translated from the French, by Mrs. Griffith.	The shipwreck and adventures of Monsieur Pierre Viaud.		1		1771	MDCCLXXI	London		T. Davies, in Russel-Street, Covent-Garden.				Octavo	Ill. (frontis.)	The shipwreck is supposed to have occurred on the coast of Florida, February, 1766.	"Translated preface from """"editor"""" of original French edition"								 | Virg.	First-person					Translator (text)	Proper name	Female	Female			Shipwreck | Adventure | Monsieur | Native | Captain | Ship | French | Mrs.	Bourdeux	University of Pennsylvania
341607	eng	Johnstone, Charles,	1719?-1800?	by the editor of Chrysal.	The pilgrim, or, A picture of life : in a series of letters, written mostly from London by a Chinese philosopher, to his friend at Quang-Tong : containing remarks upon the laws, customs, and manners of the English and other nations : illustrated by a variety of curious and interesting anecdotes, and characters drawn from real life / by the editor of Chrysal.	The pilgrim: or, a picture of life. In a series of letters, Written mostly from London by a Chinese philosopher, to his friend at Quang-Tong. Containing remarks upon the laws, customs, and manners of the English and other nations. Illustrated by a variety of curious and interesting anecdotes and characters drawn from real life. By the editor of Chrysal.	The pilgrim: or, a picture of life. Vol. I.		2		1775		London		Printed for T. Cadell, in the Strand; and W. Flexney in Holborn.				Duodecimo		"""""Editor of Chrysal"""" is Charles Johnstone.  Cf. Halkett & Laing (2nd ed.)"" | Date of publication taken from BM."			"Situates letters in broader discursive context. """"How these letters came into the hands of the editor were in vain to say at present; the fictitious accounts usually prefixed to publications of this peirod having obviated the credit of such as may be true."""""					p.3	 | Juv.	Epistolary			true		Editor (text)		Indeterminate	Male			Pilgrim | Picture | Life | Series | Letter | Philosopher | Friend | Remark | Law | Custom | Manner | Nation | Variety | Anecdote | Character | Editor	London | Quang-Tong	University of Pennsylvania
341608	eng	Jenner, Charles,	1736-1774.		The placid man, or Memoirs of Sir Charles Beville : in two volumes.	The placid man: Or, memoirs of Sir Charles Beville. In two volumes. Vol. I.			2		1770	MDCCLXX.	London		Printed for J. Wilkie, in St. Paul\'s Church-Yard.				Duodecimo		Published anonymously.  By Charles Jenner.  Cf. Halkett & Laing (2nd ed.) | Interrupts narrative to write about Fielding, Richardson, and the state of the novel in Book Two, Chapter One.							true		 | Terent.	Third-person	Letters		true		Author (text)	Generic/Descriptive	Indeterminate	Male			Content | Volume | Content | Volume | Man | Memoir | Volume		University of Pennsylvania
341610	eng	Jenner, Charles,	1736-1774.	by Charles Jenner ... : in two volume [sic].	The placid man, or, Memoirs of Sir Charles Beville / by Charles Jenner ... : in two volume [sic].	The placid man: or, memoirs of Sir Charles Beville. The second edition, with additions. By Charles Jenner, M. A. In two volumes. Vol. I.			2	The second edition, with additions.	1773	M DCC LXXIII.	London		Printed for J. Dodsley, in Pall-Mall.				Duodecimo		Edition statement precedes statement of responsibility. | No misprint on t. p. of v. 2. | Cf. English novel, 1770-1829, 1770:33, Notes, for reference to this work.		First sentence reads: Madam, I fear your ladyship may have some reason to accuse me of presumption, in offering you a work of so trifling a nature, and which has not even the charm of novelty to recommend it: if any thing can excuse the liberty I am taking, it is the consideration that the notice with which your ladyship and your friends have been pleased to honour the first edition of it, is perhaps one principal cause of the appearance of a second.					true		 | Terent.	Third-person					Author (text)	Proper name	Male	Male			Man | Memoir | Sir | Edition | Addition | Volume		University of Pennsylvania
341613	eng	Bicknell, Alexander,	d. 1796.		Prince Arthur : an allegorical romance : the story from Spenser : in two volumes.	Prince Arthur: an allegorical romance. The story from Spenser. In two volumes. Vol. I.	Prince Arthur, an allegorical romance. Vol. I.		2		1779	M.DCC.LXXIX.	London :		Printed for G. Riley, Curzon-Street, May-Fair; and sold by F. Newbery, corner of St. Paul\'s Church Yard.				Duodecimo		A paraphrase, in prose, of Spenser\'s Faerie Queene. | Published anonymously.  By Alexander Bicknell. | Vol. 1: [4], vii, [1], 237, [1] p.; v. 2: xii, 238 p. | Advertisements on last p. of v. 1.					Authorial		true			Third-person			true	true					Non-fiction		Prince | Romance | Story | Volume		University of Pennsylvania
341614	eng	Pratt,	1749-1814.	by Courtney Melmoth.	The pupil of pleasure, or, The new system illustrated / by Courtney Melmoth.	The pupil of pleasure: or, the new system illustrated. Inscribed to Mrs. Eugenia Stanhope, editor of Lord Chesterfield\'s Letters. By Courtney Melmoth. [Epigraph] Vol. I.	The pupil of pleasure. Vol. I.		2		1776	1776.	London		Printed for G. Robinson, and J. Bew, in Pater-Noster-Row.				Duodecimo		"""""Courtney Melmoth"""" is Samuel Jackson Pratt.  Cf. Halkett & Laing (2nd ed.)"""	"Writing in response to (and support of) the pro-pleasure doctrine set forth in Lord Chesterfield\'s Letters: """"As nothing of this kind, however, has appeared, I have ventured to present ot hte public, the adventures of a man of birth, rank, figure, and character, ardent in the pursuit of pleasures, and much delighted with, and attracted by, the theory of Lord Chesterfield. He purchases the books, finds them agreeable to his palate, studies them paragraph by paragraph, thrives under his application, piques himself upon his progress; and in the end, a master of his science, invokes the genius of his noble preceptor, puts money in his purse, the inestimable volumes in his portamaneau, and sallies into the gay world, armed at all points, the pupil of pleasure."""""									Epistolary					Author (text)	Proper name	Female	Male		Lord Chesterfield\'s Letters	Pupil | Pleasure | System | Mrs. | Editor | Vol.		University of Pennsylvania
341615	eng	Pratt,	1749-1814.	by the author of the Tutor of truth.	The pupil of pleasure / by the author of the Tutor of truth.	The pupil of pleasure. By the author of the Tutor of Truth. The third edition, corrected and improved.			1	The third edition, corrected and improved.	1781	M.DCC.LXXXI.	Dublin		Printed for C. Jackson, Anglesea-Street.				Octavo		Written to illustrate the ill-effects of the advice of Chesterfield. Cf. Dict. of Nat. Biog. | By S.J. Pratt. Cf. Halkett & Laing.			"Transcription: """"The uncommon indulgence with which the public have honoured this work, made the author extremely anxious to revise it. Accordingly, the present edition comes abroad with the advantage of such improvements as were pointed out by indisputable judges, and with such corrections, as the most careful retrospection suggested."""							Epistolary					Author (text)		Indeterminate	Male			Pupil | Pleasure | Author | Tutor of Truth | Tutor | Truth | Edition		University of Pennsylvania
341616	eng	Bonhote,	1744-1818.	Published by his sister ...	The rambles of Mr. Frankly. Published by his sister ...	The rambles of Mr. Frankly. Published by his sister. In two volumes. Vol. I.	The rambles of Mr. Frankly. Vol. I.		4		1772	MDCCLXXII.	London		Printed for T. Becket and P. A. Dehondt, in the Strand.				Octavo		"""""In two volumes"""" on t. p. of only v. 1."""										First-person					Editor (text)	Generic/Descriptive	Female	Unknown			Ramble | Mr. | Sister | Volume | Volume		University of Pennsylvania
341618	eng	Lee, Sophia,	1750-1824.	by the author of The chapter of accidents.	The recess, or, A tale of other times / by the author of The chapter of accidents.	The recess; or, a tale of other times. By the author of The chapter of accidents.	The recess; or, a tale of other times.		3		1783	M,DCC,LXXXIII.	London :		Printed for T. Cadell, in the Strand.				Octavo		"Dedication signed: Sophia Lee. | Volume number omitted from t. p. of v. 1. | Vol. 1 dated 1783; vol. 2 and 3 dated 1785. | Bookplate on front pastedown of each volume that reads """"Chillingham Castle."" | Volume one has bookplate on front pastedown that reads """"2842,"""" volume two has one that reads """"2841,"""" and volume three has one that reads """"2840""""."""		true	Authorial							First-person	Letter(s)				Author (text)	Generic/Descriptive	Indeterminate	Female			Recess | Tale | Time | Author | Chapter | Accident		University of Pennsylvania
341622	eng				The Relapse : a novel : in two volumes.	The relapse, a novel. In two volumes. Volume I.			2		1780	M.DCC.LXXX.	London		Printed for T. Lowndes, no 77, Fleet-Street.				Duodecimo		Vol. 1: [2], 223, [3] p.; v. 2: [2], 223, [3] p. | Advertisements on p. [1]-[3] at end of each volume.										Epistolary									Mixed genre		Relapse | Novel | Volume		University of Pennsylvania
341624	eng	Johnstone, Charles,	1719?-1800?	by the editor of the Adventures of a guinea : in two volumes.	The reverie, or, A flight to the paradise of fools / by the editor of the Adventures of a guinea : in two volumes.	The reverie; or, a flight to the paradise of fools. By the editor of The adventures of a guinea. In two volumes. The third edition.			2	The third edition.	1776	MDCCLXXVI.	Dublin :		Printed by Dillon Chamberlaine, at Faulkner\'s-Head, no. 5, College-green.				Duodecimo		A satire on public characters of the time. | Advertisements on last leaf of v. 1 and last three leaves of v. 2. | At the back of volume one, after the book advertisements, advertisements for medicines.			An account of how the original manuscript of this work was found and came to be published.				true		 | Milton.	First-person	Third-person			true	Author (text)	Reference to other works	Indeterminate	Male	Non-fiction | Mixed Genre		Reverie | Flight | Paradise | Fool | Editor | Adventure | Guinea | Edition		University of Pennsylvania
341625	eng	Young lady.		by a young lady.	The ring : a novel, in a series of letters / by a young lady.	The ring, a novel: in a series of letters. By a young lady. In three volumes. Vol. I.			3		1784	M,DCC,LXXXIV.	Dublin :		Printed for S. Price, W. & H. Whitestone, R. Moncrieffe, T. Walker, G. Burnet, J. Exshaw, L. White, P. Byrne, R. Burton, W. M\'Kenzie,				Duodecimo		Pagination continuous. | Drop head-title: The history of Lady Jemima Guzman. | An epistolary novel.			"Establishes a certain audience for this novel, without specifying who this audience is: """"...the volumes now presented to the public, will furnish a pleasing entertainment to those readers for whose gratification they are principally intended."""							Epistolary	First-person | Third-person			true	Author (text)	Generic/Descriptive	Female	Unknown			Ring | Novel | Series | Letter | Lady | Volume		University of Pennsylvania
341626	ita	Chiari, Pietro.		translated from the Italian of Pietro Chiari.	Rosara, or, The adventures of an actress : a story from real life / translated from the Italian of Pietro Chiari.	Rosara; or, the adventures of an actress: a story from real life. Translated from the Italian of Pietro Chiari. Vol. II.	Rosara; or, the adventures of an actress:		3		1771	M DCC LXXI.	London		Printed for R. Baldwin and S. Bladon, in Paternoster-Row.				Duodecimo		"Vols. 1 and 3 missing from collection. | Underneath each chapter heading, brief description of the following chapter in italics. | Book plate on front pastedown that reads """"The Edwin Forrest Home, Philadelphia, Pa. Section T.3 Shelf .3"" | On title page, the last """"I"""" of """"Vol. II"""" is effaced, as is the """"second"""" of """"The end of the second volume."""" on the last page of the text."""										First-person	Third-person | Letters				Author (text)	Proper name	Male	Male			Adventure | Actress | Story | Life | Italian | Volume		University of Pennsylvania
341628	eng				The Royal adventurers, or The conflict of love : a novel.	The royal adventurers; or, the conflict of love. A novel.			1		1773	M DCC LXXIII.	London		Printed for G. Allen, no. 59, in Pater-noster-Row.				Duodecimo			"Discusses the current form and function of the novel, which the speaker generally finds to be not only wrong but even potentially insidious (e.g. """"The adventurers of an imaginary being is generally the theme of these writings [novels]: An abandoned female, a profligate rake, or a reformed debauchee, the principal events of whose life are treated of in books of this sort are the general topic""""), then explains this text properly finds the form and function of the novel (e.g. """"The story is very interesting, the incidents are related in the most correct, clear and concise method imaginable; the language is pure and chaste; all expressions which might afford the lighest shadow of corruption are studiously avoided, and the utmost care has been taken to insert nothing but what will tend to instruct and reform, as well as amuse the mind of the reader."""")"""						true		Oeconomy of human life.	Third-person			true								Adventurer | Conflict | Love | Novel		University of Pennsylvania
341629	eng	Lady.		written by a Lady : in two volumes.	The school for husbands / written by a Lady : in two volumes.	The school for husbands. Written by a lady. In two volumes. Vol. I.	The school for husbands. Written by a lady.		1		1776	M.DCC.LXXVI.	Dublin :		Printed for S. Price, W. Whitestone, W. Watson, J. Sheppard, D. Chamberlaine, W. Sleater, J. Potts, B. Corcoran, R. Cross, J. Williams, W. Colles, J. Hoey, T. Wilkinson, W. Gilbert, E. Cross, T. Armitage, C. Jenkin, T. Walker, R. Moncrieffe, R. Stewart, W. Spotswood, G. Bonham, H. Burrowes, F. Smith, M. Mills, P. Higly, J. Hillary, J. Exshaw, J. Mehain, J. Beatty, C. Talbot, and S. Colbert.				Duodecimo		"An epistolary novel. | Issued in one volume, continuously paginated and signed. | No separate title page for volume two. | Pagination misnumbered between p. 120 and 137. | Advertisements on p. [1]-[2] at end. | Underneath the half-title on the half-title page, a quotation from the Critical Review of January 1773, approving the moral lessons that the novel promotes regarding """"the fashionable vice of keeping mistresses"""" and """"conjugal engagements"""" in general."""										Epistolary					Author (text)	Generic/Descriptive	Female	Unknown	Mixed Genre		School | Husband | Lady | Volume		University of Pennsylvania
341636	eng	Sterne, Laurence,	1713-1768.	by the Rev. Mr. Sterne.	A sentimental journey through France and Italy, by Mr. Yorick : in two volumes / by the Rev. Mr. Sterne.	A sentimental journey through France and Italy, by Mr. Yorick. In two volumes. By the Rev. Mr. Sterne.			1		1782	MDCCLXXXII.	London :		Printed for Harrison and Co. no. 18, Paternoster-Row.				Octavo	ill. ;	Text is in two columns. | Each chapter is titled. | Only contains one illustration, a coat of arms, inserted into one of the columns of text on page 36.	Several chapters into the volume.									First-person	Epistolary			true	Author (text)	Proper name	Male	Male			Journey | Mr. | Volume | Rev.	France | Italy	University of Pennsylvania
341639	eng	Pratt,	1749-1814.	written by the proprietor of the Green, the editor Courtney Melmoth.	Shenstone-Green, or, The new Paradise lost : being a history of human nature : in three volumes / written by the proprietor of the Green, the editor Courtney Melmoth.	Shenstone-Green; or, the new Paradise Lost. Being a history of human nature. In three volumes, vol. I. Wirrten by the proprieter of the Green. The editor Courtney Melmoth.	Shenstone-Green; or, the new Paradise Lost.		3		1779	MDCCLXXIX.	London		Printed for R. Baldwin, at no. 47, in Pater-Noster-Row.				Octavo	ill. ;	Novel. | Courtney Melmoth is Samuel Jackson Pratt. Cf. Halkett & Laing (2nd ed.)		true					true		 | Shenstone.	First-person	Epistolary		true		Author (text)	Generic/Descriptive	Indeterminate				Paradise | History | Nature | Volume | Proprietor | Editor | Paradise Lost | Human nature	Shenstone-Green | Green	University of Pennsylvania
341640	eng	Pratt,	1749-1814.	written by the proprietor of the Green ; and published by the author of Liberal opinions.	Shenstone-Green, or, The new Paradise lost : being a history of human nature : in three volumes / written by the proprietor of the Green ; and published by the author of Liberal opinions.	Shenstone-Green; or, the new Paradise lost. Being a history of human nature. In three volumes. Vol. I. Written by the proprietor of the Green, and published by the author of liberal opinions. The second edition.	Shenstone-Green; or, the new Paradise lost.		3	The second edition.	1780	MDCCLXXX.	London :		Printed for R. Baldwin, at no. 47, in Pater-noster-Row.				Octavo	ill. ;	Novel. | Volume one contains a frontispiece. | The proprietor of the Green is Samuel Jackson Pratt. Cf. Halkett & Laing (2nd ed.)	Preface is integrated into the main text of the novel as the first chapter.	"Continues, """"these volumes are inscribed by his most devoted, and obedient servant, the author."""					true		 | Shenstone.	First-person	Letters				Author (text)	Generic/Descriptive	Indeterminate	Male			Shenstone-Green | Green | Paradise | Paradise Lost | History | Nature | Volume | Proprietor | Author | Opinion | Edition	Shenstone-Green | Green	University of Pennsylvania
341646	eng	Dodd, William,	1729-1777.	by the Rev. Dr. Dodd.	The sisters, or, The history of Lucy and Caroline Sanson, entrusted to a false friend : in two volumes / by the Rev. Dr. Dodd.	The sisters; or, the history of Lucy and Caroline Sanson, entrusted to a false friend. In two volumes. By the Rev. Dr. Dodd.			1		1781	M DCC LXXXI.	London :		Printed for Harrison and Co. no. 18, Paternoster-Row.				Octavo	ill. ;	"Issued in one volume, printed with double columns, continuously paginated and signed. | Bookplate on front pastedown that reads """"Ex-Libris. J. H. Round, D.L., M.A."" | Underneath each chapter heading, a brief description of the chapter\'s contents. | Comment within the narrative on contemporary novels: """"It is no wonder, when such tales were perpetually sounded in their ears, that the young girls grew vain, foolish, and affected; Cassandra, Cleopatra, Heywood\'s novels, and above all, the works of the inimitable Fielding, with a thousand more romantick books of the same kind, (wherewith the present age so happily abounds) were the constant employment of their days..."""" (p. 8, v.1)."""	Comments upon the current state of morality and how this novel will help inculcate virtue.									Third-person	First-person | Epistolary				Editor (text)	Generic/Descriptive	Indeterminate	Male			Sister | History | Friend | Volume | Rev. | Reverend | Dr.		University of Pennsylvania
341647	eng				A sketch of the times, or, Memoirs of Lord Derville : in two volumes.	A sketch of the times: or, memoirs of Lord Derville. In two volumes. Vol. I.	A sketch of the times. A novel. Vol. I.		2		1781	M,DCC,LXXXI.	Dublin :		Printed by C. Talbot, for Messrs. Price, W. Watson, Sleater, Colles, Wilson, Monriceffe, Walker, Jenkin, Burnet, Exshaw, E. Cross, Burton, Ennis, Parker, and Byrn.				Duodecimo		Signatures: [A]² B-F¹² G⁶ H-M¹² N⁴. | With half-title. | Cf. Block, A  Engl. novel (1961 ed.), p. 218.										Epistolary			true								Sketch | Times | memoir | Lord | Volume		University of Pennsylvania
341649	eng	Keate, George,	1729-1797.	published from the original designs by George Keate.	Sketches from nature : taken, and coloured, in a journey to Margate / published from the original designs by George Keate.	Sketches from nature; taken, and coloured, in a journey to Margate. Published from the original designs. By George Keate, Esq. Vol. I.			2		1779	M.DCC.LXXIX.	London :		Printed for J. Dodsley, Pall-Mall.				Octavo						"Editor explains reasons for publication (e.g. """"...my chief motive in committing them [these letters] to the press was, that I conceived they exhibited some scenes which might interest the affections, and contained nothing that could injure morals."""")"""			true			First-person			true		Editor (text)		Male	Male			Sketch | Nature | Journey | Design | Esq.	Margate	University of Pennsylvania
341650	eng	Langhorne, John,	1735-1779.	by Dr. Langhorne.	Solyman and Almena : an oriental tale / by Dr. Langhorne.	Solyman and Almena. An oriental tale. By Dr. Langhorne.			1		1780	M DCC LXXX.	London :		Printed for Harrison and Co. no. 18, Paternoster-Row.				Octavo	ill. ;	"Printed in double columns. | Reprinted from a popular periodical: the 2nd plate is for the \'Vicar of Wakefield\'. | Front pastedown has bookplate that reads, """"Ex-Libris. J. H. Round, D.L., M.A."""		"Only mention of the text: """"...your Majesty will not refuse your royal favour to Solyman and Almena, since these characters are drawn, however imperfectly, in the cause of truth and virtue."""							 | Virg.	Third-person					Author (text)	Proper name	Male	Male			Tale | Dr.		University of Pennsylvania
341652	eng	Griffith, Richard,	d. 1788.		Something new : in two volumes.	Something new. In two volumes. [Epigraph] Vol. I.			2		1772	MDCC LXXII.	London		Printed for the author; and sold by E. and C. Dilly, in the Poultry; and Messieurs Kincaid and Creech, Edinburgh.				Octavo	music ;	"Made up of chapters of seemingly unrelated subjects and literary forms | Chapter titles of interest: """"Novels"""", """"Chapters"""", """"Postscript"" | Note on verso of title page of first volume that reads """"Entered at Stationer\'s Hall, according to act of Parliament."" | Includes three short scores entitled """"Giga."""", """"Gavotte."""", and """"Minuet."""" at the end of vol. I and one entitled """"Dirge."""" at the end of vol. II."""	"Characterizes """"this spieces of writing"""" as """"miscellaneous writing"""""	"Only text of dedication is """"Dedication, to all the world."""					true		 | Virg.	First-person	Epistolary			true	Author (paratext)	Proper name	Indeterminate	Male			Something | Volume		University of Pennsylvania
341654	fre	Crébillon, Claude-Prosper Jolyot de,	1707-1777.	translated from the French of Monsieur Crebillon.	The sopha : a moral tale / translated from the French of Monsieur Crebillon.	The sopha: a moral tale. Translated from the French of Monsieur Crebillon. A new edition. Vol. I.			2	A new edition.	1781	M.DCC.LXXXI.	London :		Printed for T. Cooper, no 27, Paternoster-Row.				Duodecimo		Translation of: Le sopha.					Reads as part of the fictional narrative; establishes premise for these tales		true			Third-person					Author (text)	Proper name	Male	Male			Sopha | Tale | French | Monsieur | Edition		University of Pennsylvania
341657	eng				Sophronia, or Letters to the ladies.	Sophronia: or, letters to the ladies. The second edition.			1	The second edition.	1775	1775.	London		Printed for J. Bew, no. 28, Paternoster-Row.				Duodecimo			"""""...I believe it will hold true of every writer, that his preface is generally more laboured than the rest of his performance. The necessity of saying something, when a man has exhausted his invention and has nothing left to say, is indeed a disagreeable situation...It cannot be denied however, that they have their use. For though we may have read the book through, without knowing any thing of the author; in the preface we are admitted to a very intimate acquaintance with him. He there vouchsafes to tell us his design; the many avocations he has met with in pursuing it; the importunity of his friends; and his ill habit of body. Particulars, which are now, I think, generally allowed to be of equal importance to every reader."""									Epistolary					Author (text)	Generic/Descriptive	Female				Letter | Lady | Edition		University of Pennsylvania
341658	freger	Goethe, Johann Wolfgang von,	1749-1832.		The sorrows of Werter : a German story.	The sorrows of Werter: a German story. The second edition. Vol. I.	The sorrows of Werter. Vol. I.		2	The second edition.	1780	M.DCC.LXXX.	London :		Printed for J. Dodsley, Pall-Mall.				Octavo		Translation, from a French version, variously attributed to Richard Graves and Daniel Malthus.	"""""Those who expect a novel will be disappointed in this work, which contains few characters and few events; and the design of which is to exhibit a picture of that disordered state of mind, too common in our own country."""									Epistolary					Author (paratext)	Proper name	Male	Male			Sorrow | Story | Edition		University of Pennsylvania
