id	author name	author dates	author transcribed	title catalog	title full	title half	title series	vols	edition transcribed	edition controlled	pub date	pub date transcribed	pub location	pub	pub transcribed	printer	bookseller	pub notes	format	illustrations	pub cataloger notes	para:preface	para:dedication	para:advertisement	para:to the reader	para:intro	para:note	para:other	para:footnotes	epigraph source transcribed	narrative form primary	narrative form secondary	subscriber list	inscription	marginalia	author claim	author claim type	author gender claim	author gender	advertisement genres	title words:other works	title words:singular nouns	title words:place names	holding institution	cataloger initials	cataloger institution
340844				The Advantages of deliberation, or The folly of indiscretion : in two volumes.	The advantages of deliberation; or, the folly of indiscretion. In two volumes. Vol. I.	The advantages of deliberation.		2			1772	MDCCLXXII	London		Printed for Robinson and Roberts, no. 25, Paternoster-Row.				Duodecimo		['A novel.']									['The Adventurer.']	['Epistolary']				true							['Advantage', 'Deliberation', 'Folly', 'Indiscretion', 'Volume', 'Vol']		University of Pennsylvania	AFD	
340846	Bridges, Thomas	fl. 1759-1775.		The adventures of a bank-note : in two volumes.	The adventures of a bank-note. In two volumes. Vol. I.	The adventures of a bank-note. Vol. I.		4			1770	1770.	London		London, printed for T. Davies, in Russel-street, Covent-garden.				Octavo		['Published anonymously.  By Thomas Bridges.  Cf. BM.']								p.64	['Aen.', 'Virg.']	['First-person']			true								['Adventure', 'Bank-note', 'Volume']		University of Pennsylvania	AFD	Swarthmore College
340848	Mackenzie, Henry	1745-1831.		The man of feeling.	The man of feeling.			1			1771	MDCCLXXI	London		Printed for T. Cadell, in the Strand.				Duodecimo		['Novel.']					Disavowing authorship				['']	['First-person']			true		Author (paratext)	Generic/Descriptive	Indeterminate	Male"			['Man', 'Feeling']		University of Pennsylvania	AFD	Swarthmore College
340850				The adventures of a hackney coach.	The adventures of a hackney coach. The fourth edition corrected.	The fourth edition. The adventures of a hackney coach. Price, 2s. 6d.		1	The fourth edition.		1781	M.DCC.LXXXI.	London	['Kearsley, George', 'Kearsley, George']	Printed for G. Kearsly, no 46, Fleet-street.				Octavo		['Does not contain/is not accompanied by volume two.']	Authorial	Brief, poetic description of how the author was inspired and wrote the novel.					true		['', 'Shakespeare.']	['First-person']				true	Author (text)	Generic/Descriptive	Indeterminate	Unknown	['Non-fiction']		['Edition', 'Adventure', 'Hackney coach', 'Coach', 'Price']		University of Pennsylvania	MJR	
340854	Scott, Helenus	1760-1821.		The adventures of a rupee : wherein are interspersed various anecdotes Asiatic and European.	The adventures of a rupee. Wherein are interspersed various anecdotes Asiatic and European.	The adventures of a rupee. [Price three shillings sewed.]		1			1782	M,DCC,LXXXII.	London	['Murray, John', 'Murray, John']	Printed for J. Murray, no. 32, Fleet-Street.				Duodecimo		['Novel.']	Authorial						true		['Merchant of Venice.']	['First-person']					Author (text)	Generic/Descriptive	Indeterminate	Male			['Adventure', 'Rupee', 'Anecdote']		University of Pennsylvania	MJR	
340856	Scott, Helenus	1760-1821.		The adventures of a rupee : wherein are interspersed various anecdotes Asiatic and European.	The adventures of a rupee. Wherein are interspersed various anecdotes Asiatic and European.	The adventures of a rupee.		1			1782	MDCCLXXXII.	Dublin	['Price, Whitestone, Walker, White, Beatty, Burton, E. Cross, and Byrne', 'Price, Samuel', 'Whitestone, William', 'Walker, T.', 'White, Luke bookseller', 'Beatty, John', 'Burton', 'E. Cross', 'Byrne']	Printed by W. Spotswood, for Messrs. Price, Whitestone, Walker, White, Beatty, Burton, E. Cross, and Byrne,	['Spotswood, W.', 'Spotswood, W.']			Duodecimo		['Published anonymously.  By Helenus Scott.']	Authorial						true		['Merchant of Venice.']	['First-person']			true		Author (text)	Generic/Descriptive	Indeterminate	Male			['Adventure', 'Rupee', 'Anecdote']		University of Pennsylvania	MJR	
340910	Scott, Helenus	1760-1821.		The adventures of an East-India rupee. Wherein are interspersed, various anecdotes Asiatic and European ...	The adventures of an East-India rupee. Wherein are interspersed, various anecdotes Asiatic, and European.			1			1783	M,DCC,LXXXIII.	Philadelphia		Printed and sold by Robert Bell, in Third-Street.				Octavo		['Price marked as ""price half a dollar"" on the title page"']	Authorial voice criticizes writers of all different forms and genres and identifies who should judge his work (e.g. ""Ye modern writers of novels who excite silly passions in silly people by wretched language---Ye physicians of the times, who write large volumes to instruct your co-temporaries, without inserting in them a single idea of your own.---Ye theorists...who corrupt all true philosophy...it is not for you gentlemen to judge of my production.[...]But I will be judged by you ye modest minded of either sex whether or not your names are already enrolled amongst the authors of the day..."")"						true		['Merchant of Venice.']	['First-person']			true		Author (text)		Male	Male	['Fiction']		['Adventure', 'Rupee', 'Anecdote']	['East-India']	University of Pennsylvania	AFD	
340911				The Adventures of a cork-screw : in which, under the pleasing method of a romance, the vices, follies and manners of the present age are exhibited and satirically delineated : interspersed with striking anecdotes,  characters and actions of persons in real life : all drawn to promote virtue, expose vice, and laugh folly out of countenance.	The adventures of a cork-screw; in which, under the pleasing method of a romance, the vices, follies and manner of the present age are exhibited and satirically delineated. Interspersed with striking anecdotes, characters and actions of persons in real-life; all drawn to promote virtue, expose vice, and laugh folly out of countenance.	The adventures of a cork-screw.		1			1775	M DCC LXXV.	London		Printed for and sold by T. Bell, no 26, Bell Yard, Temple-Barr.				Duodecimo							Considers the nature of ""authorship"" (e.g. ""...when an author issues his performance into the world; every one desirous to know his name, his character, and the motives which urges him to trouble the world with such a quantity of paper..."")		true		['']	['First-person']	['Letters']		true		Editor (text)		Male"				['Adventure', 'Cork-screw', 'Method', 'Romance', 'Vice', 'Folly', 'Mannder', 'Age', 'Anecdote', 'Character', 'Action', 'Person', 'Real-life', 'Life', 'Virtue', 'Countenance']		University of Pennsylvania	AFD	
341318	Smollett, Tobias George	1721-1771.		The adventures of Roderick Random : in two volumes.	The adventures of Roderick Random. In two volumes. Vol. I. The eighth edition.			2	The eighth edition.	Eighth edition	1770	MDCCLXX.	London	['W. Strahan', 'J. Rivington', 'R. Baldwin', 'Hawes', 'Clarke', 'Collins', 'Hawes, Clarke, and Collins', 'W. Johnston', 'T. Caslon', 'B. Law', 'J. Johnson and Co. (London)', 'C. W.', 'J. Richardson', 'T. Becket and Co.', 'P. A. de Hondt', 'T. Becket and P. A. de Hondt', 'J. Johnson and C.W. and J. Richardson', 'T. Lowndes & Partners', 'E. Dilly', 'C. Dilly', 'T. Cadell', 'J. Knox', 'W. Nicoll', 'T. Durham', 'W. Strahan, J. Rivington, R. Baldwin, Hawes, Clarke, and Collins, W. Johnston, T. Caslon, B. Law, J. Johnson and C.W. and J. Richardson, T. Becket and P. A. de Hondt, T. Lowndes, E. and C. Dilly, T. Cadell, J. Knox, W. Nicoll, and T. Durham', 'Strahan, William', 'Rivington, James', 'Baldwin, R.\u200f \u200e(Robert)\u200f \u200e', 'Hawes', 'Clarke', 'Collins', 'Johnston, W.', 'Caslon, Thomas\u200f\u200e', 'Law, B.', 'Johnson, J.', 'W., C.', 'Richardson, J.', 'Becket, Thomas', 'De Hondt, P. A. (Peter Abraham)', 'Lowndes, Thomas', 'Dilly, E. (Edward)', 'Dilly, Charles', 'Cadell, T. (Thomas)', 'Knox, J.', 'Nicoll, William, bookseller', 'Durham, Thomas, bookseller']	London: Printed for W. Strahan, J. Rivington, R. Baldwin, Hawes, Clarke, and Collins, W. Johnston, T. Caslon, B. Law, J. Johnson and C.W. and Hondt, T. Lowndes, E. and C. Dilly, T. Cadell, J. Knox, W. Nicoll, and T. Durham				Duodecimo	ill. (engravings) ;	['Published anonymously.  By Tobias Smollett.  Cf. BM.']	An authorial voice establishes the generic framework within which this story will function, which seeks to unite realism and satire: ""Of all kinds of satire, there is none so entertaining and universally improving, as that which is introduced, as it were, occasionally, in the course of an interesting story, which rings every incident home to life; and by representing familiar scenes in an uncommon and amusing point of view, invests them with all the graces of novelty, while nature is appealed to in every particular.""						true		['', 'Hor.']	['First-person']	['Letters']			true							['Adventure', 'Volume', 'Edition']		University of Pennsylvania	AFD	Swarthmore College
341331	FeÃÅnelon, FrancÃßois de Salignac de La Mothe-	1651-1715.	by Francis Salignac de La Motte Fenelon ... ; now newly translated from the best Paris and other editions, by William Henry Melmoth, Esq. ... ; to which are added, the life of the original author, the heads and arguments of each book at large, and a great variety of notes ... calculated to gratify every class of readers.	The adventures of Telemachus, the son of Ulysses, King of Ithaca, &c. in Greece, and one of the princes who conducted the Seige of Troy : complete in twenty-four books : originally written in French, not only for the use and instruction of the Dauphin of France, to guard him, in an allegorical way, against forming his conduct after the bad example of his grandfather Lous XIV, but also to promote the happiness of mankind in general / by Francis Salignac de La Motte Fenelon ... ; now newly translated from the best Paris and other editions, by William Henry Melmoth, Esq. ... ; to which are added, the life of the original author, the heads and arguments of each book at large, and a great variety of notes ... calculated to gratify every class of readers.	The adventures of Telemachus, the son of Ulysses, king of Ithaca, &c. in Greece, and one of the princes who conducted the siege of Troy. Complete in twenty-four books. Originally written in French, not only for the use and instruction of the dauphin of France, to guard him, in an allegorical way, against forming his conduct after the bad example of his grandfather Louis XIV, but also to promote the happiness of mankind in general; by Francis Salignac de la Motte Fenelon, late archbishop of Cambray, in the French Netherlands. Now newly translated from the best Paris and other editions, by William Henry Melmoth, esq. Author of the new abridgment of the Roman history-of the complete abridgment of the Grecian history-and of the new universal story-teller, or modern picture of human life; being an approved collection of original and select pieces in prose and verse.-Price 3s. each bound. To which are added, the life of the original author; the heads and arguments of each book at large; and a great variety of notes, historical, critical, explanatory, scholastic, political, moral, philological, satirical, and illustrative: comprehending the most salutary reflections and remarks, with allusions to ancient mythology, geography, and universal history, particularly to the histories of England and France:-A work of the first reputation, replete with maxims of human prudence, and including the most perfect system of morality ever presented to the world, displaying to all descriptions of persons the horrors of vice, and the charms of virtue, in the most forcible manner. The mysteries of the wisest and best politics are here developed: the inordinate passions are depicted as a yoke equally disgraceful and fatal; while the moral duties appear with all the attractions of ease and beauty. The reasoning is just, the precepts are important. It is a work which genius and learning have dedicated to virtue; it at once captivates the imagination, informs the understanding, and regulates the will. This valuable book teaches us to make morality and religion our guide in good, as well as in adverse fortune; never to forget the love we owe our parents and our country. It forms our minds for a king, a citizen, a father, a mother, a master, a gentleman, a tradesman, a servant, and even a slave, if such should be our lot; and, in short, teaches us to act properly in all the various spheres of life. Mentor (under which character is meant Minerva) in his counsels to Telemachus, must make us just, humane, patient, sincere, discreet, and modest. He never speaks but he pleases, engages, moves, and persuades. We cannot attend to him but with admiration; and, in proportion as we admire, we cannot help loving his advice, which is entertaining as well as instructive. This translation has been carefully revised with all the former editions, and particular attention has been paid to the various readings of Hawkesworth, Smollett, Boyer, Litterbury, Oldes, Ozell, and others, entirely omitting their inaccuracies and blemishes, and preserving whatever we judged might elucidate the great design the author had in view when he composed this work, viz. of promoting the happiness of his noble pupil in particular, and of the world in general. Embellished in a very superior stile of magnificence, with a set of unusually grand copper-plates, exquisitely designed by those ingenious artists, Kauffman, Monnet, Eisen, and Moreau, and engraved, in a capital manner, by Messrs. Walker, Collyer Grignion, Bartolozzi, and Grainger, who have exerted their unrivalled talents in these splendid performances; single impression of which will be charged at 2s. each print: so that these capital engravings alone will be absolutely worth four times the price of the whole work; which is the most beautiful edition of Telemachus ever published in this or any other country, and calculated to gratify every class of readers.			1			1770		London		London: printed only for Alex. Hogg, at the King\\\'s Arms, no. 16, Pater-noster-row and sold by all booksellers in Great Britain, Ireland, France, America, East and West Indies, &c. &c., [1770?]				Folio	Port.	['Translation of: Les aventures de Télémaque / François de Salignac de La Mothe Fénelon.']	Signed by the translator, William Henry Melmoth						true	Throughout the story, astericks mark footnotes.	['']	['Third-person']					Author (text)	Proper name	Male	Male	['Mixed Genre']		['Adventure', 'Son', 'King', 'One', 'Prince', 'Siege', 'Book', 'Use', 'Instruction', 'Dauphin', 'Way', 'Conduct', 'Example', 'Grandfather', 'Happiness', 'Mankind', 'Archbishop', 'Esquire', 'Edition', 'Abridgment', 'History', 'Abridgment', 'History', 'Story-teller', 'Picture', 'Life', 'Collection', 'Piece', 'Prose', 'Verse', 'Each', 'Life', 'Author', 'Head', 'Argument', 'Book', 'Variety', 'Note', 'Reflection', 'Remark', 'Allusion', 'Mythology', 'Geography', 'History', 'History', 'Work', 'Reputation', 'Maxim', 'Prudence', 'System', 'Morality', 'World', 'Description', 'Person', 'Horror', 'Vice', 'Charm', 'Virtue', 'Manner', 'Mystery', 'Politics', 'Passion', 'Yoke', 'Duty', 'All', 'Attraction', 'Ease', 'Beauty', 'Reasoning', 'Precept', 'It', 'Work', 'Genius', 'Learning', 'Virtue', 'Imagination', 'Understanding', 'Will', 'Book', 'Morality', 'Religion', 'Guide', 'Fortune', 'Love', 'We', 'Parents', 'Country', 'It', 'Mind', 'King', 'Citizen', 'Father', 'Mother', 'Master', 'Gentleman', 'Tradesman', 'Servant', 'Slave', 'Such', 'Lot', 'Sphere', 'Life', 'Character', 'Counsel', 'He', 'He', 'We', 'Admiration', 'Proportion', 'We', 'We', 'Advice', 'Translation', 'Edition', 'Attention', 'Reading', 'Other', 'Inaccuracy', 'Blemish', 'Whatever', 'We', 'Design', 'Author', 'View', 'He', 'Work', 'Happiness', 'Pupil', 'World', 'Stile', 'Magnificence', 'Set', 'Copper-plate', 'Artist', 'Manner', 'Messrs.', 'Talent', 'Performance', 'Impression', 'Print', 'Engraving', 'Time', 'Price', 'Work', 'Edition', 'Country', 'Class', 'Reader']	['Ithaca', 'Greece', 'Troy', 'France', 'Cambray', 'The French Netherlands', 'Paris', 'England', 'France']	University of Pennsylvania	MR	Swarthmore College
341332				The Affected indifference : a novel.	The affected indifference, a novel. Vol. I.			2			1771	M DCC LXXI	London		London: printed for F. and J. Noble, at their respective circulating libraries, near Middle Row, Holborn, and Saint Martin\\\'s Court, near Leicester Square.				Duodecimo		['On first page of text of each volume, top of page reads ""The affected indifference: a sentimental history,"" although this variant title does not receive its own title page in either volume."']									['']	['Epistolary']			true						['Fiction']		['Indifference', 'Novel', 'Volume']		University of Pennsylvania	MR	Swarthmore College
341334			By a Virginian.	The American wanderer, through various parts of Europe, in a series of letters to a lady (interspersed with a variety of interesting anecdotes) By a Virginian.	The American wanderer, through various parts of Europe, in a series of letters to a lady, (interspersed with a variety of interesting anecdotes) by a Virginian.			1			1783	MDCCLXXXIII.	London	['Robson, James', 'Robson, James']	Printed for J. Robson, bookseller, in New Bond Street.				Octavo		['Pages [ix] and x repeated in numbering.']				Authorial			true		['', 'Virgil.']	['Epistolary']			true		Author (text)	Generic/Descriptive	Indeterminate	Unknown			['Wanderer', 'Part', 'Series', 'Letter', 'Lady', 'Variety', 'Anecdote', 'Virginian']	['Europe']	University of Pennsylvania	MJR	
341336			by the author of Memoirs of Mrs. Williams : in three volumes.	Anecdotes of a convent / by the author of Memoirs of Mrs. Williams : in three volumes.	Anecdotes of a convent. By the author of Memoirs of Mrs. Williams. In three volumes. Vol. I.			3			1771	M.DCC.LXXI.	London	['T. Becket and P.A. de Hondt', 'Becket, Thomas', 'De Hondt, P. A. (Peter Abraham)']	London, printed for T. Becket and P. A. de Hondt, in the Strand.				Octavo			Authentic authorial							Explanatory footnotes	['']	['Epistolary']					Author (text)	Reference to other works	Indeterminate	Female			['Anecdote', 'Convent', 'Author', 'Memoir', 'Volume', 'Mrs.']		University of Pennsylvania	MR	Swarthmore College
341339				Anna : a sentimental novel, in a series of letters : in two volumes.	Anna: a sentimental novel. In a series of letters. In two volumes. Vol. I.			2			1782	M.DCC.LXXXII.	Dublin		Printed by P. Higly, for Messrs. Price, Whitestone, R. Cross, Walker, Gilbert, Higly, Beatty, Burton, and Parker.				Duodecimo		['Issued in 1 volume.']									['']	['Epistolary']			true								['Novel', 'Series', 'Letter', 'Volume']		University of Pennsylvania	AFD	
341340			translated into French from the Arabian MSS. by M. Galland ... and now done into English from the last Paris edition.	Arabian nights entertainments : consisting of one thousand and one stories told by the Sultaness of the Indies to divert the Sultan from the execution of a bloody vow he had made to marry a lady every day and have her cut off next morning, to avenge himself for the disloyalty of his first sultaness, &c. : containing a better account of the customs, manners and religion of the eastern nations, viz. Tartars, Persians, and Indians, than is to be met with in any author hitherto published / translated into French from the Arabian MSS. by M. Galland ... and now done into English from the last Paris edition.	Arabian nights entertainments: consisting of one thousand and one stories, told by the Sultaness of the Indies to divert the Sultan from the execution of a bloody vow he had made to marry a lady every day, and have her head cut off next morning, to avenge himself for the disloyalty of his first Sultaness, &c. Containing a better account of the customs, manners, and religion of the Eastern nations, viz. Tartars, Persians, and Indians, than is to be met with in any author hitherto published. Translated into French from the Arabian MSS. by M. Galland, of the Royal Academy; and now done into English from the last Paris edition. The thirteenth edition. Vol. I.			4	The thirteenth edition.		1772	MDCCLXXII.	London	['T. Longman (Firm)', 'Longman, Thomas']	Printed for T. Longman, at the ship in Pater-noster Row.				Duodecimo		['Contains footnotes as well as notes in the margins']	In italics	true	Tells the reader that the narrative will continue without interruptions from a certain character which were present in the previous two volumes: ""The readers of the first two volumes of these tales were tired with the interruption Dinarzade gave them: this defect is now remedy'd..."				true		['']	['Third-person']	['First-person']		true		Author (text)	Generic/Descriptive	Indeterminate	Unknown	['Mixed Genre']		['Night', 'Entertainment', 'Thousand', 'Story', 'Sultaness', 'Sultan', 'Execution', 'Vow', 'Lady', 'Day', 'Head', 'Morning', 'Himself', 'Disloyalty', 'Account', 'Custom', 'Manner', 'Religion', 'Nation', 'Tartar', 'Persian', 'Indian', 'Author', 'French', 'Arabian', 'M.', 'Academy', 'English', 'Edition']	['Indies', 'Paris']	University of Pennsylvania	MJR	
341342	Potter, John	fl. 1754-1804.	by John Potter.	The history of the adventures of Arthur O\\\'Bradley, &c. : a novel / by John Potter.	The history of the adventures of Arthur O'Bradley, &c. A novel. By John Potter. The second edition. Vol. I.	The history of the adventures of Arthur O'Bradley.		2	The second edition.		1771	1771	London		Printed for T. Becket, and P. A. De Hondt, in the Strand.				Duodecimo	Ill.								true		['', 'Virgil']	['Third-person']	['First-person']				Author (text)	Proper name	Male	Male			['History', 'Adventure', 'Novel', 'Edition', 'Vol']		University of Pennsylvania	AFD	
341344				The Birmingham counterfeit, or Invisible spectator : a sentimental romance : in two volumes.	The Birmingham counterfeit; or, invisible spectator. A sentimental romance. In two volumes. Vol. 1.	The Birmingham counterfeit; or, invisible spectator.		2			1772	MDCCLXXII.	London	['S. Bladon']	Printed for S. Bladon, at No. 28, in Paternoster-Row				Duodecimo			Preface classifies text as romance and lays out purpose as moral instruction						true		['', 'Pope']	['First-person']			true		Editor (text)	Generic/descriptive	Male	Unknown"			['Counterfeit', 'Spectator', 'Romance', 'Volume']	['Birmingham']	University of Pennsylvania	NA	
341345				Blandford races : a novel, in two volumes.	Blandford races: a novel. In two volumes. Vol. I.	Blandford races. Volume I.		2			1782	M.DCC.LXXXII.	London		Printed for J. Bew, in Pater-noster Row.				Duodecimo									true		['Ezekiel']	['Epistolary']											['Race', 'Novel', 'Volume']	['Blanford']	University of Pennsylvania	AFD	
341346	Mackenzie, Anna Maria		by a lady.	Burton-Wood : in a series of letters / by a lady.	Burton-Wood. In a series of letters. By a lady. Volume I.			2			1783	M,DCC,LXXXIII.	Dublin		Printed by J. A. Husband, for W. Sleater, S. Price, T. Walker, J. Beatty, R. Burton, H. Whitestone, P. Byrne, T. Webb, and J. Cash.				Duodecimo		['An epistolary novel.']				""That novel-writing should be disregarded is not to be wondered at, when it is considered, how many heavy uninteresting pieces have been introduced under that title.[...]It is certainly much practised, now, to convey instruction by essays, a common mode of producing to the world exalted and useful sentiments. But the author is free to confess, she believes the same sentiment, when put proceeding from the mouth of the heroine of a novel, will act with greater force upon a youthful mind, than when it is perused merely as the work of an author."					['']	['Epistolary']			true		Author (text)		Female	Female			['Series', 'Letter', 'Lady']	['Burton-Wood']	University of Pennsylvania	AFD	
341348	Mouhy, Charles de Fieux	1701-1784.		The busy body, or Successful spy : being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprizing, even to rashness, which unhappy faculties nevertheless, instead of ruining, raised him from the lowest obscurity to a most splendid fortune : interspers\\\'d with several humorous stories : the whole containing a great variety of adventures equally instructive and diverting.	The busy body; Or, successful spy. Being the entertaining history of Mons. Bigand, a man infinitely inquisitive and enterprizing, even to rashness; which unhappy faculties, nevertheless, instead of ruining, raised him from the lowest obscurity, to a most splendid fortune. Interspers'd with several humorous stories. The whole containing a great variety of adventures, equally instructive and diverting. Vol. I.			2			1770	[1770?]	Dublin		Dublin: printed by James Hoey, Senior, at the Sign of Mercury in Skinner-Row.	['James Hoey', 'Hoey, James']			Duodecimo		['Translation of: La mouche, ou Les aventures de M. Bigand, published anonymously.  By the Chevalier de Mouhy.  Cf. Barbier, A.A.  Ouvrages anonymes, v. 3, col. 369.']	The voice of the translator/editor wonders aloud how he can produce a work of imaginative fiction in a discursive environment in which readers privilege ""found,"" ""real"" texts: ""Were I to assure my readers, that the manuscript from whence this work was taken, was found at Rome in a wainscot box, under the foundation of a house, they would cry out; this author is an admirable fellow! Every thing, that he undertakes has somewhat of the marvellous belonging to it [Here, suggests that readers can identify what is ""marvellous"" or what we might now call fictional--a bit larger than life, yet believably real--but do not fully recognize the work as fiction because of prefatory legitimacy claims]. In this Rome opens her bosom to him, and discovers all her treasures; in his Paysanne Parvenue* [Footnote: *A celebrate Novel of the same Author's, that has been miserably murder'd, under the Title of the Fortunate Country Maid.], a Marchioness of the first rank, intrusts him with her secrets; and in his Mentor a-la-Mode, he entertains us with analogies, which have never been though on by any body but himself: And, the first opportunity, he will palm upon us, with the same confidence, some new flights of his imagination, and will give us to understand, that they are to have the greater regard paid to them, on account of some such mystery miraculously brought to light. Such are the censures I must expect from them [who is ""them""? readers? critics?]: What, then, must I do in this cafe? I cannot compel them to believe me; nothing is more free than thought; and were I in their stead, perhaps, I should say more. The publick are to be our judge; and, to pass sentence on all the works of nature: Were I desirous of pre-possessing them in my favour, I would here make an encomium upon their equity; but what would this avail me? I should acquaint them with nothing new, and they would not be a jot the less severe in their criticisms. As for falling upon my knees and asking their pardon, in a preface, as a learned man* [Footnote: *Monsieur Boileau.] says upon this head, I am their very humble servant; and renounce their favour, at this mortifying price. But let us leave vain reflections; frequently arising from the pleasure of talking of one's self; which is a vanity common to almost all authors: let us endeavour not to imitate them, and return to our subject.""								['']	['First-person']	['Letters']				Author (text)	Proper name	Male	Unknown	['Mixed Genre']		['Busy-body', 'Spy', 'History', 'Mons.', 'Man', 'Rashness', 'Faculty', 'Obscurity', 'Fortune', 'Story', 'Whole', 'Variety', 'Adventure', 'Vol.']		University of Pennsylvania	AFD	Swarthmore College
341350	Young Gentleman of Oxford		by a young gentleman of Oxford : in two volumes.	The cautious lover, or The history of Lord Woburn / by a young gentleman of Oxford : in two volumes.	The cautious lover: or, the history of Lord Woburn. By a young gentleman of Oxford. In two volumes. Vol. I.	The cautious lover. Vol. I.		2			1773	MDCCLXXIII.	Dublin	['Williams, James']	Dublin: Printed for James Williams, at no. 5. in Skinner-Row.				Duodecimo		['Vol. I and vol. II bound together']									['']	['Epistolary']				true	Author (text)	Generic/Descriptive	Male	Unknown			['Lover', 'History', 'Lord', 'Gentleman', 'Volume']	['Oxford']	University of Pennsylvania	AFD	Swarthmore College
341351	Pratt	1749-1814.		Charles and Charlotte : in two volumes.	Charles and Charlotte. In two volumes. Vol. I.	Charles and Charlotte. Vol. I.		2			1777	M DCC LXXVII.	London		Printed for William Lane, Leadenhall-Street.				Octavo	Ill.	['An epistolary novel.']		true							['Eloisa', 'Pope']	['Epistolary']											['Volume']		University of Pennsylvania	AFD	
341353	Burney, Fanny	1752-1840.	By the author of Evelina.	Cecilia, or, Memoirs of an heiress. By the author of Evelina.	Cecilia, or memoirs of an heiress. By the author of Evelina. In five volumes. Vol. I.			5			1782	MDCCLXXXII.	London	['T. Payne and Son', 'T. Payne and Son and T. Cadell', 'Payne, Thomas', 'Cadell, T. (Thomas)']	Printed for T. Payne and son at the Mews-Gate, and T. Cadell in the Strand.				Duodecimo		['Chapters have titles.']			""The indulgence shewn by the public to Evelina, which, unpatronized, unaided, and unowned, past through four editions in one year, has encouraged its author to risk this second attempt...""						['']	['Third-person']			true		Author (text)	Generic/Descriptive	Indeterminate	Female		['Evelina']	['Memoir', 'Heiress', 'Author', 'Volume']		University of Pennsylvania	MJR	
341354	Burney, Fanny	1752-1840.	by the author of Evelina.	Cecilia, or, Memoirs of an heiress / by the author of Evelina.	Cecilia, or memoirs of an heiress. By the author of Evelina. The second edition. In five volumes. Vol. I.			5	The second edition.		1783	MDCCLXXXIII.	London		Printed for T. Payne and Son at the Mews-Gate, and T. Cadell in the Strand.				Duodecimo		['The author of Evelina is Fanny Burney.']			Explains how the success of previous publication (success is qualified by number of editions produced) encouraged a second production (e.g. ""The indulgence shewn by the public to Evelina, which...past through four editions in one year, has encouraged its author to risk this second attempt."")						['']	['First-person']			true		Author (text)		Indeterminate	Female			['Memoir', 'Heiress', 'Author', 'Evelina', 'Edition', 'Volume']		University of Pennsylvania	AFD	
341355				Charles, or, The history of a young baronet and a lady of quality : a novel, in two volumes.		Charles.  A novel.  Vol. I.		2			1779	MDCCLXXIX.	London		Printed for J. Bew, in Pater-Noster-Row.				Duodecimo		['Vol. 1: [4], 214, [2] p.; v. 2: [4], 230, [2] p.']									['']	['Epistolary']									['Poetry']		['History', 'Baronet', 'Lady', 'Quality', 'Novel', 'Volume']		University of Pennsylvania	NA	
341358	Thistlethwaite, James	b. 1751.	by Mr. Thistlethwaite : in two volumes.	The child of misfortune, or, The history of Mrs. Gilbert / by Mr. Thistlethwaite : in two volumes.	The child of misfortune; or, the history of Mrs. Gilbert. By Mr. Thistlethwaite. In two volumes. Vol. I.			2			1777	M DCC LXXVII.	London		Printed for John Murray, no 32, opposite St. Dunstan\\\'s Church, Fleet-Street.				Octavo		['Novel.']									['']	['Third-person']	['First-person']		true		Author (text)		Male	Male			['Child', 'Misfortune', 'History', 'Mrs.', 'Mr.', 'Volume']		University of Pennsylvania	AFD	
341360	Gueullette, Thomas-Simon	1683-1766.	related by himself, to divert the sultana upon the celebration of her nuptials ; written in French by M. Gueulette ; translated by the Rev. Mr. Stackhouse.	Chinese tales, or, The wonderful adventures of the Mandarin Fum-Hoam / related by himself, to divert the sultana upon the celebration of her nuptials ; written in French by M. Gueulette ; translated by the Rev. Mr. Stackhouse.	Chinese tales; or, the wonderful adventures of the Mandarin Fum-Hoam: related by himself, to divert the sultana, upon the celebration of her nuptials. Written in French by M. Gueulette. Translated by the Rev. Mr. Stackhouse.			1			1781	M DCCLXXXI.	London		Printed for Harrison and Co. no. 18, Paternoster-Row.					ill. ;	['Translation of: Les avantures merveilleuses du mandarin Fum-Hoam.']	Relates theories of transmigration through a quoted letter written by and for fictive characters in the narrative of the work proper						true		['']	['Third-person']					Author (text)		Male				['Tale', 'Adventure', 'Mandarin', 'Sultana', 'Celebration', 'Nuptial', 'French', 'Rev.', 'Mr.']		University of Pennsylvania	AFD	
