id	title	author	date	a	b	x	c	v
379016	Tales of a traveller. By Geoffrey Crayon, Gent. [Epigraph.] In two volumes. Vol. I.	Irving, Washington	1824	['Table of contents']	['Contents of vol. I.']	['""Part I. Strange stories, by a nervous gentleman."" Nine titles listed.', '""Part II. Buckthorne and his friends."" Seven titles listed."']	['Front']	['v.1']
379016	Tales of a traveller. By Geoffrey Crayon, Gent. [Epigraph.] In two volumes. Vol. I.	Irving, Washington	1824	['Preface']	['The great unknown.']	['First chapter of Part I. Unattributed first-person narration. An ambivalent space between Crayon and Irving. ""The following adventures were related to me by the same nervous gentleman who told me the romantic tale of the Stout Gentleman, published in Bracebridge Hall [also by Irving and attributed to Crayon]. It is very singular, that although I expressly stated that story to have been told to me, and described the very person who told it, still it has been received as anadventure that happened to myself. Now""--explicit interparatextuality--""I protest I never met with any adventure of the kind. I should not have grieved at this, had it not been intimated by the author of Waverly [Sir Walter Scott], in an introduction to his novel of Peveril of the Peak, that he was himself the stout gentleman alluded to. I have ever since been importuned by questions and letters from gentlemen, and particularly from ladies without number, touching what I had seen of the Great Unknown. Now all this is extremely tantalising. It is like being congratulated on the high prize when one has drawn a blank; for I have just as great a desire as any one of the public to penetrate the mystery of that very singular personage, whose voice fills every corner of the world, without any one being able to tell from whence it comes."" A story related in which Sir Walter Scott, ""the Stout Gentleman,"" is either seen or not seen by the nervous gentleman: ""The features he had caught a glimpse of seem common to the whole race of stout gentlemen, and the Great Unknown remains as great an unknown as ever.""', '""Having premised these circumstances, I will now let the nervous gentleman proceed with his stories.--"']	['Middle']	['v.1']
379016	Tales of a traveller. By Geoffrey Crayon, Gent. [Epigraph.] In two volumes. Vol. I.	Irving, Washington	1824	['Table of contents']	['Contents of vol. II.']	['""Part II. (Continued.) Buckthorne and his friends."" Three titles listed.', '""Part III. The Italian banditti."" Eight titles listed.', '""Part IV. The money-diggers."" Five titles listed."']	['Front']	['v.2']
379016	Tales of a traveller. By Geoffrey Crayon, Gent. [Epigraph.] In two volumes. Vol. I.	Irving, Washington	1824	['Note']	['The following note was found appended to this passage, in the hand-writing of Mr. Knickerbocker :']	['Explanatory footnote in ""Wolfert Webber, or golden dreams"" (Part IV) on the divining rod [a forked branch or stick that is believed to indicate subterranean water or minerals by bending downward when held over a source].', 'Signed ""D. K."']	['Middle']	['v.2']
379016	Tales of a traveller. By Geoffrey Crayon, Gent. [Epigraph.] In two volumes. Vol. I.	Irving, Washington	1824	['Official note']	['Notice.']	['""Several spurious Works have issued from the press, alleged to be by the Author of the Sketch Book, but published without his knowledge or approbation. Among these is an incorrect Edition of Salmagundi [satirical periodical by Irving, James Kirke Paulding, and William Irving, Jr., attributed to ""Launcelot Langstaff, Esq., and others""], a work in which he was but partially concerned, and at a juvenile age. An edition of this work, revised and corrected, with several papers originally intended for it, but never published, is about to appear in America. The Author [a \'partially concerned\' Irving?] hopes he may be judged by such works as appear under his own sanction, and not by incorrect and adulterated editions, or by works with which he has had no concern."']	['Back']	['v.2']
379041	Pencil sketches; or outlines of character and manners. By Miss Leslie.	Leslie, Eliza	1833	['Copyright statement']		["Statement reads: Entered, according to Act of Congress, in the year 1833, by Carey, Lea & Blanchard, in the clerk's office of the district court for the eastern district of Pennsylvania."]	['Front']	
379041	Pencil sketches; or outlines of character and manners. By Miss Leslie.	Leslie, Eliza	1833	['Dedication']		['Dedication reads: ""To Miss Edgworth, as a tribute of gratitude, for the pleasure derived from the perusal of her inimitable works, so deservedly popular on both sides of the Atlantic, this volume is respectfully inscribed by the author. Philadelphia, April 24th, 1833."']	['Front']	
379041	Pencil sketches; or outlines of character and manners. By Miss Leslie.	Leslie, Eliza	1833	['Preface']	['Advertisement.']	['Full transcription: ""Circumstances, not necessary to mention, have induced the author to make a selection from her fugitive pieces (including a few in rhyme) and to offer them to her readers in a more compact and less perishable form than when dispersed through the periodicals in which they first appeared. She has carefully revised every article, and re-written two of them. Three of the stories being original, are now in print for the first time; and she flatters herself that the same indulgence will be extended to them as has been shown to those that have already passed the ordeal of public opinion."']	['Front']	
379041	Pencil sketches; or outlines of character and manners. By Miss Leslie.	Leslie, Eliza	1833	['Table of contents']	['Contents.']		['Front']	
379054	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. In two volumes. Vol. I.	Dunlap, William	1836	['Copyright statement']		['The copyright statement reads: ""Entered, according to the act of congress, in the year1836, by William Dunlap, in the clerk\'s office of the district court of the southern district of New-York."']	['Front']	['v.1', 'v.2']
379054	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. In two volumes. Vol. I.	Dunlap, William	1836	['Dedication']		['The dedication reads: ""Dedicated to all temperance societies."']	['Front']	['v.1']
379054	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. In two volumes. Vol. I.	Dunlap, William	1836	['Preface']	['Preface.']	['Embarks on the illocutionary act of declaring this work a novel: ""I profess to give my readers a novel. That is, something new. And I will give them something new; notwithstanding we are truly told that \'there is nothing new under the sun\' -- and it might be added, neither is the sun new.""', 'The author meditates on the idea that a literature can be ""new"", claiming that ""a novel is in its very nature a falsehood; yet if its author has the welfare of his fellow-creatures at heart, its substance and essence will be truth."" He ends the preface with the line, ""temperance facilitates thought."']	['Front']	['v.1']
379054	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. In two volumes. Vol. I.	Dunlap, William	1836	['Table of contents']	['Contents of vol. I.']		['Front']	['v.1']
379054	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. In two volumes. Vol. I.	Dunlap, William	1836	['Note']	['Note.']	['One footnote [p. 58, v.1] reads ""This incident is founded on fact.""', 'One of the footnotes, at the bottom of the last page of volume II, reads: ""To prevent any misapprehensions respecting Mr. Cooke\'s matrimonial affairs, be it remembered, that the fiction of a marriage with Miss Johnson must be dated 1790. In 1796 he was really married to Miss Daniels, from whom he was divorved in 1800. In 1808 he married Miss Lamb, who took refuge from him with her friends in March, 1809. In November, 1810, he arrived at New York, and on the 19th of June 1811, he married a lady of Baltimore, who faithfully nursed him until his death, in September, 1812."']	['Back']	['v.2']
379054	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. In two volumes. Vol. I.	Dunlap, William	1836	['Table of contents']	['Contents of vol. II.']		['Front']	['v.2']
379061	The select letters of Major Jack Downing, of the Downingville militia, away down east, in the state of Maine. Written by himself.	Smith, Seba	1834	['Copyright statement']		['""Entered, acocrding to Act of Congress in the year 1834, by R. Withington and H. Davis, int he clerk\'s office of the district court of the eastern district of Pennsylvania."']	['Front']	
379061	The select letters of Major Jack Downing, of the Downingville militia, away down east, in the state of Maine. Written by himself.	Smith, Seba	1834	['Preface']	['Prefase.']	['""Sum of the folks telld me that a prefase was of no use in this edishon of my letters, but I gues a book without a prefase is like a man without a head, and if a man wanted the head, every one knows what his boddy wud be wurth.', 'Explains publication process: ""This edishon has sum advantages over every other. It is selected with keer, and contains many important letters on the great consarns of the nashon, sent to the Portland Currier, and my friend Dwight of New York, and is, therefore, by far, the best Edishon yet publisht. I\'ve made the publisher print it so that it\'ll cum cheap, that in these hard times, every one may have a coppy without much expense.""', 'Signed ""Jack Downing, Downingville, Jan. 30, 1834.""', 'The phoneticization of Downing\'s dialect is much more marked here than it is in the letters"']	['Front']	
379061	The select letters of Major Jack Downing, of the Downingville militia, away down east, in the state of Maine. Written by himself.	Smith, Seba	1834	['Table of contents']	['Contents.']	['Brief summary appended to each letter heading; 71 letters listed']	['Front']	
379061	The select letters of Major Jack Downing, of the Downingville militia, away down east, in the state of Maine. Written by himself.	Smith, Seba	1834	['Note']		['Miscellaneous and infrequent footnotes']	['Middle']	
379082	The Crayon miscellany. By the author of The sketch book. No. 1. containing A tour on the prairies.	Irving, Washington,  d 1783-1859	1835	['Copyright statement']		["Statement reads: Entered according to an Act of Congress, in the year 1835, by Washington Irving, in the clerk's office of the southern district of New York.", 'Same copyright statement printed on verso of both title pages.']	['Front']	
379082	The Crayon miscellany. By the author of The sketch book. No. 1. containing A tour on the prairies.	Irving, Washington,  d 1783-1859	1835	['Preface']	['Advertisement.']	['First sentence reads: The ""Crayon miscellany"" will appear in numbers, from time to time, as circumstances may permit; and will contain scenes and sketches of life in American and Europe; together with such other themes, both real and imaginary, as may present themselves to the mind of the author."']	['Front']	
379082	The Crayon miscellany. By the author of The sketch book. No. 1. containing A tour on the prairies.	Irving, Washington,  d 1783-1859	1835	['Introduction']	['Introduction.']	['First sentence reads: ""As I saw the last blue line of my native land fade away, like a cloud in the horizon, it seemed as if I had closed one volume of the world and its concerns, and had time for meditation, before I opened another.""', 'In the introduction, the author describes how he left America for Europe but upon landing had a reversal of fortunes that left him with no choice but to find solace in his writing. He was a ""voluntary exile"" from America and his countrymen imputed him with disrespectful motives. He feared that he would know of no one, of nothing, of no place when he returned and upon his return, found ""the scenes of his youth gone to ruin and decay."" However, ""it had grown my recollection from its very prosperity...my friends, too, once clustered in neighboring contiguity, in a moderate community, now scattered widely asunder, over a splendid metropolis...and never did wanderer, after such an absence, experience such a greeting."" After his return, he toured around America for his own curiousity but now he puts his pen to paper because ""it has been supposed that I did it for the purpose of writing a book."" He ends by stating, ""Story! God bless you, I have none to tell, sir."']	['Front']	
379084		Sargent, Charles Lenox	1819	['Copyright statement']		['Registered September 13, 1819 by Charles L. Sargent of the district of Massachusets and authorized by clerk John W. Davis']	['Front']	
379084		Sargent, Charles Lenox	1819	['Preface']	['Preface.']	['Details how this memoir ""came into the hands of the publisher.""', 'First sentence reads: In offering the life of Alexander Smith, to the public, the publisher has nothing more in view, than gratifying still further the interest, already much excited, by the late accounts of captains Folger, Staines, and Pipon, from the Island of Pitcairn."']	['Front']	
379124	The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I.	Irving, Washington	1824	['Copyright statement']		['First sentence reads: Southern district of New-York, ss. Be it remembered, that on the fifteenth day of May, in the forty-third year of the Independence of the United States of America, C.S. Van Winkle, of the said district, hath deposited in this office the title of a book, the right where of he claims as proprietor, in the words following, to wit: ""The sketch book of Geoffrey Crayon, gent. No. I. \'I have no wife nor children, good or bad, to provide for. A mere spectator of other men\'s fortunes and adventures, and how they play their parts; which methinks are diversly presented unto me, as from a common theatre or scene.\'--Burton.""', 'Act of Congress is defined in copyright statement as act for the encouragement of learning by securing copies of intellectual property.', 'Clerk\'s name is Gilbert Livingston Thompson."']	['Front']	['v.1.', '.2.']
379124	The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I.	Irving, Washington	1824	['Table of contents']	['Contents of volume I.']		['Front']	['v.1.']
379124	The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I.	Irving, Washington	1824	['Table of contents']	['Contents of volume II.']		['Front']	['v.2']
379124	The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I.	Irving, Washington	1824	['Dedication']		['Dedication reads: ""To Sir Walter Scott, Bart. This work is dedicated, in testimony of the admiration and affection of the author."']	['Front']	['v.1.']
379124	The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I.	Irving, Washington	1824	['Advertisement']	['Advertisement to the first American edition.']	['First sentence reads: The following writings are published on experiment; should they please, they may be followed by others.', 'Preface states that author is ""unsettled in his abode, subject to interruptions, and has his share of cares and vicissitudes. He cannot, therefore, promise a regular plan, nor regular periods of publication."" He will be writing ""sometimes...of scenes before him, sometimes of others purely imaginary, and sometimes wandering back with his recollections to his native country."" Though he does not have time to write to perfection, ""should his writings,...with all his imperfections, be well received, he cannot conceal that it would be a source of purest gratification...it is the dearest wish of his heart to have a secure and cherished, though humble corner in the good opinions and kind feelings of his countrymen."']	['Front']	['v.1.']
379124	The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I.	Irving, Washington	1824	['Advertisement']	['Advertisement to the first English edition.']	['First sentence reads: The following desultory papers are part of a series written in this country, but published in America.', 'The author states that his papers were published in America and may only be interesting in the eyes of American readers. ""He has, however, observed several of them from time to time inserted in periodical works of merit, and has understood, that it was probable they would be re-published in a collective form."" He wishes that if his story be ""deemed of sufficient importance to attract the attention of critics, he solicits for them that courtesy and candour which a stranger has some right to claim who presents himself at the threshold of a hospitable nation"" even though British critics treat American writings with austerity."']	['Front']	['v.1.']
379124	The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I.	Irving, Washington	1824	['About the author']	["The author's account of himself."]	['Includes epigraph from Euphues by John Lyly: ""I am of this mind with Homer, that as the snaile that crept out of her shel was turned eftsoones into a toad, and thereby was forces to make a stoole to sit on; so the traveller that stragleth from his owne country is in a short time transformed into so monstrous a shape, that he is faine to alter his mansion with his manners, and to live where he can, not where he would.""', 'First sentence reads: I was always fond of visiting new scenes, and observing strange characters and manners.', 'Author notes how he had always been fascinated by traveling, even sauntering around his native city when he was young. He rambled about his own country and had he ""been merely a lover of fine scenery [he] should have felt little desire to seek elsewhere for its gratification...for on no country [than America] have the charms of nature been more prodigally lavished. But Europe held forth all the charms of storied and poetical association."']	['Front']	['v.1.']
379124	The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I.	Irving, Washington	1824	['Note']		['Footnotes interspersed throughout stories, noted by astericks.']	['Middle']	['v.1.', 'v.2.']
379124	The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I.	Irving, Washington	1824	['Preface']		['Preface to story Rip Van Winkle', 'First sentence reads: The following tale was found among the papers of the late Diedrich Knickerbocker, an old gentleman of New-York, who was very curious in the Dutch history of the province, and the manners of the descendants from its primitive settlers.', 'Preface describes Diedrich Knickerbocker\'s work, stating that he studied Dutch history through folklore. His stories are said to be ""admitted into all historical collections, as a book of unquestionable authority."" Preface ends with sentiment that D.K\'s memory is still ""held dear among many folk, whose good opinion is well worth having; particularly certain bisquit bakers, who have gone so far as to imprint his likeness on their new year cakes, and have thus given him a chance for immortality, almost equal to being stamped on a Waterloo medal, or a Queen Anne\'s farthing."']	['Middle']	['.1.']
379124	The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I.	Irving, Washington	1824	['Official note']	['Note.']	['First sentence reads: The foregoing tale, one would suspect, had been suggested to Mr. Knickerbocker by a little German superstition about the Emperor Frederick der Rothbart and the Kypphauser mountain; the subjoined note, however, which he had appended to the tale, shows that it is an absolute fact, narrated with his usual fidelity.""', 'Basically the note states that ""the story...is beyond the possibility of doubt."']	['Middle']	['v.1.']
379124	The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I.	Irving, Washington	1824	['Note']		['Note between ""Christmas"" segment and ""Little britain"": ""The following modicum of local history was lately put into my hands by an odd-looking gnetleman [...] I confess that I was a little dubious at first, whether it was not one of those apocryphal tales [...] On making proper inquiries, however, I have received the most satisfactory assurances of the author\'s probity [...]"']	['Middle']	['v.2']
379124	The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I.	Irving, Washington	1824	['Postscript']	['Postscript, found in the handwriting of Mr. Knickerbocker.']	['Postscript to The legend of sleepy hollow.', 'First sentence reads: The preceding tale is given, almost in the precise words in which I heart it related at a corporation meeting of the ancient city of the Manhattoes, at which were present many of its sagest and most illustrious burghers.', 'Postscript tells of a grave old man who asks the narrator of the story what the moral of the story was. The narrator answers back, ""That there is no situation in life but has its disadvantages and pleasures, provided we will but take a joke as we find it: That, therefore, he that runs races with goblin troppers, is likely to have rough riding of it: Ergo, for a country schoolmaster to be refused the hand of a Dutch heiress, is a certain step to high preferment in the state."" The old man accepts but still casts doubt on one or two points, at which point the narrator replies, ""as to that matter, I don\'t believe one half of it myself."']	['Back']	['v.2.']
379124	The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I.	Irving, Washington	1824	['Conclusion']	["L'Envoy."]	['First sentence reads: In concluding a second volume of the Sketch book, the author cannot but express his deep sense of the indulgence with which his first has been received, and of the liberal disposition that has been evinced to treat him with kindness as a stranger.', 'The author notes that though he has recieved many bits and pieces of advice from various readers about how/what to write about in his second volume. He found himself in a stand still until he realized ""that his work being miscellaneous, and written for different humours, it could not be expected that any one would be pleased with the whole; but that if it should contain something to suit each reader, his end would be completely answered."" He ends by stating that he is again dumbfounded by the good will of his readers and the reception that he has received from them."']	['Back']	['v.2.']
379125	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. [Epigraph] In two volumes. Vol. I.	Dunlap, William	1836	['Copyright statement']		['The copyright statement reads: ""Entered, according to the act of congress, in the year 1836, by William Dunlap, in the clerk\'s office of the district court of the southern district of New-York."']	['Front']	['v.1', 'v.2']
379125	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. [Epigraph] In two volumes. Vol. I.	Dunlap, William	1836	['Dedication']		['Full transcription: ""Dedicated to all temperance societies."']	['Front']	['v.1']
379125	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. [Epigraph] In two volumes. Vol. I.	Dunlap, William	1836	['Preface']	['Preface.']	['Embarks on the illocutionary act of declaring this work a novel: ""I profess to give my readers a novel. That is, something new. And I will give them something new; notwithstanding we are truly told that \'there is nothing new under the sun\' -- and it might be added, neither is the sun new.""', 'The author meditates on the idea that a literature can be ""new"", claiming that ""a novel is in its very nature a falsehood; yet if its author has the welfare of his fellow-creatures at heart, its substance and essence will be truth."" He ends the preface with the line, ""temperance facilitates thought."']	['Front']	['v.1']
379125	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. [Epigraph] In two volumes. Vol. I.	Dunlap, William	1836	['Table of contents']	['Contents of vol. I.']	['Lists the names and page numbers of the chapters.']	['Front']	['v.1']
379125	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. [Epigraph] In two volumes. Vol. I.	Dunlap, William	1836	['Note']	['Note.']	['One footnote [p. 58, v.1] reads ""This incident is founded on fact.""', 'One of the footnotes, at the bottom of the last page of volume II, reads: ""To prevent any misapprehensions respecting Mr. Cooke\'s matrimonial affairs, be it remembered, that the fiction of a marriage with Miss Johnson must be dated 1790. In 1796 he was really married to Miss Daniels, from whom he was divorved in 1800. In 1808 he married Miss Lamb, who took refuge from him with her friends in March, 1809. In November, 1810, he arrived at New York, and on the 19th of June 1811, he married a lady of Baltimore, who faithfully nursed him until his death, in September, 1812."']	['Back']	['v.2']
379125	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. [Epigraph] In two volumes. Vol. I.	Dunlap, William	1836	['Table of contents']	['Contents of vol. II.']	['Lists the names and page numbers of the chapters.']	['Front']	['v.2']
379150	The spy ; a tale of the neutral ground. [Epigraph.] By the author of ""Precaution."" In two volumes. Vol. I.	Cooper, James Fenimore	1824	['Copyright statement']	['Southern District of New-York, ss.']	['""Be it remembered, That on the seventh day of September, in the forty-sixth year of the Independence of the United States of America, Wiley & Halsted, of the said District, have deposited in this Office the title of a Book, the right whereof they claim as proprietors, in the words following, to wit: --- The Spy, a Tale of the Neutral Ground. --- \'Breathes there a man, with soul so dead, --- Who never himself hath said, --- This is my own, my native land.--\' --- By the author of \' Precaution.\' In two volumes. --- In conformity to the Act of Congress of the United States, entitled, \' An Act for the encouragement of learning, by securing the copies of maps, charts, and books, to the authors and proprietors of such copies, during the time therein mentioned ;\' And also to an Act, entitled, \' An Act, supplementary to an Act, entitled, an Act for the encouragement of learning, by securing copies of maps, charts, and books, to the authors and proprietors of such copies, during the times therein mentioned, and extending the benefits thereof to the arts of designing, engraving, and etching historical and other prints.\' --- James Dill, --- Clerk of the Southern District of New-York."']	['Front']	['v.1', 'v.2']
379150	The spy ; a tale of the neutral ground. [Epigraph.] By the author of ""Precaution."" In two volumes. Vol. I.	Cooper, James Fenimore	1824	['Letter']	['To James Aitchison.']	['""There are those who are anxious to interpret some of the incidents in this fiction, to the disadvantage of the British character. To you, who know my private sentiments on all subjects, it will be unnecessary to say, that national illiberality is not among my foibles....I think the book itself is my justification on this point. If there be any individual criminality portrayed, that is not to be traced to the faults of our common nature, under the operation of peculiar circumstances, I am not conscious of it.""', 'Signed "" ----- -----."']	['Front']	['v.1']
379150	The spy ; a tale of the neutral ground. [Epigraph.] By the author of ""Precaution."" In two volumes. Vol. I.	Cooper, James Fenimore	1824	['Preface']	['Preface to the third edition.']	['Responds to prior reception of work: ""We are told by the Booksellers, that the public is pleased with the tale, and we take this occasion to say, that we are delighted with the public. We hope that this reciprocity of good-will may continue.""', 'Adopts an American exceptionalist rhetoric as a way of situating the work as having presented uniquely challenging expectations for composition: ""Common sense is the characteristic of the American people; it is the foundation of their institutions; it pervades society, bringing the high and the low near to each other; it tempers our religion, yielding that indulgence to each other\'s weakness, which should follow the mandates of God; it wears down the asperities of character--but it ruins the beau ideal. The difficulty is only increased in works of fiction that are founded on the customs of America, when a writer attempts to graft the scions of the imagination, on the stock of history....Besides the familiarity of the subject, there is a scarcity of events, and a poverty in the accompaniments, that drives an author from the undertaking in despair....In short, all that glow, which can be given to a tale, through the aid of obscure legends, artificial distinctions, and images connected with the association of the ideas is not attainable in this land of facts. Man is not the same creature here as in other countries. He is more fettered by reason and less by laws, than in any other section of the globe; consequently, while he enjoys a greater political liberty, he is under a greater moral restraint than his European brother.""', 'Relations with booksellers have made for further disadvantages; however, given the positive reception of the work, such facts are presented not ""with a view to disarm criticism"" but ""by way of apology."']	['Front']	['v.1']
379157	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant. By H. H Brackenridge.	Brackenridge, H. H	1825	['Introduction']	['Introduction.']	['An authorial voice explains the particularly ""simple"" language of this monograph: ""It has been a question for some time past, what would be the best means to fix the English language. [...] For certainly, it is much more conductive to this end, to place efore the eyes what is good writing, than to suggest it to the ear, which may forget in a short time all that has been said. It is for this reason, that I have undertaken this work; and that it may attain the end the more perfectly, I shall consider language only, not in the least regarding the matter of the work...""', '""One thing at once, is the best maxim that ever came into the mind of man.""', 'Resists criticism: ""It will be needless for me to say anything about the critics; for as this work is intended as a model or rule of good writing, it cannot be the subject of criticism. [...] I have no objections, therefore, to any praise that may be given to this work; but to censure or blame must appear absurd; because it cannot be doubted but that it will perfectly answer the end proposed.""', 'Lays claim to the purpose of this monograph and how it will formally achieve these ends: ""Being a book without thought, or the smallest degree of sense, it will be useful to young minds, not fatiguing their understandings, and easily introduction a love of reading and study."']	['Front.']	['v.1']
379157	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant. By H. H Brackenridge.	Brackenridge, H. H	1825	['Postscript']	['Postscript.']	['""The preceding pages were written several years ago ;  during which time the Captain has continued his travels : and having been favoured with his journal, I have occasionally made extracts, and put them in the form of a continued history.""', '""The English language is undoubtedly written better in America than in England, especially since the time of that literary dunce, Samuel Johnson, who was totally destitute of taste for the vrai naturalle, or simplicity of nature.""', '""I am quite out of patience with this postscript. I have written it, the Printer [M\'Culloch] informing me that he had a few pages of the last sheet to fill, which must be left blank unless I had something more...""', 'Various ramblings on the decaying states of literatures."']	['Middle']	['v.1']
379157	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant. By H. H Brackenridge.	Brackenridge, H. H	1825	['Sermon']	['The sermon. Prov. viii, 33.  Hear instruction and be wise, and refuse it not.']	['""Insisting on these words, I shall inquire, 1st. Whence it is that men are averse to instruction.  2nd. The misfortune of this disposition.  Lastly, Conclude with inferences from the subject.""', 'Section presents itself as metafiction within the narrative (writing); presents itself as paratext through the layout of its heading (printing)."']	['Middle']	['v.1']
379157	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant. By H. H Brackenridge.	Brackenridge, H. H	1825	['Sermon']	['Sermon.']	['""The first man that we read of, was Adam, and the first woman Eve...""', 'A sermon in response to the previous sermon. Presents itself as both metafiction and paratext (see previous 520 note re paratextual sermon)."']	['Middle']	['v.1']
379157	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant. By H. H Brackenridge.	Brackenridge, H. H	1825	['Oration']	['The oration.']	['""Massa shentima--I be cash crab in de Wye river : found ting in de mud...""', 'Presents itself as both metafiction and paratext (see other 520 notes)."']	['Middle']	['v.1']
379157	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant. By H. H Brackenridge.	Brackenridge, H. H	1825	['Postscript']	['Postscript.']	['""It is well for men in office, that my pen has taken this turn ; and that I employ myself in writing harmless nonsense, rather than strictures on their conduct[.]""', 'A note on the U.S. government. The author admits, ""I do not know that I have any thing to say."']	['Back']	['v.1']
379157	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant. By H. H Brackenridge.	Brackenridge, H. H	1825	['Introduction']	['Introduction.']	['""Proceeding with my object : the giving an example of a perfect stile in writing, I come now to the second volume of the work.""', 'Abruptly cuts itself off at 12th paragraph: ""But this will suffice for an introduction. I proceed to the body of the work."']	['Front']	['v.2']
379157	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant. By H. H Brackenridge.	Brackenridge, H. H	1825	['Appendix']	['Appendix.']	['""In looking over what is written, it strikes me that by introducing Teague to the levee, I may be thought to mean a burlesque on the President. It is not so ; I meant a burlesque on Teague.""', 'A much abbreviated combination of v.3 Appendix and Conclusion of 1792 ed."']	['Middle']	['v.2']
379183	A chronicle of the conquest of Granada. By Fray Antonio Agapida. In two volumes. Vol. I.	Irving, Washington	1829	['Copyright statement']	['Southern District of New-York, to wit :']	['""Be it remembered, That on the sixth day of March, in the fifty-third year of the Independence of the United States of America, A. D. 1829, Washington Irving, of the said district, have deposited in this office the title of a Book, the right whereof he claims as author, in the words following, to wit: --- \' A Chronicle of the Conquest of Granada. By Fray Antonio Agapida. In two volumes.\' --- In conformity to the Act of Congress of the United States, entitled, \' An Act for the encouragement of Learning, by securing the copies of Maps, Charts, and Books, to the Authors and Proprietors of such copies, during the time therein mentioned.\' And also to the Act, entitled, \' An Act supplementary to an Act, entitled, "" An Act for the Encouragement of Learning, by securing copies of Maps, Charts, and Books, to the Authors and Proprietors of such copies, during the times therein mentioned,"" and extending the benefits thereof to the arts of designing, engraving, and etching historical and other prints.\' --- F. I. Betts, Clerk of the Southern District of New-York."']	['Front']	['v.1', 'v.2']
379183	A chronicle of the conquest of Granada. By Fray Antonio Agapida. In two volumes. Vol. I.	Irving, Washington	1829	['Table of contents']	['Contents of vol. I.']	['Lists chapter subtitles. 45 chapters listed, plus Introduction.']	['Front']	['v.1']
