id	title	author	date	a	b	x	v
376220	Edgar Huntly; or, memoirs of a sleep-walker. To which is annexed, The death of Cicero, a fragment. By the author of Arthur Mervyn, Wieland, Ormond, &c. Vol. III.		1799	["Geo. DcBenniv[illegible] Purchas'd at Auction July the 17th 1802"]	['Ink']	['On verso of front flyleaf']	['v.3']
376395	Calavar; or, the knight of the conquest: a romance of Mexico. [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1834	['by Dr. Bird']	['Pencil']	['Title page; authorship claim.']	['v.2']
376396	The hawks of hawk-hollow. A tradition of Pennsylvania. By the author of ""calavar,"" and ""the infidel."" [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1835	['Robert Montgomery Bird']	['Pencil']	['Title page; authorship claim.']	['v.1']
376580	The infidel; or the fall of Mexico. A romance. By the author of ""Calavar."" [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1835	['Ink']	['Numbers']	['Inside back cover.']	['v.2']
376788	The adventures of Robin Day. By the author of ""Calavar,"" ""Nick of the Woods,"" &c. [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1839	['Dr. Bird.']	['Pencil']	['Title page.']	['v.1']
377334	Adventures in a Castle. An original story, written by a citizen of Philadelphia.		1806	['Charles Wallace Brooke. May 20th 1826']	['Ink']	['Title page']	
377351		Bradbury, Osgood	1844	['12 3 37 5 3 3.37 .62 .25/ 12.61 1']	['Pencil']	['Mathematical equation at end of book']	
377362	Modern chivalry: containing the adventures of a captain, and Teague O'Regan, his servant. By H. H. Brackenridge. [Epigraph] Volume I.	Brackenridge, H. H	1808	['D Rod[illegible]']	['Ink']	['On first page of Introduction']	['v.1']
377404	The hawks of Hawk-Hollow. A tradition of Pennsylvania. By the author of ""Calavar,"" and ""The Infidel."" [Epigraph.] In two volumes. Vol. I.	Bird, Robert Montgomery	1835	['Hiram Claff Daohertes [hard to make out, name could be slightly different]']	['Ink']	['Name written on verso opposite front cover.']	['v.1', 'v.2']
377661	The spiritual voyage, performed in the ship Convert, under the command of Captain Godly-Fear, to the Haven of Felicity, on the continent of Glory. An allegory. By Edmund Botsford, A. M. Pastor of the Baptist Church in Georgetown, S.C.	Botsford, Edmund	1819	['R. W Elivce Jany 13 1820']	['Ink']	['On p. 3']	
377728	Adsonville: or marrying out. A narrative tale	Hull, Edward	1824	['March 15, 1846']	['Pencil']	['On verso of p. 285', 'Appears to be written in a contemporary hand']	
377782	The two merchants; or, solvent and insolvent. By T. S. Arthur, author of ""Six  Nights with the Washingtonians,"" ""Insubordination,"" ""Tired of Housekeeping,"" ""Temperance Tales,"" &c. &c.	Arthur, T. S	1843	['Eakins. Salem S. J.']	['Ink']	['On first page of text']	
377783	The maiden: a story for my young countrywomen. By T. S. Arthur, author of ""Sweethearts and Wives,"" ""Lovers and Husbands,"" ""Married and SIngle,"" &c.	Arthur, T. S	1845	['To, Miss Anna Brier from her Aunt Jen Eych Jan 1st 1846']	['Ink']		
377794	The foresters, an American tale: being a sequal to the History of John Bull the Clotheir. In a series of letters to friend	Belknap, Jeremy	1831	['M Beake']	['Ink']	['On recto of front flyleaf', 'Ink is pink']	
377800		Arthur, T. S	1845	['Offert à Mademoiselle S. Butler [après?] douze semaines d’excellence en anglais L. [Reichard?] Mars 7 1846.']	['Ink']	['French: ""Given to Miss S. Butler after twelve weeks of excellence in English. L. [Reichard?] March 7, 1946"']	
377806	The foresters, an American tale : being a sequel to the history of John Bull the clothier. In a series of letters to a friend. Published according to act of Congress. The second edition, revised and considerably enlarged.	Belknap, Jeremy	1796	['by Jeremy Belknap [illegible]']	['Pencil']	['Title page']	
377849	Wieland; or the transformation. An American tale. [Epigraph] Copy-right secured.	Brown, Charles Brockden	1798	['By Chas. Brockden Brown.']	['Pencil']	['Title page']	
377906	Edgar huntly ; or, memoirs of a sleep-walker. By the author of Arthur Mervyn, Weiland,--Ormond, &c. Vol. I.	Brown, Charles Brockden	1799	['[illegible]']	['Ink']	['Title page; probably a name']	['v.1', 'v.2', 'v.3']
378217	Clara Howard ; in a series of letters. By the author of Wieland, Ormond, Arthur Mervyn, Edgar Huntly, &c.	Brown, Charles Brockden	1801	['briefly Charles Brockden Brown']	['Ink']	['Title page']	
378280	The foresters, an American tale : being a sequel to the history of John Bull the clothier. In a series of letters to a friend.	Belknap, Jeremy	1792	['This Book belongs to Franklin Library No. 235. This book belongs to Franklin Library']	['Ink']		
378310	Keeping up appearances ; or, a tale for the rich and poor. By T. S. Arthur, author of ""Sweethearts and wives,"" ""Lovers and husbands,"" and ""Married and single."" Second edition.	Arthur, T. S	1847	['Miss Anna F. Burr from her freind [sic] S. P.']	['Ink']	['On recto of second front free endpaper', 'Hand and ink are different from other inscription']	
378334	Riches have wings; or, a tale for the rich and poor. By T. S. Arthur. Author of ""Keeping up appearances,"" the ""Young music teacher,"" ""Lady at home,"" etc.	Arthur, T. S	1847	['For Miss Mary H Taylor from her Cousin Tillie.']	['Ink']	['On recto of front free endpaper']	
378367	Married and single ; or, marriage and celibacy contrasted, in a series of domestic pictures. By T. S. Arthur, author of ""sweethearts and wives,"" ""lovers and husbands,"" &c., &c.	Arthur, T. S	1848	['C. G. Sower']	['Ink']		
378745	A history of New York, from the beginning of the world to the end of the Dutch dynasty. Containing among many surprising and curious matters, the unutterable ponderings of Walter the doubter, the disastrous projects of William the testy, and the chivalric achievements of Peter the headstrong, the three Dutch governors of New Amsterdam; being the only authentic history of the times that ever hath been, or ever will be published. By Diedrich Knickerbocker. [Epigraph.] In two volumes. Vol. I.	Irving, Washington	1809	['M W Walker 1830']	['Ink']	['Title page']	['v.2']
378748	Charlotte Temple. A tale of truth. [Epigraph] By Mrs. Rowson.	Rowson, Susanna Haswell	1816	['Alice H Goodwin Her Book March 1 1839']	['Pencil']	['On recto of rear free endpaper']	
378819		Foster, Hannah Webster	1828	['Miss Annie Clark']	['Pencil']	['On recto of front free endpaper, amidst a lot of scribbles']	
378880	Recollections of a housekeeper. By Mrs. Clarissa Packard.	Gilman, Caroline Howard	1834	['S. Porcher Gaillars Sumter']	['Ink']	['On recto of front free endpaper']	
378959	The sketch book of Geoffrey Crayon, gent. No. I. [epigraph]	Irving, Washington	1819	['Sally Annill 1 Mo 1. 182']	['Ink']	['On section titlepage of book No. 5']	
379054	Thirty years ago; or the memoirs of a water drinker. By the author of Memoirs of George Frederick Cooke; Biography of Charles Brockden Brown; History of the American theatre; and History of the rise and progress of the arts of design in the United States. In two volumes. Vol. I.	Dunlap, William	1836	['B. H. Spaulding Boston']	['Ink']	['On recto of front free endpaper']	['v.1', 'v.2']
379061	The select letters of Major Jack Downing, of the Downingville militia, away down east, in the state of Maine. Written by himself.	Smith, Seba	1834	['M. B. Sutz. Phila. Penna. Major Jack Downing Augt 18th 1839. Plaching Works le Pa (?).']	['Ink']		
379124	The sketch book of Geoffrey Crayon, gent. [epigraph] Fourth American edition. In two volumes. Vol. I.	Irving, Washington	1824	['Lynch']	['Pencil']	['On full work titlepage']	['v.1.']
379183	A chronicle of the conquest of Granada. By Fray Antonio Agapida. In two volumes. Vol. I.	Irving, Washington	1829	['R. F. F. [illegible]']	['Ink']	['Inside front jacket']	['v.1', 'v.2']
379185	The Alhambra: a series of tales and sketches of the  Moors and Spaniards. By the author of The sketch book. In two volumes. Vol. I.	Irving, Washington	1832	['Sidney A. Jewett']	['Ink']	['On full volume title page']	['v.1']
379297	Pioneers, or the sources of the Susquehanna: a descriptive tale. By the author of ""Precaution."" In two volumes. Vol. I.	Cooper, James Fenimore	1825	['Illegible']	['Pencil']	['Pears on the second page of the text under D. A. Lynch']	
379626	The invisibe [sic] spy. By Explorabilis. In two volumes, vol. I. A new edition.	Haywood, Eliza Fowler	1773	['My friends and the publick may depend on my judgment in this matter as [illegible] please.']	['Ink']	['On rear pastedown', 'In different ink and hand from ""Egan"" inscription"']	['v.2']
379858	The pirates of Cape Ann; or the freebooter's foe. A tale of land and water. [illus. w/ caption]. By Charles E. Averill, Author of The secret service ship, The wreckers, etc.,etc.,etc.	Averill, Charles E	1848	['Javny Roberts']	['Pencil']	['On verso of title page']	
380237	The belle of the bowery.	Bradbury, Osgood	1849	['[Bradbury, Osgood] (1849) 2nd ed.']	['Pencil']	['On titlepage, filling in extra information.']	
380249	Riches have wings; or, a tale for the rich and poor. By T. S. Arthur. Author of ""Keeping up appearances,"" the ""Young music teacher,"" ""Lady at home,"" etc.	Arthur, T. S	1849	['Presented to Horatio G. Bradbury by a friend, L. P. Keen North Paris Sept. 20th 1850']	['Pencil']	['On recto of front free endpaper']	
380526	Plays prose and poetry. By Charlotte M. S. Barnes.	Barnes, Charlotte Mary Sanford	1848	['Presented to the Library Co of Philadelphia with the aspects of the Authoress ChrlotteUSCormer 1854']	['Ink']	['Front free-end paper']	
380552	The history and adventures of Don Alphonso Blas de Lirias, son of Gil Blas of Santillane: translated from the Spanish original.		1741	['E Libris C: Yarburg']	['Ink']	['On recto of front free endpaper']	
427894	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume V.	Fielding, Henry	1814	['Nathan A. Potts']	['Ink']	['On full volume title page']	['v.5']
428064	The Works of Henry Fielding, Esq. With an essay on his life and genius, by Arthur Murphy, Esq. A New Edition, in Fourteen Volumes. Volume VIII.	Fielding, Henry	1815	['N. R. Potts']	['Ink']	['On full title page']	['v.8']
440192	The cry: a new dramatic fable. In two volumes. Vol. I. 	Fielding, Sarah	1754	['Ja. Nugent']	['Ink']		['v.1 & 2']
440194	The devil upon crutches in England. or. Night-scenes in London. A satirical work. Written upon the plan of the celebrated Diable Boiteux of Monsieur Le Sage. In two parts. By a gentleman of oxford. 	Gentleman of Oxford	1759	['William Todd']	['Ink']		
440195	The travels of Mr. Drake Morris, merchant in London. Containing his sufferings and distresses in several voyages at sea. Written by himself. 	Morris, Drake	1755	['William Barnett Wotton May 1821, William']	['Ink']	['Appears on the front paste-down.  Second William in different ink.']	
440198	Emily: or, the history of a natural daughter. In two volumes. Vol I. 	Author of Emily	1756	['Rob:t Griffiths his book 1759']	['Ink']	['v.2']	["Appears on the half title page and titles page. A Griffiths also appears on the subscribers' list"]
440199	The memoirs of Fidelio and Harriot: wherein the contrast between virtue and vice is fully exhibited from a real fact, transacted in the year 1720. The third edition. 		1756	["W. Chafy, St. John's, Camb: 1766"]	['Ink']	['Appears on title page.']	
440200	The fortunate villager: or, memoirs of Sir Andrew Thompson. In two volumes. Vol. I. 	Bannac, Adolphus	1750	['JW']	['Ink']	['Front Fly Leaf']	['v.1']
440203	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. The fifth edition, corrected. 	Swift, Jonathan	1751	['C.H. Whitehurst. [illeg.]']	['Ink']	['Appears on title page.']	
440204	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. The sixth edition, corrected. 	Swift, Jonathan	1751	['Tho.s Tomkins']	['Ink']	['Thomas Tomkins']	
440205	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. The sixth edition, corrected. 	Swift, Jonathan	1751	['12 Vol. J Haule']	['Ink']	['Could also be read as Kaule']	
440206	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. The sixth edition, corrected. 	Swift, Jonathan	1751	['12 Vol. J Haule']	['Ink']	['Could also be read as Kaule']	
440207	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. Vol. I. 	Swift, Jonathan	1752	['George Eland 1890.']	['Ink']	['Appears on the front fly leafs of both volumes.']	['v.1, v.2']
440208	The history of Henry Dumont, Esq., and Miss Charlotte Evelyn :consisting of variety of entertaining characters, and very interesting subjects; with some critical remarks on comick actors. By Mrs Charke.	Charke, Charlotte	1756	['Mary Ann [illeg. Plum?] June 18th 1814']	['Ink']	['Appears on front pastedown']	
440209	Illustrations of lying, in all its branches.  By Amelia Opie.  In two volumes.  Vol I	Opie, Amelia	1825	['[Sedley Sandys?] 1833']	['Ink']	['Front matter in both volumes.  1833 underlined']	['v.1, v.2']
440210	The history of my own life: Being an account of many of the severest trials imposed by an implacable father, upon the most affectionate pair that ever entered the marriage state. In two volumes. Vol. I. 		1756	['Robt Bunny']	['Ink']	['Appears on the title page on both volumes']	['v.1, v.2']
440212	The adventures of Jerry Buck.By Mr. John Slade.	Slade, John	1754	['John Cradock--- his book --- April 17, 1782']	['Ink']		
440216	The history of Jemmy and Jenny Jessamy. In three volumes. Vol. I. By the author of The History of Betsy Thoughtless.	Haywood, Eliza Fowler	1753	['Teresa Charlton her books May 1753']	['Ink']	['Appears on title page']	['v.2']
440227	Lydia, or filial piety. A novel. By the author of The Marriage-Act, a novel. And letters on the English nation. Vol. I. 	Shebbeare, John	1755	['JK']	['Ink']	['v.4']	
440230	The man of feeling.  A new edition.	Mackenzie, Henry	1800	['[N] Roberts 1804']	['Ink']	['Inscription appears on the recto of the first front flyleaf.']	
440231	The fortunate country maid. Being the entertaining memoirs of the present celebrated Marchioness of L---- V----: Who, from a cottage, through a great variety of diverting adventures, became a lady of the first quality in the court of France, by her stready adherence to the principles of virtue and honour. Wherin are display'd the various and vile artifices employ'd by men of intrigue for seducing young women. With suitable reflections. From the French of Chevalier de Mouhy. Vol. II. The Fifth Edition. Corrected. 	Mouhy, Charles de Fieux	1758	['H. Lawrence']	['Ink']	['Appears at the top of the title page.']	['v.2']
440236	Memoirs of an Oxford scholar. Containing, his amour with the beautiful Miss L-, of Essex; and interspers'd with several entertaining incidents. Written by himself.		1756	['George Clarke [all scribbled out]']	['Ink']	['Top of last page of advertisement']	
440237	The History of Polly Willis, an orphan.		1755	['[illeg.]']	['Ink']	['The first flyleaf includes some scratched out information as well as an illegible signature.']	
440238	The prater. By Nicholas Babble, Esq. The second edition, corrected and improved by the author. 		1752	['J o in a [illegible]']	['Pencil']	['Front Fly leaf']	
440241	Reflections on ancient and modern history. 	Hampton, James	1746	['Darcell Crabb']	['Ink']		
440242	The history of Sir Roger and his son Joe: in two volumes. Vol. I		1757	['Logy almond']	['Ink']	['Appears on front pastedown']	['v.1']
440244	The theatre of love: a collection of novels, (none of which were ever printed before).		1759	['Illeg.']	['Ink']	['Appears above text on first half title page.']	
440247	The widow of the wood. Being an authentic narrative of a late remarkable transaction in Staffordshire. 	Victor, Benjamin	1769	['B']	['Ink']	['A cursive B appears on the second flyleaf.']	
440251	The widow of the wood. 	Victor, Benjamin	1755	['[Victor (Benjamin)]. First Edition.']	['Pencil']	['Appears on the first flyleaf.']	
440253	Letters on several occasions, by the late Sir William Freeman.  To which some account of the author is prefixed.	Freeman, William	1757	['Mrs. [illeg] M  Sanford Cook 1803']	['Ink']	['Facing back pastedown']	
440254	The travels of Zoroaster, king of the Bactrians. Composed chiefly for the instruction of a young prince. Vol. I. 		1753	['John Gibbons']	['Ink']	['Front fly leaf of each volume.']	['v.3']
440255	Admonitions from the dead, in epistles to the living; addressed by certain spirits of both sexes, to their friends or enemies on earth, with a view either to condemn or justify their conduct while alive; and to promote the cause of religion and moral virtue. The second edition.		1754	['[Illeg.]']	['Ink']	['Top right of full title page; above Palmer inscription']	
440261	The Card. Vol. I. 	Kidgell, John	1755	['Elizabeth Jones']	['Ink']	['v. 1']	['Appears on second flyleaf']
440266	A narrative of the life of Mrs. Charlotte Charke, (youngest daughter of Colley Cibber, esq.) containing, I. An account of her birth, education, and mad pranks committed in her youth. II. Her coming on the stage; success there; and sundry theatrical anecdotes. III. Her marriage to Mr. Charke, and its consequences. IV. Her adventures in mens cloaths, going by the name of Mr. Brown, and being belov'd by a lady of great fortune, who intended to marry her. V. Her being gentleman to a certain peer. VI. Her commencing strolling- player; with various and surprizing vicissitudes of fortune, during nine years peregrination. VII. Her turning pastry cook, &c. in Wales, with several extremely humourous and interesting occurences. Written by herself. 	Charke, Charlotte	1755	['[illeg.] Hayden Dublin [illeg.] 1884']	['Ink']	['Front flyleaf']	
440267	A narrative of the life of Mrs. Charlotte Charke, (youngest daughter of Colley Cibber, Esq;) containing, I. An account of her birth, education, and mad pranks committed in her youth. II. Her coming on the stage; Success there; and sundry theatrical anecdotes. III. Her marriage to Mr. Charke, and its consequences. IV. Her adventures in mens cloaths, going by the name of Mr. Brown, and being belov'd by a lady of great fortune, who intended to marry her. V. Her being gentleman to a certain peer. VI. Her commencing strolling - player; with various and surprizing vicissitudes of fortune, during nine years peregrination. VII. Her turning pastry cook, &c. in Wales. With several extremely humourous and interesting occurrences. Written by herself. 	Charke, Charlotte	1755	['John C. Mendenhall May 31. 1927']	['Ink']	['Front fly leaf']	
440268	Chiron: or, the mental optician. Vol. I.	Caraccioli, Charles	1758	['O[illeg]']	['Ink']	['Title pages']	['v.1, v.2']
440269	Chit-chat: or, natural characters; and the manners of real life, represented in a series of interesting adventures. In two volumes. Vol. I.	Collet, John	1755	['M. A. [illeg]']	['Ink']	['Appears on the first flyleaf of v. 1.']	['v.2']
440273	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. The fifth edition, corrected.	Swift, Jonathan	1751	['C.H. Whitehurst. [illeg.]']	['Ink']	['Appears on title page.']	
440293	The prince of Abissinia. A tale. By Samuel Johnson, LL.D. The two volumes complete in one. Volume the first.	Johnson, Samuel	1791	['J.E. Gran[ey?]']	['Pencil']	['Front pastedown']	
440296	An antidote to the miseries of human life: in the history of the widow Placid and her daughter Rachael. The first American, from the second London, Edition. 	Corp, Harriet	1808	['Joshua Green [property return?]']	['Pencil']		
440301	The adventures of Ferdinand Count Fathom. By the author of Roderick Random. In two volumes. Vol. I.	Smollet, Tobias	1753	['Henry H. Bonnell']	['Ink']	['Inscription appears on the verso of the back flyleaf.']	['v.1, v.2']
440306	The history of Fanny Seymour. 		1753	['Edw: Newenham Oct: 4: 1754']	['Ink']	['Title Page']	
440308	Glenarvon. In three volumes. Vol. I. Third Edition.	Lamb, Caroline,	1816	['C.J.[?, illeg.]']	['Ink']		['v.1, v.2, v.3']
440309		Behn, Aphra	1718			['Inscription appears on the full work title page of vol. 2.']	
440311	The life and history of a pilgrim. By G----- W-----.	Wollaston, George	1753	['March the 25: 1775 --- Ann Connolly her book.']	['Ink']	['The inscription appears on the first page of the preface.']	
440316	Illustrations of lying in all its branches.  By Amelia Opie.	Opie, Amelia	1829	['Sarah Jenkins']	['Pencil']	['Inscription appears on the recto of the first front flyleaf.']	
440317	The history of Jack Connor. Volume I. 	Chaigneau, William,	1752	['á Mary: le Hubert pas Henri Hubert']	['Ink']	['Mary could be MargPas could be par', '""á Mary: le Hubert pas"" is written in a lighter brown ink than ""Henri Hubert"" which is written in dark brown ink"']	['v.2']
440321	The surprising adventures of Bampfylde Moore Carew, king of the beggars containing his life a dictionary of the Cant Language and many entertaining particulars of that extraordinary man. A new edition corrected & much improved.		1812	['B B [illegible] [Booth?] 3 June 1893']	['Ink']	['The inscription appears on the front pastedown.']	
440325	Memoirs of the life of Parnese, a Spanish lady of vast fortune. Written by herself: shewing the irresistable force of education: with a true account of the hardships she suffered, in man's apparel, for eight years, in different countries, in the prosecution of a virtuous amour with Rockbartez; her escape from slavery with Sarpeta, her master's daughter; their flight into Persia; her accidental marriach there to Rockbartez; and return. Interspersed with the story of Beaumont and Sarpeta. Translated from the Spanish manuscript, by R. P. Gent. 	Paltock, Robert	1751	['By Robr Paltock --- 1st editi']	['Pencil']		
440327	Memoirs of a Coxcomb.	Cleland, John	1751	['J Walsh']	['Pencil']	['Appears on the title page.']	
440332	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant.	Brackenridge, H. H	1825	['Anna Porter Rex']	['Ink']	['Stamped in purple ink.  Stamped twice - first incomplete (insufficient ink on ""Rex"")"']	
440356	The prince of Abissinia. A tale. By Samuel Johnson, LL.D. The two volumes complete in one. Volume the first.	Johnson, Samuel	1791	['J.E. Gran[ey?]']	['Pencil']	['Front pastedown']	
440360	An antidote to the miseries of human life: in the history of the widow Placid and her daughter Rachael. The first American, from the second London, Edition. 	Corp, Harriet	1808	['Joshua Green [property return?]']	['Pencil']		
440365	The adventures of Ferdinand Count Fathom. By the author of Roderick Random. In two volumes. Vol. I.	Smollet, Tobias	1753	['Henry H. Bonnell']	['Ink']	['Inscription appears on the verso of the back flyleaf.']	['v.1, v.2']
440370	The history of Fanny Seymour. 		1753	['Edw: Newenham Oct: 4: 1754']	['Ink']	['Title Page']	
440372	Glenarvon. In three volumes. Vol. I. Third Edition.	Lamb, Caroline,	1816	['C.J.[?, illeg.]']	['Ink']		['v.1, v.2, v.3']
440373		Behn, Aphra	1718			['Inscription appears on the full work title page of vol. 2.']	
440375	The life and history of a pilgrim. By G----- W-----.	Wollaston, George	1753	['March the 25: 1775 --- Ann Connolly her book.']	['Ink']	['The inscription appears on the first page of the preface.']	
440379	Illustrations of lying in all its branches.  By Amelia Opie.	Opie, Amelia	1829	['Sarah Jenkins']	['Pencil']	['Inscription appears on the recto of the first front flyleaf.']	
440380	The history of Jack Connor. Volume I. 	Chaigneau, William,	1752	['á Mary: le Hubert pas Henri Hubert']	['Ink']	['Mary could be MargPas could be par', '""á Mary: le Hubert pas"" is written in a lighter brown ink than ""Henri Hubert"" which is written in dark brown ink"']	['v.2']
440386	The surprising adventures of Bampfylde Moore Carew, king of the beggars containing his life a dictionary of the Cant Language and many entertaining particulars of that extraordinary man. A new edition corrected & much improved.		1812	['B B [illegible] [Booth?] 3 June 1893']	['Ink']	['The inscription appears on the front pastedown.']	
440387	Memoirs of the life of Parnese, a Spanish lady of vast fortune. Written by herself: shewing the irresistable force of education: with a true account of the hardships she suffered, in man's apparel, for eight years, in different countries, in the prosecution of a virtuous amour with Rockbartez; her escape from slavery with Sarpeta, her master's daughter; their flight into Persia; her accidental marriach there to Rockbartez; and return. Interspersed with the story of Beaumont and Sarpeta. Translated from the Spanish manuscript, by R. P. Gent. 	Paltock, Robert	1751	['By Robr Paltock --- 1st editi']	['Pencil']		
440389	Memoirs of a Coxcomb.	Cleland, John	1751	['J Walsh']	['Pencil']	['Appears on the title page.']	
440382	Modern chivalry, containing the adventures of a captain, and Teague O'Regan, his servant.	Brackenridge, H. H	1825	['Anna Porter Rex']	['Ink']	['Stamped in purple ink.  Stamped twice - first incomplete (insufficient ink on ""Rex"")"']	
440400	The pilgrim's progress from this world to that which is to come: delivered under the similitude of a dream. By John Bunyan. Johnson's edition.	Bunyan, John	1805	['J Sarah Jackson']	['Ink']	['Written in ink, but some of the letters seem to have eaten through the page.', 'This inscription is duplicated directly below, in pencil.']	
440405	The reform'd coquet; or, memoirs of Amoranda. A novel. By Mrs. Davys, author of The humours of York. The sixth edition.	Davys, Mary,	1752	['Dear Eliza']	['Ink']	['The inscription appears on the front pastedown and has been crossed out.']	
440406	Reginald Dalton. By the author of Valerius, and Adam Blair. In three volumes. Vol. I	Lockhart, J.G. (John Gibson),	1823	['J.G. Lockhart']	['Pencil']	['On title page beneath ""By the author of Valerius and Adam Blair"']	['v.1']
440409	Temper, or domestic scenes: a tale, in three volumes, by Mrs. Opie. Vol. I.	Opie, Amelia	1812	['B[illeg.] W[illeg.]']	['Ink']	['The inscription appears on the full title page for each volume.']	['v.1, v.2, v.3']
440410	The adventures of Gil Blas. Translated from the French of Le Sage by Tobias Smollet, MD. Vol. I.	Le Sage, Alain-RenÈ	1809	['Jos. L. Brooke']	['Ink']	['This inscription appears on the first title page of vol. 2, and is cut off at the very top of the page.']	['v.2']
440411	The castle of otranto. a gothic story. Translated by William Marshal, gent. From the original italian of Onuphrio Muralto, canon of the church of St. Nicholas at otranto. The sixth edition.	Walpole, Horace	1791	['B. H. Brooksbank']	['Ink']		
440412	Farmer of New-Jersey; or, a picture of domestic life. A tale. By the translator of Buonaparte's campaign, author of Ferdinand and Elizabeth, &c. &c.	Davis, John	1800	['to Jake']	['Ink']	['Inscription appears on the recto of the second front flyleaf.']	
440414	The female quixote; or, the adventures of arabella. In two volumes. Vol. 1 	Lennox, Charlotte	1752	['[Illegible]']	['Ink']	['This inscription appears on the title page for each volume. In Vol. 2, there are initials directly below it.']	['v.1v.2']
440416	The foresters, an American tale: being a sequel to the history of John Bull the clothier. In a series of letters to a friend. Published according to act of Congress. The second edition, revised and considerably enlarged.	Belknap, Jeremy	1796	['Nathaniel [illegible]']	['Pencil']	['The name appears on the verso of the second front flyleaf.']	
440417	The philosophical wanders: or, the history of the Roman tribune, and the Priestess of Minerva: exhibiting the vicissitudes that diversify the fortunes of nations and individuals. By John Bigland, author of ""the historical and geographical view of the world;"" ""letters on ancient and modern history,"" &c. &c.  	Bigland, John	1811	['Charles Augustus Wentworth']	['Ink']		
440419	The Quakers; a tale. By Elizabeth B. Lester.	Lester, Elizabeth B	1818	['Hannah Wista[n?] March 1st 1825']	['Ink']	['The inscription appears on the recto of the front flyleaf.']	
440421	The quakers; a tale. By Elizabeth B. Lester.	Lester, Elizabeth B	1818	['Annabel Lester 1818']	['Pencil']	['On bookplate, front pastedown']	
440423	The history of Tom Jones, a foundling. By Henry Fielding, Esq. In four volumes. Vol. I.	Fielding, Henry	1818	['[initials]']	['Pencil']	['Three initials appear on the recto of the first front flyleaf of vol. 1.']	['v.1']
440427	Young Scarron.	Mozeen, Thomas,	1752	['Alicia Caulfield']	['Ink']	['Inscription appears on the half-title.']	
147525-1	The fool of quality; or, the history of Henry Earl of Moreland. In four volumes. Vol. I the second edition. By Mr. Brooke.	Brooke, Henry	1767	['Frances Puleston']	['Ink']	['Located on TP']	['v.2']
150692	Margaretta, Countess of Rainsford. A sentimental novel. In two volumes. Vol. I.		1769	['B. Roberts']	['Ink']	['Front free endpaper']	['v.1']
155707	The loves of Othniel and Achsah. Translated from the Chaldee. Volume the first.	Tooke, William	1769	['""John C. Mendenhall--April 1927""']	['Ink']	['Front free endpaper']	['v.1', 'v.2"']
157119	A sentimental journey through France and Italy by Mr. Yorick. Vol. I.	Sterne, Laurence	1768	['Rich. Bright']	['Ink']	['Full title page']	['v.1', 'v.2']
1623886	The memoirs of Capt. John Creichton. From his own materials, drawn up and digested by Jonathan Swift, D.D. D.S.P.D. First printed in the year, 1731.	Creichton, John	1768	['A. M. Bisset, 8/4/13']	['Pencil']	['Front free endpaper']	
179309	The adventures of Sig. Gaudentio di Lucca. Being the substance of his examination before the fathers of the Inquisition at Bologna in Italy : giving an account of an unknown country in the midst of the deserts of Africa, the origin and antiquity of the people, their religion, customs, and laws. Copied from the original manuscript in St. Mark's Library at Venice; with critical notes of the learned Signor Rhedi. To which is prefixed a letter of the secretary of the Inquisition, shewing the reasons of Signor Gaudentio's being apprehended, and the manner of it. Translated from the Italian.	Berington, Simon	1763	['Newton']	['Ink']	['Title page']	
1799320	Another traveller! or, cursory remarks and tritical observations made upon a journey through part of the Netherlands in the latter end of the year 1766. By Coriat Junior. In two volumes. Vol. I.	Paterson, Samuel	1767	['Stackhouse']	['Ink']	['Located recto front free endpaper']	['v.1', 'v.2', 'v.3']
1799322	The history of Lady Louisa Stroud, and the honourable Miss Caroline Stretton. In two volumes. Vol. I.	J. N	1764	['M. Daniel']	['Ink']	['Located on page 27.']	['v.1']
1802107	Did you ever see such damned stuff? Or, so-much-the-better. A story without head or tail, wit or humor.		1760	['[J.] Mc. Laughlin']	['Stamp']	['Interior front cover']	
1807023	The lining of the patch-work screen; design'd for the father entertainment of the ladies. By Mrs. Jane Barker.	Barker, Jane	1726	['[]']	['Ink']	['Inscription illegible but faintly visible below title page words ""Mrs. Jane Barker"" and printer\'s ornament. Another inscription, traces of which remain around missing chunk of title page leaf, is also indecipherable."']	
