id	title	author	date	a	b	v	x
194769	The wanderer: or, memoirs of Charle Searle, Esq; containing his adventures by sea and land. With many remarkable characters, and interesting situations in real life; and a variety of surprizing incidents. In two volumes. Vol. I.		1766	['Pencil']	['Numbers', 'Words']	['v.2']	['Front paste-down endpaper: ""I623"']
194812	The history of Lady Julia Mandeville. In two volumes. By the translator of Lady Catesby's letters. The fourth edition. Vol I.	Brooke, Frances	1765	['Pencil']	['Words']	['v.1"']	['""Frances Brooke, née Moore"" at bottom of TP']
194813	The history of Lady Julia Mandeville. In two volumes. By the translator of Lady Catesby's letters. The third edition. Vol I.	Brooke, Frances	1764	['Pencil']	['Numbers']	['v.1"']	['Below inscription, ""823.69 H2""']
195787	The Parasite		1765	['Pencil']	['Letters and numbers']		['Located front paste-down endpaper.']
196104	Sophronia: or, letters to the ladies.		1761	['Pencil']	['Numbers']		['Transcription: ""823/5068""', 'Numbers have been further crossed out in pencil.', 'Found on inside of back board of book."']
196219-1	The history of Emily Montague. In four volumes. By the author of Lady Julia Mandeville. Vol. I.	Brooke, Frances	1769	['Pencil']	['Letters', 'Numbers']	['v.1']	['Last leaf (verso): ""eoxp #9858 665"']
196219-2	The history of Emily Montague. In four volumes. By the author of Lady Julia Mandeville. Vol. I.	Brooke, Frances	1769	['Pencil']	['Words', 'Numbers']	['v.1']	['Seems to be in the same hand as the marginalia on the first leaf. Date and identification of Frances Brooke as author: ""1769 Frances Brooke"". "']
196549	The surprises of love, exemplified in the romance of a day, or an adventure in Greenwich-Park, last Easter; the romance of a night, or a Covent-Garden-adventure; the second edition; with the addition of two stories, never before in print, entitled, the romance of a morning, or the chance of a sport; the romance of an evening, or who would have thought it?	Cleland, John	1765	['Pencil']	['Numbers']		['Transcription ""25/-""', 'Found in two locations: on the inside of the front cover, and the recto of the first leaf."']
196603-2	The discovery: or, memoirs of Miss Marianne Middleton. By Mrs. Woodfin, author of Harriot Watson, Sally Sable, and of The Auction, a modern novel. In two volumes. Vol. I.	Woodfin	1764	['Pencil']	['Reader markings']	['v.1']	['Words ""to the man who neither possessed nor prac-"" underlined, p.iv, Preface."']
196603	The discovery: or, memoirs of Miss Marianne Middleton. By Mrs. Woodfin, Author of Harriot Watson, Sally Sable, and of The auction, a modern novel. In two volumes.	Woodfin	1764	['Ink']	['Words']	['v.1']	['Appears to be Greek letters.', 'On page xi; ink has transferred onto page x.']
196688	The Perplexed lovers: or, The history of Sir Edward Balchen, Bart. In three volumes. Vol. I.		1768	['Pencil']	['Numbers']	['v.3']	['Transcription: ""I.7.8""', 'On inside of front board. Perhaps partially obscured by ""Library University of Pennsylvania"" sticker &#x2014; but we can\'t know."']
196689	Letters on different subjects, in four volumes; amongst which are interspers'd the adventures of Alphonso, after the destruction of Lisbon. By the author of The unfortunate mother's advice to her absent daughters. The third edition. Vol. I.	Pennington, Sarah	1766	['Pencil']	['Numbers', 'Letters']	['v.1']	['Inside front board. Transcription: ""II 1.6 L T""; ""4 v. 18/6""; ""m |  -"']
196691	A series of genuine letters between Henry and Frances. The third edition, revised, corrected, enlarged, and improved, by the authors. Vol. I.	Griffith, Richard	1767	['Pencil']	['Numbers']	['v.4']	['Half title page, upper outside corner; the numbers ""36"" and ""4"" are written and circled."']
1967107	Memoirs of the Chevalier Pierpoint. In two volumes. Volume the first.		1763	['Pencil']	['Words']	['v.1', 'v.2']	['Located recto leaf B.']
196864	The history of Miss Pittborough. In a series of letters. By a lady. In two volumes.	A Lady	1767	['Pencil']	['Numbers and letters']		['Transcription: ""30w""', 'On recto of first leaf."']
196868	The History of Major Bromley and Miss Cliffen. Volume the first.		1767	['Ink']	['Number and Words']	['v.1']	['Transcription: ""2 vol""', 'Located on rector of front free endpaper.', 'Appears to be same ink and hand as inscription of ""W Sever"" on front free endpaper of v.1."']
196998	L'ingenu; or the sincere Huron: a true history. Translated from the French of M. De Voltaire.	Voltaire	1768	['Pencil']	['Numbers', 'Reader markings']		
197021	Barford Abbey, a novel: in a series of letters. In two volumes. Vol. I.	Gunning	1768	['Pencil']	['Drawings']	['v.2']	['On bottom of page 152, and on inside of the back free and paste-down endpapers.', 'Juvenile pencil markings. Some represent practicing the letter ""B."" "']
197114	Letters from Juliet Lady Catesby, to her friend Lady Henrietta Campley. Translated from the French. The third edition.	Riccoboni, Marie Jeanne	1763	['Pencil']	['Reader markings']		['On page 9.', 'Vertical line drawn in the margin, highlighting three lines of text.']
197294-2	The history of Eliza. Written by a friend. Vol. I.	Friend	1767	['Pencil']	['Numbers', 'Letters']		['Dispersed around front paste-down endpaper.']
197297-1		Longueville, Peter	1768	['Ink']	['Words']		['Transcription: ""S.W.""', '""S.W"" is underlined', 'Found on recto of p.263 under ""Finis""."']
197400	The lovers: or The memoirs of Lady Sarah B---- and the Countess P----. Published by Mr. Treyssac de Vergy, counsellor in the Parliament of Paris.	Treyssac de Vergy, Pierre Henri	1769	['Pencil']	['Editoral markings']		['Checkmarks in the margins of the text on the following pages: 31, 37, 98, 122, 123, 141, 145, 152, 154, 159, 177, 178, 189, 192']
197402	The history of Emily Willis, a natural daughter. In two volumes. Vol. I.		1768	['Pencil']	['Drawings']	['v.2']	['Drawings over the text of page 25.']
197903	The correspondence of Theodosius and Constantia, from their first acquaintance to the departure of Theodosius. Now first published from the original manuscripts. By the editor of The letters that passed between Theodosius and Constantia, after she had taken the veil.	Langhorne, John	1765	['Pencil']	['Words']		['Back paste-down endpaper, ""h/o""."']
197904	The history of Lady Julia Mandeville. In two volumes. By the translator of Lady Catesby's Letters. The fifth edition. Vol. I.	Brooke, Frances	1769	['Pencil']	['Words']	['v.1"']	['Written on the title page of v.1.', 'Transcription: ""Mrs. Frances (Moore) Brooke"".']
198171	The faithful fugitives: or, adventures of Miss Teresa M---. In a series of letters to a friend.		1766	['Ink']	['Numbers']		['Located on the pastedown front end paper', 'Transcription: ""15 delta 9"']
198261	The hermit. A novel. By a lady. In two volumes. Vol. I.	Atkyns	1769	['Pencil']	['Reader markings']	['v.2']	['Located full title page', 'Punctation-like marks added between letters in title words ""By a lady."']
1986497	Maria; the genuine memoirs of a young lady of rank and fortune. By the author of The life and adventures of Joe Thompson. The second edition, corrected. Vol. I.	Kimber, Edward	1765	['Ink']	['Words']	['v.2']	['Indecipherable.', 'On verso of final leaf.']
198706	The adventures of Proteus, &c. A set of novels, never before published	Herberts, Mary	1769	['Ink']	['Reader markings']		['Bracket on page 205']
198707	Letters from Lothario to Penelope. To which is added Lucinda, a dramatic entertainment of three acts. Inscribed to David Garrick, Esq. In two volumes. Volume the first.	Jenner, Charles	1769	['Pencil']	['Numbers']	['v.2']	['Back paste-down endpaper: ""50-923"']
198847	Two novels. In letters. From the authors of Henry and Frances. In four volumes. Volume the first.	Griffith, Richard	1769	['Pencil']	['Numbers']	['v.1', 'v.2', 'v.3', 'v.4']	['Located full title page.']
198860	Belisarius. By M. Marmontel, member of the French Academy.	Marmontel, Jean FranÁois	1767	['Pencil']	['Numbers']		['On verso of first leaf.', 'Transcription ""II.1.8"']
198912	The adventures of an author. Written by himself and a friend. In two volumes. Vol. I.		1767	['Pencil']	['Words', 'Numbers']	['v.2']	['Located front paste-down endpaper.']
198938	The nunnery; or, the history of Miss Sophia Howard. In two volumes.		1767	['Pencil']	['Reader markings']	['v.2']	['A dash is marked adjacent to each work listed in the pages of the advertisement, in the outer margin.']
198941	The triumph of love and beauty; or, the history of Mr. Wallace and his family. In four books. Vol. I.		1768	['Numbers']	['Words']	['v.1', 'v.2']	['Front pastedown endpaper', 'May be library or bookseller notation']
198960	The Virgin in Eden: or, the state of innocency. Deliver&#x2019;d byway of image and description. Presenting a nobleman, a student, and heiress, on their progress from Sodom to Canaan. With the parable of the shepherd, Zachariah, and Mary, who dwelt in thatched tenements, secluded from noise and snares. Their holy living and dying. To which are added, Pamela&#x2019;s letters, proved to be immodest romances painted in images of virtue: masquerades in disguise, that received birth now vice reigns in triumph, and swells in streams even to a deluge. In this treatise are the divine sayings of Queen Mary and Carolina in public assemblies and select companies. Taken from their own manuscripts. The decree of god appoints these records to be kept in every house, in every kingdom and state, from one generation to another, till the great fall of nature.	Povey, Charles	1767	['Pencil']	['Numbers']		['Recto of frontispiece leaf']
199030	The Memoirs of the Count of P&#x2014;; shewing at once the dreadful consequences of vice, and the happiness in being virtuous. A novel, translated from the german, by F. W. Streit, F. Ducal S. at Jena. In two volumes. Vol. I.	Pfeil, Johann Gottlob Benjamin	1767	['Pencil']	['Numbers']		['Library notation', 'Back paste-down endpaper.']
199111	The history of Miss Harriot Fitzroy, and Miss Emilia Spencer. Written after the manner of Mr. Richardson's Clarissa, by the author of Lucinda Courtney. In two volumes. Vol. I.	Author of Lucinda Courtney	1767	['Pencil']	['Numbers', 'Reader markings']	['v.1', 'v.2']	['""23"" written on half and full TP in v.1 and on pp. 43, 45, and 271. ""52-3683"" written on p. 272 and back paste-down endpaper. Pencil scribbles on pp. 43, 22, 43, 44, and 86."']
199214-1	A description of Millenium Hall, and the country adjacent: together with the characters of the inhabitants, and such historical anecdotes and reflections, as may excite in the reader proper sentiments of humanity, and lead the mind to the love of virtue. By a gentleman on his travels. 	Scott, Sarah	1767	['Pencil']	['Words']		['Transcription: ""Sarah Scott""', 'Found written on full titile page, under title."']
199451	Callistus: or, the man of fashion. And Sophronius: or, the country gentleman. In three dialogues. By Thomas Mulso, Esq;	Mulso, Thomas	1769	['Pencil']	['Numbers']		['On front paste-down endpaper']
199564	The history of Miss Sommervile. Written by a lady. In two volumes. Vol. I.	A Lady	1769	['Pencil']	['Numbers']	['v.2', 'v.1']	['Verso of front free endpaper v.1, front paste-down endpaper v.2.']
199576-2	The history of Miss Sommervile. Written by a lady. In two volume. Vol. I.	A Lady	1769	['Ink']	['Words']	['v.1']	['Appears on title page of v.1', 'Transcription: ""in one"" has been written in after the printed ""In two volume"".', 'Transcription: ""& 2. see page 139"" has been written in after the printed ""Vol. I.""."']
199580	The Fruitless repentance, or The history of Miss Kitty Le Fever: in two volumes.		1769	['Pencil']	['Numbers']		['On verso of first leaf of book.', 'Transcription: ""&#x20A4;3-10-0"']
207938	The adventures of a kidnapped orphan.		1767	['Pencil']	['Editorial markings']		['Located on page 13', 'Transcription: ""be""', 'Corrected from ""would useful to him in the direction and management"" to ""would be useful to him in the direction and management"']
218047	The life and entertaining adventures of Mr. Cleveland, natural son of Oliver Cromwell, written by himself. Giving a particular account of his unhappiness in love, marriage, friendship, &c. and his great sufferings in Europe and America. Intermixed with reflections, describing the heart of man in all its variety of passions and disguises. Also, some curious particulars of Oliver's history and amours, and several remarkable passages in the reign of King Charles II. never before made publick. In four volumes.	PreÃÅvost	1760	['Pencil']	['Words', 'Numbers']	['v.2', 'v.3']	['First leaf (verso) v.2, front board (verso) v. 3.']
247080	Histoire du Prince Titi, A. R. The history of Prince Titi, a royal allegory. Translated by a lady.	Saint-Hyacinthe	1736	['Pencil']	['Letters']		['Located recto, last leaf back free endpaper: reads either ""caí"" or ""eaí""."']
253193	The life and adventures of Pedrillo del Campo. Intermix'd with several entertaining and delightful novels. Written originally in French, by Mons. Thibault, G.D.T. From thence translated into English, by Ralph Brookes, M.D.	Thibault	1723	['Pencil']	['Numbers']		['Located front pastedown endpaper: ""18/6"']
263842_1	The travels of Cyrus. In two volumes. To which is annex'd, A discourse upon the theology and mythology of the pagans. By the Chevalier Ramsay. Vol. I.	Ramsay	1730	['Pencil']	['Numbers']	['v.1', 'v.2']	['Verso title page']
265180	The travels of Mr. John Gulliver, son to Capt. Lemuel Gulliver. Translated from the French, by J. Lockman. Vol. I.	Desfontaines	1731	['Pencil']	['Numbers']	['v.2"']	['Transcription: ""53-2674""', 'On inside of back board.']
267389	The amours of the Count de Soissons, a prince of the house of Bourbon. In a very entertaining relation of the gallantries of persons of distinction in the court of France, during the ministry of Cardinal Richlieu, which have not hitherto been accounted for. Translated from the French into English, by James Seguin, Gent. The second edition.	Claude, Isaac	1731	['Pencil']	['Numbers']		['Front free and paste-down endpaper']
268576	L'entretien des beaux esprits. Being the sequel to La belle assemblée containing the following novels. Viz. The amorous thief. Nature out-done by love. The happy exchange. The triumph of virtue. Generous corsair. Vol. I. Written for the entertainment of the French court, by Madam de Gomez, author of La belle assemblée.	Gomez	1734	['Pen']	['Editorial markings']	['v.1']	['Title page, ""Tamayo"" added to list of works preceded by title words, ""Containing the following novels. Viz."']
272993	Memoirs of the life and adventures of Signor Rozelli at the Hague. Giving a particular account of his birth, education, slavery, monastick state, imprisonment in the Inquisition at Rome, and the different figures he has since made, as well in Italy, as in England, France, and Holland. The whole being a series of the most diverting history, and surprizing events, ever yet made publick. The third edition corrected, enlarged with an appendix of two sheets, and adorned with curious copper cutts.	Olivier	1715	['Pencil']	['Words', 'Numbers']		['At bottom of advertisement. ""404"" written and underlined on left side of page, ""pp."" written at center bottom of page."']
301938	Exilius: or, the banish'd Roman. A new romance. In two parts: written after the manner of Telemachus, for the instruction of some young ladies of quality. By Mrs. Jane Barker.	Barker, Jane	1715	['Pencil']	['Words', 'Numbers']		['Front paste-down endpaper, includes ""c nov. 48"']
3033334	The history of Prince Mirabel's infancy, rise and disgrace: with the sudden promotion of Novicius. In which are intermix'd all the intrigues, both amorous and political, relating to those memorable adventures: As also the characters of the old and new favourites of both sexes in the court of Britomartia. Collected from the memoirs of a courtier lately deceas'd.		1712	['Reader markings']	['Pencil']		['Swirling line drawn recto first front free endpaper.']
3063545	A second tale of a tub: or, the history of Robert Powel the puppet-show-man. By Thomas Burett, Esq; The second edition.	Burnet, Thomas	1715	['Ink']	['Words']		['""Wharton"" beside ""E. W--n"", and ""L. H--x"" is filled in with ""alifa"", becoming ""L. Halifax"". ""D. M--h"" become ""D. M[arlboro]h"" and ""E. S--d"" has become something like, ""E. S[wonderlate]d"".', 'Reader has filled in the blanks of several names."']
3067950	The British visions: or, Isaac Bickerstaff senr; being twelve prophecies for the year 1711. Enter'd in the hall-book of the company of stationers.	Defoe, Daniel	1711	['Ink']	['Words']		['Lowercase ""H"" written on title page."']
3084387	A tale of a tub. Written for the universal improvement of mankind. To which is added, an account of a battle between the antient and modern books in St. James's Library. With the author's apology; and explanatory notes, by W. Wotton, B. D. and others.	Swift, Jonathan	1760	['Pencil']	['Drawing']		['On page v.']
3133906	Travels into several remote nations of the world. In four parts. By Captain Lemuel Gulliver. Volume first.	Swift, Jonathan	1766	['Ink']	['Numbers']	['v.1']	['Written verso back free endpaper.']
3133961	Travels into several remote nations of the world. In four parts. By Lemuel Gulliver, first a surgeon, and then a captain of several ships. Vol. I.	Swift, Jonathan	1767	['Pencil']	['Words', 'Numbers']	['v.1']	['Second leaf (verso), v.1. Illegible.']
3387037	Chrysal: or, the adventures of a guinea. Wherein are exhibited views of several striking scenes, with curious and interesting anecdotes, of the most noted persons in every rank of life, whose hands it passed through, in America, England, Holland, Germany, and Portugal. By an adept. The third edition, greatly enlarged and corrected. In four volumes. Vol. I.	Johnstone, Charles	1767	['Pencil']	['Numbers']		['Library notation', 'Back leaves recto, front leaves verso']
3449865	The citizen of the world; or letters from a Chinese philosopher, residing in London, to his friends in the east. Volume the first. 	Goldsmith, Oliver	1762	['Pencil']	['Numbers and letters']	['v.2']	['Located on the recto of the second leaf with the new binding, or the first leaf with the original binding.']
3451937	The tales of the genii: or, the delightful lessons of Horam, the son of Asmar. Faithfully translated from the Persian manuscript; and compared with the French and Spanish editions published at Paris and Madrid. By Sir Charles Morell, formerly ambassador from the British settlements in India to the Great Mogul.	Morell, Charles	1764	['Pencil']	['Words, numbers and reader markings']	['v.1']	['verso front free endpaper and recto first leaf']
3452831-1	Letters on different subjects, in four volumes; amongst which are interspers'd the adventures of Alphonso, after the destruction of Lisbon. By the author of The unfortunate mother's advice to her absent daughters. Vol. II.	Pennington, Sarah	1766	['Pencil']	['Numbers', 'Letters']	['v.2', 'v.3', 'v.4']	['Inside front board. V.2: ""II 1 7 L T"". V.3: ""II 1 8 L T"". V.4: ""II 1.9 L T""."']
3452831-2	Letters on different subjects, in four volumes ; amongst which are interspers'd the adventures of Alphonso, after the destruction of Lisbon. By the author of The unfortunate mother's advice to her absent daughters.	Pennington, Sarah	1766	['Pencil']	['Numbers', 'Letters']	['v.4']	['On back paste-down endpaper']
3477271	The celebrated Mrs. Pilkington's jests: or the cabinet of wit and humour. To which is now first added, a great variety of bon mots, witticisms, and anecdotes of the inimitable Dr. Swift, dean of St. Patrick's, Dublin. The whole forming the most brilliant collection of quaint jokes, facetious puns, smart repartees, entertaining tales in verse and prose, epigrams, epitaphs, conundrums, &c. &c. now extant.	Pilkington, Laetitia	1764	['Pencil']	['Editorial markings']		['""Pilkington\'s"" underlined on title page; lines and crosses in the margins throughout the text."']
3483391	The life and surprizing adventures of Don Antonio de Trezzanio, who was self-educated, and lived forty-five years in an uninhabited island in the East-Indies. Adorned with copper-plates.	Ibn Tufayl, Muhammad ibn  ªAbd al-Malik	1761	['Pencil']	['Editorial markings']		['p.1-11, penciled short s appears over or under each printed long s.']
353932	The genuine letters of Baron Fabricius, envoy from His Serene Highness the Duke administrator of Holstein to Charles XII. of Sweden. Comprehending his entire correspondence with the Duke himself, Baron Goertz then Privy-Counsellor to his Serene Highness, afterwards Prime Minister to his Swedish majesty; and with Count Reventlau, during his residence with that monarch at Bender; and also his excursions for his service into different parts of the Ottoman dominions in 1710, 1711, 1712, 1713, and 1714. Interpreted throughout, with many singular particulars, secret transactions, and curious anecdotes in relation to that Northern hero, during his residence in Turkey. Now faithfully published from the author's originals (most of them in cypher) carefully preserved in the archives of his serene highness the Duke of Holstein.	Fabrice, Ernst Friedrich von	1761	['Pencil']	['Words and numbers']		['""from 1710 [to?] 1714"" inscribed on the title page beneath ""genuine letters""."']
3765250	Hymen's praeludia: or, love's master-piece. Being that so-much-admir'd romance, intitled, Cleopatra. In twelve parts. Written originally in French, and now elegantly render'd into English, by Robert Loveday. Vol. I.	La CalpreneÃÄde, Gaultier de Coste	1736	['Pencil']	['Reader markings']		['v.8', 'Brackets, located p.365.']
3767199	The works of Mr. Thomas Brown, serious and comical, in prose and verse. With his remains, in four volumes compleat. With the life and character of Mr. Brown, and his writings, by James Drake, M.D. And a key to the whole. The seventh edition carefully collected. Adorned with a new set of copper plates.	Brown, Thomas	1730	['Pencil']	['Numbers']	['v.4']	['Transcription: ""7762""; first original leaf (recto)."']
3887499	The unnatural mother: or, innocent love persecuted. Being the genuine and most affecting history of the tragical and fatal consequences that attended the sincere and disinterested passion of a gentleman of an eminent station in the law, and a young lady of a considerable family in one of the politest courts of Europe.		1734	['Ink']	['Words']		['""s[]le"" written on front paste-down endpaper."']
4497805	The history of Sir Charles Beaufort. Containing the genuine and interesting memoirs of a family of distinction in the south of England. Displaying the miseries that may arise from acting contrary to that peculiar character which nature has given to both the sexes. In two volumes. Vol. I.	Young, Arthur	1766	['Pencil']	['Numbers']	['v.1', 'v.2"']	['Located on recto fo BFEP.', 'Transcription: ""379"" in v.1, ""380"" in v.2.']
6393920		Ducray-Duminil	1797	['Pencil']	['Words', 'Numbers']		['Located on the inside of the first board, and on recto of first leaf just below the inscription.']
66277	Almoran and Hamet: an oriental tale. In two volumes. Volume first.	Hawkesworth, John	1761	['Ink']	['Numbers']	['v.2']	['Transcription: ""2.2"']
73133	The savages of Europe. From the French.	Lesuire, Robert Martin	1764	['Ink']	['Editorial markings']		['Located p.63.', '""respect"" has been added into a blank space in a paragraph of text.', 'Sentence has been changed from, ""Have they paid any      to the persons of Ambassadors?"" to ""Have they paid any respect to the persons of Ambassadors?"']
88377-1	Longsword, Earl of Salisbury. An historical romance.	Leland, Thomas	1762	['Ink']	['Editorial markings']	['v.2']	['Addition to Errata on p.204: ""[page]127 [line]13 for Reginald, r. Reginhald."']
88377-2	Longsword, Earl of Salisbury. An historical romance. Vol. I.	Leland, Thomas	1762	['Ink']	['Editorial markings']	['v.1']	['Title Page. Reads ""and. 2."" under the printed text, ""vol. 1."']
88838	The voyages, travels, and adventures, of William Owen Gwin Vaughan, Esq; with the history of his brother Jonathan Vaughan, six years a slave in Tunis. Intermix'd with the histories of Clerimont, Maria, Eleanora, and others. Full of various turns of fortune. By the author of Captain Robert Boyle. The second edition. Volume the first.	Chetwood, W. R	1760	['Pencil']	['Words']	['v.1']	['Located on verso of FFEP.', 'Transcription: ""By R. Chetwood"", underlined."']
991655	Love-letters between a nobleman and his sister; with the history of their adventures. In three parts.	Behn, Aphra	1721	['Ink']	['Reader markings']	['v.3']	['What appears to be a line drawn in red ink in the margin of p. 429.']
1005225	Peruvian tales, related, in one thousand and one hours, by one of the select virgins of Cusco, to the Ynca of Peru, to dissuade him from a resolution he had taken to destroy himself by poison. Interspersed with curious and historical remarks, explaining the religious and civil customs, and ceremonies, of the ancient inhabitants of that great empire. Translated from the original French by Samuel Humphreys, esq;	Gueullette, Thomas-Simon	1734	['Pencil']	['Editorial markings']		['""G Thomas Simon Gueullette"" written front paste-down endpaper."']
1236	The secret history of the most renowned Q. Elizabeth and the E. of Essex. By a person of quality.	Person of quality	1708	['Pencil']	['Numbers']		['Front paste-down endpaper, ""201"']
1523425	Clarissa. Or, the history of a young lady: comprehending the most important concerns of private life. By Mr. Richardson, author of Pamela and Sir Charles Grandison. In eight volumes. The sixth edition. Vol. I.	Richardson, Samuel	1768	['Numbers']	['Words']		['Back leaf, all volumes', 'Library notation']
1523447	The fables of Phaedrus, who was made a Denizen of Rome by Augustus Caesar, mostly selected from Aesop's Fables. Render'd into familiar English. By Thomas Dyche. The second edition.	Phdrus	1713	['Ink']	['Letters']		['Transcription: ""T""', 'Small check mark on top of ""T""', 'On verso of first leaf of book."']
1775702_1	Eloisa: or, a series of original letters. Collected and published by J. J. Rousseau. Translated from the French. In four volumes. Volume I. The fourth edition.	Rousseau, Jean-Jacques	1769	['Ink']	['Numbers']	['v.3']	['""IV"" written on first page of main text."']
1791946	The adventures of Abdalia, son of Hanif, sent by the sultan of the Indies, to make a discovery of the island of Borico, where the fountain which restores past youth is supposed to be found. Also an account of the travels of Rouschen, a Persian lady, to the topsy-turvy island, undiscover'd to this day. The whole intermix'd with several curious and instructive histories. Translated into French from an Arabick manuscript found at Batavia by Mr. de Sandison : and now done into English by William Hatchett, Gent. Adorn'd with cuts.	Bignon, Jean Paul	1729	['Pencil']	['Numbers', 'Letters']		['Located back pastedown endpaper: ""[coce.nre.g2]"". ""1-1-"". ""55-1758""."']
1802362	Celenia: or, the history of Hyempsal King of Numidia. In two volumes. Vol. I.	Zelis	1736	['Ink']	['Words']	['v.1']	['Unclear, first page of text above page header. Transcription: [w frore].']
1802991	The lover's secretary; or, The adventures of Lindamira, a lady of quality. Written to her friend in the country. In XXIV Letters. Revis'd and corrected by Mr. Tho. Brown. The third edition.		1734	['[ ]']	['Pencil']		['Located recto second leaf front free endpaper. Appears to be two letters, crossed out with a zagging line.']
1808697	The secret history of Queen Zarah and the Zarazians; being a looking-glass for -- -- in the kingdom of Albigion. Faithfully translated from the Italian copy now lodg'd in the Vatican at Rome, and never before printed in any language.	Manley	1705	['Pencil']	['Number']	['v.1']	['Encircled ""1"" marked on v.1 title page."']
1808698	Secret memoirs and manners of several persons of quality, of both sexes. From the New Atalantis, an island in the Mediteranean. Written originally in Italian.	Manley	1709	['Pencil']	['Numbers']	['v.2"']	['Located on recto of frontispiece. Transcription: ""25"" (circled) and ""2.""']
1817470	Letters from a Persian in England, to his friend at Ispahan. The third edition.	Lyttelton, George Lyttelton	1735	['Pencil']	['Letters']		['Back free endpaper, ""sx"']
181766	The history of the adventures of Arthur O'Bradley. Vol. II.	Potter, John	1769	['Pencil']	['Numbers']	['v.2']	['On inside of front board, obscured by library marginalia.', 'Transcription: ""[...] 3"']
1818165	Letters from the Marchioness de M***, to the Count de R***. Translated from the original French, by Mr. Humphreys.	CrÈbillon, Claude-Prosper Jolyot de	1735	['Ink']	['Letters', 'Numbers']		['Recto front free endpaper: ""[2v:n]"". Back pastedown endpaper. ""R/x""."']
1819599	Letters from a Moor at London to his friend at Tunis. Containing an account of his journey through England, with his observations on the laws, customs, religion, and manners of the English nation. Likewise remarks on the publick charities, with curious memoirs relating to the life of Mr. Sutton, founder of the Charter-house. A description of Bedlam, with serious reflections on love, madness, and self-murder. The whole interspersed with historical remarks and useful observations.		1736	['Pencil']	['Words', 'Numbers']		['""Uncut [pounds symbol] 3-3-0"" marked front paste-down endpaper."']
191049	The histories of some of the penitents in the Magdalen-House, as supposed to be related by themselves. In two volumes.		1760	['Pencil']	['Words']	['v.2']	['Back paste-down paper', 'Transcription: ""CNR"']
193381	Memoirs of Mr. Charles Guildford, in a regular series of letters wrote by himself to a friend. The whole founded on real facts. In two volumes.		1761	['Pencil']	['Numbers and words']	['v.1']	['Appears to be a list of how much certain things cost; perhaps a shopping list. For instance, ""4\'\'3 petticoat."" Located on the verso of the second-to-last leaf."']
193580-2	The histories of Lady Frances S----, and Lady Caroline S----. Written by the Miss Minifies, of Fairwater, in Somersetshire. Vol. I.	Gunning	1763	['Pencil']	['Words']	['v.1']	['Front pastedown endpaper, transcription: ""Novel"']
194937	The peregrinations of Jeremiah Grant, Esq; The West-Indian.		1763	['Ink']	['Reader markings']		['Asterisks on page 66 circled.']
195421	The Life and opinions of Bertram Montfichet, Esq; written by himself.		1761	['Pencil']	['Numbers', 'Words']		['Located front paste-down endpaper.']
196208	Giaphantia: or, a view of what has passed, what is now passing, and, during the present century, what will pass, in the world. Translated from the original French, with explanatory notes.	Tiphaigne de La Roche, Charles-FrancÃßois	1761	['Pencil']	['Numbers']		['Transcription: ""1.25""', 'On recto of first leaf."']
196532	The picture. A novel. By the Miss Minifies of Fairwater in Somersetshire; Authors of the History of Lady Frances S---, and Lady Caroline S---. Vol. I.	Gunning	1766	['Ink']	["Reader's markings"]		['Found on the back board.', 'Transcription: ""3/"']
196684	The mistakes of the heart: or, memoirs of Lady Carolina Pelham and Lady Victoria Nevil. In a series of letters. Published by M. Treyssac de Vergy, counsellor in the parliaments of Paris and Bourdeaux. Vol. I.	Treyssac de Vergy, Pierre Henri	1769	['Pencil']	['Words']	['v.1']	['Front paste-down endpaper. Indecipherable.']
196687	Memoirs of Miss Sidney Bidulph. Extracted from her own journal, and now first published. In three volumes.	Sheridan, Frances Chamberlaine	1767	['Pencil']	['Numbers', 'Words']		['Pasted leaf on front board of v.1']
196600-1	The reverie: or, a flight to the paradise of fools. Published by the editor of the Adventures of a Guinea. In two volumes. Vol. I.	Johnstone, Charles	1763	['Ink']	['Words']	['v.2', 'v.1']	['On bookplate, possibly initials']
198546	The history and adventures of an atom. In two volumes. Vol. I.	Smollett, Tobias George	1769	['Ink']	['Editorial markings']	['v.2"']	['Two column list of names of people and places, with entries such as ""Niphon----England"" ""Gottomio---D. of Bedford"", extends over three leafs, from last page of text through recto back free endpaper. Left column appears to be fictional names from The history and adventures of an atom, while right column appears to be names from the external world.']
199032	The history of Alicia Montague. By the Author of Clarinda Cathcart. In two volumes. Vol. I.	Marshall, Jane	1767	['Pencil']	['Numbers']		['Located on verso of FFEP.', 'Transcription: ""2-10-0"']
199035	The history of Alicia Montague. By the author of Clarinda Cathcart. In two volumes. Vol. I.	Marshall, Jane	1767	['Ink']	['Words']	['v.1', 'v.2']	['Illegible marking on top left corner, front paste-down endpaper, vol. 1; what appears to be a word in cursive (also illegible) on p. 85, vol. 2.']
199115	Flagel: or a ramble of fancy through the land of electioneering. In the manner of The Devil upon two sticks.		1768	['Pencil']	['Numbers']		['Library notation', 'Back paste-down endpaper.']
199118	Daphnis: a poetical, pastoral novel. Translated from the German of Mr. Gessner, the celebrated author of the death of Abel. By an English gentleman, who resided several years at Hamburgh. To which is prefixed, a prefatory discourse on the origin and use of pastoral poetry.	Gessner, Salomon	1768	['Pencil']	['Numbers']		['Located verso, last leaf of main text.']
