id	title	author	date	a	b	2	3	5	6	7
341350	The cautious lover: or, the history of Lord Woburn. By a young gentleman of Oxford. In two volumes. Vol. I.	Young Gentleman of Oxford	1773	['Author (text)']	['Generic/Descriptive']	['By a young gentleman of Oxford.']	['Title Page']	['Male']	['Unknown']	
341353	Cecilia, or memoirs of an heiress. By the author of Evelina. In five volumes. Vol. I.	Burney, Fanny	1782	['Author (text)']	['Generic/Descriptive', 'Reference to other works']	['The animation of success is too universally acknowledged, to make the writer of the following sheets dread much censure...and sends Cecilia into the world with scare more hope, though far more encouragement, than attended her highly-honoured predecessor, Evelina.']	['Advertisement']	['Female']	['Female']	
341354	Cecilia, or memoirs of an heiress. By the author of Evelina. The second edition. In five volumes. Vol. I.	Burney, Fanny	1783	['Author (text)']		['By the author of Evelina.']	['Title Page']	['Indeterminate']	['Female']	
341358	The child of misfortune; or, the history of Mrs. Gilbert. By Mr. Thistlethwaite. In two volumes. Vol. I.	Thistlethwaite, James	1777	['Author (text)']		['By Mr. Thistlethwaite.']	['Title Page']	['Male']	['Male']	
341360	Chinese tales; or, the wonderful adventures of the Mandarin Fum-Hoam: related by himself, to divert the sultana, upon the celebration of her nuptials. Written in French by M. Gueulette. Translated by the Rev. Mr. Stackhouse.	Gueullette, Thomas-Simon	1781	['Translator (text)']		['Translated by the Rev. Mr. Stackhouse.']	['Title Page']	['Male']		
341364	Chrysal: or, the adventures of a guinea. Wherein are exhibited views of several striking scenes: with curious and interesting anecdotes of the most noted persons in every rank of life, whose hands it passed through, in America, England, Holland, Germany and Portugal. By an adept. Vol. I.	Johnstone, Charles	1775	['Author (paratext)']	['Generic/Descriptive']	['A Briton.']	['Dedication']	['Male']		['Presumably the publisher.']
341366	A collection of novels, selected and revised by Mrs. Griffith. Vol. I.		1777	['Author (text)']	['Proper name']	['By Mrs. Eliza Haywood, a voluminous novelist...']	['Introduction', 'About the Author']	['Female']	['Female']	['For the ""Fruitless enquiry"".', 'This authorship claim is in the extensive footnote."']
341368	Columella; or, the distressed anchoret. A colloquial tale. By the editor of the Spiritual Quixote. Vol. I.	Graves, Richard	1779	['Author (text)']		['By the editor of the Spiritual Quixote.']	['Title Page']	['Indeterminate']	['Male']	
341370	The comic romance of Monsieur Scarron, translated by Oliver Goldsmith. In two volumes. Vol. I.	Scarron	1775	['Translator (text)']		['Translated by Oliver Goldsmith.']	['Title Page']	['Male']	['Male']	
341371	The life and adventures of common sense: an historical allegory. Vol. I. The second edition.	Lawrence, Herbert	1771	['Author (text)']	['Generic/Descriptive']	['...I fear the reader will think it an unpardonable fault in an author who sits down to write his own life and adventures, without knowing with certainty, any thing more...']	['Text']	['Male']	['Male']	['Fictional character and narrator of the novel claiming authorship']
341374		Gunning	1783	['Author (text)']	['Generic/Descriptive', 'Reference to other works']	['By the author of Barford-Abbey and The cottage.']	['Title Page']	['Indeterminate']	['Female']	
341376	Coombe Wood. A novel: in a series of letters. By the author of Barford-Abbey and The cottage. Vol. I.	Gunning	1783	['Author (text)']	['Generic/Descriptive', 'Reference to other works']	['By the author of Barford-Abbey and The cottage.']	['Title Page']	['Indeterminate']	['Female']	
341380	The curate of Coventry: a tale. By John Potter, author of The history and adventures of Arthur O'Bradley. [Epigraph] In two volumes. Vol. I.	Potter, John	1771	['Author (text)']	['Proper name', 'Reference to other works']	["By John Potter, author of The history and adventures of Arthur O'Bradley."]	['Title Page']	['Male']	['Male']	
341381	The genuine diestresses of Damon and Celia. In a series of letters between the late General Craufurd, Sir John Hussey Delaval, Bart. Sir Francis Blake Delaval, K. B. and two unfortunate lovers. By William Renwick. Vol. I.	Renwick, William	1771	['Author (paratext)']	['Generic/Descriptive']	['The author.']	['Introduction']	['Male']		
341383	The daughter: or the history of Miss Emilia Royston, and Miss Harriet Ayres; in a series of letters. By the authoress of the Exemplary Mother.	Cooper, Maria Susanna	1775	['Author (text)']		['Maria Susanna Cooper']	['Dedication']	['Female']	['Female']	
341385	The death of Abel. In five books attempted from the German of Mr. Gessner the twelfth edition embellished with an elegant engraving to each book.	Gessner, Salomon	1780	['Translator (text)']	['Proper name']	['Mary Collyer']	['Dedication']	['Female']	['Female']	
341386	Dangerous connections: or, letters collected in a society, and published for the instruction of other societies. By M. C**** de L***. Vol. I.	Laclos, Choderlos de	1784	['Author (paratext)']		['By the Abbe Kentzinger.']	['Review']	['Male']		
341388	The delicate distress: a novel. In letters. In two volumes. By Frances. Vol. I.	Griffith	1775	['Author (text)']		['By Frances.']	['Title Page']	['Female']	['Female']	
341393	The dénouement: or, history of Lady Louisa Wingrove. By a lady.	A Lady	1781	['Author (text)']	['Generic/Descriptive']	['By a lady!--what again!--another pen in petticoats?']	['Preface']	['Female']	['Unknown']	['On her anonymity: ""Careless of criticism, since secure of concealment; of applause, which, if bestowed, will never be claimed; and of curiosity, which if raised, will never be gratified..."']
341400	The distressed orphan, or love in a mad house; containing an account of her being left to the care of an uncle who would have married her contrary to her inclination, to his own son, and on her refusal to comply, and having fixed her heart on a colonel, when was sent to a mad-house, where she continued till her faithful lover sham'd himself mad, and by that means obtained her liberty. Interspersed with a great many entertaining letters.	Haywood, Eliza Fowler	1770	['Author (text)']	['Generic/Descriptive']	['Written by herself, after her happy Union with the Colonel.']	['Title Page']	['Female']	['Female']	
341404	Dumont: or, the hermitage. A British story.	Hutchinson, William	1773	['Editor (text)', 'Author (paratext)']		['The editor.']	['Preface']	['Indeterminate']		
341405	Edward. A novel. In two volumes. Dedicated (by permission) to her majesty. Vol. I.		1774	['Author (text)']	['Generic/Descriptive']	["Madam, your majesty's most devoted and obedient humble servant, the author."]	['Letter']	['Indeterminate']	['Unknown']	
341410	Maria; or the generous rustic.	Berkeley, George Monck	1784	['Author (paratext)']	['Proper name']	['Written by the Baron Fitzou.']	['Postscript']	['Male']	['Unknown']	
341411	Emma Corbett; or, the miseries of civil war. Founded on some recent circumstances which happened in America. By the author of Liberal Opinions, Pupil of Pleasure, Shenstone Green, &c. Vol. I. Second edition.	Pratt	1780	['Author (text)']		['By the author of Liberal Opinions, Pupil of Pleasure, Shenstone Green, &c.']	['Title Page']	['Indeterminate']	['Male']	
341415	Epistles for ladies. By the authors of The female spectator. [epigraph]. A new edition. In two volumes. Vol. I.	Haywood, Eliza Fowler	1776	['Author (text)']	['Reference to other works']	['By the authors of The female spectator.']	['Title Page']	['Indeterminate']	['Female']	
341417	The example: or the history of Lucy Cleveland. By a young lady. Vol. I.	Young lady	1778	['Author (text)']		['By a young lady.']	['Title Page']	['Female']		
341418	The excursion. In two volumes. By Mrs. Brooke; author of the history of Lady Julia Mandeville, and of Emily Montague. Vol. I.	Brooke, Frances	1777	['Author (text)']	['Generic/Descriptive']	['As the writer honours his talents, though she disapproves his illiberal maxims of government...']	['Text']	['Female']	['Female']	['In a footnote (p. 35, vol. 2).']
341419	The excursion. In two volumes. By Mrs. Brooke, author of the history of Lady Julia Mandeville, and of Emily Montague. Vol. I.	Brooke, Frances	1777	['Author (text)']	['Generic/Descriptive']	['As the writer honours his talents, though she disapproves his illiberal maxims of government...']	['Text']	['Female']	['Female']	['In a footnote (p. 34, vol. 2).']
341420	The exemplary mother: or, letters between Mrs. Villars and her family. New edition. In two volumes. Vol. I.	Cooper, Maria Susanna	1784	['Author (text)', 'Author (paratext)']		['M. S. Cooper']	['Dedication']	['Indeterminate']	['Female']	
341421	Fashionable follies: a novel. Containing the history of a Parisian family. In two volumes. Vol. I.	Vaughan, Thomas	1782	['Author (text)']	['Generic/Descriptive']	['...so the present writer hopes...']	['Preface']	['Indeterminate']	['Unknown']	
341423	The fatal effects of deception. A novel. In three volumes. Vol. I.		1773	['Author (text)']		['Conscious many inaccuracies, and grammatical errors, may have escaped his observation, he intreats indulgence']	['Advertisement']	['Male']		
341424	The fatal effects of inconstancy; or, letters of the Marchioness de Syrcé, the Count de Mirbeele, and others. Translated from the French. In two volumes. Vol. I.	Dorat, Claude Joseph	1774	['Translator (text)']		['""Translator"" signed to footnote, which explains differences between original French text and this text']	['Preface']	['Indeterminate']	['Male"']	
341425	Fatal obedience; or, the history of Mr. Freeland. In two volumes. Vol. I.		1780	['Editor (text)']		['T. Wilmot.']	['Letter']	['Male']	['Male']	
341427	A father's instructions; consisting of moral tales, fables, and reflections; designed to promote the love of virtue, a taste for knowledge, and an early acquaintance with the works of nature. By Thomas Percival, M.D. F.R.S. and S.A. Member of the medical societies of London and Edinburgh; and of the Royal Society of Physicians at Paris. The fourth edition, revised and enlarged.	Percival, Thomas	1779	['Author (text)']		['By Thomas Percival, M.D. F.R.S. and S.A. Member of the medical societies of London and Edinburgh; and of the Royal Society of Physicians at Paris.']	['Title Page']	['Male']	['Male']	
341429	A father's instructions to his children consisting of tales, fables, and reflections; designed to promote the love of virtue, a taste for knowledge, and an early acquaintance with the works of nature.	Percival, Thomas	1776	['Author (paratext)']	['Proper name']	['Thomas Percival.']	['Letter']	['Male']	['Male']	
341431	The fault was all his own. A novel. In a series of letters. By a lady. In two volumes. [epigraph]. Volume the first.	Nichols, Elizabeth Eyton	1771	['Author (text)']	['Generic/Descriptive']	['By a lady']	['Title Page']	['Female']		
341433	Female friendship: or the innocent sufferer. A moral novel. Volume the first.		1770	['Author (text)']	['Generic/Descriptive']	['The author of what follows, hopes, as he does not lay in any peculiar claim to striking merit...']	['Introduction']	['Male']	['Unknown']	
341434	The female Quixote; or, the adventures of Arabella. By Mrs. Lenox. In two volumes.	Lennox, Charlotte	1783	['Author (paratext)']	['Generic/Descriptive']	["My lord, your lordship's obliged and most obedient humble servant, the author"]	['Dedication']	['Indeterminate']	['Female']	
341436	The female spectator. By Mrs. Eliza Haywood. The seventh edition. In four volumes. Volume I.	Haywood, Eliza Fowler	1771	['Author (paratext)']	['Generic/Descriptive']	['I am, with the most profound duty and submission...The female spectator']	['Letter']	['Female']	['Female']	
341439	The female spectator. By Mrs Eliza Haywood. In four volumes. Volume I.	Haywood, Eliza Fowler	1775	['Author (text)']		['By Mrs Eliza Haywood']	['Title Page']	['Female']	['Female']	
341441	Female stability: or, the history of Miss Belville. In a series of letters by the late Miss Palmer. Vol. I.	Palmer, Charlotte	1780	['Author (text)']		['By the late Miss Palmer.']	['Title Page']	['Female']	['Female']	
341442	The fine lady a novel by the author of Miss Melmoth. In two volumes. Vol. I.	Briscoe, Sophia	1772	['Author (text)']	['Reference to other works']	['By the author of Miss Melmoth.']	['Title Page']	['Indeterminate']	['Female']	['Miss Melmoth attributed to Sophia Briscoe']
341443	The fool of quality; or, the history of Henry Earl of Moreland. By Mr. Brooke. In four volumes. Vol. I. A new edition, greatly altered and improved.	Brooke, Henry	1776	['Author (text)']		['By Mr. Brooke.']	['Title Page']	['Male']	['Male']	
341445			1775	['Author (paratext)']	['Proper name']	["A D'Auborn."]	['Preface']	['Indeterminate']	['Unknown']	
341446	The friends; or, original letters of a person deceased. Now first published, from the manuscripts, in his correspondent's hands. In two volumes. Vol. I.		1773	['Editor (text)']	['Generic/Descriptive']	['The editor to the reader.', 'And these, reader, are, bona fide, the only liberties that have been taken with the original manuscripts, throughout these sheets, by your most obedient servant, the editor.']	['To the Reader']	['Male']	['Unknown']	['Gender claim as ""male"" is implicit in the fact that he calls himself a ""friend"" of the letter-writer\'s friend.', 'Claims to have taken the actions of an editor: ""I have used the privilege of leaving out some passages, and several intire epistles....I have also ventured to add a few notes..."" (p. vi-vii)."']
341447	The generous lover: or the adventures of the Marchioness de Brianville. In three volumes. Translated from the original Italian of the Abbé Pietro Chiari. Vol. I.	Chiari, Pietro	1771	['Author (text)']	['Proper name']	['Translated from the original Italian of the Abbé Pietro Chiari.']	['Title Page']	['Male']	['Male']	
341448	Harcourt; a sentimental novel. In a series of letters. By the authoress of Evelina. Vol. I.	Authoress of Evelina	1780	['Author (text)']		['By the authoress of Evelina.']	['Title Page']	['Female']	['Female']	
341452	The history of Arsaces, Prince of Betlis. [Epigraph.] By the editor of Chrysal. In two volumes. Volume I.	Johnstone, Charles	1774	['Author (text)']	['Reference to other works']	['By the editor of Chrysal.']	['Title Page']	['Indeterminate']		
341454	The history of Lord Ashborn, and the honourable Miss Howe; or, the reclaimed libertine. In three volumes. By the author of Frederick, or the fortunate beggar. Vol. I.	Author of Frederick, or, The fortunate beggar	1773	['Author (text)']	['Reference to other works']	['By the author of Frederick, or the fortunate beggar.']		['Female']	['Unknown']	
341457	The history of Miss Betsy Thoughtless. By Mrs. Haywood. In four volumes.	Haywood, Eliza Fowler	1783	['Author (text)']	['Proper name']	["Your ladyship's most obedient humble servant, Ophelia Dorchester."]	['Text']	['Female']	['Unknown']	['Claim at the end of the text.', 'Ophelia Dorchester is the fictional character-narrator of the novel.', 'This claim makes it seem that the novel was one long letter written by her, addressed to a lady (""your ladyship"").', 'The history of Ophelia."']
341458	The history of Miss Lucinda Courtney; in a series of letters; written by herself, to her friend Miss Constantia Bellmour. A new edition. In three volumes. Vol. I.	Author of Lucinda Courtney	1773	['Author (paratext)']	['Proper name']	["I am, with great respect and esteem, your ladyship's most obedient servant, Constantia Bellmour."]	['Introduction']	['Female']	['Unknown']	
341460	The history of Peggy Black and Wilmot Bond. Volume I.		1784	['Author (text)']	['Generic/Descriptive']	['As novel writers are inspired like poets, and pretend to be wiser than the rest of mankind; so we, on the same presumption, must follow Olivia Shore to her chamber...']	['Text']	['Indeterminate']	['Unknown']	['This sentence continues: ""...and divulge her secret cogitations; although it may appear strange and unaccountable to the reader, how we can express thought with such assurance. Many liberties, like this one, men take; so must we."']
341462	The history of the famous preacher Friar Gerund de Campazas: otherwise Gerund Zotes. Translated from the Spanish. In two volumes. Vol. I.	Isla, JoseÃÅ Francisco de	1772	['Author (paratext)']	['Proper name']	["Mr. Baretti's proposal for publishing by subscription..."]	['Advertisement']	['Male']	['Male']	['Presumably Mr. Baretti is the ""gentleman who gives this account, and who was pleased...to lend it to the translator..."']
341465	The history of the renowned Don Quixote de la Mancha. Being an accurate, complete, and most entertaining narrative of the wonderful atchievements of that incomparable hero and knight-errant; from his first great pursuit after fame immortal, till the close of his celebrated career: including, minutely, every curious incident attending his faithful squire and servant, Sancho Panza. Interspersed with ludicrous dialogues, rhapsodies, madrigals, and serenades. The whole replete with infinite humour and drollery. Translated from the original Spanish of Miguel de Cervantes Saavedra. By Charles Henry Wilmot, esq. In two volumes. Vol. I.	Cervantes Saavedra, Miguel de	1774	['Author (paratext)']	['Generic/Descriptive']	["The author's preface."]	['Preface']	['Male']	['Male']	
341467	The expedition of Humphry Clinker. By the author of Roderick Random. In three volumes. Vol. I.	Smollett, Tobias George	1771	['Author (paratext)']	['Proper name']	['Henry Davis']	['Letter (To the Revd. Mr. Jonathan Dustwich)']	['Male']		
341469	The Incas: or, the destruction of the empire of Peru. By M. Marmontel. In two volumes. Vol. I.	Marmontel, Jean FranÁois	1777	['Translator (text)']	['Generic/Descriptive']	['Note of the translator.']	['Preface']	['Indeterminate']	['Unknown']	['Written after several of the footnotes in the preface.']
341473	An interesting sketch of genteel life. By a lady. Vol. I.	A Lady	1782	['Author (text)']	['Generic/Descriptive']	['By a lady.']	['Title Page']	['Female']		
341475	The invisibe spy. By Explorabilis. In two volumes. Vol. I. A new edition.	Haywood, Eliza Fowler	1773	['Author (text)']	['Proper name']	['By Explorabilis.']	['Title Page']	['Indeterminate']	['Female']	['Gender claim in the introduction to the first volume: ""...whether I am even a man or a woman, they will find it, after all their conjectures, as difficult to discover as the longitude"" (p. 2).', 'Chapter descriptions refer to the narrator as ""the author."']
341476	The Irish guardian. A pathetic story. In two volumes. By a lady. Vol. I.	A Lady	1776	['Author (text)']	['Generic/Descriptive']	['By a lady.']	['Title Page']	['Female']	['Unknown']	
341477	The Irishman; or, the favourite of fortune: a satirical novel founded upon facts. In two volumes. Vol. 1		1772	['Author (text)']	['Generic/Descriptive']	['""The journal of his life, written with his own hand, was communicated to me""']	['Dedication']	['Male']	['Unknown"']	
341480	The history of John Juniper, Esq. alias Juniper Jack. Containing the birth, parentage, and education, life, adventures, and character of that most wonderful and surprizing gentleman. By the editor of the Adventures of a Guinea. Vol. I.	Johnstone, Charles	1781	['Author (text)']		['By the editor of the Adventures of a Guinea.']	['Title Page']	['Indeterminate']	['Male']	
341482	Julia de Roubigné, a tale. In a series of letters. Published by the author of the Man of Feeling, and the Man of the World. In two volumes. Vol. I.	Mackenzie, Henry	1777	['Author (text)']	['Reference to other works']	['Published by the Author of the Man of Feeling, and the Man of the World.']	['Title Page']	['Indeterminate']	['Male']	
341483	Julia de Roubigné, a tale. In a series of letters. Published by the author of The man of feeling, and The man of the world. In two volumes. Vol. I. The third edition.	Mackenzie, Henry	1781	['Translator (text)']	['Generic/Descriptive']	['It is enough to say, that I received his papers some time ago, and that they are those which I have translated, and now give to the world.']	['Introduction']	['Indeterminate']	['Male']	
341484	Juliet Grenville: or, the history of the human heart. Three volumes in two. By Mr. Brooke. Vol. I.	Brooke, Henry	1774	['Author (text)']		['By Mr. Brooke.']	['Title Page']	['Male']	['Male']	
341486	The history of Lady Barton, a novel, in letters. By Mrs. Griffith. In three volumes. Vol I.	Griffith	1771	['Author (paratext)', 'Author (text)']	['Initials']	['E.G.']	['Preface']	['Indeterminate']	['Female']	
341490	Laura and Augustus, an authentic story; in a series of letters, by a young lady. In three volumes. Vol. I.	Young lady	1784	['Author (paratext)']	['Generic/Descriptive']	["Lady Spenser's most devoted, grateful, humble servant, the author."]	['Dedication']	['Indeterminate']	['Unknown']	
341506	Letters between two lovers, and their friends. By the author of Letters supposed to have been written by Yorick and Eliza. In three volumes. Vol. I.	Combe, William	1781	['Author (paratext)']	['Generic/Descriptive']	["Your ladyship's most obedient, humble servant, the author."]	['Dedication']	['Indeterminate']	['Unknown']	
341507	Letters from a lady, who resided some years in Russia, to her friend in England. With historical notes.	Vigor, William	1775	['Author (text)']	['Generic/Descriptive']	['From a lady']	['Title Page']	['Female']	['Female']	
341508	Letters from Clara: or, the effusions of the heart. Vol. I.	Clara	1771	['Editor (text)']	['Generic/Descriptive']	['Their very humble servant, the editor.']	['Preface']	['Female']	['Unknown']	
341517	Letters from Elizabeth Sophia de Valiere to her friend Louisa Hortensia de Canteleu. By Madam Riccoboni. Translated from the French by Mr. Maceuen. In two volumes. Volume I.	Riccoboni, Marie Jeanne	1772	['Translator (text)']	['Proper name']	['Translated from the French by Mr. Maceuen']	['Title Page']	['Male']	['Male']	
341519	Letters from Felicia to Charlotte; containing a series of the most interesting events, interspersed with moral reflections; chiefly tending to prove that the seeds of virtue are implanted in the mind of every reasonable being. The fourth edition. Corrected and improved. In two volumes. Vol. I.	Collyer, Mary	1773	['Editor (text)']	['Generic/Descriptive']	['*Lest this description should be thought romantic, the editor thinks himself obliged to inform the public, that this...']	['Text']	['Male']	['Female']	
341521	Letters from Lysander: or, amusement for the good-humoured.	Lysander	1773	['Author (text)', 'Author (paratext)']	['Generic/Descriptive']	['The author of the following letters thinks it necessary to inform his reader...']	['To the reader']	['Male']	['Male']	
341522	Letters from Yorick to Eliza. A new edition.	Sterne, Laurence	1775	['Author (paratext)']	['Generic/Descriptive']	['The editor.']	['Dedication']	['Indeterminate']	['Unknown']	
341523	Letters of Abelard and Heloise. To which is prefix'd a particular account of their lives, amours, and misfortunes. By the late John Hughes, Esq. Together with the poem of Eloisa to Abelard. By Mr. Pope. And, (to which is now added) the poem of Abelard to Eloisa. By Mrs. Madan.	Abelard, Peter	1782	['Author (text)']	['Proper name']	['Abelard to Eloisa. By Mrs Madan.']	['Text']	['Female']	['Female']	
341525	Liberal opinions, or, the history Benignus. A new edition, corrected. In four volumes. By Mr. Pratt. Vol. I.	Pratt	1783	['Author (text)']		['By Mr. Pratt']	['Title Page']	['Male']	['Male']	
341526	The life and adventures of Joe Thompson. A narrative founded on fact. By Mr. Kimber. In two volumes.	Kimber, Edward	1783	['Author (text)']		['By Mr. Kimber.']	['Title Page']	['Male']	['Male']	
341527	The life and adventures of Peter Wilkins, a Cornish man. Relating particularly, his shipwreck near the South Pole; his wonderful passage through a subterraneous cavern into a kind of new world; his there meeting with a Gawry, or flying woman, whose life he preserved, and afterwards married her; his extraordinary conveyance to the country of Glums and Gawrys, or men and women that fly. Likewise a description of this strange country, with the laws, customs, and manners of its inhabitants, and the author's remarkable transactions among them. Taken from his own mouth, in his passage to England, from off Cape Horn, in America, in the ship Hector. With an introduction, giving an account of the surprising manner of his coming on board that vessel, and his death on his landing at Plymouth, in the year 1739. By R. S. a passenger in the Hector. In two volumes. Vol. I.	Paltock, Robert	1784	['Author (text)']	['Generic/Descriptive']	["Giving an account of the author's birth and family..."]	['Text', 'Table of contents']	['Male']		['In each of the chapter summaries, within the text and in the table of contents, Peter Wilkins (the first-person narrator of the text) is referred to as ""the author""."']
341528	The life of John Buncle, Esq; containing various observations and reflections, made in several parts of the world, and many extraordinary relations. In four volumes. Vol. I. A new edition.	Amory, Thomas	1770	['Author (text)']	['Proper name']	['John Buncle, Esq., is the representative of his author, Thomas Amorty']	['Separate critical pamphlet placed in the back of the book']	['Male']	['Male']	
341529	The life of Lamenther: a true history. Written by herself. In five parts. Containing a just account of the many misfortunes she underwent, occasioned by the ill Treatment of an unnatural Father.	Wall, Anne	1771	['Author (text)', 'Author (paratext)']	['Generic/Descriptive', 'Initials']	['Written by herself (title page)', "...none of these books printed or sold by the author's leave, but what have the initials of her name annexed...AW (advertisement)"]	['Title Page', 'Advertisement']	['Female']	['Female']	
341530	The life of the countess of G by Gellert translated from the German by a lady. Vol I.	Gellert, Christian FuÃàrchtegott	1776	['Editor (text)']	['Generic/Descriptive']	['With respect to this translation the editor begs only to remark, that he is ill qualified for the office of a critic, being too sensible of the loss of a wife...']	['Advertisement']	['Male']	['Unknown']	["This statement implies that the translator's husband, the author of this advertisement, is also the editor of the translated novel."]
341531	Louisa. A sentimental novel.		1771	['Author (paratext)']	['Initials']	['T. M.']	['Advertisement']	['Indeterminate']	['Unknown']	
341532		Seward, Anna	1784	['Author (text)']	['Generic/Descriptive']	['the author']	['Preface']	['Indeterminate']	['Female']	
341534	Genuine copies of all the love letters and cards which passed between an illustrious personage and a noble lady, during the course of a late amour. Published by a proctor of Doctors Commons.		1770	['Publisher (text)']	['Generic/Descriptive']	['Published by a proctor of Doctors Commons.']	['Title Page']	['Male']	['Unknown']	
341535	The loves of Calisto and Emira; or, the fatal legacy. Published from the originals, by John Seally, gent.	Seally, John	1776	['Translator (paratext)']	['Generic/Descriptive']	['My delicacy will not permit me to translate it; but I make no scruple in giving that of mine, in my own native language.']	['To the Reader']	['Indeterminate']	['Male']	['This claim not only tells us that the English-language letter in the ""To the reader"" is his, but also that he, in all likelihood, translated the French dedicatory letter into English."']
341536	The loves of Mirtil son of Adonis a pastoral.		1770	['Translator (text)']		['...I determined on undertaking a translation of it into English.']	['Preface']	['Indeterminate']	['Unknown']	
341538	The maiden aunt. Written by a lady. In three volumes. Vol. I.	A Lady	1776	['Author (text)']		['Written by a lady.']	['Title Page']	['Female']		
341541	The man of the world. In two parts. [Epigraph] Volume I.	Mackenzie, Henry	1773	['Author (text)']	['Reference to other works']	['Published by he same author, The man of feeling [...] The pursuits of happiness']	['Advertisement']	['Indeterminate']	['Male', 'Henry Mackenzie']	
341542	Letters of the Marchioness of Pompadour: from MDCCLIII to MDCCLXII inclusive. In two volumes. Vol. I.	BarbeÃÅ-Marbois, FrancÃßois	1771	['Translator (text)', 'Author (paratext)']	['Generic/Descriptive']	['Nor is it material to premise that the translator of these letters purchased the authenticated copies...']	['Preface']	['Indeterminate']	['Unknown']	
341545	The memoirs and adventures of the Marquis de Bretagne, and Duc d'Harcourt. Written originally in French, and now done into English, by Mr. Erskine. The second edition. Vol. I.	PreÃÅvost	1770	['Author (text)']	['Generic/Descriptive']	["In our author's own adventures...", 'Preface']		['Male']	['Unknown']	
341547	Memoirs of the Marquis de St. Forlaix. Translated from the French of Mons. Framery. By Mrs. Brooke. [epigraph]. Vol. I.	Framery, Nicolas Etienne	1770	['Translator (text)']	['Proper name']	['Translated from the French of Mons. Framery by Mrs. Brooke']	['Title Page', 'Preface']	['Female']	['Unknown']	
341549	Masquerades; or, what you will. By the author of Eliza Warwick, &c. In four volumes. Vol. I.	Author of Eliza Warwick	1780	['Author (text)']		['By the author of Eliza Warwick, &c.']	['Title Page']	['Indeterminate']		
341550	Masquerades; or, what you will. By the author of Eliza Warwick, &c. In two volumes. Vol. I.	Author of Eliza Warwick	1781	['Author (text)']	['Generic/Descriptive', 'Reference to other works']	['By the author of Eliza Warwick, &c.']	['Title Page']	['Indeterminate']	['Unknown']	['In the dedication to Eliza Warwick, the author claims to be a woman.']
341552	Memoirs of a Magdalen; or, the history of Louisa Mildmay. By Hugh Kelly, Esq. In two volumes.	Kelly, Hugh	1782	['Author (paratext)']	['Proper name']	["...your grace's most devoted and most humble servant, Hugh Kelly."]	['Dedication']	['Male']	['Male']	
341553	Memoirs of Lady Woodford. Written by herself, and addressed to a friend. In two volumes. Vol. I.		1782	['Author (text)']		['Memoirs of Lady Woodford. Written by herself...']	['Title Page']	['Female']	['Female']	
341556	Memoirs of the late Edw. W-----ly M---tague, Esq; with remarks on the manners and customs of the oriental world; collected and published from original posthumous papers. Vol. I.		1777	['Author (text)']		['By the Rev. Martin Sherlock, A.M.']	['Title Page']	['Male']		
341557	The midnight rambler; or, new nocturnal spy, for the present year. Containing a complete description of the modern transactions of London and Westminster, from the hours of nine in the evening, till six in the morning. Exhibiting great variety of midnight scenes and adventures in real life, both serious and comic: wherein are displayed the various humours and transactions of the different inhabitants of the metropolis--from the duke in high, down to the cobler in low life--and from the dutchess in St. James's, down to the oyster woman at Billingsgate, &c. &c. Illustrated with real characters, and whimsical anecdotes, of several votaries of Bacchus and Venus, from the first-rate bucks, bloods, and filles de joye, down to those in more humble stations; as well as those in more deplorable conditions, whose utmost prospects are through the bars of a prison. Also the characters of gaolers, round-house keepers, mercenary beadles, reforming constables, &c. &c.		1772	['Author (text)']	['Generic/Descriptive']	["Chap. I. The author's apology..."]	['Introduction']	['Indeterminate']	['Unknown']	
341560	The genuine memoirs of Miss Faulkner; otherwise Mrs. D***l**n; or, Countess of H*****x in expectancy. Containing, the amours and intrigues of several persons of high distinction, and remarkable characters: with some curious political anecdotes, never before published.	Faulkner, Mary Anne	1770	['Publisher (text)']	['Proper name']		['Advertisement']	['Male']	['Male']	
341561	Conclusion of the memoirs of Miss Sidney Bidulph, as prepared for the press by the late editor of the former part. Volume IV.	Sheridan, Frances Chamberlaine	1770	['Editor (text)']		['The editor of the former part of these memoirs']	['Introduction']	['Indeterminate']		
341562	The history of Miss Temple. In two volumes. By a young lady. Vol. I.	Rogers, A	1777	['Author (paratext)']	['Proper name']	['Your most obliged friend and servant, A. Rogers.']	['Dedication']	['Indeterminate']	['Unknown']	
341563	The mistakes of the heart: Or, memoirs of Lady Carolina Pelham and Lady Victoria Nevil. In a series of letters. Published by M. Treyssac de Vergy, counsellor in the parliaments of Paris and Bourdeaux. [epigraph]. In three volumes. Vol. I.	Treyssac de Vergy, Pierre Henri	1770	['Author (paratext)']	['Generic/Descriptive']	['The Editor to the Public']	['To the reader']	['Indeterminate']	['Unknown']	
341566	Moral tales, by M. Marmontel. In two volumes. Volume I.	Marmontel, Jean FranÁois	1780	['Author (text)']		['By M. Marmontel.']	['Title Page']	['Indeterminate']	['Male']	
341568	Mount Henneth, a novel. In two volumes. Vol. I.	Bage, Robert	1782	['Author (text)']	['Generic/Descriptive']	['It is very easy to say I wrote it [the novel] for my own amusement...']	['Preface']	['Male']	['Male']	['Details in the preface imply the gender claim as male.']
341570	Mr. Bentley, the rural philosopher: a tale. In two volumes. Volume the first.	Man, Henry	1775	['Author (text)']	['Generic/Descriptive']	['The author of the following sheets was led to attempt a little domestic narrative...']	['Advertisement']	['Male']	['Male']	
